,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2016-09-01 00:00:00+02:00,55.89,3528.4600000000005,30.38,320.95,6174.6,140.003,0.0,2.3040000000000003,0.0,14.046999999999999
2016-09-01 01:00:00+02:00,55.89,3270.1600000000003,31.849999999999998,294.0,6048.320000000001,140.003,0.0,2.2800000000000002,0.0,15.257
2016-09-01 02:00:00+02:00,55.89,3203.7400000000002,32.83,282.24,5885.96,140.003,0.0,2.2800000000000002,0.0,15.322999999999999
2016-09-01 03:00:00+02:00,55.89,3256.2200000000003,32.339999999999996,290.57,5982.72,140.003,0.0,2.2800000000000002,0.0,14.585999999999999
2016-09-01 04:00:00+02:00,57.730000000000004,3352.1600000000003,32.339999999999996,291.55,6129.500000000001,140.003,0.0,2.2800000000000002,0.0,12.705
2016-09-01 05:00:00+02:00,58.650000000000006,3558.8,30.87,310.17,6092.6,140.003,0.0,2.2800000000000002,0.0,11.407
2016-09-01 06:00:00+02:00,58.88,4650.22,31.36,358.19,6237.740000000001,140.003,0.0,2.232,0.0,10.834999999999999
2016-09-01 07:00:00+02:00,58.88,5289.0,32.83,419.93,7363.6,140.736,0.0,2.2560000000000002,0.0,9.911
2016-09-01 08:00:00+02:00,58.88,5324.26,33.81,406.21,7694.06,140.736,0.0,2.424,0.0,4.84
2016-09-01 09:00:00+02:00,58.88,5394.780000000001,33.32,393.46999999999997,7674.380000000001,140.736,0.0,2.52,0.0,1.936
2016-09-01 10:00:00+02:00,58.88,5363.620000000001,32.339999999999996,382.2,7710.460000000001,140.736,1.68,2.616,1.176,2.332
2016-09-01 11:00:00+02:00,58.88,5403.8,31.36,380.24,7836.740000000001,140.736,2.112,2.616,1.344,3.2119999999999997
2016-09-01 12:00:00+02:00,58.88,5445.620000000001,31.849999999999998,383.67,7922.02,140.736,2.376,2.736,1.344,4.345
2016-09-01 13:00:00+02:00,58.88,5458.740000000001,29.4,389.06,7933.500000000001,140.736,2.328,2.736,1.344,5.027
2016-09-01 14:00:00+02:00,58.88,5402.9800000000005,25.97,389.55,7844.120000000001,140.736,0.28800000000000003,2.592,0.168,5.686999999999999
2016-09-01 15:00:00+02:00,58.88,5385.76,23.03,387.59,7764.580000000001,142.202,0.0,2.568,0.0,6.170999999999999
2016-09-01 16:00:00+02:00,58.88,5376.740000000001,23.52,401.8,7635.02,142.202,0.0,2.592,0.0,5.973
2016-09-01 17:00:00+02:00,58.88,5333.280000000001,24.009999999999998,405.71999999999997,7507.1,142.202,0.0,2.568,0.0,4.718999999999999
2016-09-01 18:00:00+02:00,58.88,5346.400000000001,23.52,396.40999999999997,7669.460000000001,142.202,0.0,2.616,0.0,4.268
2016-09-01 19:00:00+02:00,58.88,5321.8,18.62,395.92,8132.76,142.202,0.0,2.88,0.0,5.0489999999999995
2016-09-01 20:00:00+02:00,58.88,5439.06,17.15,426.79,8455.84,142.202,0.0,3.0,0.0,5.467
2016-09-01 21:00:00+02:00,58.88,5276.700000000001,20.09,345.94,7585.000000000001,142.202,0.0,2.424,0.0,6.5889999999999995
2016-09-01 22:00:00+02:00,58.88,4646.9400000000005,22.54,308.21,6641.18,142.202,0.0,2.2800000000000002,0.0,6.401999999999999
2016-09-01 23:00:00+02:00,56.81,3759.7000000000003,25.97,288.12,6552.620000000001,142.202,0.0,2.2800000000000002,0.0,7.204999999999999
2016-09-02 00:00:00+02:00,55.89,3790.0400000000004,28.91,307.23,6488.660000000001,142.202,0.0,2.232,0.0,7.1499999999999995
2016-09-02 01:00:00+02:00,55.89,3629.32,29.89,311.64,6364.84,142.202,0.0,2.2560000000000002,0.0,6.093999999999999
2016-09-02 02:00:00+02:00,55.89,3549.78,30.38,312.13,6251.68,142.202,0.0,2.2560000000000002,0.0,5.027
2016-09-02 03:00:00+02:00,56.35,3580.1200000000003,29.4,312.13,6210.68,142.202,0.0,2.2560000000000002,0.0,4.851
2016-09-02 04:00:00+02:00,58.650000000000006,3613.7400000000002,29.89,312.13,6248.400000000001,142.202,0.0,2.2560000000000002,0.0,5.5
2016-09-02 05:00:00+02:00,58.88,3836.78,31.849999999999998,320.95,6333.68,142.202,0.0,2.2560000000000002,0.0,5.467
2016-09-02 06:00:00+02:00,59.11,4866.700000000001,32.83,372.89,6806.000000000001,142.202,0.0,2.2560000000000002,0.0,6.3469999999999995
2016-09-02 07:00:00+02:00,58.88,5155.34,33.32,411.59999999999997,7691.6,142.202,1.92,2.2560000000000002,0.0,6.643999999999999
2016-09-02 08:00:00+02:00,58.88,5287.360000000001,34.3,413.07,7954.000000000001,142.202,0.648,2.568,0.0,3.6189999999999998
2016-09-02 09:00:00+02:00,58.88,5448.080000000001,35.28,400.33,7915.460000000001,142.202,0.0,3.0,1.176,3.5199999999999996
2016-09-02 10:00:00+02:00,58.88,5430.860000000001,35.769999999999996,403.76,7790.820000000001,142.202,0.864,3.024,1.344,4.5649999999999995
2016-09-02 11:00:00+02:00,58.88,5427.580000000001,36.26,397.39,7758.84,142.202,2.64,3.144,1.344,5.874
2016-09-02 12:00:00+02:00,58.88,5447.26,35.28,394.45,7799.84,142.202,1.944,3.672,1.344,7.061999999999999
2016-09-02 13:00:00+02:00,58.88,5420.200000000001,35.769999999999996,393.46999999999997,7712.1,142.202,1.752,3.72,1.344,7.468999999999999
2016-09-02 14:00:00+02:00,59.11,5272.6,34.3,393.46999999999997,7587.460000000001,142.202,0.216,3.36,1.32,8.074
2016-09-02 15:00:00+02:00,58.88,5334.1,31.849999999999998,336.63,7636.660000000001,142.202,0.0,3.2640000000000002,0.168,7.622999999999999
2016-09-02 16:00:00+02:00,59.11,5387.400000000001,30.87,310.17,7726.860000000001,142.202,0.0,3.216,0.0,6.1049999999999995
2016-09-02 17:00:00+02:00,59.11,5375.92,31.36,310.65999999999997,7655.52,142.202,0.0,3.216,0.0,4.686
2016-09-02 18:00:00+02:00,58.88,5234.06,30.87,311.15,7746.540000000001,142.202,0.0,3.216,0.0,2.706
2016-09-02 19:00:00+02:00,58.88,5212.740000000001,27.439999999999998,316.05,8094.22,142.202,0.0,3.192,0.0,1.9249999999999998
2016-09-02 20:00:00+02:00,58.88,5230.780000000001,25.48,331.24,8386.140000000001,142.935,3.48,2.736,0.0,1.7599999999999998
2016-09-02 21:00:00+02:00,58.88,5092.200000000001,27.439999999999998,316.54,7699.8,142.202,0.48,2.424,0.0,1.375
2016-09-02 22:00:00+02:00,58.190000000000005,4878.18,28.91,317.03,6492.76,142.202,0.0,2.2800000000000002,0.0,1.716
2016-09-02 23:00:00+02:00,56.120000000000005,4452.6,29.89,303.8,6036.02,142.202,0.0,2.2800000000000002,0.0,2.2439999999999998
2016-09-03 00:00:00+02:00,55.660000000000004,4612.5,33.32,313.6,5849.88,141.469,0.0,2.184,0.0,3.102
2016-09-03 01:00:00+02:00,55.89,4451.780000000001,33.81,315.07,5510.400000000001,141.469,0.0,2.184,0.0,4.872999999999999
2016-09-03 02:00:00+02:00,55.89,4217.26,35.28,305.76,5330.820000000001,141.469,0.0,2.184,0.0,6.412999999999999
2016-09-03 03:00:00+02:00,56.580000000000005,4034.4,35.28,304.29,5324.26,140.736,0.0,2.184,0.0,7.545999999999999
2016-09-03 04:00:00+02:00,58.42,3934.36,35.28,305.27,5290.64,140.003,0.0,2.184,0.0,8.448
2016-09-03 05:00:00+02:00,58.190000000000005,3810.5400000000004,34.79,305.27,5307.860000000001,139.27,0.0,2.184,0.0,9.899999999999999
2016-09-03 06:00:00+02:00,58.190000000000005,4091.8,36.75,317.03,5472.68,139.27,0.0,2.208,0.0,9.911
2016-09-03 07:00:00+02:00,58.190000000000005,4217.26,37.24,318.99,6011.42,139.27,0.0,2.208,0.0,8.591
2016-09-03 08:00:00+02:00,58.190000000000005,4326.320000000001,36.75,314.09,6377.96,139.27,0.0,2.592,0.0,7.656
2016-09-03 09:00:00+02:00,58.190000000000005,4516.56,36.75,312.13,6969.18,139.27,1.488,2.736,0.0,4.51
2016-09-03 10:00:00+02:00,58.190000000000005,4554.280000000001,36.75,308.21,7123.34,139.27,4.5840000000000005,2.88,1.176,4.191
2016-09-03 11:00:00+02:00,56.35,4519.84,36.26,307.23,6944.580000000001,139.27,8.4,3.12,1.344,6.962999999999999
2016-09-03 12:00:00+02:00,45.080000000000005,4538.700000000001,34.79,305.76,6753.52,139.27,5.5440000000000005,3.144,1.344,9.856
2016-09-03 13:00:00+02:00,47.15,4540.34,34.3,304.29,6620.68,139.27,2.976,2.592,1.32,12.199
2016-09-03 14:00:00+02:00,58.42,4393.56,34.3,303.8,6341.88,139.27,1.464,2.376,0.168,12.803999999999998
2016-09-03 15:00:00+02:00,58.88,4359.12,34.3,255.78,6263.160000000001,139.27,0.936,2.2560000000000002,0.0,12.254
2016-09-03 16:00:00+02:00,58.88,4291.88,34.3,280.28,6197.56,139.27,0.0,2.2560000000000002,0.0,10.417
2016-09-03 17:00:00+02:00,58.88,4259.08,34.3,294.98,6205.76,139.27,0.0,2.2560000000000002,0.0,8.293999999999999
2016-09-03 18:00:00+02:00,58.190000000000005,4484.58,34.79,304.29,6614.120000000001,139.27,0.0,2.2800000000000002,0.0,7.117
2016-09-03 19:00:00+02:00,58.190000000000005,4488.68,34.79,307.71999999999997,7038.88,139.27,1.368,2.3040000000000003,0.0,6.654999999999999
2016-09-03 20:00:00+02:00,58.190000000000005,4570.68,34.79,310.65999999999997,7254.540000000001,139.27,2.232,2.592,0.0,6.1049999999999995
