,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2017-02-01 00:00:00+01:00,4920,15908,5303,14531,207,20,2,1515,99,9000,6987,234,0,304,1562,1536
1,2017-02-01 00:15:00+01:00,4919,15894,4922,14476,207,20,3,1529,76,9042,6887,234,0,308,1545,1487
2,2017-02-01 00:30:00+01:00,4915,15883,4647,14287,207,20,4,1548,53,9041,6688,233,0,305,1537,1491
3,2017-02-01 00:45:00+01:00,4913,15872,4436,14160,207,20,3,1559,30,9037,6360,232,0,317,1578,1535
4,2017-02-01 01:00:00+01:00,4897,15956,4419,14236,207,20,4,1564,52,9046,6354,232,0,314,1600,1548
5,2017-02-01 01:15:00+01:00,4880,15879,4420,14086,207,20,5,1568,50,9047,6262,232,0,309,1578,1574
6,2017-02-01 01:30:00+01:00,4878,15867,4392,13962,207,20,4,1572,50,9045,6234,232,0,307,1537,1620
7,2017-02-01 01:45:00+01:00,4883,15883,4402,13905,207,20,5,1578,44,9047,5960,232,0,305,1489,1695
8,2017-02-01 02:00:00+01:00,4876,15905,4395,13798,205,20,41,1592,42,9047,6019,232,0,303,1391,1767
9,2017-02-01 02:15:00+01:00,4873,16050,4403,13702,205,20,5,1608,40,9047,6249,232,0,305,1331,1850
10,2017-02-01 02:30:00+01:00,4878,16243,4322,13617,206,20,6,1614,46,9051,6107,233,0,296,1381,1924
11,2017-02-01 02:45:00+01:00,4877,16350,4298,13553,205,20,7,1634,49,9048,6132,233,0,293,1435,1980
12,2017-02-01 03:00:00+01:00,4881,16394,4322,13477,204,20,6,1648,54,9051,6182,233,0,293,1447,2112
13,2017-02-01 03:15:00+01:00,4881,16361,4410,13456,206,20,7,1650,49,9048,6507,233,0,294,1441,2123
14,2017-02-01 03:30:00+01:00,4879,16410,4421,13497,206,20,8,1651,50,9047,6587,233,0,292,1452,2149
15,2017-02-01 03:45:00+01:00,4877,16502,4432,13475,205,20,7,1650,46,9045,6500,233,0,298,1491,2198
16,2017-02-01 04:00:00+01:00,4893,16535,4393,13502,206,20,8,1648,43,9047,6525,233,0,295,1552,2148
17,2017-02-01 04:15:00+01:00,4899,16559,4391,13620,205,20,9,1648,49,9047,6724,233,0,306,1609,2164
18,2017-02-01 04:30:00+01:00,4901,16754,4316,13675,204,20,8,1646,41,9049,6762,233,0,310,1649,2164
19,2017-02-01 04:45:00+01:00,4888,16815,4226,13757,205,20,9,1641,37,9047,6765,233,0,302,1711,2194
20,2017-02-01 05:00:00+01:00,4882,16847,4189,13978,206,19,10,1639,42,9043,6781,233,0,298,1789,2259
21,2017-02-01 05:15:00+01:00,4885,16826,4246,14321,206,19,9,1639,34,9044,6832,234,0,306,1821,2318
22,2017-02-01 05:30:00+01:00,4894,16828,4346,14687,206,19,10,1638,32,9043,7290,234,0,309,1853,2436
23,2017-02-01 05:45:00+01:00,4896,16829,4459,14968,203,19,8,1634,79,9042,7865,234,0,304,1921,2544
24,2017-02-01 06:00:00+01:00,4893,16745,4749,15169,205,19,193,1638,35,9035,8397,234,0,301,2037,2761
25,2017-02-01 06:15:00+01:00,4908,16862,4924,15337,204,19,166,1654,45,9042,8300,234,0,300,2133,2865
26,2017-02-01 06:30:00+01:00,4912,16849,5187,16078,204,19,549,1654,43,9046,8478,235,0,300,2169,3000
27,2017-02-01 06:45:00+01:00,4911,16840,5570,16528,204,19,936,1648,124,9047,8647,235,0,303,2288,3182
28,2017-02-01 07:00:00+01:00,4920,16848,5846,16512,205,19,1934,1647,25,9036,8687,236,0,303,2394,3323
29,2017-02-01 07:15:00+01:00,4897,16914,5973,16659,206,19,2840,1643,31,9044,8987,236,0,312,2436,3423
30,2017-02-01 07:30:00+01:00,4904,16911,6026,16663,205,19,3867,1646,24,9048,9131,236,0,310,2520,3603
31,2017-02-01 07:45:00+01:00,4897,16884,6123,16623,205,19,3781,1654,112,9047,9171,236,6,303,2641,3818
32,2017-02-01 08:00:00+01:00,4898,16832,6232,16531,206,19,2700,1655,96,9040,9232,236,67,303,2744,4083
33,2017-02-01 08:15:00+01:00,4894,16861,6206,16512,205,19,2640,1652,99,9043,9322,236,162,303,2861,4350
34,2017-02-01 08:30:00+01:00,4899,16782,6174,16483,205,19,2430,1652,101,9047,9292,236,314,307,3022,4438
35,2017-02-01 08:45:00+01:00,4907,16848,6155,16433,205,19,2007,1652,101,9042,9240,236,519,301,3133,4606
36,2017-02-01 09:00:00+01:00,4912,16890,6088,16294,206,19,1949,1655,87,9044,9224,236,793,303,3203,4636
37,2017-02-01 09:15:00+01:00,4911,16859,5963,16160,205,19,2639,1659,26,9042,9135,236,1074,303,3272,4828
38,2017-02-01 09:30:00+01:00,4917,16751,6023,16134,206,17,2757,1657,19,9045,9263,236,1403,303,3351,4889
39,2017-02-01 09:45:00+01:00,4916,16707,6043,16153,206,15,1952,1655,19,9041,9363,236,1752,303,3397,5086
40,2017-02-01 10:00:00+01:00,4918,16615,6005,16064,206,15,2705,1655,52,9036,8925,236,2103,302,3400,5268
41,2017-02-01 10:15:00+01:00,4912,16582,6000,16071,205,15,2408,1656,61,9032,8775,236,2472,293,3409,5478
42,2017-02-01 10:30:00+01:00,4916,16636,5947,16077,207,15,2168,1658,21,9030,8747,236,2811,300,3445,5473
43,2017-02-01 10:45:00+01:00,4907,16579,5971,16031,206,15,1879,1655,19,9026,8768,236,3163,292,3458,5635
44,2017-02-01 11:00:00+01:00,4911,16490,6050,15856,206,15,1857,1653,44,9026,8942,236,3506,293,3458,5539
45,2017-02-01 11:15:00+01:00,4924,16416,6080,15687,206,15,1960,1658,41,9026,8784,236,3800,297,3469,5573
46,2017-02-01 11:30:00+01:00,4933,16530,6091,15678,206,15,1615,1646,38,9024,8714,236,4079,304,3466,5693
47,2017-02-01 11:45:00+01:00,4918,16526,6067,15744,206,15,1026,1637,25,9024,8514,236,4442,299,3466,5783
