date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2016-01-01 00:00:00+01:00,253,2265,,261,642,2778,511,54099,0,90,2189
2016-01-01 01:00:00+01:00,253,2232,,260,439,2562,555,54079,0,92,1753
2016-01-01 02:00:00+01:00,253,2259,,260,,2514,378,54058,0,93,1430
2016-01-01 03:00:00+01:00,253,2242,,260,,2602,200,52326,0,93,1214
2016-01-01 04:00:00+01:00,252,2251,,258,,2676,390,51806,0,90,1031
2016-01-01 05:00:00+01:00,252,2229,,257,,2662,238,51749,0,90,918
2016-01-01 06:00:00+01:00,248,2245,,257,,2642,120,52181,0,90,878
2016-01-01 07:00:00+01:00,246,2334,,256,,2597,191,51731,0,95,1003
2016-01-01 08:00:00+01:00,246,2332,,256,,2730,267,50412,100,92,1173
2016-01-01 09:00:00+01:00,246,2316,,256,,2847,562,51926,356,90,1500
2016-01-01 10:00:00+01:00,246,2327,,257,,2881,533,52770,879,87,1836
2016-01-01 11:00:00+01:00,245,2325,,257,,2757,388,53509,1281,82,2199
2016-01-01 12:00:00+01:00,245,2313,,257,771,2801,386,53469,1424,82,2544
2016-01-01 13:00:00+01:00,245,2303,,256,932,2836,818,53099,1435,81,2768
2016-01-01 14:00:00+01:00,250,2293,,257,,2763,173,53034,1171,81,3139
2016-01-01 15:00:00+01:00,252,2281,,258,,2703,89,53555,686,82,3638
2016-01-01 16:00:00+01:00,256,2298,,258,,2758,711,53194,228,78,3903
2016-01-01 17:00:00+01:00,257,2313,,257,288,2919,1037,53136,68,80,4497
2016-01-01 18:00:00+01:00,258,2319,,260,1714,3320,1258,53850,0,80,5129
2016-01-01 19:00:00+01:00,257,2316,,262,1882,3444,1163,54010,0,79,5264
2016-01-01 20:00:00+01:00,257,2312,,261,1051,3217,449,53728,0,80,5404
2016-01-01 21:00:00+01:00,258,2316,,261,,3052,191,53719,0,81,5493
2016-01-01 22:00:00+01:00,258,2316,,261,1172,2914,771,52073,0,80,5353
2016-01-01 23:00:00+01:00,258,2318,,260,752,2834,816,51778,0,78,5255
2016-01-02 00:00:00+01:00,257,2304,,260,,2676,329,51445,0,79,5038
2016-01-02 01:00:00+01:00,253,2303,,258,,2527,162,50333,0,81,4724
2016-01-02 02:00:00+01:00,251,2298,,257,,2519,197,49187,0,83,4669
2016-01-02 03:00:00+01:00,252,2296,,257,,2559,125,47948,0,84,4612
2016-01-02 04:00:00+01:00,251,2293,,261,,2636,79,47371,0,85,4625
2016-01-02 05:00:00+01:00,249,2296,,261,,2640,88,47543,0,83,4619
2016-01-02 06:00:00+01:00,250,2269,,260,,2644,691,49042,0,76,4470
2016-01-02 07:00:00+01:00,250,2286,,260,,2669,450,49578,0,76,4520
2016-01-02 08:00:00+01:00,251,2272,,260,,2776,481,51411,87,75,4638
2016-01-02 09:00:00+01:00,251,2273,,261,,2888,613,53448,274,72,4801
2016-01-02 10:00:00+01:00,253,2284,,261,55,3033,676,53918,648,75,5160
2016-01-02 11:00:00+01:00,251,2244,,262,737,3097,623,54109,955,69,5406
2016-01-02 12:00:00+01:00,250,2215,,262,1414,3159,1179,53873,1171,66,5760
2016-01-02 13:00:00+01:00,250,2228,,260,1028,3045,974,53248,1209,69,6000
2016-01-02 14:00:00+01:00,249,2247,,261,158,2892,919,53465,1029,68,6105
2016-01-02 15:00:00+01:00,248,2251,,261,,3055,917,53704,672,75,6010
2016-01-02 16:00:00+01:00,250,2269,,261,,3412,634,53960,249,68,5976
2016-01-02 17:00:00+01:00,250,2402,,261,1299,3774,970,54591,75,68,5906
2016-01-02 18:00:00+01:00,249,2423,,261,2507,4206,1811,55027,0,65,5864
2016-01-02 19:00:00+01:00,248,2429,,261,2597,4372,1409,55038,0,66,5839
2016-01-02 20:00:00+01:00,238,2419,,260,1227,3953,986,54986,0,65,5829
2016-01-02 21:00:00+01:00,248,2432,,260,5,3547,832,54461,0,67,5689
2016-01-02 22:00:00+01:00,250,2402,,260,971,3509,857,54172,0,68,5410
2016-01-02 23:00:00+01:00,250,2379,,260,1598,3514,971,53961,0,67,5305
2016-01-03 00:00:00+01:00,252,2375,,259,,3368,819,52317,0,68,4956
2016-01-03 01:00:00+01:00,251,2296,,261,,3243,547,51348,0,68,4506
2016-01-03 02:00:00+01:00,251,2301,,261,,3140,408,49136,0,73,4081
2016-01-03 03:00:00+01:00,251,2317,,259,,2910,108,46097,0,79,3663
2016-01-03 04:00:00+01:00,250,2323,,257,,2869,106,44449,0,80,3399
2016-01-03 05:00:00+01:00,250,2319,,257,,2866,106,44283,0,80,3279
2016-01-03 06:00:00+01:00,250,2312,,256,,2965,103,45822,0,77,3212
