,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2016-09-01 00:00:00+02:00,5.448,1.92,34.584,16.008,0.0,0.022
2016-09-01 01:00:00+02:00,5.208,1.8960000000000001,26.88,16.02,0.0,0.011
2016-09-01 02:00:00+02:00,4.848,1.8960000000000001,28.848,16.032,0.0,0.0
2016-09-01 03:00:00+02:00,4.056,1.8960000000000001,16.536,16.068,0.0,0.0
2016-09-01 04:00:00+02:00,3.552,1.872,15.96,16.044,0.0,0.0
2016-09-01 05:00:00+02:00,4.056,1.848,19.128,16.056,0.0,0.0
2016-09-01 06:00:00+02:00,12.456,1.848,23.376,16.068,0.0,0.0
2016-09-01 07:00:00+02:00,39.576,1.872,49.032000000000004,16.056,0.492,0.0
2016-09-01 08:00:00+02:00,47.664,1.872,53.184000000000005,16.080000000000002,2.091,0.0
2016-09-01 09:00:00+02:00,41.208,1.872,49.056000000000004,16.044,4.551,0.0
2016-09-01 10:00:00+02:00,37.776,1.872,48.912,16.080000000000002,6.806,0.0
2016-09-01 11:00:00+02:00,38.088,1.872,48.456,16.044,8.241,0.022
2016-09-01 12:00:00+02:00,35.424,1.872,42.792,16.02,8.815,0.05499999999999999
2016-09-01 13:00:00+02:00,35.184,1.872,45.216,15.96,8.815,0.066
2016-09-01 14:00:00+02:00,30.912,1.872,39.432,16.008,8.159,0.077
2016-09-01 15:00:00+02:00,32.424,1.872,39.144,16.008,7.339,0.088
2016-09-01 16:00:00+02:00,33.264,1.872,40.32,15.924,5.904,0.088
2016-09-01 17:00:00+02:00,37.272,1.872,41.856,15.912,4.059,0.077
2016-09-01 18:00:00+02:00,39.552,1.872,47.4,15.912,1.927,0.066
2016-09-01 19:00:00+02:00,42.936,1.872,57.312000000000005,15.912,0.369,0.066
2016-09-01 20:00:00+02:00,41.232,1.872,56.04,15.936,0.0,0.05499999999999999
2016-09-01 21:00:00+02:00,27.432000000000002,1.8960000000000001,47.928000000000004,15.96,0.0,0.033
2016-09-01 22:00:00+02:00,26.568,1.872,44.784,16.008,0.0,0.022
2016-09-01 23:00:00+02:00,21.696,1.8960000000000001,35.184,16.02,0.0,0.022
2016-09-02 00:00:00+02:00,7.6080000000000005,1.8960000000000001,24.216,16.044,0.0,0.011
2016-09-02 01:00:00+02:00,3.936,1.872,22.68,16.080000000000002,0.0,0.0
2016-09-02 02:00:00+02:00,2.64,1.872,21.576,16.068,0.0,0.0
2016-09-02 03:00:00+02:00,2.7840000000000003,1.872,21.432000000000002,16.080000000000002,0.0,0.0
2016-09-02 04:00:00+02:00,2.7600000000000002,1.872,21.408,16.104,0.0,0.0
2016-09-02 05:00:00+02:00,3.096,1.848,21.504,16.128,0.0,0.0
2016-09-02 06:00:00+02:00,8.232,1.848,32.616,16.116,0.0,0.0
2016-09-02 07:00:00+02:00,38.064,1.848,48.144,16.164,0.5740000000000001,0.0
2016-09-02 08:00:00+02:00,43.896,1.824,53.304,16.14,2.46,0.011
2016-09-02 09:00:00+02:00,33.072,1.824,42.144,16.116,4.674,0.0
2016-09-02 10:00:00+02:00,36.792,1.824,45.576,16.044,6.642,0.0
2016-09-02 11:00:00+02:00,33.576,1.8,44.04,16.02,8.446,0.0
2016-09-02 12:00:00+02:00,34.824,1.8,45.168,15.984,9.348,0.011
2016-09-02 13:00:00+02:00,31.824,1.8,45.072,15.936,9.512,0.05499999999999999
2016-09-02 14:00:00+02:00,27.024,1.8,44.376,15.936,9.102,0.077
2016-09-02 15:00:00+02:00,17.352,1.824,32.376,15.912,7.954000000000001,0.077
2016-09-02 16:00:00+02:00,13.92,1.824,29.184,15.888,6.109,0.077
2016-09-02 17:00:00+02:00,17.712,1.824,36.96,15.888,3.936,0.077
2016-09-02 18:00:00+02:00,26.064,1.824,45.552,15.924,1.8860000000000001,0.066
2016-09-02 19:00:00+02:00,34.272,1.848,50.784,15.912,0.451,0.044
2016-09-02 20:00:00+02:00,35.184,1.848,53.856,15.936,0.0,0.033
2016-09-02 21:00:00+02:00,26.544,1.872,47.112,15.996,0.0,0.022
2016-09-02 22:00:00+02:00,24.84,1.872,49.824,16.068,0.0,0.022
2016-09-02 23:00:00+02:00,9.456,1.8960000000000001,42.984,16.02,0.0,0.022
2016-09-03 00:00:00+02:00,15.192,1.848,41.328,4.272,0.0,0.011
2016-09-03 01:00:00+02:00,10.464,1.8,35.448,4.284,0.0,0.0
2016-09-03 02:00:00+02:00,5.208,1.8,30.696,4.272,0.0,0.0
2016-09-03 03:00:00+02:00,3.7920000000000003,1.8,17.304000000000002,4.272,0.0,0.0
2016-09-03 04:00:00+02:00,4.248,1.8,14.232000000000001,7.5,0.0,0.0
2016-09-03 05:00:00+02:00,3.552,1.8,14.592,11.484,0.0,0.0
2016-09-03 06:00:00+02:00,3.504,1.776,20.352,13.236,0.0,0.0
2016-09-03 07:00:00+02:00,4.992,1.776,28.728,15.324,0.533,0.0
2016-09-03 08:00:00+02:00,9.552,1.776,39.048,15.588000000000001,1.845,0.0
2016-09-03 09:00:00+02:00,8.736,1.8,38.136,16.116,3.895,0.0
2016-09-03 10:00:00+02:00,9.456,1.8,39.336,16.092,5.904,0.0
2016-09-03 11:00:00+02:00,8.76,1.776,38.904,16.056,7.462000000000001,0.0
2016-09-03 12:00:00+02:00,8.88,1.776,37.512,16.02,8.815,0.0
2016-09-03 13:00:00+02:00,4.248,1.776,25.824,16.008,8.979000000000001,0.022
2016-09-03 14:00:00+02:00,5.232,1.752,25.68,15.96,7.708,0.066
2016-09-03 15:00:00+02:00,6.0,1.752,20.712,15.96,6.191,0.066
2016-09-03 16:00:00+02:00,5.4,1.752,21.240000000000002,15.924,4.674,0.066
2016-09-03 17:00:00+02:00,6.5760000000000005,1.752,29.736,15.924,3.321,0.077
2016-09-03 18:00:00+02:00,9.96,1.752,42.912,16.008,1.845,0.066
2016-09-03 19:00:00+02:00,19.968,1.752,50.016,16.02,0.492,0.044
2016-09-03 20:00:00+02:00,30.0,1.776,57.072,16.044,0.0,0.044
2016-09-03 21:00:00+02:00,28.512,1.776,47.976,16.032,0.0,0.022
2016-09-03 22:00:00+02:00,12.72,1.776,40.872,16.02,0.0,0.022
2016-09-03 23:00:00+02:00,5.808,1.8,32.352000000000004,16.044,0.0,0.011
2016-09-04 00:00:00+02:00,5.304,1.776,24.144000000000002,16.068,0.0,0.022
2016-09-04 01:00:00+02:00,4.5840000000000005,1.776,16.44,16.128,0.0,0.033
2016-09-04 02:00:00+02:00,4.368,1.776,15.936,16.092,0.0,0.044
2016-09-04 03:00:00+02:00,3.936,1.776,13.32,16.116,0.0,0.077
2016-09-04 04:00:00+02:00,4.104,1.752,14.280000000000001,16.116,0.0,0.077
2016-09-04 05:00:00+02:00,4.008,1.752,15.864,16.128,0.0,0.05499999999999999
2016-09-04 06:00:00+02:00,2.52,1.752,15.168000000000001,16.152,0.0,0.088
2016-09-04 07:00:00+02:00,3.408,1.752,14.448,16.14,0.533,0.121
2016-09-04 08:00:00+02:00,3.624,1.752,14.736,16.128,1.804,0.143
2016-09-04 09:00:00+02:00,4.296,1.728,14.784,16.116,3.075,0.10999999999999999
2016-09-04 10:00:00+02:00,4.5840000000000005,1.728,14.664,16.116,3.5260000000000002,0.088
2016-09-04 11:00:00+02:00,4.344,1.728,20.376,16.116,4.633,0.066
2016-09-04 12:00:00+02:00,3.672,1.728,32.256,16.14,5.658,0.09899999999999999
2016-09-04 13:00:00+02:00,4.08,1.728,21.12,16.104,5.289000000000001,0.088
2016-09-04 14:00:00+02:00,4.128,1.728,20.184,16.068,4.059,0.154
2016-09-04 15:00:00+02:00,3.984,1.728,15.0,15.984,2.337,0.19799999999999998
2016-09-04 16:00:00+02:00,5.04,1.704,11.376,15.972,1.353,0.242
2016-09-04 17:00:00+02:00,4.6080000000000005,1.728,12.120000000000001,16.02,0.738,0.253
2016-09-04 18:00:00+02:00,5.064,1.728,27.12,16.104,0.28700000000000003,0.23099999999999998
2016-09-04 19:00:00+02:00,10.104000000000001,1.728,47.184,16.116,0.041,0.16499999999999998
2016-09-04 20:00:00+02:00,13.752,1.752,50.76,16.128,0.0,0.09899999999999999
2016-09-04 21:00:00+02:00,14.136000000000001,1.776,47.928000000000004,16.116,0.0,0.16499999999999998
2016-09-04 22:00:00+02:00,12.696,1.776,47.112,16.152,0.0,0.209
2016-09-04 23:00:00+02:00,4.728,1.8,34.032000000000004,16.128,0.0,0.209
2016-09-05 00:00:00+02:00,7.224,1.776,31.608,16.152,0.0,0.05499999999999999
