,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2018-08-01 00:00:00+02:00,108.10000000000001,1181.8799999999999,1061.9,125.343,3.336,71.976,31.392,499.068,8.077,226.86612000000002,17.753999999999998
2018-08-01 01:00:00+02:00,119.60000000000001,1153.46,1088.96,127.542,38.544000000000004,70.8,33.744,498.96000000000004,8.159,226.86612000000002,16.884999999999998
2018-08-01 02:00:00+02:00,123.51,1127.0,993.0200000000001,127.542,37.008,70.416,35.88,500.43600000000004,8.118,225.9439,15.774
2018-08-01 03:00:00+02:00,126.96000000000001,1095.15,600.24,127.542,39.912,71.928,34.704,501.492,8.118,229.63278,14.761999999999999
2018-08-01 04:00:00+02:00,132.48000000000002,1034.8799999999999,530.5400000000001,127.542,31.368000000000002,73.152,32.016,502.152,8.118,228.71056000000002,14.652
2018-08-01 05:00:00+02:00,136.39000000000001,992.25,742.1,127.542,31.368000000000002,74.952,30.744,508.56,8.118,225.9439,14.629999999999999
2018-08-01 06:00:00+02:00,128.57,1182.86,715.86,127.542,11.688,79.56,47.688,508.104,9.061,227.78834,15.202
2018-08-01 07:00:00+02:00,136.85,1408.26,706.0200000000001,126.809,5.784,84.312,53.304,509.808,17.425,225.02168,15.553999999999998
2018-08-01 08:00:00+02:00,137.08,1592.01,725.7,124.61,24.672,86.976,52.776,510.684,46.699000000000005,213.03282000000002,12.023
2018-08-01 09:00:00+02:00,136.39000000000001,1683.6399999999999,728.1600000000001,124.61,29.688000000000002,88.872,60.36,506.47200000000004,94.833,213.03282000000002,9.647
2018-08-01 10:00:00+02:00,136.62,1626.8,752.7600000000001,124.61,23.52,88.008,51.936,505.932,145.83700000000002,213.95504,8.613
2018-08-01 11:00:00+02:00,136.39000000000001,1583.68,707.6600000000001,124.61,8.664,90.72,47.208,501.76800000000003,183.393,213.95504,7.380999999999999
2018-08-01 12:00:00+02:00,136.16,1623.37,695.36,124.61,9.672,87.936,50.568,499.236,204.262,214.87726,6.6659999999999995
2018-08-01 13:00:00+02:00,135.93,1629.74,694.5400000000001,124.61,7.6080000000000005,82.752,52.272,497.48400000000004,212.38,213.03282000000002,6.577999999999999
2018-08-01 14:00:00+02:00,135.47,1657.67,721.6,124.61,9.72,78.12,52.032000000000004,495.0,209.756,213.95504,6.808999999999999
2018-08-01 15:00:00+02:00,135.24,1658.6499999999999,740.46,124.61,14.712,78.096,51.192,493.02000000000004,191.101,207.4995,7.029
2018-08-01 16:00:00+02:00,135.01000000000002,1604.75,758.5000000000001,124.61,15.888,85.968,51.744,493.56,167.977,211.18838,7.7219999999999995
2018-08-01 17:00:00+02:00,111.32000000000001,1651.79,752.7600000000001,125.343,15.024000000000001,93.60000000000001,45.288000000000004,493.248,130.585,213.03282000000002,8.491999999999999
2018-08-01 18:00:00+02:00,101.2,1715.98,774.08,124.61,31.512,104.016,68.496,488.28000000000003,88.068,214.87726,9.911
2018-08-01 19:00:00+02:00,101.2,1698.83,863.46,470.586,32.616,105.048,68.712,486.048,42.681000000000004,215.79948000000002,11.077
2018-08-01 20:00:00+02:00,101.43,1690.5,938.9000000000001,378.228,17.64,99.768,59.664,486.108,13.284,211.18838,12.87
2018-08-01 21:00:00+02:00,101.66000000000001,1739.01,952.0200000000001,125.343,25.224,102.864,68.544,486.468,5.207,207.4995,15.575999999999999
