,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
44,2017-05-01 11:00:00+02:00,4770,7226,1317,1897,190,15,113,1656,46,,7582,2022,178,15144,312,3185,15341
45,2017-05-01 11:15:00+02:00,4774,7321,1351,1920,191,15,247,1653,50,,7598,2108,178,15447,305,3178,15311
46,2017-05-01 11:30:00+02:00,4776,7413,1468,1854,190,15,113,1650,50,,7632,2220,178,15543,312,3159,15190
47,2017-05-01 11:45:00+02:00,4775,7444,1521,1808,190,15,153,1649,50,,7648,2325,184,15398,309,3152,15184
48,2017-05-01 12:00:00+02:00,4773,7390,1511,1875,190,15,1,1648,58,,7631,2612,190,15364,312,3158,15158
49,2017-05-01 12:15:00+02:00,4779,7444,1508,1988,190,15,187,1647,86,,7645,2576,190,15191,309,3151,15343
50,2017-05-01 12:30:00+02:00,4777,7404,1518,2042,190,15,153,1649,82,,7651,2786,190,14971,311,3126,15295
51,2017-05-01 12:45:00+02:00,4771,7349,1521,2046,190,15,177,1648,59,,7652,2604,190,14643,315,3098,15603
52,2017-05-01 13:00:00+02:00,4761,7699,1547,1945,190,15,1,1648,71,,7646,2089,190,14438,317,3072,15669
53,2017-05-01 13:15:00+02:00,4755,8094,1591,1779,190,16,1,1645,69,,7656,2594,190,13982,316,3050,15566
54,2017-05-01 13:30:00+02:00,4759,8202,1620,1749,190,16,1,1643,73,,7659,2496,190,13473,314,3019,15717
55,2017-05-01 13:45:00+02:00,4747,8293,1612,1722,190,16,1,1640,65,,7648,2226,190,12946,305,3032,15609
56,2017-05-01 14:00:00+02:00,4745,8497,1600,1675,190,16,1,1637,79,,7672,1905,190,12580,307,3024,15303
57,2017-05-01 14:15:00+02:00,4743,8497,1591,1649,190,16,1,1635,50,,7692,1899,187,12113,308,3029,15239
58,2017-05-01 14:30:00+02:00,4733,8463,1598,1610,191,16,1,1631,39,,7681,1876,187,11707,313,3042,15191
59,2017-05-01 14:45:00+02:00,4736,8558,1575,1605,190,16,1,1632,31,,7674,1857,187,11224,310,3039,14959
60,2017-05-01 15:00:00+02:00,4728,9039,1564,1637,190,16,1,1627,56,,7652,1818,187,10610,309,3031,14798
61,2017-05-01 15:15:00+02:00,4721,9104,1562,1643,190,17,1,1623,62,,7673,1693,187,10054,308,3032,14469
62,2017-05-01 15:30:00+02:00,4721,9212,1574,1653,190,17,1,1617,52,,7655,1317,187,9442,298,3017,14329
63,2017-05-01 15:45:00+02:00,4714,9139,1572,1651,190,17,19,1621,63,,7675,1378,187,8925,299,3018,14256
64,2017-05-01 16:00:00+02:00,4717,9450,1578,1636,190,17,192,1638,54,,7669,1768,187,8248,307,3065,13994
65,2017-05-01 16:15:00+02:00,4715,9649,1586,1635,190,17,107,1651,65,,7672,2134,187,7736,305,3148,13776
66,2017-05-01 16:30:00+02:00,4732,9673,1593,1624,190,17,467,1679,80,,7681,2066,187,7063,307,3292,13661
67,2017-05-01 16:45:00+02:00,4722,9942,1604,1606,190,18,1268,1686,88,,7683,2031,187,6440,309,3303,13528
68,2017-05-01 17:00:00+02:00,4715,10304,1604,1639,190,17,460,1685,70,,7688,2382,187,5697,311,3669,13309
69,2017-05-01 17:15:00+02:00,4715,10774,1623,1669,190,17,721,1702,87,,7704,2502,187,4978,313,3722,13296
70,2017-05-01 17:30:00+02:00,4716,11144,1628,1710,190,18,767,1704,106,,7703,2427,187,4264,312,3804,13227
71,2017-05-01 17:45:00+02:00,4721,11450,1632,1719,190,18,1477,1705,65,,7711,2525,187,3745,317,3887,13175
72,2017-05-01 18:00:00+02:00,4704,11573,1674,1687,190,18,1737,1710,2,,7695,2547,187,3195,310,3904,13136
73,2017-05-01 18:15:00+02:00,4698,11786,1675,1733,190,18,2306,1717,13,,7723,2707,187,2708,312,3868,12815
74,2017-05-01 18:30:00+02:00,4698,11989,1692,1729,190,18,2823,1721,35,,7721,2791,187,2196,317,3879,12717
75,2017-05-01 18:45:00+02:00,4673,12184,1684,1821,190,18,3099,1720,40,,7728,2699,187,1768,314,3932,12538
76,2017-05-01 19:00:00+02:00,4661,12255,1702,1839,190,18,2511,1723,25,,7716,2792,187,1368,320,3987,12253
77,2017-05-01 19:15:00+02:00,4664,12465,1712,1916,190,18,2839,1725,39,,7724,2924,187,993,323,4036,12019
78,2017-05-01 19:30:00+02:00,4695,12669,1722,1978,190,18,3031,1737,39,,7728,2935,188,649,325,4036,11852
79,2017-05-01 19:45:00+02:00,4710,12995,1725,2076,190,18,2639,1746,36,,7731,2975,188,374,324,4039,11746
80,2017-05-01 20:00:00+02:00,4712,13040,1735,2339,191,18,2568,1748,15,,7721,2955,188,185,322,4057,11829
81,2017-05-01 20:15:00+02:00,4697,13085,1738,2396,190,18,2373,1747,22,,7728,2953,188,69,320,4051,11909
82,2017-05-01 20:30:00+02:00,4682,13112,1756,2373,192,18,3031,1746,25,,7734,2919,188,13,319,4057,12026
83,2017-05-01 20:45:00+02:00,4676,13153,1761,2390,191,18,1882,1747,25,,7737,2988,190,1,323,4065,11951
84,2017-05-01 21:00:00+02:00,4691,13228,1745,2428,190,18,2724,1754,27,,7744,3023,190,0,325,4058,11924
85,2017-05-01 21:15:00+02:00,4696,13241,1744,2441,190,18,2834,1759,20,,7743,2814,190,0,325,4059,12081
86,2017-05-01 21:30:00+02:00,4697,13316,1756,2498,191,18,2402,1768,21,,7745,2550,190,0,321,4064,12050
87,2017-05-01 21:45:00+02:00,4695,13538,1742,2544,191,18,1697,1769,15,,7733,2562,190,0,314,4058,12026
88,2017-05-01 22:00:00+02:00,4701,13869,1788,2328,190,18,2193,1773,28,,7760,2791,190,0,322,4066,11684
89,2017-05-01 22:15:00+02:00,4705,14016,1787,2365,191,18,1169,1775,12,,7786,2825,190,0,325,4091,11771
90,2017-05-01 22:30:00+02:00,4706,14130,1794,2250,191,18,153,1780,19,,7792,2839,190,0,325,4115,11824
91,2017-05-01 22:45:00+02:00,4696,14079,1796,2160,191,19,975,1781,19,,7795,2521,190,0,324,4124,11728
92,2017-05-01 23:00:00+02:00,4681,14127,1795,2157,191,19,907,1786,37,,7798,2174,190,0,317,4103,11562
93,2017-05-01 23:15:00+02:00,4662,14109,1783,2118,190,19,1344,1789,14,,7786,2153,189,0,326,4069,11420
94,2017-05-01 23:30:00+02:00,4674,14188,1783,2029,191,19,151,1794,27,,7788,2174,188,0,324,4067,11316
95,2017-05-01 23:45:00+02:00,4674,14131,1758,2055,191,19,1017,1799,34,,7787,2158,188,0,323,4040,11201
96,2017-05-02 00:00:00+02:00,4632,14023,1765,2337,191,19,173,1801,39,,7692,2293,188,0,322,4022,11218
97,2017-05-02 00:15:00+02:00,4636,13944,1772,2358,191,19,71,1808,24,,7712,1896,189,0,322,3948,11141
98,2017-05-02 00:30:00+02:00,4639,13777,1773,2436,191,19,711,1813,41,,7694,2078,190,0,322,3852,11053
99,2017-05-02 00:45:00+02:00,4637,13648,1771,2432,191,19,761,1818,34,,7717,2136,191,0,323,3802,11027
100,2017-05-02 01:00:00+02:00,4632,13693,1775,2435,191,19,817,1821,58,,7800,2507,191,0,322,3741,11136
101,2017-05-02 01:15:00+02:00,4635,13612,1777,2470,192,19,72,1826,46,,7806,2429,191,0,322,3644,11216
102,2017-05-02 01:30:00+02:00,4631,13391,1788,2492,192,19,735,1830,58,,7810,2272,191,0,322,3596,11256
103,2017-05-02 01:45:00+02:00,4637,13247,1787,2490,191,19,697,1833,36,,7717,1957,191,0,323,3552,11327
104,2017-05-02 02:00:00+02:00,4630,13377,1780,2508,192,19,77,1836,55,,7795,1831,191,0,323,3573,11358
105,2017-05-02 02:15:00+02:00,4632,13560,1783,2453,192,19,963,1840,42,,7810,1836,191,0,319,3624,11453
106,2017-05-02 02:30:00+02:00,4632,13791,1799,2430,191,19,669,1842,42,,7800,1950,191,0,320,3640,11516
107,2017-05-02 02:45:00+02:00,4637,13931,1795,2415,189,19,67,1843,44,,7800,2108,191,0,318,3656,11576
108,2017-05-02 03:00:00+02:00,4623,13917,1800,2404,191,19,795,1843,41,,7727,1904,192,0,315,3683,11740
109,2017-05-02 03:15:00+02:00,4633,13983,1808,2394,191,19,695,1846,39,,7741,2126,194,0,313,3672,11832
110,2017-05-02 03:30:00+02:00,4642,14171,1806,2411,191,18,70,1848,33,,7664,2172,194,0,305,3665,11999
111,2017-05-02 03:45:00+02:00,4649,14154,1805,2411,191,18,725,1854,35,,7696,2183,194,0,311,3640,12126
112,2017-05-02 04:00:00+02:00,4626,14169,1832,2575,190,18,757,1855,45,,7816,2098,194,0,310,3648,12218
113,2017-05-02 04:15:00+02:00,4621,14328,1852,2826,191,18,711,1855,44,,7802,2123,198,0,317,3666,12379
114,2017-05-02 04:30:00+02:00,4646,14679,1865,3089,191,18,709,1858,41,,7817,1863,199,0,312,3689,12535
115,2017-05-02 04:45:00+02:00,4669,14961,1868,3420,191,18,721,1857,43,,7814,1928,199,0,313,3692,12489
116,2017-05-02 05:00:00+02:00,4671,15547,1971,3529,190,18,735,1854,18,,7737,1879,199,0,318,3712,12630
117,2017-05-02 05:15:00+02:00,4671,15884,2019,3634,190,18,70,1855,19,,7715,1870,199,0,320,3727,12853
118,2017-05-02 05:30:00+02:00,4662,16177,2033,3989,190,18,743,1853,16,,7790,1849,199,11,321,3699,12939
119,2017-05-02 05:45:00+02:00,4668,16470,2079,4321,190,17,867,1855,4,,7832,1928,199,30,316,3681,13030
120,2017-05-02 06:00:00+02:00,4658,16689,2196,4868,190,16,301,1853,27,,7825,2464,203,89,316,3660,13332
121,2017-05-02 06:15:00+02:00,4680,16780,2227,5492,190,14,461,1857,23,,7821,2906,208,194,317,3639,13335
122,2017-05-02 06:30:00+02:00,4694,16878,2256,5905,190,14,1684,1858,82,,7837,3350,208,387,320,3623,13158
123,2017-05-02 06:45:00+02:00,4701,16888,2291,6327,190,14,2902,1871,39,,7829,3651,208,687,318,3649,13322
124,2017-05-02 07:00:00+02:00,4683,16831,2325,6583,189,14,1893,1868,35,,7820,3858,213,1012,320,3689,13251
125,2017-05-02 07:15:00+02:00,4685,16840,2313,6857,188,14,2061,1870,37,,7823,3856,218,1371,311,3719,13243
126,2017-05-02 07:30:00+02:00,4680,16858,2294,6998,189,14,2398,1871,31,,7820,4028,218,1800,310,3741,13237
127,2017-05-02 07:45:00+02:00,4687,16873,2300,7093,189,14,2301,1875,73,,7818,4179,218,2234,316,3799,13264
128,2017-05-02 08:00:00+02:00,4685,16858,2369,7140,189,14,3008,1882,43,,7804,4357,219,2713,320,3804,13456
129,2017-05-02 08:15:00+02:00,4684,16856,2351,7154,190,14,3260,1887,106,,7822,4274,220,3209,321,3790,13745
130,2017-05-02 08:30:00+02:00,4685,16870,2344,7159,189,14,3197,1891,89,,7823,4268,220,3667,317,3846,13810
131,2017-05-02 08:45:00+02:00,4669,16773,2353,7158,190,14,2735,1889,70,,7823,4214,220,4192,321,3900,14030
132,2017-05-02 09:00:00+02:00,4670,16389,2369,7153,190,14,2914,1887,83,,7823,4271,220,4738,321,3887,14185
133,2017-05-02 09:15:00+02:00,4673,16408,2353,7166,190,15,2978,1889,51,,7830,4243,218,5391,321,3519,14513
134,2017-05-02 09:30:00+02:00,4666,16425,2354,7164,190,15,3032,1882,24,,7831,4129,218,5880,316,3426,14741
135,2017-05-02 09:45:00+02:00,4679,16411,2353,7158,190,15,2601,1886,62,,7826,4328,218,6548,310,3418,14774
136,2017-05-02 10:00:00+02:00,4673,16250,2321,7208,189,16,2606,1879,45,,7826,4487,217,7086,311,3440,14980
137,2017-05-02 10:15:00+02:00,4684,16249,2321,7204,189,16,1907,1883,73,,7824,4117,211,7710,320,3446,15117
138,2017-05-02 10:30:00+02:00,4688,16223,2319,7172,189,16,1453,1880,132,,7826,4028,211,8196,320,3451,15357
139,2017-05-02 10:45:00+02:00,4688,16218,2328,7154,190,16,1065,1876,65,,7825,3982,211,8831,309,3440,15553
140,2017-05-02 11:00:00+02:00,4684,16249,2352,7117,189,16,1967,1874,59,,7827,3780,211,9352,295,3455,15644
141,2017-05-02 11:15:00+02:00,4702,16188,2361,7091,189,16,1760,1870,38,,7830,3721,211,9873,306,3465,15946
142,2017-05-02 11:30:00+02:00,4701,16191,2357,7069,189,16,1179,1873,66,,7833,3774,211,10188,309,3460,16236
143,2017-05-02 11:45:00+02:00,4698,16218,2341,7048,189,16,681,1875,38,,7826,3695,211,10592,315,3462,16641
144,2017-05-02 12:00:00+02:00,4684,16184,2348,6889,189,16,1050,1875,65,,7819,4239,211,11156,317,3453,16915
145,2017-05-02 12:15:00+02:00,4688,16147,2359,6829,189,16,197,1878,94,,7821,4016,211,11305,318,3464,17054
146,2017-05-02 12:30:00+02:00,4697,16149,2394,6642,189,16,657,1882,151,,7823,4182,211,11589,320,3406,17033
147,2017-05-02 12:45:00+02:00,4695,16165,2413,6581,189,16,346,1881,35,,7820,4135,211,11724,320,3358,17011
148,2017-05-02 13:00:00+02:00,4709,16174,2421,6671,190,16,1113,1882,177,,7815,4317,211,11800,321,3396,17092
149,2017-05-02 13:15:00+02:00,4713,16155,2436,6734,190,16,939,1879,157,,7813,4268,211,11806,316,3430,17095
150,2017-05-02 13:30:00+02:00,4710,16131,2443,6781,190,16,714,1880,74,,7814,4132,211,11660,318,3423,17062
151,2017-05-02 13:45:00+02:00,4696,16111,2432,6804,190,16,450,1875,29,,7813,3927,211,11590,320,3353,16955
152,2017-05-02 14:00:00+02:00,4709,16136,2371,6927,190,15,899,1873,137,,7818,3671,211,11575,319,3300,16587
153,2017-05-02 14:15:00+02:00,4700,16114,2373,6987,190,16,894,1864,93,,7821,3535,211,11516,309,3328,16659
154,2017-05-02 14:30:00+02:00,4682,16094,2395,7061,190,15,909,1853,74,,7817,3600,211,11275,310,3341,16558
155,2017-05-02 14:45:00+02:00,4686,15859,2367,7153,190,15,798,1856,53,,7813,3700,211,10832,310,3384,16379
156,2017-05-02 15:00:00+02:00,4674,15905,2358,7217,190,15,1120,1852,109,,7815,3617,211,10600,310,3377,16246
157,2017-05-02 15:15:00+02:00,4683,15973,2355,7203,190,15,1006,1850,90,,7815,3830,211,10168,309,3344,16043
158,2017-05-02 15:30:00+02:00,4694,16096,2386,7204,190,15,1154,1848,116,,7811,3988,211,9621,316,3277,15768
159,2017-05-02 15:45:00+02:00,4663,16150,2395,7201,190,15,1251,1847,78,,7810,3825,211,9212,311,3223,15388
160,2017-05-02 16:00:00+02:00,4677,16149,2585,7276,191,15,818,1850,45,,7807,3867,211,8900,314,3269,14863
161,2017-05-02 16:15:00+02:00,4685,16135,2648,7482,190,15,1003,1848,45,,7811,3778,211,8350,319,3298,14368
162,2017-05-02 16:30:00+02:00,4706,16072,2674,7576,190,15,1488,1849,43,,7812,3908,211,7846,313,3306,14037
163,2017-05-02 16:45:00+02:00,4702,16139,2673,7598,189,15,2002,1848,51,,7812,3962,211,7289,306,3349,13678
164,2017-05-02 17:00:00+02:00,4700,16301,2720,7634,190,15,664,1847,16,,7810,3958,211,6750,299,3363,13422
165,2017-05-02 17:15:00+02:00,4723,16488,2742,7675,190,15,764,1849,71,,7808,4104,211,6054,302,3359,13365
166,2017-05-02 17:30:00+02:00,4735,16471,2761,7790,191,15,1506,1848,96,,7812,4056,211,5332,296,3341,13146
167,2017-05-02 17:45:00+02:00,4740,16512,2687,7853,190,15,2269,1849,121,,7812,3864,211,4585,292,3338,13035
168,2017-05-02 18:00:00+02:00,4739,16614,2501,7743,190,15,274,1845,17,,7806,4080,211,3975,302,3374,12870
169,2017-05-02 18:15:00+02:00,4722,16648,2525,7712,190,15,129,1837,60,,7800,4246,214,3235,303,3441,12684
170,2017-05-02 18:30:00+02:00,4708,16633,2571,7729,190,15,818,1835,82,,7811,4243,221,2574,309,3617,12359
171,2017-05-02 18:45:00+02:00,4709,16650,2549,7752,190,15,1461,1837,90,,7812,4115,223,1987,305,3613,11992
172,2017-05-02 19:00:00+02:00,4713,16635,2559,7745,190,15,1340,1836,107,,7816,4323,224,1515,310,3630,11877
173,2017-05-02 19:15:00+02:00,4726,16636,2580,7738,190,15,1605,1839,78,,7813,4470,223,1113,307,3640,11875
174,2017-05-02 19:30:00+02:00,4728,16647,2595,7744,190,15,1914,1838,76,,7810,4483,223,735,312,3613,11583
175,2017-05-02 19:45:00+02:00,4736,16615,2599,7731,190,15,2119,1842,95,,7809,4517,223,417,320,3632,11372
176,2017-05-02 20:00:00+02:00,4711,16589,2584,7806,190,16,2041,1833,106,,7810,4466,224,150,311,3630,11418
177,2017-05-02 20:15:00+02:00,4714,16627,2582,7805,190,16,1688,1829,77,,7810,4377,224,46,316,3622,11247
178,2017-05-02 20:30:00+02:00,4713,16636,2598,7798,190,16,1505,1827,43,,7811,4392,223,10,310,3641,11181
179,2017-05-02 20:45:00+02:00,4700,16664,2592,7800,190,16,1392,1829,29,,7813,4423,224,1,313,3659,11344
180,2017-05-02 21:00:00+02:00,4704,16847,2549,7837,190,16,1483,1829,61,,7815,4429,224,0,313,3673,11406
181,2017-05-02 21:15:00+02:00,4713,16855,2491,7788,190,17,1111,1827,25,,7815,4379,224,0,319,3629,11688
182,2017-05-02 21:30:00+02:00,4712,16817,2476,7625,190,17,517,1830,26,,7814,4289,223,0,314,3597,11858
183,2017-05-02 21:45:00+02:00,4717,16813,2454,7540,190,17,544,1834,28,,7790,4422,224,0,321,3574,11823
184,2017-05-02 22:00:00+02:00,4715,17011,2366,7408,190,17,853,1834,84,,7814,4314,222,0,314,3582,11214
185,2017-05-02 22:15:00+02:00,4709,16960,2344,7114,190,17,699,1837,38,,7812,4148,211,0,309,3565,11001
186,2017-05-02 22:30:00+02:00,4706,17018,2355,6748,190,17,493,1839,97,,7814,3941,210,0,311,3544,10894
187,2017-05-02 22:45:00+02:00,4706,16940,2354,6552,190,18,135,1842,59,,7807,3574,210,0,313,3590,10938
188,2017-05-02 23:00:00+02:00,4701,16976,2269,6599,190,18,918,1844,111,,7814,3228,209,0,312,3732,10794
189,2017-05-02 23:15:00+02:00,4697,16902,2280,6453,190,18,50,1848,34,,7776,3034,205,0,312,4069,10608
190,2017-05-02 23:30:00+02:00,4690,16949,2249,6234,190,18,213,1851,57,,7803,2989,205,0,318,4118,10478
191,2017-05-02 23:45:00+02:00,4679,16879,2182,6024,190,18,9,1855,49,,7798,3018,205,0,318,4164,10358
192,2017-05-03 00:00:00+02:00,4644,17002,1928,6247,190,18,347,1854,92,,7815,2631,200,0,320,4156,10204
193,2017-05-03 00:15:00+02:00,4638,16954,1922,6121,190,18,168,1855,42,,7814,2372,194,0,314,4174,9918
194,2017-05-03 00:30:00+02:00,4621,16958,1933,6054,190,18,12,1856,48,,7810,2546,194,0,323,4183,9639
195,2017-05-03 00:45:00+02:00,4625,16929,1930,5961,189,18,1,1861,25,,7800,2584,194,0,317,4186,9465
196,2017-05-03 01:00:00+02:00,4620,16965,1924,6120,190,18,1,1867,42,,7814,2612,194,0,319,4182,9367
197,2017-05-03 01:15:00+02:00,4628,16925,1934,5994,190,18,93,1873,30,,7815,2447,194,0,312,4181,9283
198,2017-05-03 01:30:00+02:00,4635,16941,1942,5879,191,18,1,1874,38,,7815,2673,194,0,314,4175,9122
199,2017-05-03 01:45:00+02:00,4640,16898,1947,5838,191,18,1,1880,35,,7808,2701,194,0,311,4172,8951
200,2017-05-03 02:00:00+02:00,4628,16968,1933,5917,190,18,1,1875,58,,7817,2773,194,0,315,4167,8732
201,2017-05-03 02:15:00+02:00,4609,16926,1943,5857,190,18,1,1872,42,,7814,2770,194,0,311,4159,8606
202,2017-05-03 02:30:00+02:00,4611,16945,1963,5856,190,18,1,1876,57,,7821,2800,194,0,314,4139,8466
203,2017-05-03 02:45:00+02:00,4623,16955,1970,5897,190,18,1,1878,39,,7818,2816,194,0,322,4163,8320
204,2017-05-03 03:00:00+02:00,4618,16973,1962,5809,190,18,1,1877,48,,7819,2692,194,0,314,4178,8151
205,2017-05-03 03:15:00+02:00,4624,16966,1968,5888,190,18,1,1880,35,,7814,2628,194,0,319,4167,7891
206,2017-05-03 03:30:00+02:00,4633,16973,1980,6029,190,18,1,1880,61,,7814,2813,194,0,318,4153,7642
207,2017-05-03 03:45:00+02:00,4631,16959,1971,6218,190,18,1,1878,41,,7814,2970,194,0,317,4150,7364
208,2017-05-03 04:00:00+02:00,4629,17026,1986,6352,190,18,1,1876,49,,7814,3173,194,0,321,4150,7040
209,2017-05-03 04:15:00+02:00,4636,16991,2009,6658,190,18,1,1876,39,,7813,3470,194,0,315,4132,6851
210,2017-05-03 04:30:00+02:00,4643,16942,2024,7014,190,18,1,1876,38,,7815,3524,194,0,313,4135,6723
211,2017-05-03 04:45:00+02:00,4642,16944,2111,7245,190,18,1,1872,7,,7808,3082,194,0,319,4127,6593
212,2017-05-03 05:00:00+02:00,4652,16982,2267,7504,190,18,19,1870,18,,7803,3155,196,0,318,4131,6572
213,2017-05-03 05:15:00+02:00,4657,16980,2332,7863,190,17,113,1870,24,,7812,3287,203,0,315,4140,6424
214,2017-05-03 05:30:00+02:00,4666,17007,2511,8135,190,17,193,1868,25,,7811,3582,203,19,316,4137,6287
215,2017-05-03 05:45:00+02:00,4679,17032,2675,8402,190,17,250,1870,26,,7815,3742,203,44,319,4116,6246
216,2017-05-03 06:00:00+02:00,4687,16955,2856,8788,190,17,138,1871,19,,7751,4059,211,133,319,4100,6418
217,2017-05-03 06:15:00+02:00,4690,17072,3003,9056,190,17,387,1872,32,,7809,4084,220,304,314,4071,6445
218,2017-05-03 06:30:00+02:00,4693,17061,3125,9418,190,17,1766,1875,39,,7812,4224,220,687,323,4037,6426
219,2017-05-03 06:45:00+02:00,4709,17130,3207,9703,190,17,2344,1878,43,,7813,4367,220,1171,321,4018,6400
220,2017-05-03 07:00:00+02:00,4696,17069,3205,9826,190,17,2263,1880,20,,7794,4346,220,1680,315,3997,6396
221,2017-05-03 07:15:00+02:00,4698,17154,3236,9933,190,17,2658,1882,36,,7811,4496,220,2221,321,3971,6296
