,Biomass,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2016-06-01 00:00:00+02:00,0.0,315.805,738.615,0.0,0.0,138.17000000000002,0.0,8.29998,0.327,0.12375
2016-06-01 00:15:00+02:00,0.0,293.02,498.56000000000006,0.0,0.0,136.32500000000002,0.0,8.530535,0.42,0.121
2016-06-01 00:30:00+02:00,0.0,273.0525,654.975,0.0,0.0,147.805,0.0,8.530535,0.423,0.11274999999999999
2016-06-01 00:45:00+02:00,0.0,264.6,640.0100000000001,0.0,0.0,136.94,0.0,8.530535,0.303,0.11825
2016-06-01 01:00:00+02:00,0.0,257.74,718.73,0.0,0.0,129.97,0.0,8.530535,0.219,0.1265
2016-06-01 01:15:00+02:00,0.0,267.05,732.2600000000001,0.0,0.0,133.455,0.0,8.530535,0.20400000000000001,0.12375
2016-06-01 01:30:00+02:00,0.0,251.9825,719.96,0.0,0.0,138.99,0.0,8.530535,0.222,0.12375
2016-06-01 01:45:00+02:00,0.0,249.9,690.235,0.0,0.0,134.275,0.0,8.530535,0.231,0.12925
2016-06-01 02:00:00+02:00,0.0,237.65,593.475,0.0,0.0,127.715,0.0,8.761090000000001,0.234,0.12925
2016-06-01 02:15:00+02:00,0.0,251.73749999999998,665.6350000000001,0.0,0.0,131.61,0.0,8.761090000000001,0.228,0.121
2016-06-01 02:30:00+02:00,0.0,245.49,657.6400000000001,0.0,0.0,143.705,0.0,8.761090000000001,0.312,0.143
2016-06-01 02:45:00+02:00,0.0,240.1,636.115,0.0,0.0,139.4,0.0,8.761090000000001,0.366,0.17049999999999998
2016-06-01 03:00:00+02:00,0.0,239.48749999999998,615.82,0.0,0.0,134.275,0.0,8.761090000000001,0.378,0.18425
2016-06-01 03:15:00+02:00,0.0,242.305,609.0550000000001,0.0,0.0,135.095,0.0,8.761090000000001,0.40800000000000003,0.176
2016-06-01 03:30:00+02:00,0.0,241.325,626.48,0.0,0.0,133.865,0.0,8.761090000000001,0.42,0.2145
2016-06-01 03:45:00+02:00,0.0,236.7925,624.635,0.0,0.0,133.25,0.0,8.530535,0.462,0.22824999999999998
2016-06-01 04:00:00+02:00,0.0,257.005,629.965,0.0,0.0,131.20000000000002,0.0,8.530535,0.489,0.20074999999999998
2016-06-01 04:15:00+02:00,0.0,252.2275,642.88,0.0,0.0,130.175,0.0,8.761090000000001,0.516,0.19249999999999998
2016-06-01 04:30:00+02:00,0.0,252.35,654.565,0.0,0.0,129.56,0.0,8.761090000000001,0.5640000000000001,0.19524999999999998
2016-06-01 04:45:00+02:00,0.0,247.8175,671.7850000000001,0.0,0.0,130.79000000000002,0.0,8.530535,0.5730000000000001,0.18425
2016-06-01 05:00:00+02:00,0.0,258.475,680.19,0.0,0.0,133.25,0.0,8.761090000000001,0.558,0.18975
2016-06-01 05:15:00+02:00,0.0,258.3525,680.3950000000001,0.0,0.0,139.19500000000002,0.0,8.761090000000001,0.579,0.22824999999999998
2016-06-01 05:30:00+02:00,0.0,252.4725,684.495,0.0,0.0,158.875,0.0,8.530535,0.642,0.26125
2016-06-01 05:45:00+02:00,0.0,245.49,682.6500000000001,0.0,0.0,172.405,0.0,8.530535,0.63,0.286
2016-06-01 06:00:00+02:00,0.0,261.5375,658.6650000000001,0.0,0.0,190.24,0.0,8.991645,0.615,0.28325
2016-06-01 06:15:00+02:00,0.0,271.215,669.94,0.0,0.0,201.10500000000002,0.0,8.991645,0.636,0.27775
2016-06-01 06:30:00+02:00,0.0,277.34,685.5200000000001,0.0,0.0,211.76500000000001,0.0,8.530535,0.615,0.32175
2016-06-01 06:45:00+02:00,0.0,298.40999999999997,702.74,0.0,0.0,263.83500000000004,0.0,8.761090000000001,0.648,0.2915
2016-06-01 07:00:00+02:00,0.0,351.4525,692.08,0.0,0.0,342.96500000000003,0.0,8.29998,0.681,0.27775
2016-06-01 07:15:00+02:00,0.0,371.78749999999997,693.5150000000001,0.0,0.0,384.58000000000004,0.0,8.530535,0.705,0.29424999999999996
2016-06-01 07:30:00+02:00,0.0,395.185,724.0600000000001,0.0,0.0,452.02500000000003,0.0,8.761090000000001,0.678,0.308
2016-06-01 07:45:00+02:00,0.0,375.9525,743.5350000000001,0.0,0.0,499.175,0.0,8.761090000000001,0.711,0.26675
2016-06-01 08:00:00+02:00,0.0,431.69,731.85,0.0,0.0,522.955,0.0,8.761090000000001,0.8190000000000001,0.2585
2016-06-01 08:15:00+02:00,0.0,440.265,735.5400000000001,0.0,0.0,524.1850000000001,0.0,8.761090000000001,0.882,0.28049999999999997
2016-06-01 08:30:00+02:00,0.0,451.045,743.5350000000001,0.0,0.0,534.845,0.0,8.761090000000001,0.8310000000000001,0.3135
2016-06-01 08:45:00+02:00,0.0,455.945,754.605,0.0,0.0,543.0450000000001,0.0,8.530535,0.8190000000000001,0.352
2016-06-01 09:00:00+02:00,0.0,456.0675,754.605,0.0,0.0,540.1750000000001,0.0,8.530535,0.885,0.32999999999999996
