,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Waste,Wind Onshore
2018-12-01 00:00:00+01:00,95.45,85.75,4087.58,2789.6400000000003,48.378,25.041999999999998,9.72,77.352,20.016000000000002,5571.080000000001,0.0,38.73324,9.79
2018-12-01 01:00:00+01:00,95.68,85.75,3512.81,2620.7200000000003,46.912,25.041999999999998,12.288,73.056,15.456,5462.02,0.0,37.81102,9.955
2018-12-01 02:00:00+01:00,92.23,85.75,3369.73,2529.7000000000003,46.912,25.003999999999998,7.008,66.312,8.856,5537.46,0.0,38.73324,10.075999999999999
2018-12-01 03:00:00+01:00,92.23,85.75,3361.4,2478.86,46.912,24.928,1.368,60.504,8.688,5408.72,0.0,38.73324,9.229
2018-12-01 04:00:00+01:00,91.31,85.75,3553.97,2378.82,46.912,24.966,1.344,58.944,8.736,5479.240000000001,0.0,37.81102,7.975
2018-12-01 05:00:00+01:00,92.69,85.75,3841.11,2388.6600000000003,46.912,24.966,3.72,58.224000000000004,8.76,5508.76,0.0,35.044360000000005,7.050999999999999
2018-12-01 06:00:00+01:00,92.92,85.75,4656.96,2470.6600000000003,46.912,24.966,4.872,63.984,10.824,5934.34,0.0,32.2777,7.688999999999999
2018-12-01 07:00:00+01:00,91.31,85.75,5071.5,2636.3,46.179,24.928,5.208,96.264,23.208000000000002,6247.580000000001,2.2960000000000003,33.19992,8.129
2018-12-01 08:00:00+01:00,91.08,85.75,5324.83,2706.82,46.912,24.966,6.84,114.48,31.224,6657.580000000001,26.486,33.19992,8.392999999999999
2018-12-01 09:00:00+01:00,91.77000000000001,85.75,5304.74,2726.5,46.179,24.966,1.608,119.808,27.024,6744.500000000001,57.113,33.19992,7.601
2018-12-01 10:00:00+01:00,92.46000000000001,85.75,5137.16,2645.32,46.912,24.928,1.6320000000000001,98.4,25.8,6656.76,108.732,32.2777,7.127999999999999
2018-12-01 11:00:00+01:00,91.08,85.75,5283.18,2476.4,46.912,24.928,1.6320000000000001,87.336,21.696,6466.52,125.009,33.19992,7.215999999999999
2018-12-01 12:00:00+01:00,92.0,85.75,5266.03,2447.7000000000003,46.912,24.966,0.888,70.872,13.128,6508.34,116.358,34.12214,6.633
2018-12-01 13:00:00+01:00,90.85000000000001,85.75,5132.75,2476.4,46.912,24.966,0.864,67.44,11.448,6391.080000000001,102.21300000000001,34.12214,6.204
2018-12-01 14:00:00+01:00,92.23,85.75,5120.5,2557.5800000000004,46.912,24.89,1.32,67.728,11.784,6469.8,72.119,33.19992,6.885999999999999
2018-12-01 15:00:00+01:00,92.0,85.75,5301.8,2563.32,46.912,24.89,4.488,71.16,12.648,6742.040000000001,24.559,33.19992,7.5569999999999995
2018-12-01 16:00:00+01:00,90.62,85.75,5617.849999999999,2619.9,46.912,24.966,12.864,95.736,20.256,6819.9400000000005,1.435,31.35548,9.163
2018-12-01 17:00:00+01:00,90.62,85.75,5580.12,2788.0,46.912,24.966,20.088,126.648,26.808,6869.960000000001,0.0,30.43326,10.274
2018-12-01 18:00:00+01:00,90.85000000000001,85.75,5556.11,2614.98,46.912,24.966,28.512,132.048,27.48,6713.34,0.0,30.43326,11.725999999999999
2018-12-01 19:00:00+01:00,91.08,85.75,5433.12,2419.82,46.912,24.966,33.36,129.504,25.128,6697.76,0.0,30.43326,12.221
2018-12-01 20:00:00+01:00,91.54,85.75,5534.55,2387.84,46.912,24.966,15.888,96.57600000000001,20.592,6511.620000000001,0.0,30.43326,12.396999999999998
2018-12-01 21:00:00+01:00,91.08,85.75,5511.5199999999995,2466.5600000000004,46.912,24.966,1.824,78.072,14.088000000000001,6323.84,0.0,32.2777,12.187999999999999
2018-12-01 22:00:00+01:00,91.77000000000001,85.75,4865.21,2482.1400000000003,46.912,25.003999999999998,0.624,70.44,12.744,6036.84,0.0,34.12214,11.725999999999999
2018-12-01 23:00:00+01:00,90.39,85.75,4165.98,2479.6800000000003,46.912,25.003999999999998,0.528,67.488,12.288,5776.900000000001,0.0,34.12214,10.648
2018-12-02 00:00:00+01:00,92.69,85.75,3781.8199999999997,2691.2400000000002,46.912,25.08,0.0,67.8,8.28,5795.76,0.0,35.96658,9.206999999999999
2018-12-02 01:00:00+01:00,95.68,85.75,3327.59,2778.98,46.912,25.003999999999998,0.0,62.616,6.168,5755.580000000001,0.0,35.96658,8.514
2018-12-02 02:00:00+01:00,93.61,85.75,2939.02,2762.5800000000004,46.912,25.003999999999998,0.0,58.944,5.5920000000000005,5629.3,0.0,36.8888,8.206
2018-12-02 03:00:00+01:00,93.15,85.75,2463.23,2757.6600000000003,46.912,25.003999999999998,0.0,56.712,4.992,4902.780000000001,0.0,35.96658,9.360999999999999
