,date,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2018-10-01 00:00:00+02:00,4510,15574,251,3377,7940,544,22,194,1165,171,7925,217,122,0,556,1442,4232
1,2018-10-01 00:15:00+02:00,4505,15588,353,3390,7868,543,22,194,1166,171,7926,217,122,0,557,1469,4265
2,2018-10-01 00:30:00+02:00,4504,15554,353,3395,8031,543,22,194,1168,73,7898,217,122,0,558,1584,4280
3,2018-10-01 00:45:00+02:00,4490,15465,353,3366,7945,542,22,194,1168,34,7828,217,122,0,558,2007,4191
4,2018-10-01 01:00:00+02:00,4476,15588,353,3229,7924,529,22,194,1171,122,7922,217,122,0,556,2116,4058
5,2018-10-01 01:15:00+02:00,4463,15600,378,3239,7902,529,22,194,1171,72,7908,217,122,0,556,2043,4041
6,2018-10-01 01:30:00+02:00,4485,15624,378,3265,7692,528,22,194,1175,43,7910,217,122,0,556,2067,3903
7,2018-10-01 01:45:00+02:00,4469,15611,378,3264,7529,528,22,194,1176,31,7888,217,122,0,555,2110,3833
8,2018-10-01 02:00:00+02:00,4487,15682,378,3325,7282,529,22,194,1182,81,7946,217,122,0,557,1962,3828
9,2018-10-01 02:15:00+02:00,4482,15687,373,3332,7422,529,22,194,1187,43,7926,217,122,0,559,2146,3869
10,2018-10-01 02:30:00+02:00,4471,15675,373,3342,7712,528,22,194,1187,20,7923,217,122,0,551,2181,3866
11,2018-10-01 02:45:00+02:00,4476,15699,373,3315,7811,526,21,194,1189,17,7913,217,122,0,548,2288,3943
12,2018-10-01 03:00:00+02:00,4475,15748,373,3154,7889,529,21,194,1190,78,7888,217,122,0,548,2230,3957
13,2018-10-01 03:15:00+02:00,4467,15744,363,3164,7913,529,21,194,1190,76,7832,217,122,0,555,1958,4063
14,2018-10-01 03:30:00+02:00,4470,15763,363,3176,7940,530,21,194,1191,21,7838,217,122,0,560,2159,4187
15,2018-10-01 03:45:00+02:00,4463,15757,363,3191,7954,531,21,194,1190,12,7790,217,122,0,558,2457,4358
16,2018-10-01 04:00:00+02:00,4460,15830,363,3318,7864,529,22,194,1189,46,7827,217,122,0,562,2698,4453
17,2018-10-01 04:15:00+02:00,4479,15814,372,3340,7971,528,22,194,1191,38,7803,217,122,0,560,2509,4518
18,2018-10-01 04:30:00+02:00,4490,15814,372,3390,8327,529,22,194,1193,55,7883,217,122,0,562,2560,4635
19,2018-10-01 04:45:00+02:00,4492,15799,372,3401,8725,528,22,195,1192,38,7930,216,122,0,560,2480,4722
20,2018-10-01 05:00:00+02:00,4493,15771,372,3529,9451,528,21,194,1192,38,7910,216,122,0,557,2485,4913
21,2018-10-01 05:15:00+02:00,4508,15780,352,3550,9986,529,21,211,1195,22,7926,216,122,0,557,2567,5129
22,2018-10-01 05:30:00+02:00,4501,15810,352,3694,10486,528,21,210,1194,33,7942,216,122,0,557,2796,5308
23,2018-10-01 05:45:00+02:00,4526,15849,352,3813,11106,528,21,218,1194,63,7950,216,122,0,555,2763,5460
24,2018-10-01 06:00:00+02:00,4526,15690,352,4549,11845,527,21,287,1192,18,7876,216,122,0,557,3320,5734
25,2018-10-01 06:15:00+02:00,4518,15689,344,4631,12363,526,22,354,1189,38,7847,215,122,0,561,3361,5938
26,2018-10-01 06:30:00+02:00,4513,15770,344,4727,12463,526,22,824,1190,128,7875,215,122,0,556,3495,6089
27,2018-10-01 06:45:00+02:00,4503,15795,344,4971,12906,523,21,1162,1195,132,7945,216,122,0,555,3870,6165
28,2018-10-01 07:00:00+02:00,4520,15783,344,5489,13636,527,22,3899,1203,59,7929,257,122,7,553,3841,6406
29,2018-10-01 07:15:00+02:00,4519,15883,317,5574,13833,525,22,4409,1205,45,7896,257,122,59,552,3610,6727
30,2018-10-01 07:30:00+02:00,4514,15887,317,5588,14090,528,22,4100,1202,43,7961,257,122,227,554,3660,6894
31,2018-10-01 07:45:00+02:00,4501,15864,317,5591,14128,528,22,4050,1201,128,7950,257,122,540,554,3836,6989
32,2018-10-01 08:00:00+02:00,4489,15810,317,5583,14027,526,22,4986,1203,150,7948,257,122,1020,556,3807,7010
33,2018-10-01 08:15:00+02:00,4506,15805,320,5611,14075,526,22,4866,1207,149,7961,257,122,1627,555,3994,6900
34,2018-10-01 08:30:00+02:00,4511,15763,320,5624,14076,526,22,4955,1209,180,7952,257,122,2349,555,4177,6484
35,2018-10-01 08:45:00+02:00,4515,15753,320,5625,14094,527,22,4679,1213,155,7946,257,122,3035,550,4121,6326
36,2018-10-01 09:00:00+02:00,4505,15818,320,5609,14180,527,22,5063,1218,151,7978,257,122,3830,537,4178,6282
37,2018-10-01 09:15:00+02:00,4497,15828,320,5601,14000,529,22,4826,1221,149,7994,257,122,4753,547,4336,5945
38,2018-10-01 09:30:00+02:00,4484,15925,320,5601,13784,531,22,4721,1226,149,7989,257,122,5546,551,4313,5701
39,2018-10-01 09:45:00+02:00,4469,15983,320,5490,13554,528,22,4265,1232,133,7988,257,122,6398,546,4300,5747
40,2018-10-01 10:00:00+02:00,4482,16042,320,5428,13438,528,22,3203,1245,168,7998,257,122,7164,550,4274,5733
41,2018-10-01 10:15:00+02:00,4493,16072,335,5452,13494,530,23,2647,1247,83,7991,257,122,7990,549,4290,6032
42,2018-10-01 10:30:00+02:00,4496,16127,335,5457,13413,526,23,2278,1252,29,7974,257,122,8836,551,4319,6565
43,2018-10-01 10:45:00+02:00,4474,16111,335,5469,13333,528,23,2156,1259,22,7967,257,122,9385,545,4228,7239
44,2018-10-01 11:00:00+02:00,4485,16068,335,5272,12938,529,23,1093,1262,47,7983,257,122,9657,550,4250,7941
45,2018-10-01 11:15:00+02:00,4477,16074,310,5209,12640,529,23,1164,1267,92,7982,257,122,10063,548,4286,8429
46,2018-10-01 11:30:00+02:00,4482,15973,310,5100,12163,529,22,1116,1265,31,7923,257,122,10455,544,4280,8927
47,2018-10-01 11:45:00+02:00,4499,15895,310,5042,11518,529,22,1226,1271,34,7912,257,122,10659,542,4292,9346
48,2018-10-01 12:00:00+02:00,4539,15531,310,4670,10643,529,22,750,1290,108,7903,257,122,10969,530,4343,9831
49,2018-10-01 12:15:00+02:00,4537,15265,324,4686,10286,527,22,540,1295,38,7901,257,122,11080,541,4345,10358
50,2018-10-01 12:30:00+02:00,4528,15342,324,4682,9983,527,22,817,1300,45,7888,257,122,11100,543,4420,10750
51,2018-10-01 12:45:00+02:00,4517,15301,324,4716,9767,528,22,687,1308,45,7863,257,122,11173,545,4425,10946
52,2018-10-01 13:00:00+02:00,4515,15264,324,4366,9620,526,23,1207,1312,175,7811,256,122,11067,551,4320,11511
53,2018-10-01 13:15:00+02:00,4511,15213,332,4363,9674,526,23,906,1322,50,7768,256,122,11268,552,4297,11736
54,2018-10-01 13:30:00+02:00,4510,15232,332,4434,9586,529,22,497,1328,29,7700,256,122,11322,546,4340,12151
55,2018-10-01 13:45:00+02:00,4517,15172,332,4501,9533,528,22,381,1333,13,7654,256,122,11365,544,4260,12853
56,2018-10-01 14:00:00+02:00,4526,14954,332,4614,9464,528,22,474,1334,46,7664,256,122,11101,545,4361,13253
57,2018-10-01 14:15:00+02:00,4536,14960,286,4687,9428,525,22,418,1338,32,7658,256,122,10514,545,4459,13972
58,2018-10-01 14:30:00+02:00,4535,14926,286,4738,9365,525,22,411,1337,16,7648,256,122,10623,532,4495,14658
59,2018-10-01 14:45:00+02:00,4524,14903,286,4804,9242,526,22,470,1340,31,7661,256,122,10293,528,4414,15218
60,2018-10-01 15:00:00+02:00,4549,14842,286,4831,8822,527,22,507,1343,41,7659,256,122,9658,494,4445,15308
61,2018-10-01 15:15:00+02:00,4556,14780,283,4889,8738,529,22,446,1351,43,7658,256,122,8720,491,4482,15377
62,2018-10-01 15:30:00+02:00,4538,14768,283,4894,8683,529,22,388,1354,71,7665,256,122,8210,525,4517,15652
63,2018-10-01 15:45:00+02:00,4544,14764,283,4888,8669,528,22,330,1357,74,7666,256,122,7549,552,4491,15653
64,2018-10-01 16:00:00+02:00,4542,14802,283,4927,8581,527,22,343,1359,31,7659,256,122,6878,552,4308,15871
65,2018-10-01 16:15:00+02:00,4557,14719,280,4956,8626,527,22,382,1361,158,7687,256,122,6186,547,4084,16233
66,2018-10-01 16:30:00+02:00,4561,14689,280,4958,8776,528,22,371,1363,189,7692,256,122,5354,525,4231,16283
67,2018-10-01 16:45:00+02:00,4553,14725,280,4992,9135,528,22,272,1363,163,7681,256,122,4763,534,4494,16336
68,2018-10-01 17:00:00+02:00,4553,15174,280,5200,9266,528,22,375,1366,68,7650,257,122,3994,540,4531,16540
69,2018-10-01 17:15:00+02:00,4548,15375,268,5201,9560,527,22,531,1374,137,7690,257,122,3216,540,4544,15336
70,2018-10-01 17:30:00+02:00,4559,15443,268,5390,10064,529,22,833,1380,241,7705,257,122,2380,542,4569,15049
71,2018-10-01 17:45:00+02:00,4562,15483,268,5450,10476,527,22,1208,1383,202,7705,257,122,1748,543,4549,14475
72,2018-10-01 18:00:00+02:00,4559,15740,268,5544,10631,526,22,831,1390,157,7686,257,122,1104,536,4590,13897
73,2018-10-01 18:15:00+02:00,4572,15922,271,5475,10779,528,22,931,1406,229,7783,257,122,658,497,4553,13585
74,2018-10-01 18:30:00+02:00,4576,15907,271,5498,10874,527,22,1804,1417,101,7827,257,122,260,499,4556,13566
75,2018-10-01 18:45:00+02:00,4546,15875,271,5499,11077,523,22,2500,1428,147,7880,258,122,72,549,4478,13431
76,2018-10-01 19:00:00+02:00,4559,15839,271,5425,11322,524,22,4177,1446,45,7850,258,122,4,551,4308,13482
77,2018-10-01 19:15:00+02:00,4551,15892,268,5318,11431,523,22,4658,1466,52,7873,258,122,0,561,4456,13483
