,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2017-06-01 00:00:00+02:00,255.07,3054.9100000000008,303.9225,1568.2500000000002,42.1475,0.133,2.34,12.69,0.588,0.0,23.04,769.7750000000002,,0.0,55.33320000000001,4.455,18.4195
1,2017-06-01 00:15:00+02:00,255.53,3053.065,306.25,1516.59,41.048,0.133,0.06,12.732,0.342,0.0,23.022,718.9350000000002,,0.0,56.485975,4.305,18.15825
2,2017-06-01 00:30:00+02:00,255.53,3056.96,306.1275,1491.375,39.39875,0.133,0.06,12.732,0.33,0.0,23.016,679.985,,0.0,56.485975,4.284,17.61375
3,2017-06-01 00:45:00+02:00,255.47250000000003,3053.2700000000004,305.3925,1466.16,39.2155,0.1425,0.618,12.714,0.204,0.0,23.013,671.7850000000002,,0.0,54.64153500000001,4.176,16.94275
4,2017-06-01 01:00:00+02:00,255.415,3061.0600000000004,306.495,1403.43,39.9485,0.1425,0.066,12.714,0.5640000000000001,0.0,23.07,661.74,,0.0,55.56375500000001,3.9960000000000004,16.72
5,2017-06-01 01:15:00+02:00,255.3,3063.315,306.6175,1379.65,40.49825,0.1425,0.06,12.72,0.33,0.0,23.079,636.32,,0.0,56.947084999999994,3.8310000000000004,16.5825
6,2017-06-01 01:30:00+02:00,254.6675,3061.265000000001,305.3925,1343.365,41.4145,0.1425,0.618,12.725999999999999,0.5700000000000001,0.0,23.081999999999997,674.0400000000002,,0.0,57.17764,3.5580000000000003,16.4945
7,2017-06-01 01:45:00+02:00,255.0125,3047.3250000000007,298.41,1311.59,41.4145,0.1425,0.054000000000000006,12.72,0.37200000000000005,0.0,23.028,670.7600000000001,,0.0,55.102644999999995,3.477,16.13975
8,2017-06-01 02:00:00+02:00,255.1275,3072.13,294.49,1255.42,41.23125,0.1425,0.03,12.708,0.402,0.0,23.079,707.25,,0.0,54.87209,3.471,15.672249999999998
9,2017-06-01 02:15:00+02:00,255.0125,3069.0550000000007,295.225,1227.95,40.6815,0.1425,0.03,12.702,0.18600000000000003,0.0,23.064,705.4050000000002,,0.0,54.64153500000001,3.282,15.57325
10,2017-06-01 02:30:00+02:00,254.955,3063.725000000001,294.245,1220.5700000000004,40.13175,0.1425,0.03,12.696,0.444,0.0,23.055,706.6350000000001,,0.0,54.87209,3.1860000000000004,15.237749999999998
11,2017-06-01 02:45:00+02:00,255.07,3064.955000000001,294.0,1202.12,39.9485,0.1425,0.03,12.708,0.51,0.0,23.085,706.4300000000002,,0.0,56.947084999999994,3.201,14.53925
12,2017-06-01 03:00:00+02:00,255.53,3068.03,294.1225,1126.885,37.56625,0.1425,0.03,12.732,0.426,0.0,23.094,663.585,,0.0,56.255419999999994,3.156,14.17625
13,2017-06-01 03:15:00+02:00,254.6675,3065.365,294.98,1108.025,36.2835,0.1425,0.03,12.72,0.252,0.0,23.103,609.0550000000002,,0.0,55.33320000000001,3.093,14.102
14,2017-06-01 03:30:00+02:00,255.0125,3066.8,295.715,1104.335,36.10025,0.1425,0.03,12.72,0.23399999999999999,0.0,23.105999999999998,597.575,,0.0,56.947084999999994,3.009,14.168
15,2017-06-01 03:45:00+02:00,255.1275,3066.5950000000007,297.185,1103.72,36.2835,0.1425,0.03,12.72,0.276,0.0,23.090999999999998,548.375,,0.0,53.94987,3.009,14.2285
16,2017-06-01 04:00:00+02:00,255.3575,3071.105,299.7575,1121.76,36.2835,0.1425,0.03,12.732,0.28200000000000003,0.0,23.096999999999998,587.5300000000002,,0.0,53.719315,2.9760000000000004,14.24225
17,2017-06-01 04:15:00+02:00,255.47250000000003,3065.98,306.1275,1139.39,36.46675,0.1425,0.03,12.75,0.306,0.0,23.019,588.76,,0.0,54.41098,3.0660000000000003,14.192749999999998
18,2017-06-01 04:30:00+02:00,255.875,3067.4150000000004,313.6,1164.4,36.2835,0.1425,0.03,12.78,0.636,0.0,23.028,598.19,,0.0,56.485975,3.165,14.066249999999998
19,2017-06-01 04:45:00+02:00,256.8525,3069.0550000000007,309.5575,1183.26,36.2835,0.1425,0.03,12.786,0.708,0.0,23.052,588.76,,0.11275,55.56375500000001,3.1860000000000004,13.893
20,2017-06-01 05:00:00+02:00,257.3125,3062.7000000000007,308.455,1194.125,36.2835,0.1425,0.054000000000000006,12.762,0.426,0.0,22.991999999999997,578.715,,0.39975,55.794309999999996,3.12,13.76375
