,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2017-06-01 00:00:00+02:00,75.67,920.71,0.0,0.624,0.07200000000000001,46.5,257.48,0.0,209.34394,0.048,1.529
2017-06-01 01:00:00+02:00,76.36,823.1999999999999,0.0,0.264,0.096,46.548,252.56000000000003,0.0,208.42172000000002,0.012,1.408
2017-06-01 02:00:00+02:00,75.67,840.35,0.0,21.864,0.096,46.596000000000004,225.50000000000003,0.0,209.34394,0.024,1.3639999999999999
2017-06-01 03:00:00+02:00,75.21000000000001,810.46,0.0,23.016000000000002,0.12,46.656,217.3,0.0,207.4995,0.024,1.4409999999999998
2017-06-01 04:00:00+02:00,74.98,812.42,0.0,22.536,0.096,46.68,217.3,0.0,208.42172000000002,0.024,1.3419999999999999
2017-06-01 05:00:00+02:00,75.67,845.74,0.0,7.08,0.096,46.704,230.42000000000002,0.164,211.18838,0.20400000000000001,1.1219999999999999
2017-06-01 06:00:00+02:00,76.36,1009.89,0.0,0.792,0.096,46.716,258.3,4.264,211.18838,0.12,1.111
2017-06-01 07:00:00+02:00,77.05,1124.55,0.0,2.16,0.12,46.68,396.88000000000005,15.785,199.19952,0.0,0.8909999999999999
2017-06-01 08:00:00+02:00,77.74000000000001,1135.33,0.0,5.712,0.12,46.656,435.42,34.522,197.35508000000002,0.07200000000000001,0.583
2017-06-01 09:00:00+02:00,78.43,1155.91,0.0,15.0,0.12,46.5,456.74,54.079,182.59956,0.096,0.45099999999999996
2017-06-01 10:00:00+02:00,77.74000000000001,1148.07,0.0,7.824,0.12,46.368,478.88000000000005,70.479,181.67734000000002,0.096,0.43999999999999995
2017-06-01 11:00:00+02:00,78.2,1111.32,0.0,1.176,0.12,46.296,507.58000000000004,81.467,190.89954,0.096,0.594
2017-06-01 12:00:00+02:00,77.97,1190.21,0.0,1.056,0.14400000000000002,46.452,515.7800000000001,86.63300000000001,190.89954,0.096,0.616
2017-06-01 13:00:00+02:00,77.05,1255.3799999999999,0.0,1.032,0.14400000000000002,46.416000000000004,505.94000000000005,84.46000000000001,191.82176,0.096,0.572
