,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2018-03-31 23:00:00+01:00,238.74,3432.45,431.32000000000005,0.0,1.776,1.572,44.766,53.71,0.0,6.66,11.478499999999999
2018-03-31 23:30:00+01:00,239.085,3127.915,362.03000000000003,0.0,2.88,1.548,44.742000000000004,53.71,0.0,6.978,10.9835
2018-04-01 00:00:00+01:00,238.74,3112.97,191.47000000000003,0.0,0.48,1.308,44.802,53.300000000000004,0.0,0.306,5.632
2018-04-01 00:30:00+01:00,238.74,3001.25,126.69000000000001,0.0,0.0,1.284,44.826,53.300000000000004,0.0,6.642,10.0925
2018-04-01 01:00:00+01:00,238.28,3066.42,151.70000000000002,0.0,0.0,1.272,44.766,53.300000000000004,0.0,6.408,9.394
2018-04-01 01:30:00+01:00,239.085,3133.795,191.47000000000003,0.0,0.0,1.452,44.802,53.300000000000004,0.0,5.8260000000000005,9.196
2018-04-01 02:00:00+01:00,238.85500000000002,3212.195,207.87,0.0,0.0,2.46,44.706,53.300000000000004,0.0,5.952,8.2995
2018-04-01 02:30:00+01:00,215.51000000000002,3216.605,207.87,0.0,0.0,3.192,44.796,53.300000000000004,0.0,7.458,7.975
2018-04-01 03:00:00+01:00,168.59,3229.1,208.28000000000003,0.0,0.0,3.228,44.778,53.71,0.0,7.938,7.446999999999999
2018-04-01 03:30:00+01:00,168.01500000000001,3215.1349999999998,207.05,0.0,0.0,3.216,44.766,53.300000000000004,0.0,0.486,4.476999999999999
2018-04-01 04:00:00+01:00,166.75,3220.525,205.82000000000002,0.0,0.0,3.204,44.754,53.71,0.0,7.44,7.2105
2018-04-01 04:30:00+01:00,166.98000000000002,3193.33,208.28000000000003,0.0,0.0,3.12,44.79,53.300000000000004,0.0,0.516,4.3229999999999995
2018-04-01 05:00:00+01:00,168.36,3182.06,206.64000000000001,0.0,0.0,1.5,44.682,53.300000000000004,0.0615,6.8340000000000005,6.9959999999999996
2018-04-01 05:30:00+01:00,168.245,3173.73,218.94000000000003,0.0,0.0,1.6320000000000001,44.742000000000004,53.300000000000004,0.0205,6.978,7.089499999999999
2018-04-01 06:00:00+01:00,168.245,3236.94,232.47000000000003,0.0,0.0,1.692,44.778,52.89,0.0,6.966,7.1114999999999995
2018-04-01 06:30:00+01:00,168.13,3284.715,334.15000000000003,0.0,0.0,1.68,44.766,52.89,0.041,5.892,6.9135
2018-04-01 07:00:00+01:00,168.36,3231.5499999999997,475.19000000000005,0.0,0.0,1.344,44.772,52.89,2.2960000000000003,5.418,6.451499999999999
2018-04-01 07:30:00+01:00,168.59,3403.0499999999997,552.2700000000001,0.0,2.496,1.308,44.7,53.300000000000004,9.266,4.866,6.149
2018-04-01 08:00:00+01:00,168.36,3509.38,642.0600000000001,0.0,2.052,1.3920000000000001,44.712,52.89,11.7875,4.464,5.648499999999999
2018-04-01 08:30:00+01:00,168.705,3720.5699999999997,653.5400000000001,0.0,3.8280000000000003,1.56,44.730000000000004,52.89,30.955000000000002,4.344,5.346
2018-04-01 09:00:00+01:00,168.59,3970.715,569.9000000000001,0.0,4.932,1.968,44.766,52.89,40.59,3.714,4.669499999999999
2018-04-01 09:30:00+01:00,168.36,4252.955,638.7800000000001,0.0,4.716,2.508,44.742000000000004,52.89,50.635000000000005,2.958,4.4055
2018-04-01 10:00:00+01:00,166.405,4401.425,737.1800000000001,0.0,5.844,2.616,44.748,52.89,58.015,2.694,4.015
2018-04-01 10:30:00+01:00,166.52,4510.205,728.57,0.0,6.372,3.156,44.808,52.480000000000004,62.115,2.2800000000000002,3.795
2018-04-01 11:00:00+01:00,167.785,4535.93,699.46,0.0,6.5040000000000004,2.952,44.802,52.480000000000004,64.985,2.142,3.7344999999999997
2018-04-01 11:30:00+01:00,168.245,4567.535,733.49,0.0,5.388,2.448,44.778,52.480000000000004,67.035,2.2800000000000002,3.7234999999999996
2018-04-01 12:00:00+01:00,168.705,4569.985,736.36,0.0,7.896,2.2800000000000002,44.736000000000004,52.480000000000004,65.805,2.34,3.5309999999999997
2018-04-01 12:30:00+01:00,168.36,4579.05,738.0,0.0,8.52,2.016,44.754,52.480000000000004,63.345000000000006,2.184,3.4375
2018-04-01 13:00:00+01:00,168.36,4584.93,736.36,0.0,7.38,1.5,44.766,52.480000000000004,58.425000000000004,1.926,3.6849999999999996
2018-04-01 13:30:00+01:00,168.13,4579.295,731.44,0.0,5.0760000000000005,1.524,44.742000000000004,52.07000000000001,56.17,1.752,3.718
2018-04-01 14:00:00+01:00,171.925,4519.2699999999995,732.6700000000001,0.0,4.836,1.044,44.796,52.07000000000001,63.283500000000004,1.6500000000000001,3.872
2018-04-01 14:30:00+01:00,189.75,4489.38,739.23,0.0,5.0520000000000005,1.044,44.778,52.480000000000004,48.175000000000004,1.566,3.993
2018-04-01 15:00:00+01:00,219.42000000000002,4464.635,737.1800000000001,0.0,3.6,1.032,44.802,52.480000000000004,43.665,1.548,4.334
2018-04-01 15:30:00+01:00,242.305,4421.76,734.3100000000001,0.0,4.08,1.044,44.754,52.480000000000004,39.36,1.6320000000000001,4.136
2018-04-01 16:00:00+01:00,242.19,4444.79,780.23,0.0,4.08,1.044,44.778,52.480000000000004,32.595,1.6260000000000001,4.587
2018-04-01 16:30:00+01:00,242.65,4471.74,842.1400000000001,0.0,3.6,1.044,44.742000000000004,52.480000000000004,26.240000000000002,1.722,4.752
2018-04-01 17:00:00+01:00,242.19,4480.07,910.2,0.0,5.556,1.524,44.748,52.480000000000004,18.7985,1.974,5.241499999999999
2018-04-01 17:30:00+01:00,242.19,4437.6849999999995,929.8800000000001,0.0,8.976,1.728,44.748,52.480000000000004,12.259,2.832,5.279999999999999
2018-04-01 18:00:00+01:00,241.04000000000002,4384.5199999999995,937.2600000000001,0.0,9.48,4.272,44.730000000000004,52.480000000000004,7.564500000000001,3.27,6.028
2018-04-01 18:30:00+01:00,242.305,4405.1,937.6700000000001,0.0,3.984,5.04,44.76,52.480000000000004,3.1365000000000003,3.726,6.170999999999999
2018-04-01 19:00:00+01:00,242.305,4441.115,926.19,0.0,5.832,5.04,44.748,52.480000000000004,0.5125000000000001,0.126,4.3999999999999995
2018-04-01 19:30:00+01:00,242.07500000000002,4551.12,937.6700000000001,0.0,3.6,5.016,44.772,52.480000000000004,0.0205,4.71,6.7924999999999995
2018-04-01 20:00:00+01:00,243.11,4600.61,937.2600000000001,0.0,5.4,4.956,44.706,52.480000000000004,0.0,5.118,8.2115
2018-04-01 20:30:00+01:00,242.995,4394.32,939.3100000000001,0.0,3.6,4.428,44.754,52.480000000000004,0.0,0.138,4.895
2018-04-01 21:00:00+01:00,242.995,4123.595,903.6400000000001,0.0,4.14,3.36,44.724000000000004,52.480000000000004,0.0,0.156,5.5275
2018-04-01 21:30:00+01:00,242.995,3803.625,797.45,0.0,6.444,3.3240000000000003,44.736000000000004,42.230000000000004,0.0,0.17400000000000002,5.8465
2018-04-01 22:00:00+01:00,243.22500000000002,3602.48,664.2,0.0,6.144,2.484,44.802,42.230000000000004,0.0,0.198,6.297499999999999
2018-04-01 22:30:00+01:00,243.22500000000002,3363.85,396.47,0.0,5.58,2.412,44.736000000000004,42.230000000000004,0.0,7.0680000000000005,12.0285
2018-04-01 23:00:00+01:00,242.88000000000002,3021.34,328.82000000000005,0.0,0.0,2.484,44.808,42.230000000000004,0.0,8.388,12.969
2018-04-01 23:30:00+01:00,240.00500000000002,2618.56,208.28000000000003,0.0,0.0,2.232,44.772,42.230000000000004,0.0,0.24,6.622
2018-04-02 00:00:00+01:00,242.88000000000002,2347.345,171.79000000000002,0.0,0.0,2.004,44.838,42.230000000000004,0.0,0.294,6.798
2018-04-02 00:30:00+01:00,242.19,2102.59,207.05,0.0,0.0,1.98,44.826,42.230000000000004,0.0,10.368,14.910499999999999
2018-04-02 01:00:00+01:00,242.535,2191.77,207.46,0.0,0.0,1.788,44.724000000000004,42.230000000000004,0.0,10.878,15.543
2018-04-02 01:30:00+01:00,241.38500000000002,2377.235,209.10000000000002,0.0,0.0,1.308,44.748,42.230000000000004,0.0,10.866,15.504499999999998
2018-04-02 02:00:00+01:00,242.19,2530.85,207.05,0.0,0.0,1.308,44.748,42.230000000000004,0.0,11.634,15.972
2018-04-02 02:30:00+01:00,241.615,2407.615,208.69000000000003,0.0,0.0,1.272,44.808,42.230000000000004,0.0,12.072000000000001,16.631999999999998
2018-04-02 03:00:00+01:00,241.96,2281.44,208.28000000000003,0.0,0.0,1.272,44.784,42.230000000000004,0.0,13.608,16.9565
2018-04-02 03:30:00+01:00,238.51000000000002,2180.255,205.00000000000003,0.0,0.0,1.26,44.748,42.230000000000004,0.0,14.646,17.5175
2018-04-02 04:00:00+01:00,238.74,2094.2599999999998,208.28000000000003,0.0,0.0,1.296,44.772,42.230000000000004,0.0205,15.126,19.337999999999997
