,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2018-07-01 00:00:00+02:00,4466,12269,2363,1243,49,15,394,1828,42,8944,229,139,0,131,2339,15400
1,2018-07-01 00:15:00+02:00,4463,11877,2382,1239,60,15,400,1827,36,8941,230,139,0,131,2333,15378
2,2018-07-01 00:30:00+02:00,4461,11802,2380,1236,59,15,504,1825,37,8953,230,139,0,131,2321,15220
3,2018-07-01 00:45:00+02:00,4468,11767,2372,1236,59,15,444,1826,28,8921,230,139,0,131,2372,15112
4,2018-07-01 01:00:00+02:00,4445,11681,2380,1196,52,15,544,1826,42,8954,231,139,0,131,2352,14865
5,2018-07-01 01:15:00+02:00,4454,11598,2359,1199,57,15,637,1828,41,8949,232,139,0,131,2301,14613
6,2018-07-01 01:30:00+02:00,4468,11608,2372,1193,54,15,689,1827,39,8950,232,139,0,131,2244,14479
7,2018-07-01 01:45:00+02:00,4474,11553,2357,1186,54,15,631,1825,30,8948,232,139,0,131,2167,14476
8,2018-07-01 02:00:00+02:00,4474,11263,2332,1157,55,15,235,1821,34,8943,232,139,0,132,2094,14434
9,2018-07-01 02:15:00+02:00,4476,11168,2336,1183,59,15,235,1818,28,8914,232,139,0,132,2027,14208
10,2018-07-01 02:30:00+02:00,4481,11015,2360,1267,54,15,235,1813,32,8908,232,139,0,132,2024,14090
11,2018-07-01 02:45:00+02:00,4483,10847,2364,1264,50,15,232,1812,30,8909,232,139,0,132,1947,13973
12,2018-07-01 03:00:00+02:00,4469,10569,2357,1272,52,15,195,1803,38,8919,232,139,0,132,1854,13763
13,2018-07-01 03:15:00+02:00,4483,10497,2363,1281,59,16,195,1800,41,8946,232,139,0,132,1734,13524
14,2018-07-01 03:30:00+02:00,4489,10476,2369,1281,60,16,195,1799,36,8981,232,139,0,132,1701,13348
15,2018-07-01 03:45:00+02:00,4470,10451,2356,1293,58,16,196,1798,40,8977,232,139,0,132,1634,13038
16,2018-07-01 04:00:00+02:00,4480,10508,2378,1287,56,16,197,1799,40,8998,232,139,0,132,1549,12718
17,2018-07-01 04:15:00+02:00,4477,10516,2373,1282,60,16,197,1800,37,9001,232,139,0,132,1477,12460
18,2018-07-01 04:30:00+02:00,4494,10490,2375,1285,54,16,197,1800,38,9006,232,139,0,132,1472,12226
19,2018-07-01 04:45:00+02:00,4511,10470,2357,1284,52,16,197,1801,35,9007,227,139,6,132,1465,12000
20,2018-07-01 05:00:00+02:00,4501,10514,2351,1277,49,16,197,1797,33,9006,227,139,42,132,1525,11802
21,2018-07-01 05:15:00+02:00,4493,10536,2356,1275,55,16,196,1793,32,9016,225,139,116,132,1518,11690
22,2018-07-01 05:30:00+02:00,4511,10504,2355,1261,54,16,195,1794,30,8999,225,139,302,132,1481,11524
23,2018-07-01 05:45:00+02:00,4529,10438,2329,1253,58,16,195,1793,37,8916,225,139,597,132,1372,11191
24,2018-07-01 06:00:00+02:00,4544,10835,2335,1259,51,16,195,1794,32,8967,225,139,993,132,1252,11005
25,2018-07-01 06:15:00+02:00,4518,11028,2322,1258,50,16,195,1788,31,8980,225,139,1556,132,1188,10460
26,2018-07-01 06:30:00+02:00,4508,11070,2338,1258,56,16,195,1782,33,8965,225,139,2252,132,1116,9957
27,2018-07-01 06:45:00+02:00,4531,11006,2313,1261,55,16,200,1781,39,8989,225,139,3273,132,1097,9195
28,2018-07-01 07:00:00+02:00,4554,10884,2333,1264,54,16,990,1779,41,9087,225,139,4401,132,1097,8435
29,2018-07-01 07:15:00+02:00,4548,10881,2317,1263,61,15,1746,1775,49,9161,225,139,5678,132,1108,7593
30,2018-07-01 07:30:00+02:00,4557,10996,2358,1281,58,15,1859,1774,47,9188,225,139,7185,132,1090,6602
31,2018-07-01 07:45:00+02:00,4552,11063,2309,1283,55,15,1967,1777,48,9194,225,139,8728,132,1039,6062
32,2018-07-01 08:00:00+02:00,4558,11067,2299,1285,58,15,2086,1779,44,9186,224,139,10468,131,1007,5830
33,2018-07-01 08:15:00+02:00,4560,11104,2308,1284,60,15,2073,1790,45,9202,223,139,12124,131,930,6076
34,2018-07-01 08:30:00+02:00,4552,11097,2326,1287,53,15,1303,1788,39,9197,224,139,13775,131,887,6438
35,2018-07-01 08:45:00+02:00,4544,10984,2307,1289,55,15,673,1790,29,9163,224,139,15520,131,816,7061
36,2018-07-01 09:00:00+02:00,4533,10789,2295,1286,50,15,433,1791,28,9056,224,139,17122,131,773,7640
37,2018-07-01 09:15:00+02:00,4509,10769,2296,1294,53,14,347,1790,28,8891,224,139,18613,131,740,8293
38,2018-07-01 09:30:00+02:00,4530,10765,2314,1294,57,14,196,1794,26,8748,224,139,20009,131,701,8853
39,2018-07-01 09:45:00+02:00,4552,10692,2313,1293,61,14,195,1797,25,8402,224,139,21299,131,675,9324
40,2018-07-01 10:00:00+02:00,4537,10322,2285,1295,54,14,195,1795,29,7895,224,139,22355,130,653,9386
41,2018-07-01 10:15:00+02:00,4539,10089,2297,1293,52,14,195,1788,26,7533,224,139,23329,130,614,9533
42,2018-07-01 10:30:00+02:00,4538,9931,2318,1300,54,14,195,1781,26,7373,224,139,24356,130,603,9703
43,2018-07-01 10:45:00+02:00,4538,9756,2276,1309,55,14,195,1778,26,7404,224,139,25184,130,634,9612
44,2018-07-01 11:00:00+02:00,4533,9418,2243,1310,53,13,195,1773,27,7621,224,139,26033,130,642,9655
45,2018-07-01 11:15:00+02:00,4539,9397,2236,1313,57,13,199,1773,29,7835,224,139,26496,130,633,9926
46,2018-07-01 11:30:00+02:00,4546,9309,2249,1314,60,13,199,1772,26,8127,224,139,27097,130,665,9985
47,2018-07-01 11:45:00+02:00,4538,9239,2228,1315,50,13,199,1775,26,8287,224,139,27514,130,710,10249
48,2018-07-01 12:00:00+02:00,4523,9081,2261,1308,51,13,199,1772,27,8304,224,139,27953,130,749,10370
49,2018-07-01 12:15:00+02:00,4510,9073,2256,1309,53,13,199,1772,26,8288,224,139,28184,130,760,10558
50,2018-07-01 12:30:00+02:00,4504,8999,2289,1309,59,13,201,1773,27,8171,228,139,28311,130,750,10880
51,2018-07-01 12:45:00+02:00,4511,9034,2268,1309,51,13,199,1776,26,7967,228,139,28471,130,744,10721
52,2018-07-01 13:00:00+02:00,4496,8988,2249,1309,58,13,195,1771,27,7736,228,139,28636,130,777,10829
53,2018-07-01 13:15:00+02:00,4512,8836,2237,1329,50,13,195,1770,27,7558,228,139,28554,130,808,10958
54,2018-07-01 13:30:00+02:00,4508,8531,2269,1327,60,13,195,1770,33,7434,228,139,28606,130,852,10967
55,2018-07-01 13:45:00+02:00,4497,8567,2230,1314,61,13,195,1771,26,7394,228,139,28448,130,895,10817
56,2018-07-01 14:00:00+02:00,4497,8635,2255,1270,51,13,195,1772,29,7376,228,139,28124,130,899,10709
57,2018-07-01 14:15:00+02:00,4497,8634,2228,1235,60,13,195,1772,30,7311,228,139,27740,130,951,10306
58,2018-07-01 14:30:00+02:00,4490,8677,2252,1233,57,13,195,1770,34,7329,228,139,27280,130,1015,10057
59,2018-07-01 14:45:00+02:00,4509,8697,2227,1214,50,13,195,1768,42,7395,228,139,26831,130,987,9936
60,2018-07-01 15:00:00+02:00,4516,8717,2248,1224,52,13,195,1763,48,7536,228,139,26368,130,928,9880
61,2018-07-01 15:15:00+02:00,4527,8750,2249,1227,83,13,195,1761,44,7556,228,139,25551,130,936,9706
62,2018-07-01 15:30:00+02:00,4532,8747,2272,1241,102,13,237,1762,50,7686,228,139,24747,130,971,9819
63,2018-07-01 15:45:00+02:00,4535,8759,2261,1256,107,12,247,1764,47,7903,228,139,24103,130,1014,9730
64,2018-07-01 16:00:00+02:00,4542,8789,2264,1257,91,12,213,1763,41,8088,229,139,22939,130,1058,9616
65,2018-07-01 16:15:00+02:00,4516,8852,2251,1262,96,12,221,1761,44,8374,229,139,22165,130,1071,9464
66,2018-07-01 16:30:00+02:00,4513,9661,2277,1275,96,12,195,1766,40,8719,229,139,21092,130,1003,9538
67,2018-07-01 16:45:00+02:00,4536,10752,2266,1296,95,12,195,1768,31,8907,229,139,19743,130,984,9553
68,2018-07-01 17:00:00+02:00,4536,12179,2301,1321,95,12,195,1763,27,8880,229,139,18668,130,1034,9440
69,2018-07-01 17:15:00+02:00,4546,12800,2296,1462,94,12,206,1761,28,8960,229,139,17253,130,1133,9406
70,2018-07-01 17:30:00+02:00,4550,13197,2314,1538,87,12,639,1758,29,8992,229,139,15745,130,1172,9494
71,2018-07-01 17:45:00+02:00,4557,13578,2303,1651,85,12,1097,1756,103,9010,229,139,14240,130,1192,9460
72,2018-07-01 18:00:00+02:00,4558,14106,2341,2002,88,12,303,1757,26,9008,227,139,12720,132,1165,9281
73,2018-07-01 18:15:00+02:00,4555,14420,2370,2385,71,12,422,1756,27,9026,227,139,11142,132,1170,9287
74,2018-07-01 18:30:00+02:00,4551,14624,2415,2664,62,12,727,1756,27,9053,227,139,9521,132,1218,9265
75,2018-07-01 18:45:00+02:00,4542,14730,2415,2785,46,13,2147,1755,82,9086,227,139,7994,132,1235,9142
76,2018-07-01 19:00:00+02:00,4544,14682,2565,3019,41,13,983,1752,31,9077,227,139,6422,133,1180,9196
