,Biomass
2015-02-01 00:00:00+01:00,59.11
2015-02-01 01:00:00+01:00,59.57
2015-02-01 02:00:00+01:00,60.95
2015-02-01 03:00:00+01:00,59.34
2015-02-01 04:00:00+01:00,60.260000000000005
2015-02-01 05:00:00+01:00,60.03
2015-02-01 06:00:00+01:00,60.95
2015-02-01 07:00:00+01:00,59.57
2015-02-01 08:00:00+01:00,59.57
2015-02-01 09:00:00+01:00,59.34
2015-02-01 10:00:00+01:00,60.03
2015-02-01 11:00:00+01:00,60.260000000000005
2015-02-01 12:00:00+01:00,60.260000000000005
2015-02-01 13:00:00+01:00,60.03
2015-02-01 14:00:00+01:00,60.03
2015-02-01 15:00:00+01:00,60.49
2015-02-01 16:00:00+01:00,60.260000000000005
2015-02-01 17:00:00+01:00,60.260000000000005
2015-02-01 18:00:00+01:00,60.260000000000005
2015-02-01 19:00:00+01:00,59.800000000000004
2015-02-01 20:00:00+01:00,60.260000000000005
2015-02-01 21:00:00+01:00,60.49
2015-02-01 22:00:00+01:00,60.03
2015-02-01 23:00:00+01:00,59.800000000000004
2015-02-04 00:00:00+01:00,60.49
2015-02-04 01:00:00+01:00,56.120000000000005
2015-02-04 02:00:00+01:00,59.11
2015-02-04 03:00:00+01:00,62.1
2015-02-04 04:00:00+01:00,62.56
2015-02-04 05:00:00+01:00,62.56
2015-02-04 06:00:00+01:00,62.330000000000005
2015-02-04 07:00:00+01:00,57.96
2015-02-04 08:00:00+01:00,56.35
2015-02-04 09:00:00+01:00,56.81
2015-02-04 10:00:00+01:00,58.650000000000006
2015-02-04 11:00:00+01:00,58.650000000000006
2015-02-04 12:00:00+01:00,58.650000000000006
2015-02-04 13:00:00+01:00,59.11
2015-02-04 14:00:00+01:00,57.5
2015-02-04 15:00:00+01:00,54.510000000000005
2015-02-04 16:00:00+01:00,57.96
2015-02-04 17:00:00+01:00,59.11
2015-02-04 18:00:00+01:00,62.330000000000005
2015-02-04 19:00:00+01:00,63.25
2015-02-04 20:00:00+01:00,62.790000000000006
2015-02-04 21:00:00+01:00,62.56
2015-02-04 22:00:00+01:00,61.870000000000005
2015-02-04 23:00:00+01:00,62.56
2015-02-05 00:00:00+01:00,65.55
2015-02-05 01:00:00+01:00,65.32000000000001
2015-02-05 02:00:00+01:00,66.24000000000001
2015-02-05 03:00:00+01:00,63.480000000000004
2015-02-05 04:00:00+01:00,64.63000000000001
2015-02-05 05:00:00+01:00,65.32000000000001
2015-02-05 06:00:00+01:00,65.55
2015-02-05 07:00:00+01:00,64.17
2015-02-05 08:00:00+01:00,64.17
2015-02-05 09:00:00+01:00,65.55
2015-02-05 10:00:00+01:00,65.32000000000001
2015-02-05 11:00:00+01:00,64.63000000000001
2015-02-05 12:00:00+01:00,64.63000000000001
2015-02-05 13:00:00+01:00,64.86
2015-02-05 14:00:00+01:00,57.5
2015-02-05 15:00:00+01:00,57.96
2015-02-05 16:00:00+01:00,57.730000000000004
2015-02-05 17:00:00+01:00,57.5
2015-02-05 18:00:00+01:00,57.27
2015-02-05 19:00:00+01:00,57.04
2015-02-05 20:00:00+01:00,57.04
2015-02-05 21:00:00+01:00,57.27
2015-02-05 22:00:00+01:00,57.27
2015-02-05 23:00:00+01:00,56.81
2015-02-13 00:00:00+01:00,68.54
2015-02-13 01:00:00+01:00,68.77
2015-02-13 02:00:00+01:00,68.54
2015-02-13 03:00:00+01:00,67.62
2015-02-13 04:00:00+01:00,69.0
2015-02-13 05:00:00+01:00,68.77
2015-02-13 06:00:00+01:00,69.0
2015-02-13 07:00:00+01:00,68.54
2015-02-13 08:00:00+01:00,68.08
2015-02-13 09:00:00+01:00,66.24000000000001
2015-02-13 10:00:00+01:00,70.38000000000001
2015-02-13 11:00:00+01:00,69.92
2015-02-13 12:00:00+01:00,70.38000000000001
2015-02-13 13:00:00+01:00,70.61
2015-02-13 14:00:00+01:00,67.85000000000001
2015-02-13 15:00:00+01:00,67.16
2015-02-13 16:00:00+01:00,67.85000000000001
2015-02-13 17:00:00+01:00,67.39
2015-02-13 18:00:00+01:00,67.85000000000001
2015-02-13 19:00:00+01:00,67.62
2015-02-13 20:00:00+01:00,67.39
2015-02-13 21:00:00+01:00,67.62
2015-02-13 22:00:00+01:00,68.08
2015-02-13 23:00:00+01:00,67.39
2015-02-14 00:00:00+01:00,67.39
2015-02-14 01:00:00+01:00,67.85000000000001
2015-02-14 02:00:00+01:00,68.08
2015-02-14 03:00:00+01:00,69.92
2015-02-14 04:00:00+01:00,71.53
2015-02-14 05:00:00+01:00,64.86
2015-02-14 06:00:00+01:00,63.71
2015-02-14 07:00:00+01:00,68.77
2015-02-14 08:00:00+01:00,67.16
2015-02-14 09:00:00+01:00,67.39
2015-02-14 10:00:00+01:00,67.39
2015-02-14 11:00:00+01:00,66.93
2015-02-14 12:00:00+01:00,67.62
2015-02-14 13:00:00+01:00,70.84
2015-02-14 14:00:00+01:00,59.34
2015-02-14 15:00:00+01:00,64.17
2015-02-14 16:00:00+01:00,64.4
2015-02-14 17:00:00+01:00,64.63000000000001
2015-02-14 18:00:00+01:00,64.63000000000001
2015-02-14 19:00:00+01:00,64.86
2015-02-14 20:00:00+01:00,71.07000000000001
2015-02-14 21:00:00+01:00,69.92
2015-02-14 22:00:00+01:00,69.69
2015-02-14 23:00:00+01:00,63.71
2015-02-16 00:00:00+01:00,69.92
2015-02-16 01:00:00+01:00,71.3
2015-02-16 02:00:00+01:00,71.99000000000001
2015-02-16 03:00:00+01:00,72.22
2015-02-16 04:00:00+01:00,72.91
2015-02-16 05:00:00+01:00,72.68
2015-02-16 06:00:00+01:00,72.91
2015-02-16 07:00:00+01:00,71.99000000000001
2015-02-16 08:00:00+01:00,73.14
2015-02-16 09:00:00+01:00,66.01
2015-02-16 10:00:00+01:00,69.46000000000001
2015-02-16 11:00:00+01:00,68.77
2015-02-16 12:00:00+01:00,71.07000000000001
2015-02-16 13:00:00+01:00,71.3
2015-02-16 14:00:00+01:00,69.69
2015-02-16 15:00:00+01:00,70.15
2015-02-16 16:00:00+01:00,70.38000000000001
2015-02-16 17:00:00+01:00,70.15
2015-02-16 18:00:00+01:00,71.07000000000001
