date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2017-01-01 00:00:00+01:00,285,7395,1456,220,464,3192,3154,53322,0,272,604
2017-01-01 01:00:00+01:00,286,7298,1039,232,284,3048,2338,53290,0,273,633
2017-01-01 02:00:00+01:00,286,6935,1052,232,,2866,2311,53132,0,273,627
2017-01-01 03:00:00+01:00,286,6191,1005,232,,2862,2240,52982,0,273,609
2017-01-01 04:00:00+01:00,286,5961,1018,232,,2730,1726,53086,0,273,637
2017-01-01 05:00:00+01:00,286,5995,1050,232,,2523,1577,53133,0,274,663
2017-01-01 06:00:00+01:00,286,5934,1005,231,,2504,1427,53047,0,274,683
2017-01-01 07:00:00+01:00,286,5984,996,232,,2584,1420,53037,0,274,749
2017-01-01 08:00:00+01:00,286,6004,998,232,,2710,1352,53022,99,274,801
2017-01-01 09:00:00+01:00,285,6109,1048,231,,2721,1727,53067,423,274,832
2017-01-01 10:00:00+01:00,285,6102,1061,232,,2786,2062,53096,1005,275,867
2017-01-01 11:00:00+01:00,285,6133,1087,232,,2811,2328,53145,1399,275,907
2017-01-01 12:00:00+01:00,286,6149,1106,232,,3036,2652,53198,1611,275,929
2017-01-01 13:00:00+01:00,285,6086,1066,232,,3147,3465,53102,1578,275,949
2017-01-01 14:00:00+01:00,285,5952,967,232,,3101,2752,51944,1314,275,946
2017-01-01 15:00:00+01:00,285,6255,1040,232,,2925,2441,51430,769,274,918
2017-01-01 16:00:00+01:00,285,6664,1022,232,,2814,2220,51431,257,273,916
2017-01-01 17:00:00+01:00,285,6892,1074,231,,3104,2679,51609,69,273,966
2017-01-01 18:00:00+01:00,284,7080,1025,231,586,3596,3747,51654,0,273,964
2017-01-01 19:00:00+01:00,285,7283,1076,232,588,3696,4033,51714,0,274,965
2017-01-01 20:00:00+01:00,286,7179,1056,232,,3355,3554,51825,0,274,969
2017-01-01 21:00:00+01:00,286,7184,976,232,,3325,2982,51935,0,274,923
2017-01-01 22:00:00+01:00,285,7170,947,232,,3323,2595,51936,0,273,842
2017-01-01 23:00:00+01:00,286,7168,943,231,,3150,2425,51927,0,274,776
2017-01-02 00:00:00+01:00,285,7360,968,232,,2760,2227,51637,0,274,718
2017-01-02 01:00:00+01:00,285,7047,904,232,,2744,1586,51699,0,274,700
2017-01-02 02:00:00+01:00,286,7117,814,232,,2672,1683,51758,0,273,642
2017-01-02 03:00:00+01:00,285,7091,890,232,,2613,1455,52074,0,273,609
2017-01-02 04:00:00+01:00,286,6909,993,232,,2515,1142,51926,0,273,562
2017-01-02 05:00:00+01:00,286,7078,1193,232,,2427,1256,51984,0,273,546
2017-01-02 06:00:00+01:00,286,7200,1676,232,,2403,2002,52176,0,272,591
2017-01-02 07:00:00+01:00,286,7558,2020,231,,2552,2313,52307,0,273,609
2017-01-02 08:00:00+01:00,285,7996,2112,231,,2956,2632,52304,102,272,585
2017-01-02 09:00:00+01:00,285,8340,2144,232,,3392,2863,52432,395,272,564
2017-01-02 10:00:00+01:00,285,8425,2158,231,319,3475,3213,52459,887,272,568
2017-01-02 11:00:00+01:00,284,8529,2204,232,958,3450,3631,52508,1228,272,586
2017-01-02 12:00:00+01:00,285,8633,2166,232,1263,3475,3604,52553,1424,272,550
2017-01-02 13:00:00+01:00,286,8630,2175,232,607,3512,3748,52492,1481,270,543
2017-01-02 14:00:00+01:00,285,8432,2234,232,284,3399,3977,52524,1242,271,661
2017-01-02 15:00:00+01:00,284,8411,2194,231,433,3323,2873,53094,751,270,756
2017-01-02 16:00:00+01:00,285,8532,2195,231,553,3395,2446,53202,268,270,813
2017-01-02 17:00:00+01:00,284,8581,2180,229,1837,3685,3727,53239,70,270,930
2017-01-02 18:00:00+01:00,284,8847,2309,227,2406,4597,4378,53282,0,270,1226
2017-01-02 19:00:00+01:00,286,8939,2263,226,1934,4454,3786,53312,0,271,1411
2017-01-02 20:00:00+01:00,286,8500,1996,226,1106,3763,3081,53210,0,271,1448
