,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-03-01 01:00:00+02:00,3.68,1749.88,189.14,50.02,0.0,1.296,0.216,25.38,0.0,1.84444,3.223
2019-03-01 02:00:00+02:00,3.45,1720.3600000000001,190.60999999999999,50.02,0.0,1.32,0.216,25.392,0.0,1.84444,3.388
2019-03-01 03:00:00+02:00,3.68,1644.1000000000001,190.60999999999999,50.02,0.0,1.32,0.216,25.356,0.0,1.84444,3.069
2019-03-01 04:00:00+02:00,3.45,1712.98,191.1,50.02,0.0,1.32,0.216,25.392,0.0,1.84444,3.0909999999999997
2019-03-01 05:00:00+02:00,3.45,1691.66,188.16,50.02,0.0,1.32,1.32,25.38,0.0,1.84444,2.8819999999999997
2019-03-01 06:00:00+02:00,3.22,1764.64,189.14,50.02,0.0,1.512,7.6080000000000005,25.368000000000002,0.0,1.84444,2.783
2019-03-01 07:00:00+02:00,3.68,1803.18,185.71,50.02,0.0,1.752,13.92,25.368000000000002,0.615,1.84444,2.7169999999999996
2019-03-01 08:00:00+02:00,3.22,1827.7800000000002,176.4,50.02,0.0,3.048,14.232000000000001,25.38,3.075,1.84444,2.09
2019-03-01 09:00:00+02:00,3.68,1859.7600000000002,177.87,50.02,0.0,3.168,8.112,25.404,7.339,1.84444,1.7819999999999998
2019-03-01 10:00:00+02:00,3.91,1724.46,185.22,50.02,0.0,2.2800000000000002,3.336,25.416,10.168000000000001,1.84444,1.9469999999999998
2019-03-01 11:00:00+02:00,2.99,1553.0800000000002,182.77,46.74,0.0,3.096,2.088,25.38,12.505,1.84444,1.65
2019-03-01 12:00:00+02:00,2.99,1535.8600000000001,182.28,47.56,0.0,2.2800000000000002,0.216,25.368000000000002,13.079,1.84444,1.045
2019-03-01 13:00:00+02:00,3.68,1526.8400000000001,182.77,47.56,0.0,2.328,0.216,25.392,12.792,1.84444,1.045
2019-03-01 14:00:00+02:00,3.68,1738.4,183.75,48.38,0.0,2.328,0.216,25.404,10.66,1.84444,1.056
2019-03-01 15:00:00+02:00,3.91,1790.88,179.82999999999998,48.38,0.0,2.856,0.216,25.392,8.200000000000001,1.84444,0.9349999999999999
2019-03-01 16:00:00+02:00,3.45,1858.1200000000001,171.99,47.56,1.488,2.736,0.28800000000000003,25.368000000000002,4.551,1.84444,0.8909999999999999
2019-03-01 17:00:00+02:00,3.45,1869.6000000000001,171.5,47.56,4.656,2.856,3.24,25.356,0.9430000000000001,1.84444,0.979
2019-03-01 18:00:00+02:00,3.68,1878.6200000000001,171.99,49.2,5.5680000000000005,2.928,14.736,25.344,0.0,1.84444,1.0779999999999998
2019-03-01 19:00:00+02:00,3.91,1888.46,175.42,47.56,8.112,2.928,18.432000000000002,25.344,0.0,1.84444,1.111
2019-03-01 20:00:00+02:00,3.91,1890.92,174.93,46.74,4.248,2.472,18.0,25.38,0.0,1.84444,1.2979999999999998
2019-03-01 21:00:00+02:00,3.91,1896.66,175.42,45.92,2.7600000000000002,2.3040000000000003,15.528,25.356,0.0,4.6111,1.2979999999999998
2019-03-01 22:00:00+02:00,4.140000000000001,1899.1200000000001,176.4,45.92,0.0,1.512,15.504,25.356,0.0,4.6111,1.4629999999999999
2019-03-01 23:00:00+02:00,3.91,1907.3200000000002,175.91,45.92,0.0,1.416,9.36,25.368000000000002,0.0,4.6111,1.496
2019-03-02 00:00:00+02:00,3.68,1863.8600000000001,175.42,45.1,0.0,1.248,3.216,25.368000000000002,0.0,3.68888,2.915
2019-03-02 01:00:00+02:00,3.68,1770.38,175.91,45.92,0.0,1.248,0.336,25.356,0.0,2.76666,2.706
2019-03-02 02:00:00+02:00,3.45,1721.18,176.4,46.74,0.0,1.248,0.216,25.392,0.0,3.68888,2.343
2019-03-02 03:00:00+02:00,3.68,1666.2400000000002,175.42,46.74,0.0,1.248,0.216,25.404,0.0,3.68888,3.0029999999999997
2019-03-02 04:00:00+02:00,3.91,1753.16,174.44,45.92,0.0,1.272,0.216,25.392,0.0,3.68888,3.2449999999999997
2019-03-02 05:00:00+02:00,3.68,1755.6200000000001,174.93,45.92,0.0,1.272,0.192,25.368000000000002,0.0,3.68888,3.1239999999999997
2019-03-02 06:00:00+02:00,3.22,1719.5400000000002,173.46,45.92,0.0,1.488,0.216,25.368000000000002,0.0,3.68888,3.2119999999999997
2019-03-02 07:00:00+02:00,3.68,1747.42,171.99,47.56,0.0,1.6320000000000001,3.648,25.404,0.861,3.68888,3.707
2019-03-02 08:00:00+02:00,3.45,1717.9,171.5,48.38,0.0,1.824,9.144,25.404,4.3870000000000005,3.68888,5.2139999999999995
2019-03-02 09:00:00+02:00,3.22,1707.2400000000002,170.03,49.2,0.0,1.776,11.208,25.368000000000002,9.348,3.68888,5.763999999999999
2019-03-02 10:00:00+02:00,3.45,1708.0600000000002,170.52,49.2,0.0,1.824,10.272,25.368000000000002,13.899000000000001,3.68888,5.225
2019-03-02 11:00:00+02:00,3.68,1712.98,169.54,47.56,0.0,1.848,8.232,25.356,16.195,2.76666,4.004
2019-03-02 12:00:00+02:00,3.45,1707.2400000000002,165.62,47.56,0.0,1.824,8.832,25.356,16.400000000000002,2.76666,2.7279999999999998
2019-03-02 13:00:00+02:00,3.45,1703.96,168.56,48.38,0.0,1.6560000000000001,8.592,25.392,13.858,3.68888,1.936
2019-03-02 14:00:00+02:00,3.45,1711.3400000000001,169.04999999999998,48.38,0.0,1.6320000000000001,9.528,25.356,10.291,2.76666,1.672
2019-03-02 15:00:00+02:00,3.91,1711.3400000000001,171.01,48.38,0.0,1.608,8.952,25.344,8.077,3.68888,1.3199999999999998
2019-03-02 16:00:00+02:00,4.140000000000001,1710.5200000000002,170.03,48.38,0.0,1.6560000000000001,11.136000000000001,25.344,5.166,3.68888,0.9239999999999999
2019-03-02 17:00:00+02:00,4.140000000000001,1712.16,170.03,49.2,1.08,2.184,17.064,25.368000000000002,1.066,3.68888,0.374
2019-03-02 18:00:00+02:00,4.140000000000001,1708.0600000000002,171.01,49.2,4.44,2.2800000000000002,22.368000000000002,25.38,0.0,2.76666,0.473
2019-03-02 19:00:00+02:00,3.68,1704.7800000000002,173.46,48.38,3.984,2.496,26.328,25.356,0.0,2.76666,0.45099999999999996
2019-03-02 20:00:00+02:00,3.68,1703.14,174.44,47.56,3.2880000000000003,2.352,23.76,25.344,0.0,2.76666,0.484
