date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-01-01 00:00:00+01:00,351,2722,0,207,,3552,1054,55627,0,253,1622
2019-01-01 01:00:00+01:00,352,2526,,215,,3344,740,55113,0,252,1637
2019-01-01 02:00:00+01:00,352,2425,,214,,3202,463,54780,0,253,1567
2019-01-01 03:00:00+01:00,351,2435,0,215,,3086,145,53162,0,254,1556
2019-01-01 04:00:00+01:00,353,2440,0,215,,3009,97,50137,0,255,1595
2019-01-01 05:00:00+01:00,353,2434,,215,,2881,119,48465,0,254,1719
2019-01-01 06:00:00+01:00,352,2436,0,215,,2856,159,48269,0,253,1794
2019-01-01 07:00:00+01:00,353,2771,,213,,3093,103,47783,0,251,1780
2019-01-01 08:00:00+01:00,352,2820,,214,,3247,240,48379,132,251,1730
2019-01-01 09:00:00+01:00,353,2825,,215,,3369,541,49885,503,252,1670
2019-01-01 10:00:00+01:00,352,2825,,215,,3467,568,50895,1067,252,1589
2019-01-01 11:00:00+01:00,352,2843,,216,,3429,932,51689,1456,250,1602
2019-01-01 12:00:00+01:00,353,2830,,216,,3409,1393,52526,1628,251,1725
2019-01-01 13:00:00+01:00,352,2807,,215,,3223,835,52413,1747,250,1971
2019-01-01 14:00:00+01:00,353,2824,,216,,3132,820,52719,1474,250,2096
2019-01-01 15:00:00+01:00,352,2838,,215,,3113,386,52859,904,251,2108
2019-01-01 16:00:00+01:00,352,2821,,215,,3081,541,53311,324,252,2104
2019-01-01 17:00:00+01:00,352,2750,,215,,3468,688,54453,107,251,2185
2019-01-01 18:00:00+01:00,353,3101,,215,614,4287,1251,55312,0,252,2444
2019-01-01 19:00:00+01:00,352,3209,,215,936,4475,1273,55600,0,250,2596
2019-01-01 20:00:00+01:00,352,3111,,215,,4122,1278,55649,0,249,2772
2019-01-01 21:00:00+01:00,350,2898,,215,,3762,1215,55435,0,248,3018
2019-01-01 22:00:00+01:00,351,3164,,216,,3511,1246,55303,0,250,3014
2019-01-01 23:00:00+01:00,351,3167,,215,,3227,820,55107,0,251,3011
2019-01-02 00:00:00+01:00,351,3177,,217,,2871,650,54788,0,253,3356
2019-01-02 01:00:00+01:00,351,2886,,218,,2588,538,54287,0,254,3417
2019-01-02 02:00:00+01:00,351,2887,,218,,2469,597,53570,0,253,3359
2019-01-02 03:00:00+01:00,351,2843,,218,,2473,576,51857,0,251,3281
2019-01-02 04:00:00+01:00,352,2903,,218,,2475,425,51689,0,247,3147
2019-01-02 05:00:00+01:00,351,3205,,218,,2501,542,53302,0,248,3146
2019-01-02 06:00:00+01:00,352,4068,,218,,2771,918,54784,0,247,3072
2019-01-02 07:00:00+01:00,352,5430,,217,,3246,1005,55513,0,246,3138
2019-01-02 08:00:00+01:00,351,6582,,218,,3745,966,55883,141,246,3179
2019-01-02 09:00:00+01:00,351,7188,,218,442,4148,1473,56021,582,246,3069
2019-01-02 10:00:00+01:00,351,7447,,218,570,4365,1617,56033,1432,246,2922
2019-01-02 11:00:00+01:00,352,7424,,218,454,4193,1467,56058,2304,244,2772
2019-01-02 12:00:00+01:00,352,7380,,218,649,4007,1469,56039,2788,246,2979
2019-01-02 13:00:00+01:00,352,7441,,218,603,3801,1240,55962,2746,249,3161
2019-01-02 14:00:00+01:00,352,7544,,218,455,3713,1174,55971,2325,253,3383
2019-01-02 15:00:00+01:00,352,7483,,218,135,3728,1056,55893,1504,257,3427
2019-01-02 16:00:00+01:00,352,7472,1,218,33,4138,1284,55834,552,257,3380
2019-01-02 17:00:00+01:00,352,7481,2,218,683,4708,1928,55816,119,257,3147
2019-01-02 18:00:00+01:00,351,7550,2,218,1551,5012,2245,55971,0,257,3263
2019-01-02 19:00:00+01:00,350,7614,2,218,1852,5147,2012,56006,0,258,3353
2019-01-02 20:00:00+01:00,344,7501,2,217,1413,4842,1776,55966,0,259,3252
2019-01-02 21:00:00+01:00,351,7395,2,218,452,4568,1524,55980,0,257,3198
2019-01-02 22:00:00+01:00,351,7071,2,218,1059,4281,1112,55787,0,257,3073
2019-01-02 23:00:00+01:00,351,7236,2,217,622,3994,1096,55826,0,260,3077
2019-01-03 00:00:00+01:00,351,6673,46,218,,3483,1022,55663,0,260,3043
2019-01-03 01:00:00+01:00,351,6016,46,217,,3100,841,55467,0,259,2952
2019-01-03 02:00:00+01:00,351,5986,46,218,,2939,449,55489,0,259,2875
2019-01-03 03:00:00+01:00,351,5672,46,218,,2774,386,55561,0,260,2803
2019-01-03 04:00:00+01:00,351,5584,46,218,,2735,342,55473,0,259,2763
