,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2016-07-01 00:00:00+02:00,82.34,977.55,0.0,0.0,2.928,0.72,46.884,316.52000000000004,0.0,152.1663,8.004,2.893
2016-07-01 01:00:00+02:00,82.11,952.56,0.0,0.0,1.416,0.744,46.884,261.58000000000004,0.0,151.24408,7.5840000000000005,2.981
2016-07-01 02:00:00+02:00,82.11,945.6999999999999,0.0,0.0,12.696,0.768,46.884,264.04,0.0,156.7774,7.284,3.795
2016-07-01 03:00:00+02:00,81.19,888.37,0.0,0.0,22.032,0.792,46.86,262.40000000000003,0.0,156.7774,7.836,4.356
2016-07-01 04:00:00+02:00,72.68,902.09,0.0,0.0,25.608,0.792,46.848,261.58000000000004,0.0,156.7774,7.992,4.960999999999999
2016-07-01 05:00:00+02:00,68.31,881.02,0.0,0.0,11.304,0.768,46.836,273.06,0.0,156.7774,8.028,5.489
2016-07-01 06:00:00+02:00,74.29,938.84,0.0,0.0,0.14400000000000002,0.744,46.836,295.20000000000005,1.107,161.3885,8.136000000000001,5.159
2016-07-01 07:00:00+02:00,80.73,960.89,0.0,0.0,1.1280000000000001,0.744,46.812,397.70000000000005,4.305000000000001,160.46628,8.088000000000001,5.093
2016-07-01 08:00:00+02:00,78.89,952.0699999999999,0.0,0.0,12.984,0.744,46.800000000000004,496.1,7.626,157.69962,7.968,4.818
2016-07-01 09:00:00+02:00,73.37,1077.02,0.0,0.0,12.696,0.72,46.812,543.6600000000001,12.669,158.62184000000002,7.848,4.311999999999999
2016-07-01 10:00:00+02:00,77.05,1115.24,0.0,0.0,16.392,0.648,46.788000000000004,551.0400000000001,19.229,158.62184000000002,5.904,4.499
2016-07-01 11:00:00+02:00,78.2,1208.83,0.0,0.0,19.56,0.72,46.788000000000004,542.84,25.830000000000002,154.93296,5.184,5.544
2016-07-01 12:00:00+02:00,77.28,1221.08,0.0,0.0,14.664,0.8160000000000001,46.764,536.2800000000001,31.242,155.85518000000002,5.328,5.258
2016-07-01 13:00:00+02:00,77.74000000000001,1135.82,0.0,0.0,2.232,0.84,46.74,516.6,33.948,154.93296,6.5280000000000005,5.225
2016-07-01 14:00:00+02:00,78.89,1039.78,0.0,0.0,0.0,0.84,46.764,494.46000000000004,26.896,151.24408,7.296,5.544
2016-07-01 15:00:00+02:00,80.96000000000001,960.4,0.0,0.0,0.0,0.84,46.74,497.74000000000007,24.149,156.7774,6.9,5.752999999999999
2016-07-01 16:00:00+02:00,81.88000000000001,954.03,0.0,0.0,0.0,0.792,46.764,471.50000000000006,23.247,157.69962,7.308,6.3469999999999995
2016-07-01 17:00:00+02:00,81.19,922.18,0.0,0.0,0.12,0.744,46.74,456.74,22.55,158.62184000000002,7.08,6.324999999999999
2016-07-01 18:00:00+02:00,81.42,962.36,0.0,0.0,0.14400000000000002,0.744,46.692,419.84000000000003,16.728,158.62184000000002,6.564,5.752999999999999
