,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2020-09-01 00:00:00+02:00,248.5725,2723.835,903.07,1413.065,79.897,0.152,0.888,12.252,1.122,23.736,30.75,,0,109.74418,1.059,7.87325
1,2020-09-01 00:15:00+02:00,249.0325,2727.525,902.9475,1376.985,79.897,0.152,0.528,12.24,0.648,23.727,30.75,,0,108.82196,1.134,8.03825
2,2020-09-01 00:30:00+02:00,249.0325,2718.3,904.785,1333.525,79.897,0.152,0.444,12.228,0.606,23.724,32.595,,0,107.208075,1.347,7.5735
3,2020-09-01 00:45:00+02:00,249.8375,2710.51,904.295,1275.305,79.897,0.152,0.732,12.234,0.954,23.724,33.825,,0,110.896955,1.416,7.47175
4,2020-09-01 01:00:00+02:00,250.24,2728.14,912.625,1241.275,79.897,0.152,0.9,12.306,1.056,23.736,33.825,,0,111.358065,1.395,7.44425
5,2020-09-01 01:15:00+02:00,250.24,2725.68,915.075,1228.36,79.897,0.152,0.516,12.288,0.636,23.739,33.825,,0,111.58862,1.362,7.46075
6,2020-09-01 01:30:00+02:00,251.1025,2725.065,915.81,1194.945,79.897,0.152,0.63,12.258,0.798,23.742,33.825,,0,109.974735,1.263,7.6065
7,2020-09-01 01:45:00+02:00,251.39,2726.5,913.7275,1158.66,79.897,0.152,0.456,12.264,0.54,23.721,33.825,,0,108.591405,1.266,7.52675
8,2020-09-01 02:00:00+02:00,251.5625,2730.6,908.46,1163.58,79.897,0.152,0.678,12.3,0.798,23.742,33.825,,0,109.513625,1.386,7.249
9,2020-09-01 02:15:00+02:00,251.6775,2722.605,908.46,1146.36,79.897,0.152,0.264,12.27,0.48,23.742,33.825,,0,110.896955,1.629,7.227
10,2020-09-01 02:30:00+02:00,251.965,2709.28,905.275,1137.34,79.897,0.152,0.174,12.216,0.33,23.739,33.825,,0,108.130295,1.905,7.205
11,2020-09-01 02:45:00+02:00,251.39,2719.735,908.0925,1120.735,79.897,0.152,0.36,12.114,0.636,23.745,33.825,,0,107.89974,1.893,7.3205
12,2020-09-01 03:00:00+02:00,251.6775,2706.82,906.99,1053.905,79.897,0.152,0.372,12.108,0.612,23.751,33.825,,0,109.052515,1.821,7.5185
13,2020-09-01 03:15:00+02:00,251.9075,2701.695,908.705,1031.15,79.897,0.152,0.114,12.03,0.348,23.739,33.825,,0,102.36642,1.749,7.38925
14,2020-09-01 03:30:00+02:00,251.4475,2706.205,908.705,1032.79,79.897,0.152,0.228,11.994,0.42,23.754,33.825,,0,104.902525,1.698,7.106
15,2020-09-01 03:45:00+02:00,251.6775,2706.615,909.93,1044.27,79.897,0.152,0.096,12,0.324,23.745,33.825,,0,108.130295,1.617,7.16925
16,2020-09-01 04:00:00+02:00,251.39,2704.565,907.48,1072.15,79.897,0.152,0.33,12.03,0.816,23.748,33.825,,0,109.052515,1.572,7.30675
17,2020-09-01 04:15:00+02:00,251.735,2713.585,907.97,1098.185,79.897,0.152,0.306,12.03,0.768,23.757,33.825,,0,107.208075,1.464,7.14725
18,2020-09-01 04:30:00+02:00,251.85,2713.995,910.0525,1110.895,79.897,0.152,0.21,12.054,0.684,23.763,33.825,,0,106.51641,1.452,6.93825
19,2020-09-01 04:45:00+02:00,251.1025,2718.505,913.85,1140.825,79.897,0.152,0.648,12.042,1.17,23.757,33.825,,0,104.902525,1.422,6.743
20,2020-09-01 05:00:00+02:00,252.195,2687.345,917.035,1207.655,79.897,0.152,0.054,12.048,1.074,23.76,33.825,,0,100.98309,1.476,6.6605
21,2020-09-01 05:15:00+02:00,252.3675,2692.47,913.7275,1246.4,79.897,0.152,0.102,12.06,1.26,23.796,33.825,,0,108.591405,1.47,6.81175
22,2020-09-01 05:30:00+02:00,251.62,2721.58,925.4875,1343.775,79.897,0.152,0.048,12.066,1.23,23.805,33.825,,0,107.89974,1.365,6.985
23,2020-09-01 05:45:00+02:00,251.3325,2734.905,966.035,1445.865,79.897,0.152,0.15,12.048,1.146,23.817,33.825,,0,108.130295,1.314,7.2215
24,2020-09-01 06:00:00+02:00,251.4475,2719.325,991.6375,1531.965,79.897,0.152,0.426,12.048,1.68,23.802,34.03,,0.05125,98.446985,1.221,7.46625
