,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2016-02-01 00:00:00+01:00,23.0,407.54,191.59,0.0,0.36,0.432,23.112000000000002,83.64,,0.0,0.8909999999999999
2016-02-01 00:15:00+01:00,22.77,426.40000000000003,179.34,0.0,0.36,0.432,23.088,83.64,,0.0,0.8909999999999999
2016-02-01 00:30:00+01:00,22.77,430.50000000000006,163.66,0.0,0.36,0.432,23.088,83.64,,0.0,0.836
2016-02-01 00:45:00+01:00,23.0,430.50000000000006,137.2,0.0,0.36,0.432,23.076,83.64,,0.0,0.9349999999999999
2016-02-01 01:00:00+01:00,22.77,439.52000000000004,164.15,0.0,0.36,0.432,23.112000000000002,83.64,,0.0,0.9129999999999999
2016-02-01 01:15:00+01:00,23.0,434.6,171.99,0.0,0.36,0.432,23.088,83.64,,0.0,0.825
2016-02-01 01:30:00+01:00,22.77,434.6,161.7,0.0,0.36,0.432,23.088,83.64,,0.0,0.748
2016-02-01 01:45:00+01:00,21.85,432.14000000000004,150.43,0.0,0.36,0.432,23.076,83.64,,0.0,0.759
2016-02-01 02:00:00+01:00,19.55,456.74,209.72,0.0,0.36,0.432,23.1,62.32000000000001,,0.0,0.759
2016-02-01 02:15:00+01:00,17.71,463.3,212.66,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,0.748
2016-02-01 02:30:00+01:00,17.71,473.96000000000004,188.65,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,0.7919999999999999
2016-02-01 02:45:00+01:00,17.48,477.24,170.52,0.733,0.36,0.432,23.076,62.32000000000001,,0.0,0.836
2016-02-01 03:00:00+01:00,17.02,488.72,206.29,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,0.9129999999999999
2016-02-01 03:15:00+01:00,17.02,492.00000000000006,202.85999999999999,0.733,0.36,0.432,23.088,62.32000000000001,,0.0,0.8909999999999999
2016-02-01 03:30:00+01:00,17.48,495.28000000000003,199.43,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,0.9129999999999999
2016-02-01 03:45:00+01:00,17.48,508.40000000000003,180.32,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,1.089
2016-02-01 04:00:00+01:00,17.71,520.7,172.97,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,1.2429999999999999
2016-02-01 04:15:00+01:00,18.400000000000002,542.84,177.87,0.0,0.36,0.432,23.1,62.32000000000001,,0.0,1.287
2016-02-01 04:30:00+01:00,19.55,556.7800000000001,197.96,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,1.276
2016-02-01 04:45:00+01:00,20.470000000000002,560.0600000000001,255.29,0.0,0.36,0.432,23.088,62.32000000000001,,0.0,1.3419999999999999
2016-02-01 05:00:00+01:00,20.240000000000002,544.48,228.34,0.0,0.36,0.432,23.088,83.64,,0.0,1.408
2016-02-01 05:15:00+01:00,20.93,563.34,234.71,0.0,0.36,0.432,23.088,83.64,,0.0,1.4849999999999999
2016-02-01 05:30:00+01:00,22.080000000000002,582.2,296.45,0.0,0.36,0.432,23.1,83.64,,0.0,1.496
2016-02-01 05:45:00+01:00,22.310000000000002,591.22,392.98,0.0,0.36,0.432,23.1,83.64,,0.0,1.617
2016-02-01 06:00:00+01:00,22.080000000000002,594.5,420.42,0.0,0.336,0.432,23.088,83.64,,0.0,1.5399999999999998
2016-02-01 06:15:00+01:00,22.310000000000002,596.1400000000001,516.95,0.0,0.336,0.432,23.076,83.64,,0.0,1.4629999999999999
