,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2015-04-01 00:00:00+02:00,23.0,386.22,166.10999999999999,0.733,0.336,0.552,16.8,74.62,,14.75552,3.058
2015-04-01 00:15:00+02:00,23.0,341.94,195.02,0.733,0.336,0.552,16.788,74.62,,14.75552,3.0909999999999997
2015-04-01 00:30:00+02:00,23.69,344.40000000000003,176.89,0.733,0.336,0.552,16.764,74.62,,15.67774,3.2119999999999997
2015-04-01 00:45:00+02:00,23.69,341.94,147.49,0.733,0.336,0.552,16.740000000000002,74.62,,15.67774,3.267
2015-04-01 01:00:00+02:00,23.23,345.22,196.98,0.733,0.336,0.552,16.776,74.62,,15.67774,3.2449999999999997
2015-04-01 01:15:00+02:00,23.0,345.22,188.16,0.733,0.336,0.552,16.776,74.62,,14.75552,3.2119999999999997
2015-04-01 01:30:00+02:00,22.77,344.40000000000003,157.78,0.733,0.336,0.552,16.788,74.62,,14.75552,3.014
2015-04-01 01:45:00+02:00,23.0,338.66,138.18,0.733,0.336,0.552,16.776,74.62,,14.75552,2.706
2015-04-01 02:00:00+02:00,23.23,341.12,188.65,0.733,0.336,0.552,16.8,53.300000000000004,,15.67774,2.783
2015-04-01 02:15:00+02:00,22.77,346.86,191.1,0.733,0.336,0.552,16.788,53.300000000000004,,14.75552,3.1239999999999997
2015-04-01 02:30:00+02:00,22.080000000000002,346.04,164.64,0.733,0.336,0.552,16.788,53.300000000000004,,15.67774,3.2119999999999997
2015-04-01 02:45:00+02:00,19.09,345.22,147.0,0.733,0.336,0.552,16.8,53.300000000000004,,13.833300000000001,3.19
2015-04-01 03:00:00+02:00,16.330000000000002,343.58000000000004,147.98,0.733,0.336,0.552,16.8,53.300000000000004,,14.75552,3.2119999999999997
2015-04-01 03:15:00+02:00,14.950000000000001,343.58000000000004,148.47,0.733,0.336,0.552,16.788,53.300000000000004,,14.75552,3.223
2015-04-01 03:30:00+02:00,14.26,345.22,145.53,0.733,0.336,0.552,16.788,53.300000000000004,,14.75552,3.179
2015-04-01 03:45:00+02:00,14.26,346.04,143.57,0.733,0.336,0.5760000000000001,16.788,53.300000000000004,,13.833300000000001,3.102
2015-04-01 04:00:00+02:00,14.49,345.22,113.19,0.733,0.336,0.5760000000000001,16.8,53.300000000000004,,14.75552,3.102
2015-04-01 04:15:00+02:00,14.49,344.40000000000003,114.17,0.733,0.336,0.5760000000000001,16.788,53.300000000000004,,14.75552,3.113
2015-04-01 04:30:00+02:00,14.26,343.58000000000004,141.12,0.733,0.336,0.5760000000000001,16.8,53.300000000000004,,13.833300000000001,3.0799999999999996
2015-04-01 04:45:00+02:00,14.26,345.22,178.85,0.733,0.336,0.5760000000000001,16.8,53.300000000000004,,14.75552,3.058
2015-04-01 05:00:00+02:00,14.030000000000001,342.76000000000005,130.34,0.733,0.336,0.5760000000000001,16.8,74.62,,14.75552,3.102
2015-04-01 05:15:00+02:00,14.950000000000001,349.32000000000005,137.2,0.733,0.336,0.5760000000000001,16.8,74.62,,15.67774,3.157
2015-04-01 05:30:00+02:00,16.1,349.32000000000005,201.88,0.733,0.336,0.5760000000000001,16.764,75.44000000000001,,14.75552,2.695
2015-04-01 05:45:00+02:00,17.25,349.32000000000005,240.1,0.733,0.336,0.5760000000000001,16.776,75.44000000000001,,15.67774,2.9699999999999998
2015-04-01 06:00:00+02:00,17.71,345.22,188.16,0.733,0.336,0.5760000000000001,16.776,75.44000000000001,,15.67774,2.3649999999999998
2015-04-01 06:15:00+02:00,17.94,345.22,214.62,0.733,0.336,0.5760000000000001,16.788,75.44000000000001,,15.67774,2.178
2015-04-01 06:30:00+02:00,19.55,348.5,273.90999999999997,0.733,0.336,0.5760000000000001,16.788,75.44000000000001,,15.67774,1.9249999999999998
2015-04-01 06:45:00+02:00,21.39,352.6,305.27,0.733,0.336,0.5760000000000001,16.776,75.44000000000001,,15.67774,1.7049999999999998
2015-04-01 07:00:00+02:00,21.62,345.22,284.69,0.733,0.336,0.5760000000000001,16.776,75.44000000000001,,15.67774,1.6829999999999998
2015-04-01 07:15:00+02:00,22.080000000000002,346.86,296.94,0.733,0.336,0.5760000000000001,16.776,75.44000000000001,,16.59996,1.8479999999999999
2015-04-01 07:30:00+02:00,22.77,350.96000000000004,308.21,0.733,0.336,0.5760000000000001,16.788,75.44000000000001,,16.59996,2.013
2015-04-01 07:45:00+02:00,22.77,351.78000000000003,287.63,0.733,0.336,0.5760000000000001,16.764,75.44000000000001,,16.59996,2.145
2015-04-01 08:00:00+02:00,23.0,354.24,277.83,0.733,0.336,0.5760000000000001,16.776,75.44000000000001,,15.67774,2.013
2015-04-01 08:15:00+02:00,23.0,355.06,278.81,0.733,0.336,0.504,16.776,75.44000000000001,,16.59996,1.9909999999999999
2015-04-01 08:30:00+02:00,22.77,360.8,278.81,0.733,0.336,0.48,16.776,75.44000000000001,,17.522180000000002,2.387
