,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2017-09-01 00:00:00+02:00,245.8125,3318.95,235.2,1761.975,37.93275,0.1805,0.006,11.07,0.432,30.234,898.31,,0,81.385915,1.866,8.36825
1,2017-09-01 00:15:00+02:00,246.1,3318.95,226.5025,1694.12,37.93275,0.1805,0.006,11.094,0.18,30.27,793.145,,0,82.53869,1.761,8.11525
2,2017-09-01 00:30:00+02:00,246.3875,3326.33,223.8075,1684.485,37.93275,0.1805,0.006,11.118,0.126,30.192,708.07,,0,82.9998,1.692,7.7935
3,2017-09-01 00:45:00+02:00,246.8475,3327.97,225.5225,1627.7,37.93275,0.1805,0.006,11.142,0.336,30.177,671.58,,0,82.53869,1.734,7.64225
4,2017-09-01 01:00:00+02:00,246.675,3345.6,224.0525,1626.265,37.93275,0.1805,0.006,11.154,0.246,30.327,579.74,,0,82.07758,1.746,7.39475
5,2017-09-01 01:15:00+02:00,246.79,3333.915,226.135,1624.42,37.93275,0.1805,0.006,11.178,0.15,30.312,586.915,,0,80.69425,1.809,7.172
6,2017-09-01 01:30:00+02:00,246.8475,3334.325,226.625,1618.68,37.93275,0.19,0.006,11.184,0.15,30.234,585.89,,0,80.23314,1.872,6.963
7,2017-09-01 01:45:00+02:00,246.79,3340.68,226.135,1611.71,37.93275,0.19,0.006,11.166,0.132,30.216,573.385,,0,80.23314,1.773,6.94375
8,2017-09-01 02:00:00+02:00,246.6175,3346.625,228.7075,1535.04,37.93275,0.19,0.006,11.184,0.456,30.186,647.39,,0,80.924805,1.677,7.26825
9,2017-09-01 02:15:00+02:00,246.56,3331.25,230.4225,1527.66,38.116,0.19,0.006,11.202,0.282,30.21,626.89,,0,81.847025,1.563,7.32875
10,2017-09-01 02:30:00+02:00,246.2725,3336.99,232.015,1508.39,37.93275,0.19,0.006,11.214,0.138,30.087,628.94,,0,80.002585,1.611,7.00975
11,2017-09-01 02:45:00+02:00,245.985,3331.455,232.1375,1468.21,37.93275,0.19,0.006,11.238,0.276,30.084,628.12,,0,82.769245,1.527,6.721
12,2017-09-01 03:00:00+02:00,246.33,3333.505,234.0975,1342.75,37.93275,0.19,0.006,11.244,0.198,30.153,630.375,,0,81.61647,1.416,6.677
13,2017-09-01 03:15:00+02:00,246.56,3328.38,236.425,1321.84,37.93275,0.19,0.006,11.268,0.294,30.168,655.795,,0,81.847025,1.371,6.61375
14,2017-09-01 03:30:00+02:00,247.135,3329.2,239.855,1323.07,37.93275,0.19,0.006,11.292,0.408,30.177,671.17,,0,82.769245,1.314,6.644
15,2017-09-01 03:45:00+02:00,247.3075,3334.735,244.02,1317.33,37.93275,0.19,0.006,11.334,0.27,30.096,663.585,,0,81.385915,1.278,6.4515
16,2017-09-01 04:00:00+02:00,247.71,3332.685,244.265,1281.455,38.116,0.19,0.006,11.364,0.138,30.063,590.4,,0,80.924805,1.152,6.3195
17,2017-09-01 04:15:00+02:00,247.8825,3335.76,245.245,1283.505,37.93275,0.19,0.006,11.376,0.138,30.048,614.59,,0,81.15536,1.008,6.15725
18,2017-09-01 04:30:00+02:00,247.4225,3338.425,252.595,1288.835,37.93275,0.19,0.006,11.376,0.144,29.997,623.815,,0,81.847025,1.029,6.04725
19,2017-09-01 04:45:00+02:00,247.8825,3331.455,257.6175,1309.335,37.93275,0.19,0.006,11.382,0.168,29.991,682.445,,0,80.463695,0.933,5.90975
20,2017-09-01 05:00:00+02:00,247.4225,3330.84,256.1475,1412.86,37.93275,0.19,0.006,11.406,0.12,29.982,738.41,,0,82.308135,0.813,5.731
21,2017-09-01 05:15:00+02:00,247.3075,3336.99,263.7425,1483.79,37.93275,0.19,0.006,11.436,0.126,30.168,809.135,,0,81.15536,0.687,5.53575
22,2017-09-01 05:30:00+02:00,247.7675,3334.325,269.6225,1562.92,37.93275,0.19,0.132,11.43,0.138,30.411,798.065,,0,81.385915,0.606,5.3515
23,2017-09-01 05:45:00+02:00,248.4,3325.51,273.91,1694.12,37.93275,0.19,3.36,11.466,0.354,30.444,819.795,,0,80.463695,0.69,5.05725
24,2017-09-01 06:00:00+02:00,248.63,3343.345,297.675,1922.9,37.93275,0.19,1.632,11.484,0.156,30.435,837.835,,0,82.07758,0.951,4.8125
25,2017-09-01 06:15:00+02:00,248.6875,3334.53,319.235,2045.9,38.116,0.19,2.436,11.514,0.33,30.45,889.085,,0.0615,82.07758,1.059,4.49625
26,2017-09-01 06:30:00+02:00,249.09,3340.27,330.1375,2114.37,37.93275,0.19,5.418,11.538,0.348,30.444,925.575,,0.44075,81.61647,0.849,4.4825
27,2017-09-01 06:45:00+02:00,249.435,3345.395,346.43,2178.74,38.116,0.19,10.488,11.568,0.354,30.453,935.825,,1.21975,80.463695,0.837,4.268
28,2017-09-01 07:00:00+02:00,249.32,3358.515,339.57,2285.34,38.116,0.19,4.386,11.586,0.504,30.432,978.465,,3.41325,82.308135,0.783,4.08375
