,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
2017-09-01 00:00:00+02:00,56.120000000000005,3652.28,109.27,53.9,277.98,4.398,0.0,2.4,0.216,35.376,84.46000000000001,,0.0,17.522180000000002,0.506
2017-09-01 01:00:00+02:00,56.120000000000005,3573.5600000000004,108.28999999999999,53.9,271.42,4.398,0.0,2.4,0.216,35.4,85.28,,0.0,17.522180000000002,0.528
2017-09-01 02:00:00+02:00,56.120000000000005,3386.6000000000004,107.31,53.9,267.32,4.398,0.0,2.4,0.216,35.436,84.46000000000001,,0.0,17.522180000000002,0.572
2017-09-01 03:00:00+02:00,56.120000000000005,3395.6200000000003,106.33,53.9,265.68,4.398,0.0,2.4,0.192,35.472,84.46000000000001,,0.0,17.522180000000002,0.5499999999999999
2017-09-01 04:00:00+02:00,56.120000000000005,3369.38,105.84,53.9,264.04,4.398,0.0,2.4,0.192,35.496,84.46000000000001,,0.0,17.522180000000002,0.506
2017-09-01 05:00:00+02:00,56.120000000000005,3372.6600000000003,104.37,169.04999999999998,275.52000000000004,4.398,0.0,2.4,0.216,35.556,84.46000000000001,,0.123,17.522180000000002,0.583
2017-09-01 06:00:00+02:00,56.120000000000005,3334.1200000000003,104.37,387.09999999999997,283.72,4.398,0.0,1.968,2.7600000000000002,35.616,88.56,,0.328,17.522180000000002,0.616
2017-09-01 07:00:00+02:00,55.89,3486.6400000000003,104.86,426.79,287.0,4.398,0.0,1.848,5.712,35.604,100.04,,1.722,17.522180000000002,0.594
2017-09-01 08:00:00+02:00,56.120000000000005,3525.1800000000003,107.8,429.24,287.0,4.398,7.056,1.704,12.648,35.568,104.14000000000001,,5.002,17.522180000000002,0.594
2017-09-01 09:00:00+02:00,56.35,3545.6800000000003,106.82,426.3,287.0,4.398,9.168000000000001,1.704,13.272,35.604,100.04,,7.462000000000001,17.522180000000002,0.528
2017-09-01 10:00:00+02:00,55.89,3558.8,106.82,424.34,291.92,4.398,6.96,1.776,10.224,35.604,93.48,,8.610000000000001,17.522180000000002,0.43999999999999995
2017-09-01 11:00:00+02:00,56.120000000000005,3585.0400000000004,106.33,422.38,298.48,5.131,6.432,1.824,7.08,35.604,95.94000000000001,,12.464,17.522180000000002,0.495
2017-09-01 12:00:00+02:00,56.120000000000005,3539.94,105.84,417.48,297.66,4.398,0.024,1.824,6.768,35.628,87.74000000000001,,14.965,17.522180000000002,0.473
2017-09-01 13:00:00+02:00,56.120000000000005,3457.94,105.35,416.01,291.1,4.398,0.0,2.016,2.424,35.652,86.10000000000001,,15.457,17.522180000000002,0.5609999999999999
2017-09-01 14:00:00+02:00,56.120000000000005,3447.28,104.86,413.07,285.36,4.398,1.08,2.016,2.2800000000000002,35.652,84.46000000000001,,11.562000000000001,17.522180000000002,0.5609999999999999
2017-09-01 15:00:00+02:00,54.97,3531.7400000000002,106.82,415.03,289.46000000000004,4.398,0.0,2.064,2.184,35.628,84.46000000000001,,5.945,17.522180000000002,0.572
2017-09-01 16:00:00+02:00,56.120000000000005,3578.4800000000005,106.82,417.96999999999997,290.28000000000003,4.398,0.36,2.04,2.4,35.688,84.46000000000001,,4.305000000000001,17.522180000000002,0.5609999999999999
2017-09-01 17:00:00+02:00,56.120000000000005,3567.0000000000005,105.84,421.4,290.28000000000003,4.398,0.0,1.848,4.056,35.712,91.84,,2.706,17.522180000000002,0.6599999999999999
2017-09-01 18:00:00+02:00,55.89,3576.0200000000004,106.82,422.87,290.28000000000003,4.398,2.16,1.872,3.864,35.712,96.76,,1.435,17.522180000000002,0.726
