,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2017-01-01 01:00:00+02:00,8.280000000000001,2607.6000000000004,,,0.0,,1.512,24.54,0.0,,4.367
2017-01-01 02:00:00+02:00,8.51,2456.7200000000003,,,0.0,,1.488,24.552,0.0,,4.18
2017-01-01 03:00:00+02:00,8.280000000000001,2418.1800000000003,,,0.0,,1.464,24.552,0.0,,4.697
2017-01-01 04:00:00+02:00,8.280000000000001,2489.52,,,0.0,,1.488,24.576,0.0,,4.949999999999999
2017-01-01 05:00:00+02:00,8.51,2449.34,,,0.0,,1.464,24.564,0.0,,4.906
2017-01-01 06:00:00+02:00,8.51,2452.6200000000003,,,0.0,,1.776,24.564,0.0,,4.5649999999999995
2017-01-01 07:00:00+02:00,8.51,2466.5600000000004,,,0.0,,2.352,24.564,0.0,,4.829
2017-01-01 08:00:00+02:00,8.51,2378.0,,,0.0,,2.496,24.588,1.353,,4.906
2017-01-01 09:00:00+02:00,8.280000000000001,2390.3,,,0.0,,2.2800000000000002,24.6,5.043,,4.279
2017-01-01 10:00:00+02:00,8.280000000000001,2508.38,,,0.0,,2.208,24.6,9.43,,2.948
2017-01-01 11:00:00+02:00,8.280000000000001,2495.26,,,0.0,,2.136,24.588,13.284,,2.541
2017-01-01 12:00:00+02:00,8.280000000000001,2574.8,,,0.0,,2.016,24.576,14.555000000000001,,2.31
2017-01-01 13:00:00+02:00,8.51,2564.1400000000003,,,0.0,,1.6320000000000001,24.588,13.940000000000001,,2.178
2017-01-01 14:00:00+02:00,8.280000000000001,2465.7400000000002,,,0.0,,1.32,24.576,11.726,,2.3209999999999997
2017-01-01 15:00:00+02:00,8.05,2511.6600000000003,,,0.0,,1.464,24.576,5.699,,2.178
2017-01-01 16:00:00+02:00,8.51,2555.1200000000003,,,1.032,,3.072,24.576,0.902,,2.112
2017-01-01 17:00:00+02:00,8.51,2626.46,,,12.816,,5.712,24.552,0.0,,1.9029999999999998
2017-01-01 18:00:00+02:00,8.74,2637.94,,,17.088,,5.5920000000000005,24.54,0.0,,2.1999999999999997
2017-01-01 19:00:00+02:00,8.51,2599.4,,,15.336,,6.216,24.552,0.0,,2.409
