,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2016-07-01 00:00:00+02:00,162.19,39.36,296.472,41.0,3.6079999999999997
2016-07-01 01:00:00+02:00,163.17,39.264,272.37600000000003,41.0,3.399
2016-07-01 02:00:00+02:00,163.66,39.144,257.25600000000003,41.0,3.465
2016-07-01 03:00:00+02:00,162.19,39.144,237.288,41.0,2.981
2016-07-01 04:00:00+02:00,163.17,38.88,222.312,40.18,2.651
2016-07-01 05:00:00+02:00,164.15,39.072,264.072,48.38,1.694
2016-07-01 06:00:00+02:00,164.64,39.480000000000004,308.112,52.480000000000004,1.7049999999999998
2016-07-01 07:00:00+02:00,163.66,39.456,341.664,52.480000000000004,1.6829999999999998
2016-07-01 08:00:00+02:00,163.66,38.952,346.536,43.46,1.738
2016-07-01 09:00:00+02:00,161.21,38.928,344.976,43.46,1.9909999999999999
2016-07-01 10:00:00+02:00,164.64,39.168,341.832,45.1,2.299
2016-07-01 11:00:00+02:00,154.35,39.192,331.632,45.1,2.5629999999999997
2016-07-01 12:00:00+02:00,164.64,39.0,319.608,44.28,2.453
2016-07-01 13:00:00+02:00,162.19,38.64,303.24,40.18,1.9689999999999999
2016-07-01 14:00:00+02:00,162.19,38.736000000000004,298.584,34.440000000000005,2.057
2016-07-01 15:00:00+02:00,165.62,38.784,295.512,31.980000000000004,2.7609999999999997
2016-07-01 16:00:00+02:00,165.13,39.144,301.968,32.800000000000004,2.816
2016-07-01 17:00:00+02:00,164.15,39.456,316.896,41.82,2.695
2016-07-01 18:00:00+02:00,163.17,39.288000000000004,338.40000000000003,41.0,2.739
2016-07-01 19:00:00+02:00,162.68,39.432,343.848,41.0,2.574
2016-07-01 20:00:00+02:00,159.74,39.312,341.37600000000003,41.0,2.86
2016-07-01 21:00:00+02:00,164.64,39.168,334.56,41.0,2.8379999999999996
2016-07-01 22:00:00+02:00,164.64,39.12,322.968,41.0,2.255
2016-07-01 23:00:00+02:00,166.6,39.024,298.68,40.18,1.9469999999999998
2016-07-02 00:00:00+02:00,168.56,38.592,255.624,96.76,1.8699999999999999
2016-07-02 01:00:00+02:00,165.13,38.424,222.96,96.76,1.8699999999999999
2016-07-02 02:00:00+02:00,165.62,38.04,209.328,96.76,1.98
2016-07-02 03:00:00+02:00,166.10999999999999,37.776,187.416,96.76,1.9689999999999999
2016-07-02 04:00:00+02:00,167.09,37.776,172.488,96.76,1.7489999999999999
2016-07-02 05:00:00+02:00,167.09,38.184,168.072,97.58000000000001,1.672
2016-07-02 06:00:00+02:00,166.10999999999999,37.872,187.752,96.76,1.7819999999999998
2016-07-02 07:00:00+02:00,167.09,37.728,218.352,96.76,1.8809999999999998
2016-07-02 08:00:00+02:00,165.13,38.064,245.544,97.58000000000001,2.046
2016-07-02 09:00:00+02:00,165.62,38.112,278.30400000000003,97.58000000000001,1.892
2016-07-02 10:00:00+02:00,167.57999999999998,37.944,276.144,96.76,1.7819999999999998
2016-07-02 11:00:00+02:00,167.57999999999998,37.896,262.104,96.76,1.936
2016-07-02 12:00:00+02:00,169.04999999999998,38.304,256.848,97.58000000000001,2.299
2016-07-02 13:00:00+02:00,167.09,38.064,242.544,97.58000000000001,2.8049999999999997
2016-07-02 14:00:00+02:00,165.62,37.944,227.928,97.58000000000001,2.585
2016-07-02 15:00:00+02:00,166.6,37.776,220.728,97.58000000000001,2.31
2016-07-02 16:00:00+02:00,164.15,37.824,226.92000000000002,97.58000000000001,2.167
2016-07-02 17:00:00+02:00,164.64,38.232,254.04,97.58000000000001,2.134
2016-07-02 18:00:00+02:00,162.19,38.016,281.664,97.58000000000001,1.9029999999999998
2016-07-02 19:00:00+02:00,160.72,38.328,308.904,98.4,1.914
2016-07-02 20:00:00+02:00,164.64,38.04,306.79200000000003,97.58000000000001,1.672
2016-07-02 21:00:00+02:00,164.64,38.04,303.288,97.58000000000001,1.43
2016-07-02 22:00:00+02:00,165.62,37.92,287.35200000000003,97.58000000000001,1.7269999999999999
2016-07-02 23:00:00+02:00,165.13,37.92,255.672,98.4,1.936
2016-07-03 00:00:00+02:00,167.09,38.64,221.064,63.96000000000001,1.936
2016-07-03 01:00:00+02:00,165.62,38.376,200.016,48.38,2.09
2016-07-03 02:00:00+02:00,168.07,37.704,186.84,49.2,2.497
2016-07-03 03:00:00+02:00,166.10999999999999,37.584,166.104,49.2,2.112
2016-07-03 04:00:00+02:00,167.09,38.304,150.912,91.02000000000001,2.1229999999999998
2016-07-03 05:00:00+02:00,165.13,38.448,153.024,104.96000000000001,1.837
2016-07-03 06:00:00+02:00,165.13,38.592,165.264,49.2,1.7819999999999998
2016-07-03 07:00:00+02:00,163.66,38.352000000000004,188.784,49.2,1.7599999999999998
2016-07-03 08:00:00+02:00,162.19,37.872,200.784,48.38,1.859
2016-07-03 09:00:00+02:00,167.09,38.424,231.984,49.2,1.8699999999999999
2016-07-03 10:00:00+02:00,165.13,38.496,252.288,49.2,2.134
2016-07-03 11:00:00+02:00,167.09,38.4,262.032,49.2,2.409
2016-07-03 12:00:00+02:00,166.6,38.376,262.416,49.2,2.552
2016-07-03 13:00:00+02:00,166.10999999999999,38.160000000000004,263.592,49.2,2.7169999999999996
2016-07-03 14:00:00+02:00,165.62,38.208,253.608,49.2,3.355
2016-07-03 15:00:00+02:00,164.15,38.4,251.856,49.2,3.4429999999999996
2016-07-03 16:00:00+02:00,164.15,38.328,249.144,49.2,3.3329999999999997
2016-07-03 17:00:00+02:00,165.62,38.352000000000004,274.224,49.2,3.707
2016-07-03 18:00:00+02:00,166.10999999999999,38.448,305.112,49.2,3.8059999999999996
2016-07-03 19:00:00+02:00,169.04999999999998,38.64,318.408,49.2,3.5309999999999997
2016-07-03 20:00:00+02:00,165.13,38.688,328.824,49.2,3.3329999999999997
2016-07-03 21:00:00+02:00,165.62,38.544000000000004,331.632,48.38,3.377
2016-07-03 22:00:00+02:00,168.56,38.472,326.976,48.38,2.794
2016-07-03 23:00:00+02:00,171.01,38.208,308.616,48.38,2.827
2016-07-04 00:00:00+02:00,172.48,38.184,295.152,50.02,2.343
2016-07-04 01:00:00+02:00,170.03,38.160000000000004,281.64,50.02,2.068
2016-07-04 02:00:00+02:00,169.54,38.136,263.04,50.02,1.9689999999999999
2016-07-04 03:00:00+02:00,167.57999999999998,38.088,257.232,50.02,1.793
2016-07-04 04:00:00+02:00,168.07,38.04,256.032,50.02,1.8699999999999999
2016-07-04 05:00:00+02:00,169.04999999999998,38.04,277.128,50.02,1.474
2016-07-04 06:00:00+02:00,170.03,38.016,310.032,63.14000000000001,1.188
2016-07-04 07:00:00+02:00,171.5,38.376,342.72,63.14000000000001,0.99
2016-07-04 08:00:00+02:00,166.10999999999999,38.256,340.2,63.14000000000001,0.7919999999999999
2016-07-04 09:00:00+02:00,146.51,38.376,343.488,63.14000000000001,0.836
2016-07-04 10:00:00+02:00,145.04,38.52,343.32,63.96000000000001,0.7699999999999999
2016-07-04 11:00:00+02:00,143.07999999999998,38.76,335.688,63.96000000000001,0.704
2016-07-04 12:00:00+02:00,145.04,38.616,331.488,62.32000000000001,0.8029999999999999
2016-07-04 13:00:00+02:00,147.0,38.688,326.40000000000003,60.68000000000001,0.9349999999999999
2016-07-04 14:00:00+02:00,147.0,38.472,329.35200000000003,60.68000000000001,0.979
2016-07-04 15:00:00+02:00,134.75,38.328,325.944,60.68000000000001,0.9349999999999999
2016-07-04 16:00:00+02:00,123.48,38.256,321.81600000000003,61.50000000000001,1.0779999999999998
2016-07-04 17:00:00+02:00,117.11,38.4,325.536,61.50000000000001,1.045
2016-07-04 18:00:00+02:00,119.07,38.688,327.79200000000003,62.32000000000001,0.9239999999999999
2016-07-04 19:00:00+02:00,120.05,38.28,324.576,63.14000000000001,0.7809999999999999
2016-07-04 20:00:00+02:00,121.03,38.232,319.728,62.32000000000001,0.517
2016-07-04 21:00:00+02:00,123.48,38.28,316.776,62.32000000000001,0.45099999999999996
2016-07-04 22:00:00+02:00,140.14,38.4,304.776,62.32000000000001,0.39599999999999996
2016-07-04 23:00:00+02:00,140.63,37.992,295.944,61.50000000000001,0.38499999999999995
2016-07-05 00:00:00+02:00,141.60999999999999,37.032000000000004,286.728,40.18,0.363
2016-07-05 01:00:00+02:00,139.65,37.224000000000004,271.584,40.18,0.407
2016-07-05 02:00:00+02:00,144.55,37.272,268.44,40.18,0.38499999999999995
2016-07-05 03:00:00+02:00,135.24,37.2,264.216,40.18,0.407
2016-07-05 04:00:00+02:00,139.65,37.152,262.176,40.18,0.638
2016-07-05 05:00:00+02:00,146.51,37.032000000000004,272.32800000000003,40.18,0.6709999999999999
2016-07-05 06:00:00+02:00,149.45,36.864000000000004,303.672,40.18,0.6819999999999999
2016-07-05 07:00:00+02:00,144.55,36.912,331.872,40.18,0.693
2016-07-05 08:00:00+02:00,145.53,37.152,347.064,40.18,0.737
2016-07-05 09:00:00+02:00,147.98,37.008,344.472,40.18,0.814
2016-07-05 10:00:00+02:00,149.45,36.936,345.264,40.18,0.9239999999999999
2016-07-05 11:00:00+02:00,149.45,36.912,341.088,41.0,1.1219999999999999
2016-07-05 12:00:00+02:00,151.41,37.416000000000004,341.616,41.0,1.309
2016-07-05 13:00:00+02:00,150.92,37.464,342.264,41.0,1.309
2016-07-05 14:00:00+02:00,151.41,37.512,335.448,41.0,1.573
2016-07-05 15:00:00+02:00,149.45,37.632,325.944,41.0,2.013
2016-07-05 16:00:00+02:00,150.92,37.416000000000004,321.72,40.18,2.431
2016-07-05 17:00:00+02:00,151.41,37.752,334.872,40.18,2.75
2016-07-05 18:00:00+02:00,152.39,37.224000000000004,327.072,40.18,2.871
2016-07-05 19:00:00+02:00,149.94,37.32,319.392,40.18,2.893
2016-07-05 20:00:00+02:00,151.9,37.272,314.688,40.18,2.816
2016-07-05 21:00:00+02:00,151.9,37.632,314.904,40.18,2.871
2016-07-05 22:00:00+02:00,150.92,37.464,300.24,40.18,2.772
2016-07-05 23:00:00+02:00,169.54,37.296,269.25600000000003,40.18,2.739
