,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2016-02-01 00:00:00+01:00,63.940000000000005,737.9399999999999,0.0,0.0,2.088,0.744,71.184,394.42,0.0,219.48836,7.812,10.472
2016-02-01 01:00:00+01:00,61.18,670.81,0.0,0.0,14.52,0.768,71.208,400.98,0.0,218.56614000000002,7.836,10.725
2016-02-01 02:00:00+01:00,46.0,690.9,0.0,0.0,14.76,0.792,71.196,385.40000000000003,0.0,222.25502,7.824,10.604
2016-02-01 03:00:00+01:00,46.46,671.79,0.0,0.0,24.144000000000002,0.792,71.196,390.32000000000005,0.0,227.78834,7.836,10.174999999999999
2016-02-01 04:00:00+01:00,51.980000000000004,676.1999999999999,0.0,0.0,22.68,0.792,71.16,399.34000000000003,0.0,229.63278,7.5840000000000005,9.647
2016-02-01 05:00:00+01:00,71.99000000000001,681.59,0.0,0.0,21.048000000000002,0.768,71.208,430.50000000000006,0.0,231.47722000000002,7.248,9.152
2016-02-01 06:00:00+01:00,79.58,779.1,0.0,0.0,0.6960000000000001,0.768,71.232,472.32000000000005,0.0,233.32166,7.704,9.283999999999999
2016-02-01 07:00:00+01:00,80.73,810.9499999999999,0.0,0.0,7.056,0.768,71.256,549.4000000000001,0.0,234.24388000000002,7.812,9.767999999999999
2016-02-01 08:00:00+01:00,82.11,786.4499999999999,0.0,0.0,5.976,0.768,71.256,562.5200000000001,0.082,234.24388000000002,7.908,10.197
2016-02-01 09:00:00+01:00,81.88000000000001,746.27,0.0,0.0,4.704,0.84,71.304,544.48,1.6400000000000001,231.47722000000002,7.884,10.879
2016-02-01 10:00:00+01:00,82.11,734.02,0.0,0.0,0.0,0.864,71.28,534.64,5.125,225.9439,7.848,10.692
2016-02-01 11:00:00+01:00,81.65,741.86,0.0,0.0,1.8,0.912,71.256,534.64,8.036,217.64392,7.872,10.692
2016-02-01 12:00:00+01:00,81.88000000000001,760.97,0.0,0.0,0.504,0.84,71.232,530.5400000000001,8.241,229.63278,7.86,10.867999999999999
2016-02-01 13:00:00+01:00,82.11,761.9499999999999,0.0,0.0,0.384,0.8160000000000001,71.22,537.9200000000001,7.421,224.09946000000002,7.884,10.966999999999999
