date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2018-01-01 00:00:00+01:00,4779,6671,2408,1759,187,24,416,1768,44,6345,329,144,0,370,2973,27982
2018-01-01 00:15:00+01:00,4778,6712,2411,1724,187,25,339,1750,45,5956,329,144,0,365,2991,28618
2018-01-01 00:30:00+01:00,4778,6739,2411,1687,187,25,288,1744,42,5753,329,144,0,370,2921,28953
2018-01-01 00:45:00+01:00,4782,6773,2395,1674,187,24,373,1694,48,5361,329,144,0,370,2785,29088
2018-01-01 01:00:00+01:00,4768,6828,2387,1609,188,24,1173,1633,47,4942,329,144,0,370,2895,29643
2018-01-01 01:15:00+01:00,4760,6837,2415,1590,188,24,935,1630,47,4790,329,144,0,369,3007,29813
2018-01-01 01:30:00+01:00,4764,6789,2431,1605,188,24,513,1627,46,4647,328,144,0,351,3034,30304
2018-01-01 01:45:00+01:00,4766,6786,2392,1633,187,24,333,1628,47,4637,327,144,0,318,3061,30662
2018-01-01 02:00:00+01:00,4761,6808,2377,1669,188,24,768,1626,48,4579,327,143,0,307,3091,30793
2018-01-01 02:15:00+01:00,4766,6774,2397,1671,188,25,307,1624,48,4560,327,143,0,307,3095,30954
2018-01-01 02:30:00+01:00,4766,6757,2411,1711,188,24,195,1622,48,4565,327,143,0,314,3105,30663
2018-01-01 02:45:00+01:00,4774,6724,2408,1682,187,24,494,1621,51,4660,322,143,0,310,3093,30681
2018-01-01 03:00:00+01:00,4765,6757,2406,1694,187,24,6,1618,45,4906,322,143,0,304,3086,31412
2018-01-01 03:15:00+01:00,4766,6715,2422,1682,187,24,5,1613,48,4898,322,143,0,300,3133,31756
2018-01-01 03:30:00+01:00,4776,6724,2428,1671,187,24,5,1612,44,4900,322,143,0,301,3152,31638
2018-01-01 03:45:00+01:00,4777,6716,2402,1671,187,23,5,1610,43,4851,322,143,0,310,3176,31760
2018-01-01 04:00:00+01:00,4768,6685,2397,1668,187,23,5,1610,47,4746,322,143,0,324,3217,31712
2018-01-01 04:15:00+01:00,4778,6711,2400,1680,187,23,5,1607,47,4691,322,143,0,319,3208,31596
2018-01-01 04:30:00+01:00,4787,6738,2426,1685,188,23,5,1609,46,4648,322,143,0,339,3192,31457
2018-01-01 04:45:00+01:00,4773,6705,2419,1677,187,23,10,1605,45,4701,322,143,0,347,3231,31351
2018-01-01 05:00:00+01:00,4766,6714,2404,1680,187,23,9,1602,49,4749,323,143,0,356,3285,31968
2018-01-01 05:15:00+01:00,4770,6736,2394,1674,188,23,9,1602,46,4798,323,143,0,364,3287,32090
2018-01-01 05:30:00+01:00,4773,6717,2401,1685,187,23,9,1601,48,4880,322,143,0,353,3275,32157
2018-01-01 05:45:00+01:00,4766,6743,2372,1689,188,23,9,1598,47,4896,322,143,0,353,3279,32037
2018-01-01 06:00:00+01:00,4767,6613,2330,1687,187,23,417,1596,43,4831,322,143,0,349,3293,31777
2018-01-01 06:15:00+01:00,4782,6638,2310,1682,188,23,417,1597,41,4742,322,143,0,350,3292,31472
2018-01-01 06:30:00+01:00,4785,6701,2299,1712,188,24,415,1594,46,4752,322,143,0,353,3287,31194
2018-01-01 06:45:00+01:00,4790,6713,2276,1675,188,24,414,1591,44,4725,322,143,0,353,3292,31346
2018-01-01 07:00:00+01:00,4762,6510,2279,1682,187,24,415,1582,45,4617,322,143,0,353,3281,31014
2018-01-01 07:15:00+01:00,4807,6528,2255,1696,188,24,416,1584,44,4624,322,143,0,353,3281,31223
2018-01-01 07:30:00+01:00,4804,6659,2274,1692,188,24,415,1578,45,4659,322,143,0,353,3287,30622
2018-01-01 07:45:00+01:00,4802,6621,2261,1645,188,24,416,1574,40,4656,322,143,0,354,3278,30813
2018-01-01 08:00:00+01:00,4797,6475,2234,1512,188,24,417,1571,43,4597,322,143,2,350,3281,30283
2018-01-01 08:15:00+01:00,4806,6485,2245,1508,187,24,416,1573,39,4604,322,143,28,353,3288,30446
2018-01-01 08:30:00+01:00,4816,6488,2257,1502,188,24,417,1572,46,4603,322,143,181,353,3287,30301
2018-01-01 08:45:00+01:00,4821,6578,2267,1510,188,23,418,1565,44,4661,322,143,483,351,3283,30214
2018-01-01 09:00:00+01:00,4826,6575,2395,1512,188,23,423,1566,40,4634,322,143,888,347,3284,30506
2018-01-01 09:15:00+01:00,4842,6478,2402,1517,187,23,422,1562,43,4606,322,143,1291,343,3274,30835
2018-01-01 09:30:00+01:00,4856,6543,2439,1511,188,23,419,1568,47,4651,322,143,1768,343,3273,30905
2018-01-01 09:45:00+01:00,4871,6553,2427,1524,188,23,418,1570,46,4738,322,143,2313,343,3278,31000
2018-01-01 10:00:00+01:00,4872,6658,2462,1532,188,23,523,1572,48,4845,322,143,2946,349,3196,31412
2018-01-01 10:15:00+01:00,4869,6584,2491,1539,188,23,486,1579,45,4895,322,143,3716,349,3210,31783
2018-01-01 10:30:00+01:00,4860,6528,2528,1544,187,23,498,1581,41,4866,322,143,4431,338,3187,31868
