,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
2022-01-17 06:00:00+01:00,23.46,90.2,239.60999999999999,85.28,48.378,,9.36,0.0,23.808,164.0,,0.0,0.011
2022-01-17 07:00:00+01:00,23.46,87.74000000000001,266.07,77.9,49.111,2.016,10.536,0.384,23.772000000000002,162.36,,0.041,0.022
2022-01-17 08:00:00+01:00,23.69,87.74000000000001,291.55,78.72,49.844,4.5600000000000005,11.952,0.528,23.76,162.36,,0.20500000000000002,0.022
2022-01-17 09:00:00+01:00,23.92,87.74000000000001,310.17,80.36,50.577,5.256,12.24,0.72,23.76,164.0,,0.492,0.022
2022-01-17 10:00:00+01:00,23.69,90.2,309.68,86.92,51.31,1.512,11.64,0.744,23.772000000000002,168.92000000000002,,0.656,0.022
2022-01-17 11:00:00+01:00,23.69,91.02000000000001,318.5,99.22000000000001,52.043,2.52,10.944,1.1520000000000001,23.76,173.02,,0.779,0.022
2022-01-17 12:00:00+01:00,23.69,89.38000000000001,311.64,92.66000000000001,51.31,2.52,10.368,1.752,23.748,168.92000000000002,,0.738,0.022
2022-01-17 13:00:00+01:00,23.69,87.74000000000001,308.21,87.74000000000001,50.577,2.2800000000000002,8.976,1.488,23.76,164.82000000000002,,0.902,0.022
2022-01-17 14:00:00+01:00,22.540000000000003,87.74000000000001,309.19,87.74000000000001,51.31,2.016,8.784,0.768,23.748,164.82000000000002,,0.984,0.022
2022-01-17 15:00:00+01:00,22.080000000000002,88.56,310.17,87.74000000000001,51.31,1.824,8.784,0.624,23.748,165.64000000000001,,0.369,0.022
2022-01-17 16:00:00+01:00,22.310000000000002,89.38000000000001,303.8,86.92,52.043,0.216,12.0,1.488,23.736,164.0,,0.041,0.022
2022-01-17 17:00:00+01:00,22.080000000000002,87.74000000000001,311.15,92.66000000000001,51.31,4.5120000000000005,12.096,2.856,23.736,164.0,,0.0,0.022
2022-01-17 18:00:00+01:00,23.0,87.74000000000001,305.76,93.48,51.31,5.928,12.192,3.24,23.76,163.18,,0.0,0.011
2022-01-17 19:00:00+01:00,23.92,87.74000000000001,293.02,92.66000000000001,52.775999999999996,4.296,11.616,0.84,23.796,161.54000000000002,,0.0,0.011
2022-01-17 20:00:00+01:00,23.92,88.56,256.76,94.30000000000001,52.775999999999996,0.12,10.392,0.8160000000000001,23.808,164.82000000000002,,0.0,0.022
2022-01-17 21:00:00+01:00,23.69,87.74000000000001,220.5,84.46000000000001,52.775999999999996,0.0,8.328,0.6960000000000001,23.82,160.72,,0.0,0.011
2022-01-17 22:00:00+01:00,23.92,86.10000000000001,110.74,76.26,51.31,0.0,7.68,0.0,23.844,158.26000000000002,,0.0,0.011
2022-01-17 23:00:00+01:00,23.92,85.28,103.39,75.44000000000001,49.844,,7.656000000000001,0.0,23.844,158.26000000000002,,0.0,0.011
2022-01-18 00:00:00+01:00,23.92,86.92,104.86,78.72,50.577,,7.152,0.0,23.844,159.9,,0.0,0.011
2022-01-18 01:00:00+01:00,23.69,87.74000000000001,104.86,78.72,50.577,,7.104,0.0,23.844,160.72,,0.0,0.011
2022-01-18 02:00:00+01:00,24.150000000000002,93.48,104.86,78.72,49.844,,7.152,0.0,23.856,160.72,,0.0,0.011
2022-01-18 03:00:00+01:00,23.69,102.50000000000001,105.35,77.9,49.844,,7.08,0.0,23.868000000000002,160.72,,0.0,0.011
2022-01-18 04:00:00+01:00,23.92,127.10000000000001,105.84,78.72,50.577,,6.816,0.0,23.856,151.70000000000002,,0.0,0.011
2022-01-18 05:00:00+01:00,23.69,146.78,156.31,79.54,53.509,,6.792,0.0,23.88,148.42000000000002,,0.0,0.011
2022-01-18 06:00:00+01:00,23.69,148.42000000000002,234.71,91.02000000000001,53.509,0.192,8.472,0.456,23.868000000000002,138.58,,0.0,0.011
2022-01-18 07:00:00+01:00,23.23,146.78,282.24,102.50000000000001,55.708,2.184,9.288,0.624,23.868000000000002,134.48000000000002,,0.082,0.011
2022-01-18 08:00:00+01:00,22.77,147.60000000000002,310.17,104.14000000000001,55.708,8.568,9.432,0.528,23.88,136.94,,1.599,0.011
2022-01-18 09:00:00+01:00,23.0,148.42000000000002,313.6,106.60000000000001,55.708,6.168,9.912,0.552,23.88,137.76000000000002,,4.469,0.011
2022-01-18 10:00:00+01:00,23.0,147.60000000000002,306.74,105.78,54.975,0.12,9.168000000000001,0.528,23.892,136.94,,7.5440000000000005,0.011
2022-01-18 11:00:00+01:00,22.77,147.60000000000002,307.71999999999997,106.60000000000001,54.242,0.0,9.120000000000001,0.528,23.856,131.20000000000002,,8.610000000000001,0.011
2022-01-18 12:00:00+01:00,22.77,148.42000000000002,299.88,105.78,52.775999999999996,0.0,9.216000000000001,0.528,23.844,131.20000000000002,,8.282,0.011
2022-01-18 13:00:00+01:00,22.77,147.60000000000002,295.46999999999997,106.60000000000001,52.043,0.0,9.120000000000001,0.528,23.844,130.38000000000002,,7.175000000000001,0.011
2022-01-18 14:00:00+01:00,23.0,147.60000000000002,299.88,106.60000000000001,51.31,0.0,9.672,0.552,23.832,135.3,,4.633,0.011
2022-01-18 15:00:00+01:00,22.77,148.42000000000002,303.8,106.60000000000001,51.31,0.0,10.200000000000001,0.528,23.808,136.12,,1.476,0.011
2022-01-18 16:00:00+01:00,23.0,149.24,302.82,106.60000000000001,51.31,0.12,10.944,0.552,23.82,142.68,,0.082,0.011
2022-01-18 17:00:00+01:00,23.23,148.42000000000002,316.05,108.24000000000001,52.775999999999996,6.408,11.688,2.2560000000000002,23.82,145.96,,0.0,0.011
2022-01-18 18:00:00+01:00,23.0,146.78,310.17,106.60000000000001,53.509,8.904,11.52,3.576,23.82,150.06,,0.0,0.011
2022-01-18 19:00:00+01:00,22.77,147.60000000000002,313.11,106.60000000000001,54.242,0.336,10.68,1.704,23.832,156.62,,0.0,0.011
2022-01-18 20:00:00+01:00,23.0,148.42000000000002,306.25,105.78,54.975,0.0,9.024000000000001,0.552,23.82,159.9,,0.0,0.011
2022-01-18 21:00:00+01:00,22.77,142.68,294.49,98.4,54.242,0.0,7.656000000000001,0.24,23.856,159.08,,0.0,0.011
2022-01-18 22:00:00+01:00,23.23,139.4,224.91,81.18,50.577,0.0,6.456,0.504,23.856,158.26000000000002,,0.0,0.011
2022-01-18 23:00:00+01:00,23.0,138.58,112.7,80.36,47.644999999999996,0.0,6.408,0.168,23.868000000000002,161.54000000000002,,0.0,0.011
2022-01-19 00:00:00+01:00,22.540000000000003,137.76000000000002,108.78,82.82000000000001,49.111,0.0,7.224,0.096,23.88,166.46,,0.0,0.0
2022-01-19 01:00:00+01:00,22.540000000000003,139.4,110.25,84.46000000000001,49.844,,7.344,0.12,23.88,166.46,,0.0,0.0
2022-01-19 02:00:00+01:00,22.310000000000002,139.4,109.75999999999999,83.64,51.31,,7.296,0.096,23.904,167.28,,0.0,0.0
2022-01-19 03:00:00+01:00,22.540000000000003,138.58,106.33,81.18,50.577,,7.152,0.07200000000000001,23.916,159.08,,0.0,0.0
2022-01-19 04:00:00+01:00,22.77,141.86,110.25,81.18,51.31,,7.128,0.07200000000000001,23.892,160.72,,0.0,0.0
2022-01-19 05:00:00+01:00,22.310000000000002,140.22,159.74,81.18,53.509,,7.2,0.192,23.892,163.18,,0.0,0.0
2022-01-19 06:00:00+01:00,22.540000000000003,141.04000000000002,235.2,90.2,54.242,0.0,8.544,2.184,23.904,165.64000000000001,,0.0,0.0
2022-01-19 07:00:00+01:00,22.540000000000003,139.4,288.12,93.48,54.242,0.07200000000000001,8.856,1.464,23.88,167.28,,0.082,0.0
2022-01-19 08:00:00+01:00,22.540000000000003,139.4,313.6,103.32000000000001,54.242,6.36,9.528,0.5760000000000001,23.904,168.92000000000002,,2.0500000000000003,0.0
2022-01-19 09:00:00+01:00,22.310000000000002,138.58,316.05,80.36,54.242,7.68,9.72,1.176,23.904,162.36,,5.699,0.0
2022-01-19 10:00:00+01:00,22.310000000000002,137.76000000000002,307.23,100.04,51.31,2.088,9.072000000000001,0.648,23.916,157.44,,8.610000000000001,0.0
2022-01-19 11:00:00+01:00,21.85,137.76000000000002,310.17,123.82000000000001,51.31,0.07200000000000001,8.76,0.888,23.916,154.98000000000002,,9.84,0.0
2022-01-19 12:00:00+01:00,22.310000000000002,137.76000000000002,303.8,128.74,52.043,,8.52,0.456,23.916,153.34,,9.799000000000001,0.0
2022-01-19 13:00:00+01:00,22.310000000000002,137.76000000000002,300.86,120.54,52.043,,8.664,0.432,23.892,154.16000000000003,,8.282,0.0
2022-01-19 14:00:00+01:00,22.540000000000003,136.94,308.21,108.24000000000001,50.577,,8.928,0.432,23.892,163.18,,5.125,0.0
2022-01-19 15:00:00+01:00,22.080000000000002,137.76000000000002,311.15,107.42,50.577,0.0,8.784,0.432,23.892,164.0,,1.722,0.0
2022-01-19 16:00:00+01:00,22.310000000000002,138.58,310.65999999999997,108.24000000000001,52.043,,9.192,0.552,23.88,164.82000000000002,,0.123,0.011
2022-01-19 17:00:00+01:00,22.080000000000002,137.76000000000002,317.52,108.24000000000001,52.775999999999996,4.272,9.912,0.5760000000000001,23.868000000000002,165.64000000000001,,0.0,0.011
2022-01-19 18:00:00+01:00,22.540000000000003,136.94,314.09,107.42,53.509,0.12,9.816,0.504,23.88,163.18,,0.0,0.011
2022-01-19 19:00:00+01:00,22.77,136.94,311.15,106.60000000000001,54.242,0.0,9.576,1.6560000000000001,23.856,163.18,,0.0,0.011
2022-01-19 20:00:00+01:00,22.540000000000003,136.94,280.77,106.60000000000001,54.242,0.0,8.904,0.432,23.832,163.18,,0.0,0.011
2022-01-19 21:00:00+01:00,22.77,136.12,226.38,101.68,54.242,,7.872,0.07200000000000001,23.856,163.18,,0.0,0.0
2022-01-19 22:00:00+01:00,22.540000000000003,132.84,115.64,90.2,51.31,,7.152,0.048,23.856,161.54000000000002,,0.0,0.0
2022-01-19 23:00:00+01:00,22.540000000000003,133.66,105.84,80.36,50.577,,7.176,0.048,23.892,158.26000000000002,,0.0,0.0
2022-01-20 00:00:00+01:00,22.77,132.84,106.82,81.18,50.577,,6.864,0.07200000000000001,23.892,153.34,,0.0,0.0
2022-01-20 01:00:00+01:00,22.77,132.84,107.31,82.0,49.844,,7.056,0.07200000000000001,23.892,153.34,,0.0,0.011
2022-01-20 02:00:00+01:00,22.540000000000003,132.84,105.84,81.18,49.844,,6.864,0.07200000000000001,23.892,152.52,,0.0,0.011
2022-01-20 03:00:00+01:00,21.39,132.84,104.37,80.36,49.844,,6.6000000000000005,0.048,23.892,151.70000000000002,,0.0,0.011
2022-01-20 04:00:00+01:00,21.62,136.12,105.35,80.36,50.577,,6.5040000000000004,0.24,23.184,153.34,,0.0,0.011
2022-01-20 05:00:00+01:00,20.93,136.12,153.85999999999999,81.18,50.577,0.0,6.936,0.12,22.44,154.98000000000002,,0.0,0.011
2022-01-20 06:00:00+01:00,20.93,136.94,228.82999999999998,90.2,50.577,,8.712,0.0,22.428,154.98000000000002,,0.0,0.011
2022-01-20 07:00:00+01:00,22.310000000000002,137.76000000000002,277.34,104.14000000000001,52.043,0.12,10.44,0.624,22.452,154.98000000000002,,0.041,0.011
2022-01-20 08:00:00+01:00,22.77,136.94,313.11,109.06,52.775999999999996,6.816,10.896,0.6960000000000001,22.488,157.44,,0.41000000000000003,0.011
2022-01-20 09:00:00+01:00,23.46,135.3,314.58,112.34,53.509,2.4,9.624,0.6960000000000001,22.512,152.52,,0.779,0.011
2022-01-20 10:00:00+01:00,23.0,132.02,312.62,117.26,52.775999999999996,0.0,9.672,0.984,22.512,150.06,,1.558,0.011
2022-01-20 11:00:00+01:00,23.0,132.02,312.62,117.26,52.043,0.0,9.24,1.08,22.476,154.16000000000003,,2.665,0.011
2022-01-20 12:00:00+01:00,23.46,131.20000000000002,309.68,115.62,52.043,0.0,8.544,0.432,22.428,157.44,,4.223,0.022
2022-01-20 13:00:00+01:00,23.23,131.20000000000002,302.82,109.06,51.31,0.0,8.568,0.432,22.368000000000002,160.72,,4.51,0.022
2022-01-20 14:00:00+01:00,22.77,131.20000000000002,309.19,109.06,50.577,0.0,9.0,0.432,22.38,163.18,,1.927,0.022
2022-01-20 15:00:00+01:00,23.23,132.84,313.11,109.06,52.775999999999996,0.0,9.024000000000001,0.552,22.524,163.18,,0.492,0.011
2022-01-20 16:00:00+01:00,23.23,132.84,317.03,109.88000000000001,53.509,0.0,9.504,0.624,22.464000000000002,163.18,,0.041,0.011
2022-01-20 17:00:00+01:00,23.23,132.84,316.54,109.88000000000001,52.775999999999996,4.944,11.712,0.6960000000000001,22.476,161.54000000000002,,0.0,0.022
2022-01-20 18:00:00+01:00,23.23,132.84,318.5,108.24000000000001,57.907,4.824,12.192,0.768,22.488,166.46,,0.0,0.011
2022-01-20 19:00:00+01:00,23.0,132.84,320.95,110.7,53.509,3.12,11.592,0.72,22.512,168.92000000000002,,0.0,0.011
2022-01-20 20:00:00+01:00,23.46,132.84,268.52,108.24000000000001,53.509,2.448,9.336,0.192,22.5,164.82000000000002,,0.0,0.022
2022-01-20 21:00:00+01:00,23.69,132.84,229.32,104.96000000000001,54.242,0.07200000000000001,8.544,0.912,22.656,166.46,,0.0,0.022
2022-01-20 22:00:00+01:00,24.380000000000003,128.74,113.19,98.4,52.043,,6.72,0.312,23.712,162.36,,0.0,0.011
2022-01-20 23:00:00+01:00,23.69,127.10000000000001,104.37,83.64,52.043,,6.672,0.07200000000000001,23.892,163.18,,0.0,0.022
2022-01-21 00:00:00+01:00,23.23,127.92000000000002,105.35,81.18,52.043,,6.864,0.07200000000000001,23.916,164.82000000000002,,0.0,0.011
2022-01-21 01:00:00+01:00,23.46,127.92000000000002,105.84,82.0,51.31,,7.032,0.07200000000000001,23.916,164.0,,0.0,0.022
2022-01-21 02:00:00+01:00,23.23,127.92000000000002,107.31,82.82000000000001,50.577,,7.056,0.07200000000000001,23.904,165.64000000000001,,0.0,0.022
2022-01-21 03:00:00+01:00,23.0,128.74,108.78,82.82000000000001,50.577,,6.864,0.096,23.904,166.46,,0.0,0.022
2022-01-21 04:00:00+01:00,23.46,130.38000000000002,109.75999999999999,81.18,52.043,,6.792,0.07200000000000001,23.868000000000002,164.82000000000002,,0.0,0.011
2022-01-21 05:00:00+01:00,23.23,131.20000000000002,159.74,82.0,53.509,0.0,6.888,0.07200000000000001,23.892,165.64000000000001,,0.0,0.022
2022-01-21 06:00:00+01:00,22.77,130.38000000000002,239.60999999999999,83.64,54.242,0.14400000000000002,8.856,0.0,23.916,166.46,,0.0,0.022
2022-01-21 07:00:00+01:00,22.540000000000003,131.20000000000002,309.19,82.82000000000001,53.509,7.128,11.136000000000001,0.672,23.892,167.28,,0.041,0.011
2022-01-21 08:00:00+01:00,23.46,131.20000000000002,319.96999999999997,82.82000000000001,54.242,7.632000000000001,11.424,2.352,23.904,166.46,,1.0250000000000001,0.011
2022-01-21 09:00:00+01:00,23.92,131.20000000000002,318.01,91.02000000000001,54.975,3.648,11.352,1.416,23.904,164.0,,3.4850000000000003,0.011
2022-01-21 10:00:00+01:00,24.150000000000002,131.20000000000002,316.54,103.32000000000001,54.975,0.768,9.24,1.44,23.892,161.54000000000002,,5.207,0.011
2022-01-21 11:00:00+01:00,24.150000000000002,131.20000000000002,316.54,108.24000000000001,55.708,0.0,9.168000000000001,1.872,23.892,162.36,,6.683000000000001,0.011
2022-01-21 12:00:00+01:00,24.150000000000002,132.84,310.17,106.60000000000001,55.708,0.0,8.736,0.456,23.892,159.08,,7.298,0.022
2022-01-21 13:00:00+01:00,24.150000000000002,132.02,300.37,107.42,56.440999999999995,0.0,8.976,0.40800000000000003,23.892,159.9,,6.806,0.022
2022-01-21 14:00:00+01:00,23.69,132.02,293.02,107.42,55.708,0.0,8.808,0.384,23.892,159.9,,4.961,0.022
2022-01-21 15:00:00+01:00,23.69,133.66,308.21,109.88000000000001,56.440999999999995,0.0,9.264,0.5760000000000001,23.88,164.0,,1.804,0.022
2022-01-21 16:00:00+01:00,23.92,132.84,312.62,109.06,56.440999999999995,0.168,10.392,0.672,23.88,164.0,,0.123,0.022
2022-01-21 17:00:00+01:00,23.69,132.84,315.56,108.24000000000001,56.440999999999995,4.896,10.44,2.208,23.88,164.0,,0.0,0.011
2022-01-21 18:00:00+01:00,24.61,133.66,318.5,107.42,56.440999999999995,2.52,10.584,2.184,23.88,162.36,,0.0,0.011
2022-01-21 19:00:00+01:00,24.150000000000002,133.66,315.56,107.42,57.174,0.024,9.936,0.936,23.892,163.18,,0.0,0.011
2022-01-21 20:00:00+01:00,23.92,132.84,309.19,103.32000000000001,57.174,0.0,9.84,0.336,23.892,164.0,,0.0,0.011
2022-01-21 21:00:00+01:00,23.69,131.20000000000002,230.29999999999998,89.38000000000001,56.440999999999995,0.0,7.056,0.07200000000000001,23.892,160.72,,0.0,0.022
2022-01-21 22:00:00+01:00,23.0,128.74,115.14999999999999,81.18,55.708,,6.768,0.12,23.892,159.9,,0.0,0.011
2022-01-21 23:00:00+01:00,23.23,128.74,105.84,80.36,54.242,,6.6240000000000006,0.264,23.904,159.9,,0.0,0.011
2022-01-22 00:00:00+01:00,23.0,129.56,110.25,84.46000000000001,53.509,,6.024,0.0,23.904,165.64000000000001,,0.0,0.022
2022-01-22 01:00:00+01:00,23.23,129.56,107.31,81.18,52.775999999999996,,5.976,0.0,23.904,164.82000000000002,,0.0,0.011
2022-01-22 02:00:00+01:00,23.46,129.56,105.84,78.72,52.775999999999996,,5.928,0.0,23.904,163.18,,0.0,0.011
2022-01-22 03:00:00+01:00,23.23,129.56,107.31,80.36,52.775999999999996,,5.952,0.0,23.904,164.82000000000002,,0.0,0.011
2022-01-22 04:00:00+01:00,23.46,131.20000000000002,107.8,80.36,52.775999999999996,,5.952,0.0,23.856,164.0,,0.0,0.011
2022-01-22 05:00:00+01:00,23.69,132.84,109.27,79.54,54.975,,5.904,0.0,23.88,164.82000000000002,,0.0,0.011
2022-01-22 06:00:00+01:00,23.0,132.02,157.29,53.300000000000004,54.242,,7.752,0.096,23.892,165.64000000000001,,0.0,0.011
2022-01-22 07:00:00+01:00,22.310000000000002,132.84,234.22,43.46,54.242,0.0,7.944,0.096,23.88,157.44,,0.082,0.0
2022-01-22 08:00:00+01:00,21.85,132.84,287.14,44.28,55.708,0.0,10.272,0.672,23.88,164.82000000000002,,1.312,0.0
2022-01-22 09:00:00+01:00,21.85,126.28000000000002,320.46,47.56,55.708,0.0,10.8,0.672,23.892,167.28,,4.3870000000000005,0.0
2022-01-22 10:00:00+01:00,21.39,113.16000000000001,303.31,41.82,55.708,0.0,9.912,0.672,23.88,164.0,,7.585,0.0
2022-01-22 11:00:00+01:00,21.16,113.16000000000001,315.56,43.46,54.975,0.0,10.152000000000001,0.0,23.856,163.18,,8.651,0.011
2022-01-22 12:00:00+01:00,21.62,128.74,302.82,55.760000000000005,54.975,0.0,10.056000000000001,0.672,23.844,159.9,,8.651,0.011
2022-01-22 13:00:00+01:00,21.62,132.84,310.17,84.46000000000001,54.975,0.0,10.032,0.672,23.844,159.9,,7.257000000000001,0.011
2022-01-22 14:00:00+01:00,21.39,132.84,299.39,83.64,54.975,0.0,9.312,0.72,23.868000000000002,160.72,,5.043,0.022
2022-01-22 15:00:00+01:00,21.85,132.84,305.27,83.64,54.242,0.0,9.336,1.44,23.88,159.9,,2.091,0.011
2022-01-22 16:00:00+01:00,22.080000000000002,132.84,304.29,91.02000000000001,54.242,1.944,11.424,1.032,23.892,163.18,,0.451,0.011
2022-01-22 17:00:00+01:00,21.16,132.84,311.64,102.50000000000001,54.242,1.8,11.616,0.936,23.892,158.26000000000002,,0.0,0.011
2022-01-22 18:00:00+01:00,21.39,132.02,309.19,102.50000000000001,54.975,5.928,11.544,1.584,23.88,157.44,,0.0,0.011
2022-01-22 19:00:00+01:00,21.62,132.84,313.6,103.32000000000001,54.975,2.232,11.616,1.248,23.88,160.72,,0.0,0.0
2022-01-22 20:00:00+01:00,21.85,132.84,302.82,96.76,54.975,0.024,9.144,0.984,23.892,161.54000000000002,,0.0,0.0
2022-01-22 21:00:00+01:00,22.080000000000002,132.84,276.85,81.18,54.975,0.0,6.768,0.8160000000000001,23.904,160.72,,0.0,0.0
2022-01-22 22:00:00+01:00,21.85,132.02,228.82999999999998,81.18,52.043,0.0,6.168,0.024,23.916,159.9,,0.0,0.0
2022-01-22 23:00:00+01:00,22.080000000000002,132.02,111.72,78.72,51.31,0.0,6.072,0.0,23.916,157.44,,0.0,0.0
2022-01-23 00:00:00+01:00,22.080000000000002,135.3,107.31,82.0,52.043,0.0,6.024,0.0,23.928,159.08,,0.0,0.0
2022-01-23 01:00:00+01:00,22.310000000000002,133.66,105.35,78.72,52.775999999999996,,5.88,0.0,23.916,154.16000000000003,,0.0,0.0
2022-01-23 02:00:00+01:00,22.540000000000003,132.02,106.82,79.54,52.043,,5.928,0.0,23.928,158.26000000000002,,0.0,0.0
2022-01-23 03:00:00+01:00,22.540000000000003,132.02,105.35,78.72,52.043,,5.88,0.0,23.928,157.44,,0.0,0.0
2022-01-23 04:00:00+01:00,22.77,133.66,104.86,78.72,52.775999999999996,,5.856,0.0,23.904,157.44,,0.0,0.011
2022-01-23 05:00:00+01:00,23.0,133.66,106.33,78.72,54.975,,5.856,0.0,23.892,157.44,,0.0,0.011
2022-01-23 06:00:00+01:00,22.540000000000003,133.66,108.28999999999999,81.18,54.242,0.0,6.696,0.048,23.892,159.9,,0.0,0.011
2022-01-23 07:00:00+01:00,23.0,134.48000000000002,104.86,80.36,54.242,0.0,6.648000000000001,0.048,23.928,157.44,,0.369,0.0
2022-01-23 08:00:00+01:00,23.0,134.48000000000002,113.19,86.10000000000001,54.242,,6.768,0.07200000000000001,23.94,165.64000000000001,,1.722,0.0
2022-01-23 09:00:00+01:00,22.540000000000003,134.48000000000002,109.75999999999999,90.2,53.509,0.0,7.872,0.12,23.904,163.18,,4.182,0.0
2022-01-23 10:00:00+01:00,22.540000000000003,134.48000000000002,108.28999999999999,99.22000000000001,54.242,0.0,7.8,0.024,23.904,161.54000000000002,,6.355,0.011
2022-01-23 11:00:00+01:00,22.77,134.48000000000002,106.33,98.4,53.509,0.0,8.496,0.0,23.904,161.54000000000002,,7.298,0.0
2022-01-23 12:00:00+01:00,22.540000000000003,132.84,107.8,96.76,54.242,0.0,7.728,0.0,23.88,163.18,,7.216,0.011
2022-01-23 13:00:00+01:00,23.0,132.84,107.31,98.4,54.975,0.0,7.488,0.0,23.856,161.54000000000002,,5.986000000000001,0.0
2022-01-23 14:00:00+01:00,22.310000000000002,132.02,146.51,97.58000000000001,54.975,0.0,7.704,0.6,23.856,162.36,,4.1000000000000005,0.011
2022-01-23 15:00:00+01:00,22.080000000000002,132.02,231.28,81.18,54.975,0.0,8.016,0.744,23.844,162.36,,1.722,0.011
2022-01-23 16:00:00+01:00,22.080000000000002,132.84,278.32,81.18,55.708,0.0,9.096,0.768,23.832,163.18,,0.20500000000000002,0.011
2022-01-23 17:00:00+01:00,22.310000000000002,132.02,312.62,86.92,54.975,0.168,10.368,1.056,23.82,163.18,,0.0,0.0
2022-01-23 18:00:00+01:00,22.080000000000002,132.02,314.58,86.92,55.708,4.224,10.344,1.104,23.82,161.54000000000002,,0.0,0.0
2022-01-23 19:00:00+01:00,22.080000000000002,132.02,316.54,86.92,55.708,2.16,10.464,1.68,23.832,161.54000000000002,,0.0,0.0
2022-01-23 20:00:00+01:00,22.77,132.02,299.39,87.74000000000001,55.708,0.0,9.984,0.792,23.844,163.18,,0.0,0.0
2022-01-23 21:00:00+01:00,22.540000000000003,132.02,306.25,82.0,54.975,0.0,8.376,0.07200000000000001,23.844,160.72,,0.0,0.0
2022-01-23 22:00:00+01:00,22.540000000000003,132.02,282.73,82.0,52.043,0.0,6.672,0.264,23.856,159.08,,0.0,0.0
2022-01-23 23:00:00+01:00,22.540000000000003,131.20000000000002,238.63,81.18,50.577,0.0,6.768,0.28800000000000003,23.88,157.44,,0.0,0.0
2022-01-24 00:00:00+01:00,22.310000000000002,132.02,228.82999999999998,81.18,49.844,0.0,6.216,0.28800000000000003,23.88,159.08,,0.0,0.0
2022-01-24 01:00:00+01:00,22.540000000000003,132.02,225.89,81.18,49.111,0.0,6.096,0.264,23.892,159.08,,0.0,0.0
2022-01-24 02:00:00+01:00,21.85,132.02,225.89,82.0,49.111,,6.216,0.192,23.916,160.72,,0.0,0.0
2022-01-24 03:00:00+01:00,21.85,132.02,226.38,80.36,49.111,,6.5040000000000004,0.07200000000000001,23.928,160.72,,0.0,0.0
2022-01-24 04:00:00+01:00,22.080000000000002,134.48000000000002,228.82999999999998,56.580000000000005,52.043,,6.36,0.504,23.916,163.18,,0.0,0.0
2022-01-24 05:00:00+01:00,21.85,133.66,231.28,73.80000000000001,55.708,,6.408,0.36,23.94,162.36,,0.0,0.0
2022-01-24 06:00:00+01:00,21.39,134.48000000000002,291.55,89.38000000000001,55.708,0.0,8.784,0.0,23.94,167.28,,0.0,0.0
2022-01-24 07:00:00+01:00,20.01,134.48000000000002,322.42,92.66000000000001,56.440999999999995,0.24,9.696,1.296,23.916,170.56,,0.41000000000000003,0.0
2022-01-24 08:00:00+01:00,20.470000000000002,134.48000000000002,321.44,92.66000000000001,55.708,6.984,10.464,0.6960000000000001,23.928,164.0,,2.665,0.011
2022-01-24 09:00:00+01:00,20.93,134.48000000000002,317.52,60.68000000000001,55.708,5.5680000000000005,10.584,0.552,23.94,159.9,,6.478000000000001,0.0
2022-01-24 10:00:00+01:00,19.78,134.48000000000002,307.71999999999997,45.1,55.708,0.096,9.288,1.608,23.928,159.08,,9.184000000000001,0.0
2022-01-24 11:00:00+01:00,19.55,134.48000000000002,310.17,44.28,55.708,0.0,9.0,1.704,23.928,160.72,,10.414,0.0
2022-01-24 12:00:00+01:00,20.7,132.84,314.58,45.1,56.440999999999995,0.0,8.544,1.296,23.916,159.08,,10.291,0.0
2022-01-24 13:00:00+01:00,20.93,132.84,308.7,45.1,56.440999999999995,0.0,8.856,1.104,23.916,159.08,,9.02,0.0
2022-01-24 14:00:00+01:00,21.85,132.02,300.86,45.1,55.708,0.0,8.688,1.032,23.916,158.26000000000002,,6.355,0.0
2022-01-24 15:00:00+01:00,20.93,132.02,304.29,45.1,56.440999999999995,0.0,10.224,1.2,23.892,160.72,,2.378,0.0
2022-01-24 16:00:00+01:00,20.93,132.84,301.84,43.46,56.440999999999995,0.168,11.4,1.272,23.892,163.18,,0.20500000000000002,0.0
2022-01-24 17:00:00+01:00,20.7,133.66,318.99,45.92,57.174,7.152,12.0,1.56,23.88,168.92000000000002,,0.0,0.0
2022-01-24 18:00:00+01:00,20.93,132.84,323.89,43.46,55.708,7.752,11.952,1.752,23.88,164.82000000000002,,0.0,0.0
2022-01-24 19:00:00+01:00,21.16,132.84,320.46,42.64,55.708,7.5120000000000005,10.416,1.92,23.868000000000002,164.82000000000002,,0.0,0.0
2022-01-24 20:00:00+01:00,21.85,132.84,310.17,41.82,55.708,0.96,8.808,1.44,23.88,164.82000000000002,,0.0,0.0
2022-01-24 21:00:00+01:00,21.85,132.02,307.71999999999997,41.82,54.242,0.0,6.864,1.3920000000000001,23.904,160.72,,0.0,0.0
2022-01-24 22:00:00+01:00,22.540000000000003,131.20000000000002,272.93,44.28,52.775999999999996,0.0,7.008,1.1520000000000001,23.892,164.82000000000002,,0.0,0.0
2022-01-24 23:00:00+01:00,22.77,130.38000000000002,231.76999999999998,41.82,51.31,,6.72,1.104,23.916,164.0,,0.0,0.0
2022-01-25 00:00:00+01:00,22.540000000000003,130.38000000000002,225.89,42.64,51.31,,6.48,0.07200000000000001,23.916,159.9,,0.0,0.0
