,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2022-01-15 07:00:00+01:00,63.135000000000005,195.51,3682.84,568.6700000000001,98.222,12.293,0.132,23.592,819.59,1.5375,13.37219,23.000999999999998
2022-01-15 08:00:00+01:00,63.135000000000005,195.51,3929.065,564.98,118.746,12.293,5.268,33.888,823.69,29.643,13.37219,21.34
2022-01-15 09:00:00+01:00,62.675000000000004,195.265,3901.87,567.85,120.212,12.293,7.896,32.268,843.7800000000001,85.9975,14.294410000000001,19.624
2022-01-15 10:00:00+01:00,63.940000000000005,195.51,3681.86,564.57,108.8505,12.312,2.508,25.068,827.3800000000001,136.735,15.67774,17.9685
2022-01-15 11:00:00+01:00,63.25,195.265,3604.44,571.95,104.819,12.274,,19.284,838.45,158.5675,15.21663,17.05
2022-01-15 12:00:00+01:00,62.445,195.51,3282.265,594.09,107.751,12.254999999999999,1.812,17.808,806.0600000000001,161.6425,15.21663,17.2095
2022-01-15 13:00:00+01:00,62.330000000000005,195.755,3074.2599999999998,610.9000000000001,108.8505,12.254999999999999,2.1,17.808,791.3000000000001,151.1465,15.67774,17.5505
2022-01-15 14:00:00+01:00,61.410000000000004,195.755,3392.515,603.11,108.484,12.198,0.912,18.648,772.85,120.84750000000001,16.13885,16.049
2022-01-15 15:00:00+01:00,61.985,195.755,3877.86,605.1600000000001,108.8505,12.16,0.888,20.136,773.6700000000001,62.812000000000005,16.13885,14.795
2022-01-15 16:00:00+01:00,65.895,196.0,4720.66,642.0600000000001,130.1075,12.16,2.2800000000000002,26.16,821.23,13.3865,16.13885,13.485999999999999
2022-01-15 17:00:00+01:00,73.25500000000001,196.0,4848.795,672.8100000000001,140.736,12.198,11.832,35.88,854.85,0.6355000000000001,16.13885,13.7335
2022-01-15 18:00:00+01:00,73.37,196.0,4811.065,729.8000000000001,165.29149999999998,12.198,12.468,43.044000000000004,846.6500000000001,0.0,16.13885,14.382499999999999
2022-01-15 19:00:00+01:00,73.485,196.245,4849.285,752.35,165.658,12.179,12.696,41.028,850.7500000000001,0.0,16.13885,13.997499999999999
2022-01-15 20:00:00+01:00,74.98,196.245,4910.78,750.71,165.658,12.198,5.82,32.88,839.6800000000001,0.0,16.13885,13.458499999999999
2022-01-15 21:00:00+01:00,67.045,196.245,4801.265,722.83,165.658,12.198,6.096,25.704,805.24,0.0,16.13885,13.6015
2022-01-15 22:00:00+01:00,67.50500000000001,196.0,4426.905,671.58,119.1125,12.198,3.024,19.884,788.0200000000001,0.0,17.06107,12.683
2022-01-15 23:00:00+01:00,65.665,196.0,4132.66,671.58,56.8075,12.198,0.012,18.336000000000002,754.8100000000001,0.0,17.06107,11.274999999999999
2022-01-16 00:00:00+01:00,67.62,196.245,3209.5,703.5600000000001,14.2935,12.254999999999999,0.924,20.400000000000002,706.4300000000001,0.0,17.06107,9.619499999999999
2022-01-16 01:00:00+01:00,67.50500000000001,196.245,3071.075,722.0100000000001,10.628499999999999,12.293,0.0,16.968,660.1,0.0,17.06107,8.546999999999999
2022-01-16 02:00:00+01:00,67.39,196.245,2766.0499999999997,734.72,12.461,12.293,,17.748,627.71,0.0,17.06107,6.924499999999999
2022-01-16 03:00:00+01:00,66.47,196.245,2501.205,738.0,10.628499999999999,12.274,,17.724,618.69,0.0,16.59996,6.0775
2022-01-16 04:00:00+01:00,66.01,195.755,2508.065,757.6800000000001,13.193999999999999,12.254999999999999,,17.448,633.45,0.0,16.13885,6.539499999999999
2022-01-16 05:00:00+01:00,66.01,196.245,2512.23,755.22,14.2935,12.235999999999999,,17.184,658.0500000000001,0.0,16.13885,5.896
2022-01-16 06:00:00+01:00,66.24000000000001,196.245,2803.045,724.8800000000001,12.8275,12.235999999999999,0.0,17.34,722.4200000000001,0.0,15.67774,4.8125
2022-01-16 07:00:00+01:00,66.47,196.49,3022.075,690.85,11.3615,12.235999999999999,0.0,17.076,769.98,1.599,15.67774,4.3945
2022-01-16 08:00:00+01:00,64.63000000000001,196.49,3064.215,723.6500000000001,15.7595,12.235999999999999,1.044,20.952,771.21,29.52,15.21663,3.8225
2022-01-16 09:00:00+01:00,62.1,195.755,3222.485,726.9300000000001,22.3565,12.235999999999999,1.044,22.776,800.73,82.287,15.67774,3.0965
2022-01-16 10:00:00+01:00,62.445,195.51,3277.61,737.1800000000001,69.2685,12.235999999999999,1.02,24.876,797.86,129.70350000000002,16.13885,3.0635
2022-01-16 11:00:00+01:00,64.745,195.51,3114.195,744.1500000000001,99.688,12.254999999999999,1.02,19.86,767.11,149.83450000000002,15.67774,3.432
2022-01-16 12:00:00+01:00,66.125,196.0,3218.075,749.07,118.3795,12.274,0.312,19.728,753.58,154.24200000000002,15.21663,4.553999999999999
2022-01-16 13:00:00+01:00,66.815,196.245,3063.725,756.45,115.814,12.293,,18.72,690.85,146.59550000000002,15.21663,5.9345
2022-01-16 14:00:00+01:00,66.24000000000001,196.245,2995.86,747.84,105.1855,12.274,,19.692,690.44,117.77250000000001,11.06664,7.4525
2022-01-16 15:00:00+01:00,67.39,196.0,3194.31,755.22,105.9185,12.293,,19.608,746.2,60.1265,10.14442,8.613
2022-01-16 16:00:00+01:00,69.0,196.245,3475.08,749.48,111.0495,12.312,0.024,23.952,765.0600000000001,12.361500000000001,10.60553,9.7295
2022-01-16 17:00:00+01:00,71.99000000000001,196.0,3833.515,768.34,161.993,12.293,4.944,32.184,822.8700000000001,0.5945,10.60553,12.011999999999999
2022-01-16 18:00:00+01:00,78.89,196.245,4033.19,774.9000000000001,169.6895,12.274,12.924,38.424,835.99,0.0,10.60553,13.761
2022-01-16 19:00:00+01:00,79.12,194.04,4168.1849999999995,789.2500000000001,114.348,12.274,12.42,39.444,846.6500000000001,0.0,10.60553,15.350499999999998
2022-01-16 20:00:00+01:00,79.35000000000001,195.755,4180.19,811.3900000000001,102.98649999999999,12.274,7.5360000000000005,32.076,853.21,0.0,11.06664,17.985
2022-01-16 21:00:00+01:00,79.81,196.49,4137.5599999999995,818.36,102.2535,12.274,1.1280000000000001,24.588,830.6600000000001,0.0,11.06664,20.416
2022-01-16 22:00:00+01:00,70.38000000000001,196.0,4131.4349999999995,834.7600000000001,103.353,12.274,0.28800000000000003,20.580000000000002,797.0400000000001,0.0,10.60553,19.866
2022-01-16 23:00:00+01:00,66.125,196.245,3738.7,858.5400000000001,105.55199999999999,12.274,0.0,18.3,735.1300000000001,0.0,11.06664,20.0475
2022-01-17 00:00:00+01:00,66.01,196.49,3274.18,777.36,85.02799999999999,12.254999999999999,0.0,17.364,672.4000000000001,0.0,11.06664,20.921999999999997
2022-01-17 01:00:00+01:00,64.055,196.49,3021.095,751.12,85.02799999999999,12.254999999999999,0.0,16.872,660.1,0.0,10.14442,20.0585
2022-01-17 02:00:00+01:00,64.97500000000001,196.49,2867.725,753.1700000000001,85.02799999999999,12.254999999999999,0.096,16.932,641.24,0.0,10.14442,19.811
2022-01-17 03:00:00+01:00,66.7,196.98,2809.17,820.4100000000001,83.9285,12.235999999999999,0.0,17.124,651.08,0.0,10.14442,20.163
2022-01-17 04:00:00+01:00,67.16,196.73499999999999,3060.785,881.9100000000001,62.6715,12.235999999999999,0.0,16.512,666.25,0.0,8.761090000000001,18.0565
2022-01-17 05:00:00+01:00,67.39,196.49,3784.7599999999998,890.11,71.4675,12.235999999999999,0.084,16.86,735.95,0.0,9.68331,15.597999999999999
2022-01-17 06:00:00+01:00,69.805,196.245,4963.7,914.71,96.023,11.799,0.312,21.996000000000002,905.69,0.0,9.68331,14.404499999999999
2022-01-17 07:00:00+01:00,78.545,196.0,5757.255,895.44,118.01299999999999,11.456999999999999,4.572,38.268,1174.24,1.6400000000000001,9.68331,14.2175
2022-01-17 08:00:00+01:00,78.66,195.755,5931.94,921.6800000000001,115.44749999999999,11.495,10.944,51.828,1227.95,24.6205,9.2222,12.716
2022-01-17 09:00:00+01:00,78.775,195.755,5898.375,943.4100000000001,110.68299999999999,11.495,7.0680000000000005,52.344,1179.98,70.971,9.68331,11.148499999999999
2022-01-17 10:00:00+01:00,74.635,195.755,5717.8099999999995,956.5300000000001,85.3945,11.437999999999999,4.992,45.024,1154.97,115.57900000000001,10.14442,10.2135
2022-01-17 11:00:00+01:00,72.68,195.51,5684.0,934.3900000000001,105.55199999999999,11.533,4.548,31.764,1148.0,139.5435,10.14442,11.4565
2022-01-17 12:00:00+01:00,72.68,196.245,5588.45,949.5600000000001,106.285,11.533,0.972,20.628,1109.8700000000001,148.44050000000001,11.06664,11.830499999999999
2022-01-17 13:00:00+01:00,72.45,196.73499999999999,5474.28,952.4300000000001,102.62,11.533,0.0,20.064,1102.49,146.3905,11.06664,12.6555
2022-01-17 14:00:00+01:00,75.21000000000001,196.245,5763.625,976.6200000000001,106.6515,11.552,0.0,20.256,1152.92,117.8955,10.14442,12.6115
2022-01-17 15:00:00+01:00,82.8,196.0,6010.095,986.0500000000001,106.6515,11.514,0.0,23.424,1191.0500000000002,63.509,11.06664,12.254
2022-01-17 16:00:00+01:00,83.95,195.755,6150.97,990.5600000000001,105.55199999999999,11.533,0.84,36.168,1250.91,14.5755,11.06664,11.0275
2022-01-17 17:00:00+01:00,83.72,195.755,6148.765,980.72,159.061,11.533,16.38,47.244,1252.5500000000002,0.5125000000000001,10.60553,11.274999999999999
2022-01-17 18:00:00+01:00,84.065,195.755,6086.045,986.0500000000001,164.192,11.552,15.120000000000001,53.148,1222.6200000000001,0.0,10.14442,11.5335
2022-01-17 19:00:00+01:00,83.83500000000001,196.0,6098.54,981.95,105.55199999999999,11.533,12.108,52.836,1168.5,0.0,11.06664,12.298
2022-01-17 20:00:00+01:00,84.065,196.0,6175.715,996.3000000000001,164.92499999999998,11.495,1.6440000000000001,37.428,1135.2900000000002,0.0,10.14442,11.2805
2022-01-17 21:00:00+01:00,81.535,196.245,5923.12,995.07,206.706,12.293,0.012,22.812,1041.4,0.0,10.60553,10.769
2022-01-17 22:00:00+01:00,81.305,196.0,5434.59,958.1700000000001,161.993,12.35,0.0,18.3,986.46,0.0,10.60553,11.0825
2022-01-17 23:00:00+01:00,68.08,196.0,4976.6849999999995,938.08,102.98649999999999,12.312,0.0,17.448,936.85,0.0,10.60553,10.7525
2022-01-18 00:00:00+01:00,69.23,196.0,4025.84,970.47,81.363,12.293,,16.38,877.4000000000001,0.0,9.68331,10.2135
2022-01-18 01:00:00+01:00,69.46000000000001,196.0,3733.555,996.71,85.3945,12.293,,15.888,810.57,0.0,10.60553,9.801
2022-01-18 02:00:00+01:00,69.69,196.245,3645.355,999.1700000000001,83.9285,12.293,,15.468,779.0000000000001,0.0,9.68331,9.471
2022-01-18 03:00:00+01:00,70.72500000000001,196.0,3508.4,991.7900000000001,85.02799999999999,12.312,,15.3,804.83,0.0,9.2222,10.01
2022-01-18 04:00:00+01:00,70.495,196.0,3510.115,999.1700000000001,85.02799999999999,12.293,,14.88,826.1500000000001,0.0,9.2222,9.866999999999999
2022-01-18 05:00:00+01:00,69.805,196.245,4045.44,990.5600000000001,84.6615,12.293,,14.46,879.45,0.0,8.761090000000001,8.981499999999999
2022-01-18 06:00:00+01:00,69.92,196.0,5399.065,984.82,98.955,12.274,1.1520000000000001,17.400000000000002,1003.6800000000001,0.0,8.761090000000001,8.623999999999999
2022-01-18 07:00:00+01:00,71.185,198.45,6334.72,1009.4200000000001,151.731,12.274,1.668,34.176,1251.73,1.7015,9.68331,7.573499999999999
2022-01-18 08:00:00+01:00,70.15,198.45,6301.155,1004.09,211.4705,12.103,9.336,50.712,1205.4,27.203500000000002,9.2222,5.609999999999999
2022-01-18 09:00:00+01:00,70.955,186.69,6236.474999999999,1001.6300000000001,209.2715,12.274,6.864,56.508,1195.5600000000002,73.595,8.761090000000001,4.6034999999999995
2022-01-18 10:00:00+01:00,71.645,167.57999999999998,6182.085,982.7700000000001,136.338,12.293,4.344,37.596000000000004,1204.17,111.90950000000001,8.761090000000001,4.774
2022-01-18 11:00:00+01:00,69.92,167.335,6059.34,988.5100000000001,102.98649999999999,12.331,4.008,30.804000000000002,1192.69,128.5555,9.68331,4.576
2022-01-18 12:00:00+01:00,70.495,167.57999999999998,6037.535,1004.5000000000001,109.95,12.274,2.664,21.912,1191.8700000000001,129.39600000000002,8.761090000000001,4.6145
2022-01-18 13:00:00+01:00,71.645,164.885,5933.655,1004.9100000000001,107.751,12.179,0.12,20.148,1193.51,122.9385,10.14442,4.680499999999999
2022-01-18 14:00:00+01:00,73.83,167.825,6112.995,1009.4200000000001,114.348,11.495,1.428,19.764,1238.6100000000001,99.7325,10.14442,5.5825
2022-01-18 15:00:00+01:00,77.05,180.81,6206.585,986.46,126.4425,11.475999999999999,1.764,21.972,1275.92,56.621,10.14442,6.292
2022-01-18 16:00:00+01:00,76.47500000000001,198.45,6354.565,977.85,172.988,12.217,3.3000000000000003,39.684,1300.5200000000002,11.7055,9.68331,5.6925
2022-01-18 17:00:00+01:00,79.12,200.41,6483.19,991.3800000000001,198.2765,12.464,6.492,52.824,1254.6000000000001,0.0205,10.14442,5.4944999999999995
2022-01-18 18:00:00+01:00,79.69500000000001,200.9,6438.599999999999,984.82,202.6745,12.426,13.200000000000001,58.308,1246.4,0.0,10.14442,5.324
2022-01-18 19:00:00+01:00,76.015,201.145,6454.28,980.3100000000001,206.3395,12.426,8.268,55.392,1224.67,0.0,10.14442,5.5165
2022-01-18 20:00:00+01:00,76.705,201.39,6462.12,986.0500000000001,206.706,12.407,5.472,38.7,1216.47,0.0,9.68331,6.528499999999999
2022-01-18 21:00:00+01:00,74.06,201.145,6340.11,980.72,207.0725,12.369,2.172,24.312,1117.66,0.0,10.14442,7.997
2022-01-18 22:00:00+01:00,68.655,200.9,5910.625,969.2400000000001,194.245,12.388,0.012,18.852,1038.53,0.0,10.14442,8.591
2022-01-18 23:00:00+01:00,66.01,201.145,5161.17,961.8600000000001,131.5735,12.388,,17.292,1018.0300000000001,0.0,10.14442,9.119
2022-01-19 00:00:00+01:00,65.78,198.45,4476.64,963.09,87.59349999999999,12.388,,16.812,907.33,0.0,11.06664,10.097999999999999
2022-01-19 01:00:00+01:00,65.435,198.45,4088.0699999999997,972.9300000000001,102.2535,12.388,,16.26,878.6300000000001,0.0,11.06664,10.1915
2022-01-19 02:00:00+01:00,64.97500000000001,198.695,3968.755,937.6700000000001,87.96,12.388,,15.768,847.47,0.0,11.06664,10.581999999999999
2022-01-19 03:00:00+01:00,65.435,198.20499999999998,3942.0499999999997,952.4300000000001,105.55199999999999,12.388,,15.120000000000001,838.45,0.0,11.06664,11.0825
2022-01-19 04:00:00+01:00,65.32000000000001,198.45,3800.44,961.8600000000001,85.02799999999999,12.388,,15.228,883.1400000000001,0.0,10.60553,11.022
2022-01-19 05:00:00+01:00,65.55,199.185,4510.45,944.23,97.489,12.369,,14.952,965.96,0.0,10.14442,10.4115
2022-01-19 06:00:00+01:00,67.85000000000001,198.695,5528.18,940.5400000000001,101.154,12.369,1.6560000000000001,19.32,1085.68,0.0,9.68331,8.7175
2022-01-19 07:00:00+01:00,72.68,198.45,6119.12,941.3600000000001,130.1075,12.369,3.6,45.480000000000004,1220.16,1.9475,9.68331,6.731999999999999
2022-01-19 08:00:00+01:00,72.22,198.45,6259.995,937.2600000000001,166.391,12.35,10.596,53.568,1262.39,27.1215,11.06664,4.031499999999999
2022-01-19 09:00:00+01:00,73.485,198.45,6288.66,938.4900000000001,113.24849999999999,12.369,4.848,45.84,1244.3500000000001,70.88900000000001,13.833300000000001,3.0195
2022-01-19 10:00:00+01:00,69.23,198.20499999999998,6201.93,954.48,103.7195,12.35,4.572,39.336,1179.5700000000002,102.787,14.75552,3.0635
2022-01-19 11:00:00+01:00,68.77,198.20499999999998,6052.48,952.4300000000001,102.98649999999999,12.426,4.632,30.096,1182.8500000000001,114.513,15.21663,2.8434999999999997
2022-01-19 12:00:00+01:00,69.805,198.20499999999998,5986.575,949.1500000000001,103.353,12.407,2.2920000000000003,21.072,1183.26,114.4105,15.67774,1.8094999999999999
2022-01-19 13:00:00+01:00,70.38000000000001,198.94,5974.815,975.3900000000001,106.285,12.407,,19.236,1164.4,109.552,15.21663,2.2055
2022-01-19 14:00:00+01:00,71.645,198.45,6130.1449999999995,963.09,135.605,12.293,0.78,19.008,1167.68,90.2205,15.21663,2.464
2022-01-19 15:00:00+01:00,78.43,195.755,6383.965,963.9100000000001,137.071,12.331,1.524,20.736,1184.9,47.4165,14.294410000000001,2.0845
2022-01-19 16:00:00+01:00,80.96000000000001,195.755,6473.88,986.8700000000001,133.0395,12.369,1.92,32.256,1256.24,8.9175,14.75552,2.9974999999999996
2022-01-19 17:00:00+01:00,80.845,195.265,6533.415,991.7900000000001,146.6,12.369,7.056,52.404,1270.5900000000001,0.0,13.833300000000001,4.0755
2022-01-19 18:00:00+01:00,80.61500000000001,195.755,6497.155,975.8000000000001,208.172,12.369,10.596,60.120000000000005,1288.22,0.0,14.294410000000001,5.6045
2022-01-19 19:00:00+01:00,80.96000000000001,196.0,6343.785,973.7500000000001,156.862,12.35,8.868,52.692,1286.5800000000002,0.0,15.21663,7.6175
2022-01-19 20:00:00+01:00,80.5,196.0,6408.22,969.6500000000001,103.353,12.369,6.024,36.204,1244.3500000000001,0.0,15.67774,9.35
2022-01-19 21:00:00+01:00,68.77,196.245,6247.255,968.83,106.6515,12.369,0.012,23.244,1141.0300000000002,0.0,15.67774,11.253
2022-01-19 22:00:00+01:00,67.62,196.49,5870.445,958.1700000000001,105.1855,12.369,0.0,18.588,1057.8000000000002,0.0,16.59996,13.915
2022-01-19 23:00:00+01:00,65.32000000000001,196.245,4925.48,961.8600000000001,34.451,12.369,0.0,17.16,977.44,0.0,14.75552,14.706999999999999
2022-01-20 00:00:00+01:00,66.7,196.73499999999999,4516.33,970.8800000000001,27.121,12.369,0.012,16.824,939.72,0.0,15.67774,16.3955
2022-01-20 01:00:00+01:00,66.125,196.49,3887.9049999999997,953.2500000000001,27.121,12.369,0.0,15.624,870.0200000000001,0.0,16.13885,17.022499999999997
2022-01-20 02:00:00+01:00,66.93,196.245,3637.025,907.33,28.220499999999998,12.35,0.0,15.0,833.1200000000001,0.0,15.67774,17.2095
2022-01-20 03:00:00+01:00,67.045,196.245,3489.045,832.3000000000001,33.717999999999996,12.35,0.0,14.88,826.97,0.0,15.21663,16.907
2022-01-20 04:00:00+01:00,66.93,196.245,3312.1549999999997,845.83,35.5505,12.35,0.0,14.664,831.8900000000001,0.0,15.21663,18.799
2022-01-20 05:00:00+01:00,66.93,196.49,3813.915,947.1,38.4825,12.312,0.0,14.496,905.69,0.0,15.21663,19.5965
2022-01-20 06:00:00+01:00,67.39,196.0,5039.16,970.0600000000001,56.440999999999995,11.59,0.0,19.356,1072.15,0.0,14.75552,19.002499999999998
2022-01-20 07:00:00+01:00,67.735,195.51,5814.34,987.2800000000001,57.5405,11.437999999999999,1.584,38.772,1313.23,1.1685,13.833300000000001,16.7035
2022-01-20 08:00:00+01:00,68.885,195.265,5900.335,997.94,75.1325,11.437999999999999,5.868,52.596000000000004,1379.65,18.593500000000002,14.294410000000001,14.982
2022-01-20 09:00:00+01:00,69.23,196.0,5895.925,994.2500000000001,94.1905,11.4,6.3,46.536,1368.99,43.747,12.91108,14.9985
2022-01-20 10:00:00+01:00,70.15,195.755,5783.47,998.35,100.0545,11.4,7.0440000000000005,36.696,1345.21,63.099000000000004,13.37219,15.036999999999999
2022-01-20 11:00:00+01:00,70.15,195.265,5607.5599999999995,991.7900000000001,92.72449999999999,11.419,4.116,31.224,1282.48,77.3875,13.37219,17.182
2022-01-20 12:00:00+01:00,69.69,195.02,5449.045,946.69,85.3945,11.456999999999999,6.6240000000000006,27.384,1230.0,69.1055,15.21663,18.9145
2022-01-20 13:00:00+01:00,70.15,195.265,5321.4,935.21,61.9385,11.456999999999999,1.236,21.864,1249.27,67.1785,14.75552,20.416
2022-01-20 14:00:00+01:00,71.76,195.51,5622.26,988.1,65.6035,11.437999999999999,2.52,20.82,1252.14,63.529500000000006,14.75552,19.156499999999998
2022-01-20 15:00:00+01:00,70.495,195.02,5888.575,1040.17,100.0545,11.456999999999999,2.856,19.716,1305.0300000000002,38.3145,14.75552,16.7695
2022-01-20 16:00:00+01:00,70.84,195.02,5828.0599999999995,1061.0800000000002,104.086,11.456999999999999,4.2,28.548000000000002,1299.7,7.093,14.75552,17.7925
2022-01-20 17:00:00+01:00,78.43,194.775,5980.695,1029.92,108.11749999999999,11.437999999999999,3.372,39.684,1287.4,0.123,14.75552,18.232499999999998
2022-01-20 18:00:00+01:00,79.00500000000001,195.265,5973.345,997.1200000000001,97.85549999999999,11.437999999999999,9.372,50.424,1348.9,0.0,13.833300000000001,17.006
2022-01-20 19:00:00+01:00,79.925,195.265,5915.035,994.6600000000001,73.6665,12.407,7.74,51.696,1345.6200000000001,0.0,13.833300000000001,18.2105
2022-01-20 20:00:00+01:00,79.69500000000001,195.265,5957.175,1027.0500000000002,59.373,12.445,1.8,37.704,1322.25,0.0,14.75552,19.426
2022-01-20 21:00:00+01:00,68.19500000000001,195.265,5860.89,1008.6,62.305,12.445,1.1280000000000001,21.576,1171.3700000000001,0.0,16.13885,18.2545
2022-01-20 22:00:00+01:00,67.16,195.265,5579.14,1019.2600000000001,34.451,12.445,0.0,17.568,1050.01,0.0,16.13885,17.6495
2022-01-20 23:00:00+01:00,64.515,195.02,5244.96,997.94,13.5605,12.464,0.0,16.776,1014.7500000000001,0.0,15.67774,16.445
2022-01-21 00:00:00+01:00,65.435,195.265,4365.41,1018.44,12.461,12.445,0.0,17.124,942.1800000000001,0.0,16.13885,16.3295
2022-01-21 01:00:00+01:00,65.665,194.775,4092.235,1036.0700000000002,16.4925,12.464,0.0,16.2,929.8800000000001,0.0,16.13885,14.910499999999999
2022-01-21 02:00:00+01:00,65.78,195.02,4159.365,999.1700000000001,16.4925,12.445,0.0,15.348,930.7,0.0,15.67774,13.7335
2022-01-21 03:00:00+01:00,63.825,195.265,4012.855,943.0000000000001,16.4925,12.445,0.0,15.024000000000001,936.85,0.0,14.75552,14.486999999999998
2022-01-21 04:00:00+01:00,63.480000000000004,195.265,3989.335,1037.3000000000002,16.4925,12.445,0.0,15.048,936.85,0.0,14.75552,13.007499999999999
2022-01-21 05:00:00+01:00,63.25,195.265,4331.355,1050.8300000000002,16.858999999999998,12.445,0.0,15.372,971.2900000000001,0.0,15.21663,13.128499999999999
2022-01-21 06:00:00+01:00,65.435,195.265,5435.815,1073.7900000000002,20.524,12.426,0.156,19.872,1108.23,0.0,13.37219,12.309
2022-01-21 07:00:00+01:00,73.60000000000001,195.02,5853.785,1084.0400000000002,33.717999999999996,12.426,5.664,43.14,1277.5600000000002,0.738,14.75552,11.912999999999998
2022-01-21 08:00:00+01:00,73.94500000000001,194.775,6030.43,1085.68,58.64,12.369,5.364,59.34,1299.2900000000002,14.842,12.44997,11.7205
2022-01-21 09:00:00+01:00,73.25500000000001,195.265,6099.03,1050.01,75.8655,12.369,8.424,60.036,1292.73,47.847,13.833300000000001,11.2585
2022-01-21 10:00:00+01:00,76.245,195.02,6100.745,1055.3400000000001,81.7295,12.369,4.116,42.876,1298.88,77.367,14.75552,13.0405
2022-01-21 11:00:00+01:00,67.965,194.53,6113.485,1062.3100000000002,93.091,12.35,2.7840000000000003,35.568,1309.13,97.0265,13.833300000000001,17.1545
2022-01-21 12:00:00+01:00,65.78,195.02,5763.87,1072.5600000000002,96.3895,12.16,4.8,27.792,1304.21,102.3155,13.833300000000001,20.163
2022-01-21 13:00:00+01:00,66.24000000000001,195.02,5572.7699999999995,1075.02,109.5835,12.103,3.84,20.928,1289.0400000000002,92.5575,14.294410000000001,21.427999999999997
2022-01-21 14:00:00+01:00,67.275,194.775,5684.0,1058.6200000000001,104.086,12.35,4.236,18.924,1277.15,81.5695,14.75552,23.209999999999997
2022-01-21 15:00:00+01:00,67.39,194.775,5953.745,1014.7500000000001,103.7195,12.483,3.2640000000000002,19.236,1258.2900000000002,45.305,14.75552,21.6315
2022-01-21 16:00:00+01:00,72.33500000000001,194.775,6164.445,1020.4900000000001,108.11749999999999,12.520999999999999,1.8,28.512,1259.52,11.234,14.75552,20.229
2022-01-21 17:00:00+01:00,75.44,195.02,6202.175,1064.77,142.935,12.501999999999999,3.936,46.212,1275.92,0.0205,14.294410000000001,18.523999999999997
2022-01-21 18:00:00+01:00,74.52000000000001,195.02,6075.265,1069.69,170.789,12.501999999999999,9.936,53.736000000000004,1259.1100000000001,0.0,15.67774,19.354499999999998
2022-01-21 19:00:00+01:00,77.625,195.51,6034.105,1061.0800000000002,170.42249999999999,12.501999999999999,8.328,54.792,1250.0900000000001,0.0,14.75552,18.677999999999997
2022-01-21 20:00:00+01:00,77.74000000000001,195.51,6070.855,997.94,144.401,12.464,0.372,42.72,1179.16,0.0,15.21663,19.2445
2022-01-21 21:00:00+01:00,68.31,195.265,5930.715,978.6700000000001,139.63649999999998,12.464,0.0,25.236,1105.77,0.0,15.21663,24.0295
2022-01-21 22:00:00+01:00,66.93,195.02,5388.53,983.1800000000001,138.537,12.483,0.0,19.068,1027.8700000000001,0.0,16.13885,26.697
2022-01-21 23:00:00+01:00,64.17,194.775,4863.495,943.4100000000001,100.7875,12.483,0.0,17.22,994.6600000000001,0.0,16.13885,24.9425
2022-01-22 00:00:00+01:00,65.205,194.53,3752.665,943.0000000000001,64.504,12.483,0.0,16.836000000000002,889.7,0.0,15.67774,24.700499999999998
2022-01-22 01:00:00+01:00,65.32000000000001,194.53,3566.22,938.4900000000001,87.96,12.483,0.34800000000000003,18.024,812.6200000000001,0.0,14.294410000000001,23.110999999999997
2022-01-22 02:00:00+01:00,65.895,194.53,3345.23,925.7800000000001,93.824,12.501999999999999,,21.708000000000002,806.8800000000001,0.0,15.21663,22.2365
2022-01-22 03:00:00+01:00,66.24000000000001,194.775,3116.4,853.21,93.4575,12.501999999999999,,16.344,811.3900000000001,0.0,15.21663,21.153
2022-01-22 04:00:00+01:00,67.275,195.02,3145.065,888.47,79.89699999999999,12.16,,14.688,793.35,0.0,15.67774,19.7505
2022-01-22 05:00:00+01:00,66.93,195.265,3239.88,861.82,79.164,12.008,,14.172,812.21,0.0,14.75552,19.6295
2022-01-22 06:00:00+01:00,66.355,195.02,3685.535,908.1500000000001,74.3995,11.969999999999999,,14.868,864.69,0.0,14.75552,18.3315
2022-01-22 07:00:00+01:00,66.355,195.02,4002.81,940.1300000000001,73.6665,11.969999999999999,0.48,19.188,945.0500000000001,1.4555,15.21663,17.0885
2022-01-22 08:00:00+01:00,66.125,195.51,4070.185,881.9100000000001,92.358,11.969999999999999,5.508,34.404,947.9200000000001,25.1945,14.75552,12.3475
2022-01-22 09:00:00+01:00,66.355,195.02,4218.9,890.5200000000001,99.688,11.951,2.4,34.392,952.84,76.26,15.67774,10.229999999999999
2022-01-22 10:00:00+01:00,66.815,194.775,4209.59,890.11,102.98649999999999,11.969999999999999,2.2800000000000002,29.904,940.1300000000001,116.62450000000001,15.67774,11.478499999999999
2022-01-22 11:00:00+01:00,67.85000000000001,195.02,4264.47,887.2400000000001,117.6465,12.122,1.68,23.364,894.21,138.6825,15.21663,10.901
2022-01-22 12:00:00+01:00,68.425,195.265,4163.285,889.2900000000001,110.31649999999999,12.54,3.156,17.904,925.7800000000001,153.709,12.44997,11.286
2022-01-22 13:00:00+01:00,69.23,195.265,3869.285,890.9300000000001,105.9185,12.483,0.0,17.748,881.9100000000001,149.2195,13.833300000000001,11.8745
2022-01-22 14:00:00+01:00,66.93,195.02,3841.355,906.5100000000001,123.877,12.388,0.0,17.628,885.19,124.763,13.833300000000001,11.219999999999999
