,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2022-01-01 00:00:00+01:00,64.4,494.40999999999997,0.0,,,71.58,358.34000000000003,0.0,231.47722000000002,22.14,4.960999999999999
2022-01-01 01:00:00+01:00,51.52,527.24,0.0,,,71.604,373.92,0.0,232.39944,17.496,4.191
2022-01-01 02:00:00+01:00,48.99,507.64,0.0,,,71.616,391.14000000000004,0.0,235.1661,17.088,3.7289999999999996
2022-01-01 03:00:00+01:00,51.29,490.98,0.0,,,71.616,379.66,0.0,237.01054000000002,17.436,4.653
2022-01-01 04:00:00+01:00,65.32000000000001,529.2,0.0,,,71.604,377.20000000000005,0.0,237.01054000000002,16.5,4.8069999999999995
2022-01-01 05:00:00+01:00,60.260000000000005,528.22,0.0,,,71.616,408.36,0.0,236.08832,15.216000000000001,6.314
2022-01-01 06:00:00+01:00,58.650000000000006,524.3,0.0,2.64,,71.64,423.94000000000005,0.0,235.1661,18.240000000000002,7.26
2022-01-01 07:00:00+01:00,59.34,545.86,0.0,2.7840000000000003,,71.652,436.24,0.0,234.24388000000002,17.592,6.973999999999999
2022-01-01 08:00:00+01:00,59.57,571.83,0.0,7.056,,71.664,506.76000000000005,0.0,237.01054000000002,17.28,6.643999999999999
2022-01-01 09:00:00+01:00,59.34,556.64,0.0,2.904,,71.664,569.9000000000001,4.92,245.31052,20.88,7.26
2022-01-01 10:00:00+01:00,58.42,531.16,0.0,0.192,,71.604,493.64000000000004,12.833,246.23274,23.892,6.435
2022-01-01 11:00:00+01:00,58.88,499.31,0.0,,,71.604,470.68000000000006,27.552,249.92162000000002,25.632,7.436
2022-01-01 12:00:00+01:00,59.800000000000004,496.37,0.0,2.424,,71.616,423.12,43.911,254.53272,25.692,6.688
2022-01-01 13:00:00+01:00,59.800000000000004,515.48,0.0,,,71.616,414.1,42.353,251.76606,25.644000000000002,7.513
2022-01-01 14:00:00+01:00,60.260000000000005,500.78,0.0,,,71.616,417.38000000000005,28.290000000000003,249.92162000000002,25.32,6.633
2022-01-01 15:00:00+01:00,59.800000000000004,499.31,0.0,,,71.58,415.74,13.858,250.84384,25.296,6.8309999999999995
2022-01-01 16:00:00+01:00,59.11,502.74,0.0,1.224,,71.58,414.92,2.0500000000000003,255.45494000000002,25.128,7.468999999999999
2022-01-01 17:00:00+01:00,59.57,537.53,0.0,13.272,,71.58,382.94000000000005,0.0,255.45494000000002,25.536,8.777999999999999
