,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022-01-01 00:00:00+01:00,120.98,0.0,0.0,1704.22,710.94,98.955,0.0,0.0,0.0,25.68,31.992,0.0,73.092,41.82,,3.075,248.07718,0.0,69.762
2022-01-01 01:00:00+01:00,122.59,0.0,0.0,1898.26,694.5400000000001,88.693,0.0,0.0,0.0,25.968,32.328,0.0,73.092,41.0,,3.075,247.15496000000002,0.0,70.378
2022-01-01 02:00:00+01:00,120.52000000000001,0.0,0.0,1742.93,690.44,82.096,0.0,0.0,0.0,25.104,17.904,0.0,73.104,41.0,,3.075,244.38830000000002,0.0,71.01599999999999
2022-01-01 03:00:00+01:00,122.36,0.0,0.0,1759.1,701.1,76.965,0.0,0.0,0.0,25.080000000000002,17.592,0.0,73.092,41.0,,3.075,245.31052,0.0,67.584
2022-01-01 04:00:00+01:00,121.44000000000001,0.0,0.0,1687.56,711.7600000000001,76.965,0.0,0.0,0.0,25.176000000000002,18.12,0.0,73.092,41.82,,3.075,239.77720000000002,0.0,65.37299999999999
2022-01-01 05:00:00+01:00,122.59,0.0,0.0,1688.54,697.0,76.965,0.0,0.0,0.0,24.744,17.256,0.0,73.104,41.82,,3.075,245.31052,0.0,64.196
2022-01-01 06:00:00+01:00,122.82000000000001,0.0,0.0,1788.99,701.9200000000001,77.698,0.0,0.0,0.0,24.384,14.664,0.0,73.104,41.82,,3.075,247.15496000000002,0.0,62.535
2022-01-01 07:00:00+01:00,123.97,0.0,0.0,1885.03,701.9200000000001,79.164,0.0,0.0,0.0,24.432000000000002,18.696,0.0,73.104,40.18,,3.075,246.23274,0.0,61.413
2022-01-01 08:00:00+01:00,121.21000000000001,0.0,0.0,1831.1299999999999,689.62,79.89699999999999,0.0,0.0,0.0,24.696,18.432000000000002,0.0,73.128,41.0,,5.904,247.15496000000002,0.0,61.00599999999999
2022-01-01 09:00:00+01:00,120.75,0.0,0.0,1759.59,679.7800000000001,80.63,0.0,0.0,0.0,24.888,17.496,0.0,73.128,41.82,,82.98400000000001,248.07718,0.0,61.87499999999999
2022-01-01 10:00:00+01:00,116.84,0.0,0.0,1618.96,649.44,78.431,0.0,0.0,0.0,25.176000000000002,17.928,0.0,73.104,41.82,,214.02,248.07718,0.0,57.211
2022-01-01 11:00:00+01:00,115.23,0.0,0.0,1598.87,636.32,83.562,0.0,0.0,0.0,25.416,17.76,0.0,73.092,42.64,,288.353,250.84384,0.0,53.998999999999995
2022-01-01 12:00:00+01:00,117.53,0.0,0.0,1617.0,564.1600000000001,89.426,0.0,0.0,0.0,25.272000000000002,16.92,0.0,73.08,43.46,,310.124,246.23274,0.0,49.39
2022-01-01 13:00:00+01:00,119.83,0.0,0.0,1726.76,575.6400000000001,90.892,0.0,0.0,0.0,25.176000000000002,17.928,0.0,73.068,43.46,,308.074,250.84384,0.0,46.882
2022-01-01 14:00:00+01:00,123.74000000000001,0.0,0.0,1886.01,624.84,92.358,0.0,0.0,0.0,25.008,20.808,0.0,73.092,42.64,,300.858,249.92162000000002,0.0,45.242999999999995
2022-01-01 15:00:00+01:00,121.67,0.0,0.0,1716.47,640.4200000000001,93.091,0.0,0.0,0.0,24.936,22.992,0.0,73.08,42.64,,278.349,248.07718,0.0,51.799
2022-01-01 16:00:00+01:00,121.9,0.0,0.0,1806.6299999999999,664.2,93.824,0.0,0.0,0.0,25.632,33.696,0.0,73.056,42.64,,195.28300000000002,245.31052,0.0,54.196999999999996
2022-01-01 17:00:00+01:00,123.51,0.0,0.0,1778.7,666.6600000000001,101.154,0.0,0.0,0.0,27.864,46.368,0.0,73.02,43.46,,68.839,244.38830000000002,0.0,59.169
2022-01-01 18:00:00+01:00,123.74000000000001,0.0,0.0,1991.36,738.82,101.887,0.0,0.0,0.0,29.52,66.672,0.0,73.008,43.46,,11.07,241.62164,0.0,61.787
2022-01-01 19:00:00+01:00,122.82000000000001,0.0,0.0,2173.64,775.72,102.62,0.0,0.0,0.0,28.056,68.712,0.0,73.02,43.46,,5.945,244.38830000000002,0.0,67.804
2022-01-01 20:00:00+01:00,123.74000000000001,0.0,0.0,2144.24,803.6,102.62,0.0,0.0,0.0,28.248,71.52,0.0,73.032,42.64,,5.289000000000001,245.31052,0.0,71.83
2022-01-01 21:00:00+01:00,124.2,0.0,0.0,2195.2,816.72,102.62,0.0,0.0,0.0,27.816,70.34400000000001,0.0,73.044,42.64,,3.198,254.53272,0.0,74.943
2022-01-01 22:00:00+01:00,123.97,0.0,0.0,2056.5299999999997,768.34,102.62,0.0,0.0,0.0,26.544,62.88,0.0,73.068,42.64,,2.009,250.84384,0.0,75.21799999999999
2022-01-01 23:00:00+01:00,123.05000000000001,0.0,0.0,1967.84,718.32,101.887,0.0,0.0,0.0,26.424,61.416000000000004,0.0,73.092,42.64,,0.5740000000000001,249.92162000000002,0.0,72.182
2022-01-02 01:00:00+01:00,123.74000000000001,0.0,0.0,1939.9099999999999,683.88,92.358,0.0,0.0,0.0,25.2,24.024,0.0,73.116,41.82,,0.615,243.46608,0.0,69.883
2022-01-02 02:00:00+01:00,123.51,0.0,0.0,1897.77,675.6800000000001,90.892,0.0,0.0,0.0,24.912,16.44,0.0,73.116,42.64,,0.20500000000000002,245.31052,0.0,66.583
2022-01-02 03:00:00+01:00,125.12,0.0,0.0,1930.6,674.0400000000001,90.892,0.0,0.0,0.0,24.768,13.56,0.0,73.104,41.82,,0.20500000000000002,243.46608,0.0,65.54899999999999
2022-01-02 04:00:00+01:00,125.35000000000001,0.0,0.0,1906.59,674.0400000000001,90.15899999999999,0.0,0.0,0.0,24.816,13.200000000000001,0.0,73.008,41.82,,0.20500000000000002,243.46608,0.0,63.976
2022-01-02 05:00:00+01:00,126.04,0.0,0.0,1905.61,678.1400000000001,90.892,0.0,0.0,0.0,24.792,13.392,0.0,72.936,41.0,,0.20500000000000002,242.54386000000002,0.0,63.150999999999996
2022-01-02 06:00:00+01:00,127.42,0.0,0.0,2073.19,698.6400000000001,90.892,0.0,0.0,0.0,24.696,15.936,0.0,72.97200000000001,41.82,,0.20500000000000002,241.62164,0.0,61.434999999999995
