,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2022-01-01 00:00:00+01:00,51.29,2061.48,31.849999999999998,487.06,4662.52,205.24,0.07200000000000001,4.2,0.0,0.0,46.815999999999995
2022-01-01 01:00:00+01:00,50.830000000000005,1986.0400000000002,31.36,488.03999999999996,4661.700000000001,205.24,0.0,4.224,0.0,0.0,46.684
2022-01-01 02:00:00+01:00,50.830000000000005,2022.1200000000001,31.36,491.46999999999997,4660.06,203.041,0.0,4.776,0.0,0.0,44.781
2022-01-01 03:00:00+01:00,51.29,2099.2000000000003,31.849999999999998,488.03999999999996,4677.280000000001,202.308,0.0,5.184,0.0,0.0,43.967
2022-01-01 04:00:00+01:00,51.75,1984.4,31.849999999999998,488.03999999999996,4609.22,202.308,0.0,5.712,0.0,0.0,45.154999999999994
2022-01-01 05:00:00+01:00,52.67,1981.1200000000001,31.36,488.03999999999996,4609.22,201.575,0.0,5.88,0.0,0.0,44.934999999999995
2022-01-01 06:00:00+01:00,52.900000000000006,2017.2,31.849999999999998,486.08,4633.820000000001,201.575,0.0,5.808,0.0,0.0,42.922
2022-01-01 07:00:00+01:00,53.36,2015.5600000000002,32.339999999999996,485.59,4646.120000000001,201.575,0.0,5.6160000000000005,0.0,0.0,42.207
2022-01-01 08:00:00+01:00,53.13,1979.4800000000002,32.339999999999996,484.61,4585.4400000000005,202.308,0.0,5.448,0.0,0.861,42.800999999999995
2022-01-01 09:00:00+01:00,53.82,2188.5800000000004,32.339999999999996,487.55,4592.820000000001,203.041,0.8160000000000001,4.968,0.0,4.674,43.461
2022-01-01 10:00:00+01:00,53.36,2328.8,31.36,487.06,4608.400000000001,202.308,0.528,4.728,0.0,8.979000000000001,41.052
2022-01-01 11:00:00+01:00,52.900000000000006,2845.4,31.36,487.55,4647.76,202.308,0.07200000000000001,4.992,0.0,12.3,38.775
2022-01-01 12:00:00+01:00,53.13,3731.0000000000005,31.849999999999998,491.96,4765.02,203.041,0.0,4.848,0.0,12.71,35.980999999999995
2022-01-01 13:00:00+01:00,52.900000000000006,4214.8,31.849999999999998,488.03999999999996,4865.06,204.507,0.096,5.04,0.0,10.209,31.657999999999998
2022-01-01 14:00:00+01:00,52.900000000000006,4450.14,31.36,489.02,4940.5,205.97299999999998,0.36,5.064,0.0,6.642,27.334999999999997
2022-01-01 15:00:00+01:00,52.900000000000006,4620.700000000001,31.36,487.55,5256.200000000001,206.706,3.648,5.424,0.0,2.091,21.967
2022-01-01 16:00:00+01:00,52.67,4662.52,31.849999999999998,488.03999999999996,5546.4800000000005,205.97299999999998,9.48,5.928,0.912,0.041,16.038
2022-01-01 17:00:00+01:00,52.67,4677.280000000001,31.36,495.88,5412.0,204.507,18.696,6.096,1.032,0.0,12.341999999999999
2022-01-01 18:00:00+01:00,52.67,4497.700000000001,30.87,487.55,5416.92,205.97299999999998,17.856,6.216,1.032,0.0,9.437999999999999
2022-01-01 19:00:00+01:00,52.67,4519.84,31.36,488.03999999999996,5359.52,205.97299999999998,19.032,6.168,1.032,0.0,7.348
2022-01-01 20:00:00+01:00,52.900000000000006,4518.200000000001,31.849999999999998,489.02,5259.4800000000005,207.439,18.336000000000002,5.688,1.032,0.0,7.369999999999999
2022-01-01 21:00:00+01:00,52.900000000000006,4463.26,30.87,496.86,5266.860000000001,207.439,12.096,5.208,1.032,0.0,7.930999999999999
2022-01-01 22:00:00+01:00,52.67,4233.660000000001,31.849999999999998,492.94,5137.3,205.24,10.128,5.184,0.12,0.0,8.283
2022-01-01 23:00:00+01:00,52.67,3714.6000000000004,31.36,492.45,5003.64,207.439,1.68,5.184,0.0,0.0,9.658
2022-01-02 00:00:00+01:00,51.75,3371.84,31.849999999999998,507.15,4917.54,208.905,0.0,5.064,0.0,0.0,14.619
2022-01-02 01:00:00+01:00,51.52,2651.88,30.87,500.28999999999996,4838.0,208.172,0.0,5.04,0.0,0.0,20.471
2022-01-02 02:00:00+01:00,51.52,2328.8,30.87,498.82,4765.84,208.172,0.0,5.04,0.0,0.0,25.366
2022-01-02 03:00:00+01:00,51.52,2255.0,30.87,492.94,4713.360000000001,208.905,0.0,5.04,0.0,0.0,30.206
2022-01-02 04:00:00+01:00,52.67,2159.88,31.36,479.21999999999997,4664.160000000001,208.905,0.0,5.016,0.0,0.0,34.858999999999995
2022-01-02 05:00:00+01:00,51.06,2255.82,31.36,493.43,4718.280000000001,201.575,0.0,4.992,0.0,0.0,36.794999999999995
2022-01-02 06:00:00+01:00,53.59,2304.2000000000003,31.36,498.82,4773.22,210.371,0.0,4.968,0.912,0.0,38.544
2022-01-02 07:00:00+01:00,53.82,2340.28,31.849999999999998,502.74,4778.96,205.24,0.0,4.968,1.032,0.0,38.742
2022-01-02 08:00:00+01:00,54.050000000000004,2323.88,31.849999999999998,502.74,4762.56,194.978,0.0,4.968,1.032,2.5420000000000003,39.687999999999995
2022-01-02 09:00:00+01:00,53.59,2405.0600000000004,30.87,509.11,4787.9800000000005,189.847,6.48,4.992,1.032,10.578000000000001,40.073
2022-01-02 10:00:00+01:00,53.59,2648.6000000000004,31.36,508.62,4782.240000000001,199.376,7.032,4.896,1.032,22.263,41.480999999999995
2022-01-02 11:00:00+01:00,53.13,2696.98,31.36,508.13,4760.92,207.439,6.816,4.776,1.032,25.953,43.108999999999995
2022-01-02 12:00:00+01:00,53.59,3028.26,31.849999999999998,508.62,4778.96,208.172,6.816,4.656,1.032,28.905,44.010999999999996
2022-01-02 13:00:00+01:00,52.900000000000006,3375.1200000000003,31.36,509.11,4771.58,208.172,5.184,4.5840000000000005,1.032,24.6,44.428999999999995
2022-01-02 14:00:00+01:00,53.36,3571.92,31.36,515.97,4827.34,209.638,0.0,4.8,1.032,13.284,45.012
2022-01-02 15:00:00+01:00,53.36,3539.94,31.36,511.07,4816.68,209.638,3.7680000000000002,4.872,1.032,4.018,46.782999999999994
2022-01-02 16:00:00+01:00,54.050000000000004,3779.38,31.849999999999998,497.34999999999997,4757.64,211.10399999999998,9.84,5.328,1.032,0.041,50.919
2022-01-02 17:00:00+01:00,53.82,3454.6600000000003,31.36,508.13,4793.72,211.837,19.032,5.5920000000000005,1.032,0.0,57.562999999999995
2022-01-02 18:00:00+01:00,53.82,2789.6400000000003,30.87,521.85,4883.1,211.837,24.456,5.664,1.032,0.0,60.489
2022-01-02 19:00:00+01:00,53.59,2869.1800000000003,30.87,519.89,4912.620000000001,214.036,13.44,5.5440000000000005,1.032,0.0,64.691
2022-01-02 20:00:00+01:00,53.82,2983.98,30.87,518.91,4774.860000000001,214.036,5.136,5.448,1.032,0.0,65.241
2022-01-02 21:00:00+01:00,53.36,2523.1400000000003,30.87,523.3199999999999,4749.4400000000005,214.036,0.456,5.04,1.032,0.0,66.583
2022-01-02 22:00:00+01:00,52.21,2072.1400000000003,30.87,503.23,4700.240000000001,213.303,0.792,4.824,0.12,0.0,67.628
2022-01-02 23:00:00+01:00,52.67,1752.3400000000001,31.36,477.26,4551.820000000001,212.57,0.096,4.8,0.0,0.0,66.682
2022-01-03 00:00:00+01:00,51.52,1669.5200000000002,31.36,475.3,4539.52,213.303,0.0,4.656,0.0,0.0,66.869
2022-01-03 01:00:00+01:00,51.75,1799.9,31.36,501.76,4609.22,211.837,0.0,4.416,0.0,0.0,63.294
2022-01-03 02:00:00+01:00,51.75,1825.3200000000002,31.36,502.74,4605.120000000001,211.837,0.0,4.416,0.0,0.0,59.806999999999995
2022-01-03 03:00:00+01:00,51.75,1923.7200000000003,31.849999999999998,496.86,4716.64,211.10399999999998,0.0,4.416,0.0,0.0,56.144
2022-01-03 04:00:00+01:00,51.29,2156.6000000000004,31.36,489.02,4991.34,211.10399999999998,0.0,4.416,0.0,0.0,51.831999999999994
2022-01-03 05:00:00+01:00,52.21,2627.28,31.36,498.82,5378.38,211.10399999999998,0.384,4.488,0.0,0.0,45.419
2022-01-03 06:00:00+01:00,53.13,3651.4600000000005,31.849999999999998,503.71999999999997,5997.4800000000005,212.57,1.6320000000000001,4.776,0.912,0.0,42.724
2022-01-03 07:00:00+01:00,52.67,4447.68,31.849999999999998,556.15,7017.56,214.036,1.92,5.088,1.032,0.041,39.721
2022-01-03 08:00:00+01:00,53.13,4636.280000000001,32.339999999999996,591.43,7557.120000000001,215.502,4.224,5.352,1.032,2.337,40.425
2022-01-03 09:00:00+01:00,53.82,4929.02,31.849999999999998,566.4399999999999,7630.920000000001,215.502,1.1280000000000001,5.688,1.032,5.904,41.25
2022-01-03 10:00:00+01:00,54.050000000000004,5058.580000000001,31.36,526.26,6947.040000000001,215.502,0.024,5.712,1.032,11.234,43.846
2022-01-03 11:00:00+01:00,53.82,5042.18,31.849999999999998,527.24,6883.080000000001,214.036,1.104,5.712,1.032,17.097,47.509
2022-01-03 12:00:00+01:00,54.28,5034.8,31.849999999999998,526.75,6984.76,214.036,5.928,5.784,1.032,21.853,50.434999999999995
2022-01-03 13:00:00+01:00,53.82,4965.92,31.849999999999998,521.36,7046.26,214.036,4.5360000000000005,5.808,1.032,17.712,53.119
2022-01-03 14:00:00+01:00,54.050000000000004,5004.46,31.849999999999998,521.85,7079.06,214.036,1.344,5.832,1.032,13.571,53.669
2022-01-03 15:00:00+01:00,54.050000000000004,5039.72,31.849999999999998,523.3199999999999,6949.500000000001,215.502,9.96,5.832,1.032,4.3870000000000005,54.108999999999995
2022-01-03 16:00:00+01:00,53.59,5052.84,32.339999999999996,527.73,7169.26,215.502,16.344,5.976,1.032,0.28700000000000003,52.458999999999996
2022-01-03 17:00:00+01:00,53.82,5096.3,30.87,530.18,7089.72,213.303,18.648,6.048,1.032,0.0,49.885
2022-01-03 18:00:00+01:00,54.050000000000004,5090.56,30.87,527.24,7179.920000000001,210.371,16.992,6.408,1.032,0.0,47.068999999999996
2022-01-03 19:00:00+01:00,53.82,5105.320000000001,31.36,535.08,7360.320000000001,205.97299999999998,8.112,6.24,1.032,0.0,46.596
2022-01-03 20:00:00+01:00,54.050000000000004,5108.6,31.849999999999998,536.06,7239.780000000001,211.837,2.52,6.048,1.032,0.0,47.849999999999994
2022-01-03 21:00:00+01:00,53.82,4974.120000000001,31.849999999999998,524.79,6435.360000000001,211.837,0.14400000000000002,5.736,1.032,0.0,48.102999999999994
2022-01-03 22:00:00+01:00,53.59,4280.400000000001,32.339999999999996,506.17,5997.4800000000005,214.036,0.0,5.736,1.032,0.0,47.278
2022-01-03 23:00:00+01:00,53.59,3503.0400000000004,31.36,499.8,5963.860000000001,214.036,0.0,5.688,1.032,0.0,48.037
2022-01-04 00:00:00+01:00,51.980000000000004,3849.9,31.36,479.71,5931.06,213.303,0.0,5.688,0.12,0.0,46.849
2022-01-04 01:00:00+01:00,51.980000000000004,3701.4800000000005,31.36,477.75,5935.160000000001,213.303,0.0,5.688,0.0,0.0,43.538
2022-01-04 02:00:00+01:00,52.440000000000005,3629.32,30.87,477.26,5960.580000000001,216.23499999999999,0.0,5.712,0.0,0.0,40.832
2022-01-04 03:00:00+01:00,52.67,3526.82,31.36,476.28,5979.4400000000005,214.769,0.0,5.712,0.0,0.0,40.897999999999996
2022-01-04 04:00:00+01:00,52.900000000000006,3653.1000000000004,32.339999999999996,477.75,6054.88,214.036,0.0,5.688,0.0,0.0,38.533
2022-01-04 05:00:00+01:00,54.050000000000004,4380.4400000000005,31.36,508.62,6178.700000000001,212.57,0.0,5.664,0.0,0.0,36.146
2022-01-04 06:00:00+01:00,54.050000000000004,5011.02,32.339999999999996,575.75,6573.120000000001,212.57,0.048,5.472,0.912,0.0,33.714999999999996
2022-01-04 07:00:00+01:00,54.050000000000004,5293.92,32.339999999999996,584.08,7678.4800000000005,212.57,0.384,5.472,1.032,0.041,30.546999999999997
2022-01-04 08:00:00+01:00,54.050000000000004,5206.18,32.83,594.86,8286.1,211.837,0.48,5.64,1.032,2.5420000000000003,29.732999999999997
2022-01-04 09:00:00+01:00,53.82,5246.360000000001,32.339999999999996,607.11,8359.900000000001,211.837,0.48,5.952,1.032,7.503,25.476
2022-01-04 10:00:00+01:00,53.36,5303.76,31.849999999999998,632.59,8354.16,208.905,1.056,6.144,1.032,15.088000000000001,20.471
2022-01-04 11:00:00+01:00,53.82,5445.620000000001,31.36,683.55,8538.66,208.172,7.104,6.48,1.032,19.598000000000003,17.93
2022-01-04 12:00:00+01:00,53.82,5537.46,31.36,752.64,8554.24,206.706,6.096,6.5520000000000005,1.032,18.942,15.796
2022-01-04 13:00:00+01:00,54.28,5479.240000000001,31.36,835.9399999999999,8544.400000000001,205.97299999999998,8.328,6.5280000000000005,1.032,14.186,14.222999999999999
2022-01-04 14:00:00+01:00,54.28,5226.68,31.36,892.78,8568.18,205.97299999999998,9.072000000000001,6.5520000000000005,1.032,10.332,14.332999999999998
2022-01-04 15:00:00+01:00,53.82,5234.06,30.87,894.25,8587.04,206.706,9.624,6.648000000000001,1.032,2.911,16.477999999999998
2022-01-04 16:00:00+01:00,53.36,5280.8,31.849999999999998,832.51,8487.820000000002,207.439,9.384,6.72,1.032,0.041,17.962999999999997
2022-01-04 17:00:00+01:00,52.900000000000006,5269.320000000001,30.87,817.81,8259.86,208.172,11.472,6.888,1.032,0.0,20.250999999999998
2022-01-04 18:00:00+01:00,53.59,5245.54,31.849999999999998,816.34,8067.9800000000005,208.172,14.832,6.744,1.032,0.0,23.122
2022-01-04 19:00:00+01:00,53.82,5240.620000000001,31.36,816.34,7754.740000000001,209.638,8.16,6.312,1.032,0.0,27.423
2022-01-04 20:00:00+01:00,53.82,5235.700000000001,31.36,809.97,7448.880000000001,211.837,3.096,6.312,1.032,0.0,32.043
2022-01-04 21:00:00+01:00,53.59,5276.700000000001,31.36,731.5699999999999,6960.160000000001,210.371,6.192,6.336,1.032,0.0,31.602999999999998
2022-01-04 22:00:00+01:00,54.28,5073.34,31.36,721.77,6169.68,211.10399999999998,3.024,5.928,1.032,0.0,32.196999999999996
2022-01-04 23:00:00+01:00,53.36,3945.0200000000004,31.36,712.46,6156.56,210.371,0.0,5.832,1.032,0.0,34.089
2022-01-05 00:00:00+01:00,52.21,3369.38,31.36,747.25,6158.200000000001,210.371,0.0,6.0,0.12,0.0,36.08
2022-01-05 01:00:00+01:00,52.21,3255.4,30.87,759.99,6166.400000000001,209.638,0.0,6.0,0.0,0.0,34.573
2022-01-05 02:00:00+01:00,52.440000000000005,3339.0400000000004,31.36,746.27,6068.000000000001,207.439,0.0,6.0,0.0,0.0,31.041999999999998
2022-01-05 03:00:00+01:00,52.67,3366.92,31.849999999999998,743.8199999999999,6084.400000000001,205.97299999999998,0.0,6.024,0.0,0.0,28.973999999999997
2022-01-05 04:00:00+01:00,53.36,3503.86,31.849999999999998,743.33,6150.000000000001,209.638,0.0,6.0,0.0,0.0,26.224
2022-01-05 05:00:00+01:00,54.050000000000004,4002.4200000000005,31.849999999999998,743.8199999999999,6218.88,208.905,0.0,5.976,0.0,0.0,24.86
2022-01-05 06:00:00+01:00,53.59,4974.9400000000005,32.339999999999996,757.54,6677.26,209.638,0.504,5.928,0.912,0.0,25.299999999999997
2022-01-05 07:00:00+01:00,53.59,5218.4800000000005,31.849999999999998,752.64,7908.900000000001,210.371,1.104,5.928,1.032,0.0,26.532
2022-01-05 08:00:00+01:00,53.59,5310.320000000001,32.83,851.13,8211.480000000001,211.10399999999998,7.224,6.168,1.032,1.7630000000000001,26.84
2022-01-05 09:00:00+01:00,53.36,5281.620000000001,31.36,848.1899999999999,8274.62,211.837,10.752,6.48,1.032,5.412,28.017
2022-01-05 10:00:00+01:00,53.59,5264.400000000001,31.36,871.71,8277.08,211.10399999999998,7.008,6.5760000000000005,1.032,12.095,28.776
2022-01-05 11:00:00+01:00,53.36,5317.700000000001,31.849999999999998,833.98,8333.66,211.10399999999998,3.864,6.6000000000000005,1.032,16.769000000000002,31.328
2022-01-05 12:00:00+01:00,53.82,5273.42,31.849999999999998,871.22,8303.320000000002,200.84199999999998,4.176,6.5760000000000005,1.032,17.015,33.396
2022-01-05 13:00:00+01:00,53.36,5268.5,31.849999999999998,864.85,8254.94,192.046,7.104,6.5760000000000005,1.032,11.767000000000001,33.461999999999996
2022-01-05 14:00:00+01:00,53.82,5277.52,32.339999999999996,821.73,8160.64,214.036,8.736,6.5760000000000005,1.032,8.282,36.784
2022-01-05 15:00:00+01:00,53.36,5313.6,31.849999999999998,759.99,8069.620000000001,219.167,10.392,6.5520000000000005,1.032,3.403,38.83
