,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2017-12-01 01:00:00+02:00,8.51,1664.6000000000001,137.69,58.220000000000006,0.0,4.272,0.216,25.26,0.0,3.68888,6.159999999999999
2017-12-01 02:00:00+02:00,8.51,1708.88,137.69,58.220000000000006,0.0,4.344,0.216,25.248,0.0,3.68888,6.005999999999999
2017-12-01 03:00:00+02:00,8.74,1707.2400000000002,137.2,58.220000000000006,0.0,4.416,0.216,25.236,0.0,4.6111,5.7749999999999995
2017-12-01 04:00:00+02:00,8.74,1679.3600000000001,138.18,58.220000000000006,0.0,4.392,0.216,25.26,0.0,3.68888,5.588
2017-12-01 05:00:00+02:00,8.74,1712.16,135.73,58.220000000000006,0.0,4.464,0.192,25.272000000000002,0.0,4.6111,5.917999999999999
2017-12-01 06:00:00+02:00,8.51,1755.6200000000001,138.18,57.400000000000006,0.0,4.728,0.216,25.224,0.0,3.68888,5.731
2017-12-01 07:00:00+02:00,8.280000000000001,1821.22,136.22,58.220000000000006,0.0,4.896,3.936,25.236,0.0,3.68888,5.763999999999999
2017-12-01 08:00:00+02:00,8.280000000000001,1965.5400000000002,137.69,58.220000000000006,0.0,5.496,6.192,25.248,0.533,4.6111,5.6979999999999995
2017-12-01 09:00:00+02:00,8.280000000000001,2026.2200000000003,136.71,58.220000000000006,0.0,5.5920000000000005,6.144,25.26,1.6400000000000001,4.6111,5.819
2017-12-01 10:00:00+02:00,8.280000000000001,2014.7400000000002,135.24,58.220000000000006,0.0,5.088,3.2880000000000003,25.248,2.665,3.68888,5.840999999999999
2017-12-01 11:00:00+02:00,8.74,1905.68,135.73,59.040000000000006,0.0,5.328,4.728,25.236,4.264,3.68888,5.752999999999999
2017-12-01 12:00:00+02:00,8.280000000000001,1943.4,135.73,59.040000000000006,0.0,5.4,3.8160000000000003,25.224,3.9770000000000003,3.68888,5.279999999999999
2017-12-01 13:00:00+02:00,8.280000000000001,2027.0400000000002,136.71,58.220000000000006,0.0,5.712,3.2880000000000003,25.236,3.403,3.68888,4.862
2017-12-01 14:00:00+02:00,8.280000000000001,2002.44,136.71,58.220000000000006,0.0,5.832,3.048,25.236,1.845,3.68888,4.598
2017-12-01 15:00:00+02:00,8.280000000000001,1996.7,138.67,57.400000000000006,0.0,6.216,4.5840000000000005,25.26,0.779,4.6111,4.707999999999999
2017-12-01 16:00:00+02:00,8.280000000000001,2128.7200000000003,139.65,57.400000000000006,0.6,6.24,6.072,25.272000000000002,0.041,4.6111,4.125
2017-12-01 17:00:00+02:00,8.280000000000001,2043.44,143.57,57.400000000000006,9.984,5.856,3.984,25.26,0.0,4.6111,3.8939999999999997
2017-12-01 18:00:00+02:00,8.280000000000001,1932.7400000000002,142.59,57.400000000000006,16.392,5.736,4.032,25.248,0.0,4.6111,4.1579999999999995
2017-12-01 19:00:00+02:00,8.51,1800.72,146.02,57.400000000000006,16.68,5.64,4.872,25.236,0.0,3.68888,4.598
2017-12-01 20:00:00+02:00,8.280000000000001,1772.0200000000002,146.02,57.400000000000006,10.248,5.64,6.168,25.26,0.0,3.68888,5.346
2017-12-01 21:00:00+02:00,8.280000000000001,1594.9,146.02,57.400000000000006,4.944,5.496,6.984,25.236,0.0,3.68888,5.984
2017-12-01 22:00:00+02:00,8.74,1538.3200000000002,144.55,57.400000000000006,4.728,5.448,5.5440000000000005,25.26,0.0,3.68888,5.951
2017-12-01 23:00:00+02:00,8.74,1626.0600000000002,148.96,59.040000000000006,2.088,5.4,1.296,25.26,0.0,3.68888,5.7749999999999995
2017-12-02 00:00:00+02:00,8.74,1658.8600000000001,152.39,58.220000000000006,0.0,5.136,1.056,25.272000000000002,0.0,3.68888,6.05
2017-12-02 01:00:00+02:00,8.51,1729.38,152.88,58.220000000000006,0.0,5.232,1.056,25.26,0.0,3.68888,6.226
2017-12-02 02:00:00+02:00,8.74,1752.3400000000001,152.88,58.220000000000006,0.0,4.992,0.216,25.236,0.0,3.68888,6.2589999999999995
2017-12-02 03:00:00+02:00,8.74,1749.88,153.37,58.220000000000006,0.0,4.92,0.216,25.26,0.0,3.68888,5.951
2017-12-02 04:00:00+02:00,8.51,1707.2400000000002,152.88,57.400000000000006,0.0,4.92,0.216,25.296,0.0,3.68888,6.005999999999999
2017-12-02 05:00:00+02:00,8.280000000000001,1671.16,152.88,57.400000000000006,0.0,4.728,0.192,25.26,0.0,3.68888,6.170999999999999
2017-12-02 06:00:00+02:00,8.51,1693.3000000000002,153.85999999999999,57.400000000000006,0.0,4.728,0.216,25.236,0.0,3.68888,6.0169999999999995
2017-12-02 07:00:00+02:00,8.51,1635.9,151.41,57.400000000000006,0.0,4.872,0.216,25.26,0.082,3.68888,6.082999999999999
2017-12-02 08:00:00+02:00,8.280000000000001,1677.72,151.9,57.400000000000006,0.0,4.68,2.2800000000000002,25.248,1.312,3.68888,6.028
2017-12-02 09:00:00+02:00,8.51,1701.5000000000002,153.37,57.400000000000006,3.168,4.92,4.008,25.26,3.2800000000000002,3.68888,5.819
2017-12-02 10:00:00+02:00,8.51,1697.4,154.35,56.580000000000005,3.432,5.16,4.2,25.248,4.346,3.68888,5.6979999999999995
2017-12-02 11:00:00+02:00,8.51,1712.98,151.9,57.400000000000006,3.864,5.28,3.168,25.152,5.166,3.68888,5.609999999999999
2017-12-02 12:00:00+02:00,8.280000000000001,1791.7,152.88,57.400000000000006,0.0,5.232,6.168,25.044,5.207,3.68888,4.707999999999999
2017-12-02 13:00:00+02:00,8.280000000000001,1871.2400000000002,152.88,57.400000000000006,0.0,5.4,6.264,25.056,2.7470000000000003,3.68888,3.1679999999999997
2017-12-02 14:00:00+02:00,8.280000000000001,1861.4,153.85999999999999,58.220000000000006,0.0,5.424,7.248,25.044,1.435,3.68888,1.8809999999999998
2017-12-02 15:00:00+02:00,8.74,2054.1000000000004,151.9,59.040000000000006,0.0,5.688,4.5120000000000005,25.224,0.451,3.68888,1.331
2017-12-02 16:00:00+02:00,8.51,2111.5,153.37,59.040000000000006,0.0,5.5440000000000005,9.168000000000001,25.224,0.041,3.68888,0.814
2017-12-02 17:00:00+02:00,8.51,2034.42,155.32999999999998,59.040000000000006,9.552,5.5200000000000005,15.888,25.224,0.0,3.68888,0.38499999999999995
2017-12-02 18:00:00+02:00,8.51,1891.7400000000002,150.92,59.86000000000001,13.632,5.688,15.888,25.224,0.0,3.68888,0.572
2017-12-02 19:00:00+02:00,8.51,1843.3600000000001,154.35,57.400000000000006,13.704,5.664,12.84,25.26,0.0,3.68888,0.726
2017-12-02 20:00:00+02:00,8.51,1785.96,152.88,58.220000000000006,12.72,5.664,7.488,25.248,0.0,3.68888,0.704
2017-12-02 21:00:00+02:00,8.51,1776.1200000000001,152.39,58.220000000000006,9.744,5.688,5.304,25.248,0.0,3.68888,0.869
2017-12-02 22:00:00+02:00,8.51,1767.92,153.85999999999999,59.86000000000001,7.056,5.76,4.5600000000000005,25.248,0.0,3.68888,0.9349999999999999
2017-12-02 23:00:00+02:00,8.280000000000001,1697.4,154.35,59.040000000000006,0.5760000000000001,5.688,5.832,25.248,0.0,3.68888,1.155
2017-12-03 00:00:00+02:00,8.280000000000001,1608.0200000000002,151.41,58.220000000000006,0.0,5.832,0.216,25.26,0.0,3.68888,1.771
2017-12-03 01:00:00+02:00,8.280000000000001,1662.96,150.43,59.040000000000006,0.0,5.5680000000000005,0.216,25.236,0.0,3.68888,1.771
2017-12-03 02:00:00+02:00,8.51,1691.66,150.92,59.86000000000001,0.0,5.5680000000000005,0.216,25.26,0.0,3.68888,1.837
2017-12-03 03:00:00+02:00,8.280000000000001,1571.1200000000001,150.43,59.86000000000001,0.0,5.448,0.216,25.26,0.0,3.68888,1.8479999999999999
2017-12-03 04:00:00+02:00,8.280000000000001,1546.5200000000002,151.41,59.86000000000001,0.0,5.4,0.216,25.224,0.0,3.68888,1.7269999999999999
2017-12-03 05:00:00+02:00,8.280000000000001,1566.2,149.94,58.220000000000006,0.0,5.256,0.216,25.224,0.0,3.68888,1.837
2017-12-03 06:00:00+02:00,8.51,1656.4,151.41,59.040000000000006,0.0,5.232,0.216,25.236,0.0,3.68888,1.98
2017-12-03 07:00:00+02:00,8.51,1696.5800000000002,149.94,59.040000000000006,0.0,5.376,1.1520000000000001,25.248,0.041,3.68888,1.7819999999999998
