,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2017-04-01 00:00:00+02:00,346.0,1899.0,,0.0,45.0,19.0,2878.0,399.0,0.0,250.0,21.0,175.0
2017-04-01 01:00:00+02:00,340.0,1775.0,,0.0,31.0,19.0,2889.0,390.0,0.0,251.0,59.0,247.0
2017-04-01 02:00:00+02:00,346.0,1702.0,,0.0,264.0,19.0,2902.0,372.0,0.0,254.0,126.0,279.0
2017-04-01 03:00:00+02:00,350.0,1712.0,,0.0,192.0,19.0,2904.0,371.0,0.0,251.0,195.0,253.0
2017-04-01 04:00:00+02:00,349.0,1683.0,,0.0,257.0,19.0,2904.0,394.0,0.0,252.0,248.0,223.0
2017-04-01 05:00:00+02:00,350.0,1803.0,,0.0,491.0,19.0,2905.0,439.0,0.0,253.0,97.0,238.0
2017-04-01 06:00:00+02:00,351.0,2048.0,,0.0,24.0,19.0,2908.0,517.0,0.0,254.0,108.0,161.0
2017-04-01 07:00:00+02:00,349.0,2022.0,,0.0,2.0,19.0,2908.0,582.0,5.0,254.0,124.0,145.0
2017-04-01 08:00:00+02:00,353.0,2053.0,,0.0,2.0,19.0,2908.0,607.0,78.0,254.0,153.0,149.0
2017-04-01 09:00:00+02:00,349.0,2132.0,,0.0,9.0,20.0,2909.0,639.0,211.0,251.0,117.0,116.0
2017-04-01 10:00:00+02:00,346.0,2132.0,,0.0,52.0,21.0,2909.0,674.0,442.0,253.0,120.0,86.0
2017-04-01 11:00:00+02:00,347.0,2062.0,,0.0,32.0,23.0,2908.0,671.0,737.0,253.0,146.0,88.0
2017-04-01 12:00:00+02:00,346.0,1926.0,,0.0,11.0,24.0,2907.0,641.0,974.0,253.0,144.0,71.0
2017-04-01 13:00:00+02:00,341.0,1990.0,,0.0,19.0,23.0,2906.0,607.0,930.0,254.0,99.0,89.0
2017-04-01 14:00:00+02:00,306.0,2088.0,,0.0,5.0,23.0,2904.0,622.0,735.0,252.0,68.0,93.0
2017-04-01 15:00:00+02:00,303.0,2022.0,,0.0,84.0,23.0,2904.0,653.0,529.0,252.0,56.0,92.0
2017-04-01 16:00:00+02:00,303.0,2063.0,,0.0,93.0,22.0,2904.0,653.0,381.0,252.0,58.0,102.0
2017-04-01 17:00:00+02:00,303.0,2121.0,,0.0,117.0,22.0,2906.0,657.0,265.0,254.0,91.0,94.0
2017-04-01 18:00:00+02:00,314.0,2098.0,,0.0,9.0,21.0,2907.0,641.0,218.0,255.0,159.0,91.0
2017-04-01 19:00:00+02:00,316.0,2076.0,,0.0,34.0,20.0,2906.0,590.0,81.0,252.0,193.0,96.0
2017-04-01 20:00:00+02:00,289.0,2042.0,,0.0,108.0,21.0,2905.0,522.0,2.0,254.0,204.0,111.0
2017-04-01 21:00:00+02:00,291.0,2087.0,,0.0,143.0,21.0,2904.0,527.0,0.0,254.0,212.0,139.0
2017-04-01 22:00:00+02:00,304.0,2041.0,,0.0,1.0,22.0,2906.0,477.0,0.0,254.0,246.0,173.0
2017-04-01 23:00:00+02:00,319.0,2033.0,,0.0,10.0,23.0,2909.0,434.0,0.0,253.0,246.0,181.0
2017-04-02 00:00:00+02:00,341.0,1798.0,,0.0,149.0,23.0,2909.0,370.0,0.0,253.0,220.0,162.0
2017-04-02 01:00:00+02:00,342.0,1571.0,,0.0,60.0,21.0,2909.0,367.0,0.0,252.0,205.0,113.0
2017-04-02 02:00:00+02:00,343.0,1502.0,,0.0,56.0,20.0,2909.0,388.0,0.0,253.0,199.0,81.0
2017-04-02 03:00:00+02:00,347.0,1525.0,,0.0,512.0,20.0,2910.0,417.0,0.0,254.0,157.0,79.0
2017-04-02 04:00:00+02:00,344.0,1529.0,,0.0,579.0,20.0,2911.0,476.0,0.0,252.0,101.0,81.0
