,Biomass,Fossil Brown coal/Lignite,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2017-06-01 01:00:00+03:00,8.280000000000001,2073.78,0.0,6.168,12.120000000000001,0.0,1.8259999999999998
2017-06-01 02:00:00+03:00,8.280000000000001,2020.4800000000002,0.0,5.88,12.108,0.0,2.376
2017-06-01 03:00:00+03:00,8.280000000000001,1999.16,0.0,5.832,12.132,0.0,2.178
2017-06-01 04:00:00+03:00,8.280000000000001,2012.2800000000002,0.0,5.712,12.144,0.0,1.98
2017-06-01 05:00:00+03:00,8.05,2005.7200000000003,0.0,5.856,12.120000000000001,0.0,2.211
2017-06-01 06:00:00+03:00,8.05,1919.6200000000001,0.0,5.976,12.132,0.9430000000000001,2.695
2017-06-01 07:00:00+03:00,8.280000000000001,2020.4800000000002,0.912,13.224,12.120000000000001,4.223,2.178
2017-06-01 08:00:00+03:00,8.280000000000001,2075.42,0.0,13.704,12.108,10.865,1.43
2017-06-01 09:00:00+03:00,8.280000000000001,2082.8,0.0,11.688,12.120000000000001,18.245,1.1989999999999998
2017-06-01 10:00:00+03:00,8.05,2102.48,0.0,7.392,12.120000000000001,24.969,0.6489999999999999
2017-06-01 11:00:00+03:00,8.05,2082.8,0.0,7.128,12.120000000000001,28.659000000000002,0.418
2017-06-01 12:00:00+03:00,8.74,2075.42,0.0,7.224,12.120000000000001,29.807000000000002,0.528
2017-06-01 13:00:00+03:00,8.51,2164.8,0.0,7.992,12.108,29.151,0.39599999999999996
2017-06-01 14:00:00+03:00,8.51,2181.2000000000003,0.0,7.968,12.132,27.224,0.21999999999999997
2017-06-01 15:00:00+03:00,8.05,2165.6200000000003,0.0,9.6,12.120000000000001,24.682000000000002,0.27499999999999997
2017-06-01 16:00:00+03:00,8.280000000000001,2171.36,0.912,10.584,12.120000000000001,19.393,0.23099999999999998
2017-06-01 17:00:00+03:00,8.51,2141.84,3.408,12.84,12.108,12.423,0.34099999999999997
2017-06-01 18:00:00+03:00,8.51,2141.02,3.72,16.848,12.108,6.0680000000000005,0.517
2017-06-01 19:00:00+03:00,8.05,2127.0800000000004,6.216,20.808,12.108,1.804,0.6489999999999999
2017-06-01 20:00:00+03:00,8.280000000000001,2101.6600000000003,9.048,19.128,12.108,0.164,0.7809999999999999
2017-06-01 21:00:00+03:00,8.05,2085.26,10.224,19.608,12.108,0.0,0.968
2017-06-01 22:00:00+03:00,8.05,2051.6400000000003,11.304,15.816,12.084,0.0,1.166
2017-06-01 23:00:00+03:00,8.05,2047.5400000000002,9.528,10.368,12.084,0.0,1.067
2017-06-02 00:00:00+03:00,8.51,2079.52,0.07200000000000001,9.816,12.108,0.0,0.9019999999999999
2017-06-02 01:00:00+03:00,8.51,2018.0200000000002,0.0,6.048,12.108,0.0,0.836
2017-06-02 02:00:00+03:00,8.280000000000001,1968.0000000000002,0.0,6.0,12.120000000000001,0.0,1.056
2017-06-02 03:00:00+03:00,8.280000000000001,1942.5800000000002,0.0,5.472,12.120000000000001,0.0,1.639
2017-06-02 04:00:00+03:00,8.51,1909.7800000000002,0.0,5.5440000000000005,12.120000000000001,0.0,2.574
2017-06-02 05:00:00+03:00,8.51,1813.0200000000002,0.0,5.424,12.132,0.0,3.256
2017-06-02 06:00:00+03:00,8.280000000000001,1936.8400000000001,0.0,5.448,12.120000000000001,1.066,2.8379999999999996
2017-06-02 07:00:00+03:00,8.280000000000001,1889.2800000000002,0.0,12.288,12.120000000000001,4.51,2.189
2017-06-02 08:00:00+03:00,8.280000000000001,1962.2600000000002,0.0,12.888,12.132,11.07,2.1559999999999997
2017-06-02 09:00:00+03:00,8.05,1956.5200000000002,0.0,10.92,12.132,18.491,2.3979999999999997
2017-06-02 10:00:00+03:00,8.05,2022.94,0.0,7.416,12.144,24.231,1.5399999999999998
2017-06-02 11:00:00+03:00,8.280000000000001,2078.7000000000003,0.0,6.6000000000000005,12.144,27.306,0.825
2017-06-02 12:00:00+03:00,8.280000000000001,2056.56,0.0,5.952,12.120000000000001,28.454,0.759
2017-06-02 13:00:00+03:00,8.51,2100.02,0.0,7.5840000000000005,12.120000000000001,26.650000000000002,0.737
2017-06-02 14:00:00+03:00,8.51,2160.7000000000003,0.0,8.256,12.108,21.812,0.484
2017-06-02 15:00:00+03:00,8.280000000000001,2197.6000000000004,0.0,8.616,12.084,16.728,0.34099999999999997
2017-06-02 16:00:00+03:00,8.51,2239.42,0.0,10.728,12.096,10.865,0.38499999999999995
2017-06-02 17:00:00+03:00,8.74,2175.46,2.52,13.128,12.096,7.872,0.495
2017-06-02 18:00:00+03:00,8.51,2152.5,3.7920000000000003,15.24,12.096,5.33,0.264
2017-06-02 19:00:00+03:00,8.51,2186.1200000000003,7.488,17.712,12.096,2.132,0.16499999999999998
2017-06-02 20:00:00+03:00,8.74,2167.26,9.672,16.176000000000002,12.108,0.246,0.187
2017-06-02 21:00:00+03:00,8.51,2145.94,10.104000000000001,18.096,12.096,0.0,0.319
2017-06-02 22:00:00+03:00,8.51,2095.92,9.192,15.912,12.096,0.0,0.726
2017-06-02 23:00:00+03:00,8.51,2081.98,4.176,13.128,12.108,0.0,1.067
2017-06-03 00:00:00+03:00,8.74,1995.0600000000002,0.0,8.544,12.096,0.0,1.5399999999999998
2017-06-03 01:00:00+03:00,8.74,1991.7800000000002,0.0,5.5200000000000005,12.096,0.0,1.067
