,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2017-06-01 00:00:00+02:00,255.07000000000002,3054.9100000000003,303.9225,1568.2500000000002,42.1475,0.133,2.34,12.69,0.588,0.0,23.04,769.7750000000001,,0.0,55.333200000000005,4.455,18.4195
2017-06-01 00:15:00+02:00,255.53,3053.065,306.25,1516.5900000000001,41.048,0.133,0.06,12.732000000000001,0.342,0.0,23.022000000000002,718.9350000000001,,0.0,56.485975,4.305,18.15825
2017-06-01 00:30:00+02:00,255.53,3056.96,306.1275,1491.375,39.39875,0.133,0.06,12.732000000000001,0.33,0.0,23.016000000000002,679.985,,0.0,56.485975,4.284,17.61375
2017-06-01 00:45:00+02:00,255.47250000000003,3053.2700000000004,305.3925,1466.16,39.2155,0.1425,0.618,12.714,0.20400000000000001,0.0,23.013,671.7850000000001,,0.0,54.641535000000005,4.176,16.94275
2017-06-01 01:00:00+02:00,255.41500000000002,3061.0600000000004,306.495,1403.43,39.948499999999996,0.1425,0.066,12.714,0.5640000000000001,0.0,23.07,661.74,,0.0,55.563755,3.996,16.72
2017-06-01 01:15:00+02:00,255.3,3063.315,306.6175,1379.65,40.49825,0.1425,0.06,12.72,0.33,0.0,23.079,636.32,,0.0,56.947085,3.831,16.5825
2017-06-01 01:30:00+02:00,254.66750000000002,3061.2650000000003,305.3925,1343.365,41.4145,0.1425,0.618,12.726,0.5700000000000001,0.0,23.082,674.0400000000001,,0.0,57.177640000000004,3.5580000000000003,16.4945
2017-06-01 01:45:00+02:00,255.01250000000002,3047.3250000000003,298.40999999999997,1311.5900000000001,41.4145,0.1425,0.054,12.72,0.372,0.0,23.028000000000002,670.7600000000001,,0.0,55.102645,3.477,16.13975
2017-06-01 02:00:00+02:00,255.1275,3072.13,294.49,1255.42,41.231249999999996,0.1425,0.03,12.708,0.402,0.0,23.079,707.25,,0.0,54.87209,3.471,15.672249999999998
2017-06-01 02:15:00+02:00,255.01250000000002,3069.0550000000003,295.225,1227.95,40.6815,0.1425,0.03,12.702,0.186,0.0,23.064,705.4050000000001,,0.0,54.641535000000005,3.282,15.57325
2017-06-01 02:30:00+02:00,254.955,3063.7250000000004,294.245,1220.5700000000002,40.13175,0.1425,0.03,12.696,0.444,0.0,23.055,706.6350000000001,,0.0,54.87209,3.186,15.237749999999998
2017-06-01 02:45:00+02:00,255.07000000000002,3064.9550000000004,294.0,1202.1200000000001,39.948499999999996,0.1425,0.03,12.708,0.51,0.0,23.085,706.4300000000001,,0.0,56.947085,3.201,14.53925
