,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2017-03-31 23:00:00+01:00,11302.0,845.0,0.0,0.0,700.0,7561.0,2093.0,0.0,1188.0,2824.0
2017-03-31 23:30:00+01:00,9924.0,705.0,0.0,0.0,651.0,7564.0,2084.0,0.0,1208.0,2714.0
2017-04-01 00:00:00+01:00,8738.0,614.0,0.0,0.0,523.0,7562.0,2091.0,0.0,1413.0,2548.0
2017-04-01 00:30:00+01:00,8371.0,585.0,0.0,0.0,523.0,7561.0,2072.0,0.0,1286.0,2325.0
2017-04-01 01:00:00+01:00,8804.0,576.0,0.0,0.0,479.0,7556.0,2071.0,0.0,1234.0,2160.0
2017-04-01 01:30:00+01:00,9170.0,609.0,0.0,0.0,480.0,7567.0,2070.0,0.0,1157.0,1999.0
2017-04-01 02:00:00+01:00,9360.0,684.0,0.0,0.0,479.0,7557.0,2074.0,0.0,1271.0,1880.0
2017-04-01 02:30:00+01:00,9196.0,669.0,0.0,0.0,480.0,7557.0,2083.0,0.0,1318.0,1733.0
2017-04-01 03:00:00+01:00,9123.0,603.0,0.0,0.0,479.0,7557.0,2090.0,0.0,1289.0,1563.0
2017-04-01 03:30:00+01:00,8850.0,575.0,0.0,0.0,478.0,7563.0,2089.0,0.0,1374.0,1541.0
2017-04-01 04:00:00+01:00,8747.0,581.0,0.0,0.0,481.0,7554.0,2085.0,0.0,1348.0,1365.0
2017-04-01 04:30:00+01:00,8691.0,580.0,0.0,0.0,488.0,7554.0,2086.0,0.0,1419.0,1282.0
2017-04-01 05:00:00+01:00,8556.0,575.0,0.0,0.0,517.0,7552.0,2089.0,0.0,1390.0,1149.0
2017-04-01 05:30:00+01:00,8495.0,574.0,0.0,0.0,516.0,7559.0,2089.0,0.0,1384.0,1081.0
2017-04-01 06:00:00+01:00,9185.0,579.0,0.0,0.0,590.0,7552.0,2089.0,0.0,1212.0,997.0
2017-04-01 06:30:00+01:00,9859.0,820.0,0.0,197.0,609.0,7563.0,2091.0,20.0,1054.0,946.0
2017-04-01 07:00:00+01:00,10629.0,830.0,0.0,171.0,726.0,7550.0,2087.0,205.0,927.0,881.0
2017-04-01 07:30:00+01:00,12115.0,573.0,0.0,407.0,741.0,7552.0,2090.0,520.0,972.0,887.0
2017-04-01 08:00:00+01:00,13390.0,600.0,0.0,352.0,836.0,7552.0,2091.0,904.0,952.0,850.0
2017-04-01 08:30:00+01:00,14383.0,644.0,0.0,335.0,877.0,7558.0,2091.0,1400.0,961.0,849.0
2017-04-01 09:00:00+01:00,14980.0,643.0,0.0,387.0,968.0,7549.0,2089.0,2040.0,1036.0,909.0
2017-04-01 09:30:00+01:00,15340.0,613.0,0.0,535.0,923.0,7555.0,2090.0,2570.0,961.0,893.0
2017-04-01 10:00:00+01:00,15412.0,548.0,0.0,617.0,802.0,7554.0,2091.0,2980.0,1013.0,885.0
2017-04-01 10:30:00+01:00,15518.0,570.0,0.0,327.0,774.0,7561.0,2091.0,3330.0,1022.0,904.0
2017-04-01 11:00:00+01:00,15274.0,549.0,0.0,345.0,688.0,7551.0,2089.0,3750.0,967.0,942.0
2017-04-01 11:30:00+01:00,14860.0,486.0,0.0,301.0,643.0,7554.0,2089.0,4250.0,1059.0,927.0
2017-04-01 12:00:00+01:00,14913.0,299.0,0.0,316.0,454.0,7549.0,2082.0,4340.0,994.0,988.0
2017-04-01 12:30:00+01:00,14268.0,299.0,0.0,358.0,448.0,7556.0,2061.0,4590.0,1106.0,1040.0
2017-04-01 13:00:00+01:00,13748.0,299.0,0.0,301.0,437.0,7565.0,2062.0,4570.0,1180.0,1198.0
2017-04-01 13:30:00+01:00,12624.0,299.0,0.0,343.0,427.0,7564.0,2061.0,4450.0,1420.0,1351.0
2017-04-01 14:00:00+01:00,11759.0,299.0,0.0,307.0,423.0,7570.0,2061.0,4430.0,1569.0,1523.0
2017-04-01 14:30:00+01:00,11380.0,299.0,0.0,307.0,423.0,7575.0,2061.0,4250.0,1577.0,1677.0
2017-04-01 15:00:00+01:00,11224.0,299.0,0.0,303.0,455.0,7562.0,2063.0,3840.0,1557.0,1817.0
2017-04-01 15:30:00+01:00,10887.0,299.0,0.0,151.0,530.0,7570.0,1965.0,3680.0,1580.0,2089.0
2017-04-01 16:00:00+01:00,11035.0,312.0,0.0,301.0,581.0,7560.0,1872.0,3330.0,1469.0,2357.0
2017-04-01 16:30:00+01:00,11720.0,361.0,0.0,302.0,604.0,7565.0,1747.0,2820.0,1546.0,2403.0
2017-04-01 17:00:00+01:00,12831.0,426.0,0.0,302.0,631.0,7558.0,1868.0,2180.0,1416.0,2549.0
2017-04-01 17:30:00+01:00,13939.0,430.0,0.0,317.0,634.0,7552.0,2063.0,1650.0,1318.0,2578.0
2017-04-01 18:00:00+01:00,14605.0,414.0,0.0,308.0,787.0,7555.0,2086.0,1120.0,1221.0,2617.0
2017-04-01 18:30:00+01:00,15202.0,486.0,0.0,301.0,824.0,7557.0,2090.0,614.0,1382.0,2635.0
2017-04-01 19:00:00+01:00,15176.0,616.0,0.0,328.0,962.0,7549.0,2089.0,229.0,1414.0,2757.0
2017-04-01 19:30:00+01:00,15131.0,751.0,0.0,301.0,964.0,7547.0,2091.0,0.0,1402.0,2737.0
2017-04-01 20:00:00+01:00,15900.0,721.0,0.0,774.0,969.0,7545.0,2091.0,0.0,1461.0,2621.0
2017-04-01 20:30:00+01:00,15959.0,707.0,0.0,650.0,966.0,7556.0,2089.0,0.0,1454.0,2700.0
2017-04-01 21:00:00+01:00,15521.0,769.0,0.0,368.0,669.0,7540.0,2088.0,0.0,1474.0,2659.0
2017-04-01 21:30:00+01:00,14677.0,692.0,0.0,301.0,581.0,7550.0,2092.0,0.0,1467.0,2621.0
2017-04-01 22:00:00+01:00,13467.0,641.0,0.0,308.0,475.0,7555.0,2091.0,0.0,1532.0,2565.0
2017-04-01 22:30:00+01:00,12118.0,598.0,0.0,349.0,544.0,7563.0,2090.0,0.0,1524.0,2594.0
2017-04-01 23:00:00+01:00,11158.0,688.0,0.0,0.0,519.0,7552.0,2090.0,0.0,1585.0,2419.0
2017-04-01 23:30:00+01:00,9525.0,796.0,0.0,0.0,513.0,7557.0,2090.0,0.0,1518.0,2330.0
2017-04-02 00:00:00+01:00,8875.0,658.0,0.0,0.0,519.0,7551.0,2092.0,0.0,1396.0,2280.0
2017-04-02 00:30:00+01:00,7887.0,574.0,0.0,0.0,519.0,7566.0,2091.0,0.0,1500.0,2210.0
2017-04-02 01:00:00+01:00,8028.0,575.0,0.0,0.0,522.0,7565.0,2090.0,0.0,1403.0,2143.0
2017-04-02 01:30:00+01:00,8338.0,576.0,0.0,0.0,524.0,7544.0,2089.0,0.0,1280.0,2110.0
2017-04-02 02:00:00+01:00,8542.0,573.0,0.0,0.0,492.0,7556.0,2088.0,0.0,1230.0,1944.0
2017-04-02 02:30:00+01:00,8232.0,574.0,0.0,0.0,491.0,7551.0,2086.0,0.0,1112.0,1886.0
2017-04-02 03:00:00+01:00,7953.0,574.0,0.0,0.0,488.0,7579.0,2076.0,0.0,1065.0,1719.0
2017-04-02 03:30:00+01:00,7965.0,577.0,0.0,0.0,459.0,7556.0,2064.0,0.0,44.0,827.0
2017-04-02 04:00:00+01:00,7863.0,575.0,0.0,0.0,457.0,7562.0,2073.0,0.0,42.0,770.0
2017-04-02 04:30:00+01:00,7729.0,576.0,0.0,0.0,452.0,7557.0,2083.0,0.0,858.0,1562.0
2017-04-02 05:00:00+01:00,7666.0,576.0,0.0,0.0,452.0,7547.0,2081.0,0.0,877.0,1366.0
2017-04-02 05:30:00+01:00,7674.0,575.0,0.0,0.0,452.0,7561.0,2092.0,0.0,836.0,1362.0
2017-04-02 06:00:00+01:00,8292.0,575.0,0.0,0.0,503.0,7557.0,2091.0,0.0,800.0,1252.0
2017-04-02 06:30:00+01:00,8591.0,575.0,0.0,0.0,502.0,7567.0,2093.0,76.0,807.0,1243.0
2017-04-02 07:00:00+01:00,9023.0,583.0,0.0,0.0,576.0,7556.0,2087.0,374.0,828.0,1220.0
2017-04-02 07:30:00+01:00,10710.0,339.0,0.0,0.0,639.0,7563.0,2090.0,829.0,761.0,1124.0
2017-04-02 08:00:00+01:00,11350.0,384.0,0.0,157.0,656.0,7563.0,2092.0,1430.0,715.0,934.0
2017-04-02 08:30:00+01:00,11906.0,528.0,0.0,358.0,674.0,7556.0,2091.0,2120.0,721.0,850.0
2017-04-02 09:00:00+01:00,12701.0,466.0,0.0,347.0,900.0,7559.0,2088.0,2890.0,575.0,765.0
2017-04-02 09:30:00+01:00,13008.0,358.0,0.0,434.0,913.0,7550.0,2090.0,3610.0,545.0,766.0
2017-04-02 10:00:00+01:00,13172.0,257.0,0.0,624.0,906.0,7550.0,2088.0,4300.0,482.0,811.0
2017-04-02 10:30:00+01:00,13049.0,359.0,0.0,608.0,875.0,7547.0,2089.0,4800.0,435.0,870.0
2017-04-02 11:00:00+01:00,13044.0,355.0,0.0,598.0,567.0,7557.0,2089.0,5220.0,442.0,881.0
2017-04-02 11:30:00+01:00,12910.0,339.0,0.0,492.0,497.0,7557.0,2086.0,5640.0,418.0,932.0
2017-04-02 12:00:00+01:00,13040.0,359.0,0.0,530.0,419.0,7548.0,2089.0,5810.0,398.0,949.0
2017-04-02 12:30:00+01:00,12815.0,358.0,0.0,463.0,414.0,7557.0,2094.0,6000.0,425.0,1004.0
2017-04-02 13:00:00+01:00,12525.0,355.0,0.0,302.0,414.0,7557.0,2088.0,6120.0,404.0,1066.0
2017-04-02 13:30:00+01:00,11968.0,305.0,0.0,350.0,407.0,7561.0,2090.0,5990.0,380.0,1112.0
2017-04-02 14:00:00+01:00,11211.0,335.0,0.0,305.0,406.0,7560.0,2089.0,5720.0,350.0,1280.0
2017-04-02 14:30:00+01:00,11050.0,335.0,0.0,303.0,408.0,7560.0,2089.0,5460.0,347.0,1390.0
