,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2017-06-01 02:45:00+02:00,4436.0,14951.0,2400.0,5864.0,218.0,15.0,5.0,2118.0,85.0,0.0,7695.0,3446.0,161.0,0.0,247.0,1067.0,5287.0
2017-06-01 03:00:00+02:00,4444.0,14966.0,2401.0,5497.0,205.0,15.0,5.0,2122.0,71.0,0.0,7698.0,3237.0,161.0,0.0,244.0,1052.0,5155.0
2017-06-01 03:15:00+02:00,4429.0,14953.0,2408.0,5405.0,198.0,15.0,5.0,2120.0,42.0,0.0,7701.0,2971.0,160.0,0.0,240.0,1031.0,5128.0
2017-06-01 03:30:00+02:00,4435.0,14960.0,2414.0,5387.0,197.0,15.0,5.0,2120.0,39.0,0.0,7702.0,2915.0,161.0,0.0,247.0,1003.0,5152.0
2017-06-01 03:45:00+02:00,4437.0,14959.0,2426.0,5384.0,198.0,15.0,5.0,2120.0,46.0,0.0,7697.0,2675.0,161.0,0.0,234.0,1003.0,5174.0
2017-06-01 04:00:00+02:00,4441.0,14981.0,2447.0,5472.0,198.0,15.0,5.0,2122.0,47.0,0.0,7699.0,2866.0,160.0,0.0,233.0,992.0,5179.0
2017-06-01 04:15:00+02:00,4443.0,14956.0,2499.0,5558.0,199.0,15.0,5.0,2125.0,51.0,0.0,7673.0,2872.0,160.0,0.0,236.0,1022.0,5161.0
2017-06-01 04:30:00+02:00,4450.0,14963.0,2560.0,5680.0,198.0,15.0,5.0,2130.0,106.0,0.0,7676.0,2918.0,161.0,0.0,245.0,1055.0,5115.0
2017-06-01 04:45:00+02:00,4467.0,14971.0,2527.0,5772.0,198.0,15.0,5.0,2131.0,118.0,0.0,7684.0,2872.0,161.0,11.0,241.0,1062.0,5052.0
2017-06-01 05:00:00+02:00,4475.0,14940.0,2518.0,5825.0,198.0,15.0,9.0,2127.0,71.0,0.0,7664.0,2823.0,160.0,39.0,242.0,1040.0,5005.0
2017-06-01 05:15:00+02:00,4482.0,14982.0,2515.0,5936.0,198.0,15.0,10.0,2124.0,38.0,0.0,7674.0,3153.0,161.0,95.0,237.0,1034.0,4937.0
2017-06-01 05:30:00+02:00,4474.0,14957.0,2500.0,6295.0,198.0,15.0,10.0,2121.0,46.0,0.0,7692.0,3710.0,161.0,260.0,241.0,1013.0,4709.0
2017-06-01 05:45:00+02:00,4488.0,14943.0,2493.0,6916.0,198.0,15.0,967.0,2120.0,60.0,0.0,7692.0,4042.0,161.0,559.0,238.0,975.0,4572.0
2017-06-01 06:00:00+02:00,4494.0,14931.0,2574.0,7724.0,198.0,15.0,147.0,2120.0,61.0,0.0,7671.0,3879.0,161.0,1006.0,242.0,922.0,4476.0
2017-06-01 06:15:00+02:00,4497.0,14933.0,2692.0,8334.0,198.0,15.0,513.0,2118.0,127.0,0.0,7717.0,3853.0,166.0,1578.0,243.0,898.0,4289.0
2017-06-01 06:30:00+02:00,4505.0,14946.0,2718.0,9026.0,198.0,15.0,665.0,2118.0,155.0,0.0,7717.0,3906.0,166.0,2302.0,236.0,850.0,4003.0
2017-06-01 06:45:00+02:00,4519.0,14992.0,2790.0,9609.0,198.0,15.0,661.0,2126.0,170.0,0.0,7721.0,4275.0,166.0,3185.0,241.0,802.0,3708.0
2017-06-01 07:00:00+02:00,4521.0,14961.0,2925.0,10200.0,197.0,15.0,1500.0,2129.0,137.0,0.0,7839.0,4063.0,171.0,4168.0,236.0,770.0,3511.0
2017-06-01 07:15:00+02:00,4522.0,15008.0,2967.0,10381.0,197.0,15.0,1749.0,2126.0,111.0,0.0,7922.0,4095.0,173.0,5301.0,246.0,730.0,3358.0
2017-06-01 07:30:00+02:00,4512.0,14989.0,2978.0,10443.0,197.0,15.0,1708.0,2124.0,95.0,0.0,7979.0,4154.0,173.0,6525.0,242.0,721.0,3308.0
2017-06-01 07:45:00+02:00,4499.0,14972.0,2973.0,10465.0,197.0,14.0,1244.0,2124.0,99.0,0.0,8045.0,4234.0,173.0,7803.0,247.0,720.0,3292.0
2017-06-01 08:00:00+02:00,4502.0,14928.0,2998.0,10480.0,196.0,14.0,2405.0,2135.0,88.0,0.0,8095.0,4516.0,175.0,9026.0,247.0,703.0,3397.0
2017-06-01 08:15:00+02:00,4503.0,14951.0,3012.0,10516.0,196.0,14.0,1346.0,2141.0,86.0,0.0,8172.0,4849.0,176.0,10369.0,242.0,671.0,3772.0
2017-06-01 08:30:00+02:00,4511.0,14968.0,3010.0,10305.0,197.0,14.0,776.0,2144.0,66.0,0.0,8245.0,4869.0,176.0,11756.0,241.0,629.0,3945.0
2017-06-01 08:45:00+02:00,4496.0,14938.0,2942.0,9974.0,197.0,14.0,677.0,2151.0,105.0,0.0,8324.0,5188.0,176.0,13124.0,245.0,623.0,3953.0
2017-06-01 09:00:00+02:00,4490.0,14858.0,2875.0,9689.0,198.0,14.0,1467.0,2153.0,128.0,0.0,8416.0,5200.0,176.0,14498.0,241.0,552.0,3915.0
2017-06-01 09:15:00+02:00,4504.0,14794.0,2886.0,9702.0,198.0,14.0,587.0,2159.0,145.0,0.0,8504.0,4714.0,176.0,15883.0,237.0,501.0,3718.0
2017-06-01 09:30:00+02:00,4519.0,14748.0,2863.0,9523.0,198.0,14.0,904.0,2157.0,139.0,0.0,8562.0,4698.0,176.0,17123.0,237.0,474.0,3586.0
2017-06-01 09:45:00+02:00,4517.0,14771.0,2850.0,9262.0,198.0,14.0,993.0,2157.0,95.0,0.0,8526.0,4727.0,176.0,18441.0,242.0,476.0,3560.0
2017-06-01 10:00:00+02:00,4518.0,14745.0,2924.0,8813.0,198.0,14.0,207.0,2155.0,66.0,0.0,8392.0,4502.0,176.0,19778.0,238.0,469.0,3483.0
2017-06-01 10:15:00+02:00,4509.0,14726.0,2948.0,8316.0,199.0,14.0,825.0,2156.0,76.0,0.0,8361.0,4817.0,176.0,20835.0,233.0,457.0,3410.0
2017-06-01 10:30:00+02:00,4491.0,14753.0,2915.0,7755.0,199.0,14.0,627.0,2155.0,95.0,0.0,8381.0,4686.0,173.0,21865.0,241.0,418.0,3427.0
2017-06-01 10:45:00+02:00,4479.0,14709.0,2884.0,7189.0,199.0,14.0,684.0,2157.0,110.0,0.0,8389.0,4437.0,171.0,22686.0,242.0,353.0,3501.0
2017-06-01 11:00:00+02:00,4474.0,14146.0,2846.0,7156.0,199.0,14.0,882.0,2160.0,137.0,0.0,8386.0,4350.0,171.0,23414.0,239.0,321.0,3592.0
2017-06-01 11:15:00+02:00,4483.0,13959.0,2825.0,7316.0,200.0,14.0,627.0,2160.0,148.0,0.0,8382.0,4182.0,171.0,24089.0,240.0,278.0,3724.0
2017-06-01 11:30:00+02:00,4486.0,13971.0,2798.0,7411.0,199.0,14.0,532.0,2163.0,150.0,0.0,8380.0,4484.0,171.0,24577.0,244.0,274.0,3689.0
2017-06-01 11:45:00+02:00,4487.0,13965.0,2770.0,7397.0,199.0,14.0,611.0,2163.0,77.0,0.0,8374.0,4354.0,171.0,24878.0,237.0,258.0,3685.0
2017-06-01 12:00:00+02:00,4478.0,14073.0,2710.0,7370.0,199.0,14.0,335.0,2163.0,70.0,0.0,8376.0,4514.0,171.0,25312.0,237.0,242.0,3676.0
2017-06-01 12:15:00+02:00,4469.0,14152.0,2653.0,7303.0,199.0,14.0,304.0,2160.0,70.0,0.0,8376.0,4506.0,169.0,25509.0,235.0,252.0,3550.0
2017-06-01 12:30:00+02:00,4468.0,14200.0,2650.0,7142.0,198.0,14.0,297.0,2160.0,73.0,0.0,8375.0,4477.0,168.0,25469.0,237.0,275.0,3465.0
2017-06-01 12:45:00+02:00,4462.0,14164.0,2627.0,6936.0,198.0,14.0,443.0,2160.0,69.0,0.0,8374.0,4317.0,168.0,25586.0,233.0,295.0,3377.0
2017-06-01 13:00:00+02:00,4463.0,14298.0,2615.0,6891.0,197.0,14.0,554.0,2161.0,84.0,0.0,8395.0,4152.0,168.0,25659.0,232.0,293.0,3357.0
2017-06-01 13:15:00+02:00,4465.0,14246.0,2619.0,6922.0,197.0,14.0,341.0,2163.0,74.0,0.0,8462.0,3930.0,168.0,25688.0,242.0,288.0,3305.0
2017-06-01 13:30:00+02:00,4467.0,14249.0,2636.0,6769.0,197.0,14.0,234.0,2163.0,79.0,0.0,8544.0,3848.0,168.0,25405.0,236.0,252.0,3287.0
2017-06-01 13:45:00+02:00,4470.0,14192.0,2639.0,6407.0,197.0,14.0,348.0,2165.0,74.0,0.0,8622.0,3619.0,168.0,25173.0,237.0,237.0,3290.0
2017-06-01 14:00:00+02:00,4467.0,14078.0,2720.0,6508.0,197.0,14.0,696.0,2162.0,82.0,0.0,8682.0,3721.0,169.0,25007.0,237.0,233.0,3249.0
2017-06-01 14:15:00+02:00,4462.0,14039.0,2747.0,6756.0,198.0,14.0,355.0,2162.0,80.0,0.0,8702.0,3738.0,170.0,24679.0,233.0,234.0,3224.0
2017-06-01 14:30:00+02:00,4459.0,13989.0,2710.0,6882.0,198.0,14.0,333.0,2161.0,80.0,0.0,8706.0,3778.0,170.0,24261.0,238.0,234.0,3155.0
2017-06-01 14:45:00+02:00,4457.0,13998.0,2706.0,6957.0,198.0,14.0,447.0,2158.0,86.0,0.0,8700.0,3729.0,170.0,23845.0,239.0,231.0,3086.0
2017-06-01 15:00:00+02:00,4446.0,14054.0,2754.0,7030.0,199.0,14.0,375.0,2152.0,86.0,0.0,8700.0,3961.0,170.0,23414.0,242.0,231.0,2960.0
2017-06-01 15:15:00+02:00,4460.0,14079.0,2814.0,7181.0,199.0,14.0,437.0,2149.0,108.0,0.0,8698.0,3950.0,170.0,22733.0,242.0,225.0,2893.0
2017-06-01 15:30:00+02:00,4464.0,14121.0,2854.0,7351.0,199.0,14.0,333.0,2148.0,118.0,0.0,8688.0,3751.0,170.0,22128.0,243.0,216.0,2978.0
2017-06-01 15:45:00+02:00,4468.0,14129.0,2860.0,7521.0,198.0,14.0,341.0,2148.0,132.0,0.0,8684.0,3983.0,170.0,21337.0,239.0,206.0,2912.0
2017-06-01 16:00:00+02:00,4470.0,14557.0,2817.0,7783.0,199.0,14.0,1184.0,2147.0,103.0,0.0,8688.0,4124.0,170.0,20453.0,237.0,202.0,2853.0
2017-06-01 16:15:00+02:00,4493.0,14821.0,2831.0,8006.0,199.0,14.0,987.0,2148.0,110.0,0.0,8726.0,4120.0,171.0,19384.0,236.0,192.0,2787.0
2017-06-01 16:30:00+02:00,4506.0,14930.0,2885.0,8297.0,199.0,14.0,1092.0,2151.0,115.0,0.0,8748.0,3923.0,171.0,18442.0,236.0,192.0,2768.0
2017-06-01 16:45:00+02:00,4501.0,14930.0,2910.0,8504.0,198.0,14.0,505.0,2147.0,141.0,0.0,8797.0,4033.0,171.0,17190.0,235.0,209.0,2705.0
2017-06-01 17:00:00+02:00,4469.0,14950.0,2943.0,8767.0,197.0,14.0,817.0,2142.0,106.0,0.0,8917.0,3943.0,170.0,15987.0,236.0,203.0,2697.0
2017-06-01 17:15:00+02:00,4466.0,14958.0,2942.0,9052.0,199.0,14.0,310.0,2138.0,119.0,0.0,8983.0,3859.0,170.0,14677.0,237.0,195.0,2688.0
2017-06-01 17:30:00+02:00,4482.0,14915.0,2941.0,9455.0,197.0,14.0,876.0,2139.0,158.0,0.0,8995.0,4192.0,170.0,13312.0,231.0,208.0,2665.0
2017-06-01 17:45:00+02:00,4509.0,14934.0,2951.0,9908.0,197.0,14.0,1553.0,2142.0,160.0,0.0,8989.0,4357.0,170.0,11843.0,227.0,200.0,2682.0
2017-06-01 18:00:00+02:00,4512.0,14917.0,2986.0,10288.0,197.0,14.0,812.0,2141.0,78.0,0.0,8975.0,4262.0,170.0,10404.0,227.0,216.0,2601.0
2017-06-01 18:15:00+02:00,4508.0,14904.0,2987.0,10464.0,198.0,14.0,1375.0,2136.0,108.0,0.0,8990.0,4507.0,170.0,8973.0,237.0,228.0,2513.0
2017-06-01 18:30:00+02:00,4508.0,14934.0,2997.0,10840.0,197.0,14.0,2090.0,2136.0,105.0,0.0,8994.0,4331.0,170.0,7609.0,237.0,235.0,2420.0
2017-06-01 18:45:00+02:00,4507.0,14951.0,2996.0,10963.0,198.0,14.0,3376.0,2139.0,131.0,0.0,8989.0,4403.0,170.0,6305.0,236.0,238.0,2433.0
2017-06-01 19:00:00+02:00,4498.0,14875.0,2959.0,10966.0,197.0,14.0,2315.0,2136.0,98.0,0.0,8981.0,4444.0,169.0,5123.0,236.0,228.0,2364.0
2017-06-01 19:15:00+02:00,4510.0,14951.0,2964.0,11149.0,197.0,14.0,2750.0,2135.0,90.0,0.0,8986.0,4333.0,165.0,4049.0,238.0,212.0,2252.0
2017-06-01 19:30:00+02:00,4501.0,14962.0,2955.0,11221.0,196.0,14.0,2771.0,2133.0,98.0,0.0,8984.0,4355.0,165.0,3182.0,238.0,211.0,2119.0
2017-06-01 19:45:00+02:00,4493.0,14956.0,2918.0,11261.0,198.0,14.0,3196.0,2134.0,90.0,0.0,8990.0,4386.0,161.0,2384.0,235.0,192.0,2035.0
2017-06-01 20:00:00+02:00,4491.0,14926.0,2864.0,11339.0,196.0,14.0,3338.0,2136.0,82.0,0.0,8990.0,4423.0,159.0,1749.0,241.0,178.0,1916.0
2017-06-01 20:15:00+02:00,4496.0,14958.0,2860.0,11423.0,198.0,14.0,3109.0,2135.0,90.0,0.0,8997.0,4452.0,152.0,1176.0,240.0,174.0,1746.0
2017-06-01 20:30:00+02:00,4493.0,14946.0,2876.0,11475.0,196.0,14.0,2675.0,2134.0,82.0,0.0,8995.0,4416.0,149.0,705.0,247.0,170.0,1580.0
2017-06-01 20:45:00+02:00,4493.0,14924.0,2826.0,11497.0,198.0,15.0,2139.0,2136.0,74.0,0.0,8988.0,4349.0,149.0,348.0,248.0,168.0,1562.0
2017-06-01 21:00:00+02:00,4497.0,14860.0,2747.0,11493.0,197.0,15.0,1812.0,2135.0,74.0,0.0,8995.0,4366.0,149.0,129.0,250.0,171.0,1657.0
2017-06-01 21:15:00+02:00,4493.0,14845.0,2752.0,11379.0,197.0,15.0,1249.0,2131.0,78.0,0.0,8996.0,4347.0,149.0,28.0,241.0,175.0,1874.0
2017-06-01 21:30:00+02:00,4499.0,14865.0,2767.0,10998.0,197.0,15.0,1614.0,2131.0,83.0,0.0,9004.0,4379.0,149.0,4.0,241.0,188.0,2006.0
2017-06-01 21:45:00+02:00,4495.0,14839.0,2754.0,10740.0,198.0,15.0,932.0,2134.0,39.0,0.0,8996.0,4588.0,149.0,0.0,241.0,198.0,2084.0
2017-06-01 22:00:00+02:00,4495.0,14864.0,2755.0,10665.0,197.0,15.0,2676.0,2134.0,93.0,0.0,9004.0,4772.0,149.0,0.0,241.0,220.0,2141.0
2017-06-01 22:15:00+02:00,4485.0,14859.0,2761.0,10651.0,197.0,15.0,1903.0,2133.0,78.0,0.0,8995.0,4408.0,149.0,0.0,237.0,231.0,2200.0
2017-06-01 22:30:00+02:00,4483.0,14872.0,2771.0,10523.0,196.0,15.0,1549.0,2134.0,143.0,0.0,9008.0,4353.0,149.0,0.0,238.0,252.0,2220.0
2017-06-01 22:45:00+02:00,4472.0,14865.0,2672.0,10184.0,197.0,15.0,880.0,2136.0,100.0,0.0,9008.0,4216.0,149.0,0.0,239.0,271.0,2262.0
2017-06-01 23:00:00+02:00,4468.0,14904.0,2657.0,9762.0,197.0,16.0,1734.0,2136.0,147.0,0.0,9027.0,4238.0,149.0,0.0,243.0,264.0,2290.0
2017-06-01 23:15:00+02:00,4467.0,14873.0,2661.0,9599.0,197.0,16.0,948.0,2139.0,70.0,0.0,9020.0,4128.0,149.0,0.0,237.0,228.0,2282.0
2017-06-01 23:30:00+02:00,4462.0,14903.0,2681.0,9539.0,196.0,16.0,621.0,2140.0,127.0,0.0,9021.0,3955.0,149.0,0.0,239.0,217.0,2241.0
2017-06-01 23:45:00+02:00,4449.0,14868.0,2657.0,9283.0,197.0,16.0,109.0,2138.0,80.0,0.0,9001.0,3915.0,149.0,0.0,236.0,204.0,2215.0
2017-06-02 00:00:00+02:00,4435.0,14892.0,2805.0,9092.0,196.0,16.0,89.0,2135.0,103.0,0.0,9033.0,4099.0,149.0,0.0,298.0,202.0,2143.0
2017-06-02 00:15:00+02:00,4428.0,14890.0,2804.0,8644.0,197.0,16.0,1176.0,2136.0,91.0,0.0,9029.0,3929.0,149.0,0.0,294.0,171.0,2142.0
2017-06-02 00:30:00+02:00,4430.0,14868.0,2812.0,8030.0,197.0,16.0,175.0,2138.0,108.0,0.0,9014.0,3879.0,149.0,0.0,294.0,161.0,2082.0
2017-06-02 00:45:00+02:00,4428.0,14873.0,2799.0,7612.0,196.0,16.0,127.0,2136.0,58.0,0.0,9013.0,3841.0,149.0,0.0,294.0,160.0,2061.0
2017-06-02 01:00:00+02:00,4431.0,14917.0,2790.0,7181.0,196.0,16.0,14.0,2110.0,68.0,0.0,9023.0,3758.0,149.0,0.0,300.0,156.0,2028.0
2017-06-02 01:15:00+02:00,4429.0,14896.0,2785.0,6972.0,198.0,16.0,15.0,2110.0,42.0,0.0,9011.0,3709.0,149.0,0.0,293.0,164.0,1984.0
2017-06-02 01:30:00+02:00,4430.0,14876.0,2806.0,6880.0,197.0,17.0,912.0,2110.0,49.0,0.0,9020.0,3744.0,149.0,0.0,293.0,166.0,1972.0
2017-06-02 01:45:00+02:00,4432.0,14855.0,2765.0,6746.0,197.0,17.0,987.0,2136.0,61.0,0.0,9019.0,3579.0,149.0,0.0,295.0,162.0,1866.0
2017-06-02 02:00:00+02:00,4432.0,14940.0,3480.0,6687.0,197.0,17.0,11.0,2141.0,135.0,0.0,9041.0,3312.0,149.0,0.0,294.0,145.0,1781.0
2017-06-02 02:15:00+02:00,4432.0,14949.0,3494.0,6671.0,196.0,17.0,10.0,2140.0,86.0,0.0,9033.0,3589.0,149.0,0.0,291.0,137.0,1725.0
2017-06-02 02:30:00+02:00,4429.0,14947.0,3522.0,6655.0,197.0,17.0,105.0,2137.0,119.0,0.0,9038.0,3635.0,149.0,0.0,293.0,139.0,1648.0
2017-06-02 02:45:00+02:00,4434.0,14960.0,2718.0,6404.0,197.0,17.0,10.0,2136.0,107.0,0.0,9042.0,3561.0,149.0,0.0,293.0,149.0,1568.0
2017-06-02 03:00:00+02:00,4434.0,14986.0,3435.0,6094.0,197.0,17.0,10.0,2136.0,74.0,0.0,9061.0,3664.0,149.0,0.0,291.0,147.0,1552.0
2017-06-02 03:15:00+02:00,4431.0,14970.0,3439.0,5945.0,197.0,17.0,103.0,2137.0,80.0,0.0,9061.0,3597.0,149.0,0.0,294.0,152.0,1502.0
2017-06-02 03:30:00+02:00,4435.0,14932.0,3389.0,5987.0,197.0,17.0,103.0,2137.0,78.0,0.0,9058.0,3626.0,149.0,0.0,294.0,151.0,1439.0
2017-06-02 03:45:00+02:00,4435.0,14940.0,3365.0,6016.0,198.0,17.0,105.0,2136.0,109.0,0.0,9052.0,3638.0,149.0,0.0,294.0,115.0,1418.0
2017-06-02 04:00:00+02:00,4440.0,14965.0,3334.0,6181.0,197.0,17.0,109.0,2138.0,104.0,0.0,9062.0,3727.0,149.0,0.0,294.0,102.0,1353.0
2017-06-02 04:15:00+02:00,4440.0,14951.0,3372.0,6217.0,197.0,17.0,101.0,2137.0,107.0,0.0,9056.0,3685.0,149.0,0.0,289.0,118.0,1289.0
2017-06-02 04:30:00+02:00,4444.0,14987.0,3408.0,6337.0,197.0,17.0,103.0,2138.0,75.0,0.0,9068.0,3558.0,149.0,0.0,295.0,140.0,1228.0
2017-06-02 04:45:00+02:00,4449.0,14960.0,3375.0,6561.0,197.0,17.0,10.0,2137.0,119.0,0.0,9074.0,3308.0,149.0,14.0,297.0,150.0,1221.0
2017-06-02 05:00:00+02:00,4454.0,15001.0,2595.0,6872.0,196.0,17.0,11.0,2137.0,104.0,0.0,9065.0,3390.0,149.0,44.0,295.0,140.0,1203.0
2017-06-02 05:15:00+02:00,4461.0,14999.0,2604.0,7083.0,197.0,17.0,10.0,2135.0,66.0,0.0,9061.0,3480.0,149.0,99.0,295.0,147.0,1177.0
2017-06-02 05:30:00+02:00,4470.0,15145.0,3416.0,7336.0,197.0,17.0,10.0,2134.0,38.0,0.0,9057.0,3542.0,149.0,259.0,295.0,153.0,1177.0
2017-06-02 05:45:00+02:00,4475.0,15194.0,3473.0,7655.0,197.0,17.0,169.0,2134.0,94.0,0.0,9054.0,3461.0,149.0,564.0,302.0,171.0,1110.0
2017-06-02 06:00:00+02:00,4472.0,15235.0,2692.0,8334.0,197.0,16.0,371.0,2133.0,94.0,0.0,9065.0,3932.0,149.0,1031.0,295.0,173.0,1112.0
2017-06-02 06:15:00+02:00,4475.0,15263.0,2825.0,9030.0,196.0,16.0,419.0,2132.0,138.0,0.0,9088.0,4073.0,149.0,1604.0,297.0,166.0,1098.0
2017-06-02 06:30:00+02:00,4478.0,15229.0,2881.0,9685.0,197.0,16.0,694.0,2130.0,122.0,0.0,9079.0,4172.0,149.0,2312.0,301.0,160.0,1072.0
2017-06-02 06:45:00+02:00,4482.0,15214.0,2879.0,10273.0,197.0,16.0,1040.0,2135.0,117.0,0.0,9080.0,4176.0,149.0,3253.0,293.0,159.0,1049.0
2017-06-02 07:00:00+02:00,4492.0,15260.0,2912.0,10763.0,197.0,16.0,722.0,2138.0,71.0,0.0,9067.0,4316.0,149.0,4283.0,295.0,147.0,1011.0
2017-06-02 07:15:00+02:00,4488.0,15264.0,2919.0,11004.0,196.0,16.0,1008.0,2140.0,74.0,0.0,9076.0,4194.0,149.0,5408.0,294.0,147.0,913.0
2017-06-02 07:30:00+02:00,4473.0,15263.0,3349.0,11055.0,196.0,16.0,1078.0,2139.0,51.0,0.0,9074.0,4413.0,149.0,6663.0,302.0,152.0,791.0
2017-06-02 07:45:00+02:00,4473.0,15237.0,3698.0,11052.0,196.0,16.0,892.0,2146.0,50.0,0.0,9077.0,4482.0,149.0,8009.0,295.0,143.0,666.0
2017-06-02 08:00:00+02:00,4473.0,15244.0,3722.0,10935.0,197.0,16.0,2533.0,2155.0,40.0,0.0,9069.0,4402.0,149.0,9303.0,299.0,132.0,557.0
2017-06-02 08:15:00+02:00,4476.0,15253.0,2909.0,10974.0,197.0,15.0,1902.0,2158.0,35.0,0.0,9077.0,4686.0,149.0,10646.0,303.0,142.0,461.0
2017-06-02 08:30:00+02:00,4474.0,15225.0,3028.0,10829.0,197.0,15.0,1658.0,2157.0,40.0,0.0,9062.0,4651.0,149.0,11961.0,301.0,125.0,396.0
2017-06-02 08:45:00+02:00,4478.0,15235.0,3101.0,10730.0,196.0,15.0,945.0,2160.0,43.0,0.0,9061.0,4966.0,149.0,13325.0,307.0,136.0,321.0
2017-06-02 09:00:00+02:00,4487.0,15228.0,3050.0,10674.0,196.0,15.0,1975.0,2162.0,64.0,0.0,9045.0,4346.0,149.0,14699.0,298.0,153.0,283.0
2017-06-02 09:15:00+02:00,4480.0,15210.0,3060.0,10749.0,197.0,15.0,906.0,2168.0,70.0,0.0,9033.0,4349.0,149.0,15951.0,299.0,138.0,284.0
2017-06-02 09:30:00+02:00,4482.0,15221.0,3064.0,10728.0,197.0,15.0,742.0,2170.0,54.0,0.0,9036.0,4203.0,149.0,17177.0,299.0,145.0,279.0
2017-06-02 09:45:00+02:00,4478.0,15224.0,3022.0,10633.0,198.0,15.0,389.0,2168.0,35.0,0.0,9038.0,4284.0,149.0,18280.0,297.0,127.0,290.0
2017-06-02 10:00:00+02:00,4452.0,15365.0,3029.0,10735.0,198.0,15.0,1012.0,2169.0,67.0,0.0,8948.0,4530.0,149.0,19254.0,295.0,121.0,279.0
2017-06-02 10:15:00+02:00,4444.0,15407.0,3054.0,10672.0,198.0,14.0,358.0,2171.0,49.0,0.0,8950.0,4282.0,149.0,20304.0,295.0,137.0,278.0
2017-06-02 10:30:00+02:00,4458.0,15400.0,3045.0,10673.0,198.0,14.0,426.0,2173.0,63.0,0.0,8943.0,4109.0,149.0,21192.0,305.0,144.0,266.0
2017-06-02 10:45:00+02:00,4433.0,15375.0,3005.0,10671.0,198.0,14.0,240.0,2168.0,44.0,0.0,8919.0,4139.0,149.0,22130.0,305.0,139.0,277.0
2017-06-02 11:00:00+02:00,4434.0,15356.0,3082.0,10534.0,198.0,14.0,226.0,2169.0,41.0,0.0,8816.0,4136.0,149.0,22990.0,298.0,141.0,299.0
2017-06-02 11:15:00+02:00,4423.0,15359.0,3096.0,10577.0,198.0,14.0,252.0,2170.0,43.0,0.0,8771.0,4002.0,149.0,23509.0,297.0,136.0,337.0
2017-06-02 11:30:00+02:00,4443.0,15326.0,3100.0,10578.0,198.0,14.0,256.0,2173.0,41.0,0.0,8767.0,4016.0,149.0,24041.0,298.0,130.0,360.0
2017-06-02 11:45:00+02:00,4439.0,15332.0,3096.0,10489.0,198.0,14.0,217.0,2172.0,40.0,0.0,8775.0,4041.0,149.0,24377.0,298.0,125.0,409.0
2017-06-02 12:00:00+02:00,4450.0,15244.0,3076.0,10158.0,198.0,14.0,238.0,2175.0,52.0,0.0,8781.0,4269.0,149.0,24612.0,298.0,122.0,464.0
2017-06-02 12:15:00+02:00,4445.0,15161.0,3090.0,10012.0,197.0,14.0,400.0,2173.0,70.0,0.0,8782.0,4350.0,149.0,24764.0,298.0,130.0,491.0
