,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2017-01-31 23:00:00+00:00,344.0,868.0,1757.0,28.0,451.0,146.0,40.0,0.0,1601.0
2017-02-01 00:00:00+00:00,347.0,610.0,1757.0,0.0,486.0,90.0,42.0,0.0,1694.0
2017-02-01 01:00:00+00:00,344.0,602.0,1757.0,0.0,474.0,92.0,41.0,0.0,1375.0
2017-02-01 02:00:00+00:00,339.0,603.0,1756.0,0.0,350.0,208.0,40.0,0.0,945.0
2017-02-01 03:00:00+00:00,336.0,603.0,1756.0,0.0,321.0,200.0,41.0,0.0,860.0
2017-02-01 04:00:00+00:00,334.0,623.0,1756.0,0.0,358.0,200.0,39.0,0.0,726.0
2017-02-01 05:00:00+00:00,330.0,944.0,1756.0,2.0,443.0,208.0,39.0,0.0,604.0
2017-02-01 06:00:00+00:00,331.0,1556.0,1758.0,413.0,713.0,393.0,40.0,0.0,701.0
2017-02-01 07:00:00+00:00,331.0,2412.0,1757.0,924.0,800.0,635.0,40.0,1.0,766.0
2017-02-01 08:00:00+00:00,332.0,2505.0,1757.0,937.0,975.0,867.0,39.0,57.0,791.0
2017-02-01 09:00:00+00:00,318.0,2437.0,1757.0,873.0,879.0,953.0,39.0,173.0,902.0
2017-02-01 10:00:00+00:00,308.0,2473.0,1756.0,562.0,734.0,605.0,40.0,234.0,1220.0
2017-02-01 11:00:00+00:00,299.0,2417.0,1757.0,391.0,692.0,394.0,39.0,233.0,1394.0
2017-02-01 12:00:00+00:00,299.0,2325.0,1757.0,150.0,493.0,319.0,38.0,241.0,1465.0
2017-02-01 13:00:00+00:00,296.0,2453.0,1757.0,74.0,446.0,366.0,38.0,231.0,1570.0
2017-02-01 14:00:00+00:00,302.0,2185.0,1757.0,0.0,230.0,93.0,38.0,201.0,1752.0
2017-02-01 15:00:00+00:00,305.0,2092.0,1757.0,95.0,228.0,92.0,39.0,129.0,1916.0
2017-02-01 16:00:00+00:00,296.0,2225.0,1757.0,64.0,242.0,106.0,42.0,51.0,2289.0
2017-02-01 17:00:00+00:00,290.0,2471.0,1757.0,344.0,543.0,410.0,41.0,4.0,2806.0
2017-02-01 18:00:00+00:00,297.0,2590.0,1757.0,621.0,687.0,470.0,41.0,0.0,3326.0
2017-02-01 19:00:00+00:00,315.0,2454.0,1757.0,301.0,736.0,204.0,42.0,0.0,3668.0
2017-02-01 20:00:00+00:00,319.0,2437.0,1757.0,208.0,603.0,211.0,40.0,0.0,3809.0
2017-02-01 21:00:00+00:00,322.0,1665.0,1757.0,175.0,524.0,90.0,42.0,0.0,3862.0
2017-02-01 22:00:00+00:00,323.0,1247.0,1757.0,157.0,435.0,91.0,41.0,0.0,3929.0
2017-02-01 23:00:00+00:00,322.0,880.0,1728.0,5.0,517.0,76.0,40.0,0.0,3968.0
2017-02-02 00:00:00+00:00,320.0,415.0,1594.0,0.0,495.0,83.0,41.0,0.0,4013.0
2017-02-02 01:00:00+00:00,326.0,397.0,1284.0,0.0,443.0,79.0,42.0,0.0,4136.0
2017-02-02 02:00:00+00:00,322.0,396.0,811.0,0.0,387.0,79.0,40.0,0.0,4150.0
2017-02-02 03:00:00+00:00,321.0,393.0,788.0,0.0,373.0,85.0,38.0,0.0,4118.0
2017-02-02 04:00:00+00:00,320.0,396.0,718.0,0.0,350.0,196.0,39.0,0.0,4210.0
2017-02-02 05:00:00+00:00,313.0,464.0,1192.0,0.0,422.0,191.0,37.0,0.0,4188.0
2017-02-02 06:00:00+00:00,314.0,840.0,1747.0,233.0,501.0,110.0,38.0,0.0,4105.0
