,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2017-05-01 00:00:00+02:00,268.18,1393.795,159.1275,236.98000000000002,32.435249999999996,0.17099999999999999,4.374,9.882,0.468,,16.497,656.0,,0.0,69.62761,10.215,65.868
2017-05-01 00:15:00+02:00,268.2375,1391.7450000000001,158.6375,236.775,34.0845,0.17099999999999999,3.0300000000000002,9.714,0.384,,16.785,650.0550000000001,,0.0,70.08872000000001,10.14,66.31349999999999
2017-05-01 00:30:00+02:00,268.2375,1370.22,160.72,236.16000000000003,34.8175,0.17099999999999999,1.8840000000000001,9.678,0.42,,17.049,662.5600000000001,,0.0,70.08872000000001,10.14,66.044
2017-05-01 00:45:00+02:00,268.0075,1367.76,160.72,235.75000000000003,34.8175,0.17099999999999999,1.77,9.672,0.372,,17.073,664.2,,0.0,71.241495,10.146,65.47749999999999
2017-05-01 01:00:00+02:00,267.95,1368.375,160.5975,232.26500000000001,35.00075,0.17099999999999999,1.842,9.684000000000001,0.456,,17.088,626.07,,0.0,70.78038500000001,10.146,64.5645
2017-05-01 01:15:00+02:00,268.065,1353.41,160.965,232.47000000000003,34.8175,0.1805,1.926,9.69,0.47400000000000003,,17.127,622.1750000000001,,0.0,68.474835,10.143,63.81925
2017-05-01 01:30:00+02:00,268.52500000000003,1354.23,161.3325,231.03500000000003,34.8175,0.1805,1.806,9.69,0.366,,17.118000000000002,634.8850000000001,,0.0,71.01094,10.128,63.156499999999994
2017-05-01 01:45:00+02:00,268.18,1362.635,161.8225,232.675,34.8175,0.1805,1.788,9.702,0.354,,17.109,646.57,,0.0,72.624825,10.11,62.5515
2017-05-01 02:00:00+02:00,268.1225,1384.16,160.8425,238.00500000000002,34.8175,0.1805,1.8,9.708,0.396,,17.139,577.485,,0.0,70.08872000000001,10.11,62.13625
2017-05-01 02:15:00+02:00,268.295,1391.335,161.21,238.62,34.8175,0.1805,2.178,9.726,0.36,,16.989,557.3950000000001,,0.0,69.1665,10.113,61.707249999999995
2017-05-01 02:30:00+02:00,268.295,1401.38,161.945,236.775,34.8175,0.1805,1.518,9.732,0.45,,16.971,577.69,,0.0,68.70539000000001,10.113,60.57149999999999
2017-05-01 02:45:00+02:00,267.3175,1400.765,161.21,235.54500000000002,34.8175,0.1805,2.214,9.714,0.426,,16.989,592.45,,0.0,68.70539000000001,10.101,59.8125
2017-05-01 03:00:00+02:00,266.39750000000004,1402.4050000000002,159.98499999999999,235.75000000000003,34.8175,0.1805,1.71,9.696,0.468,,17.025,556.7800000000001,,0.0,68.70539000000001,10.113,59.235
2017-05-01 03:15:00+02:00,266.57,1401.9950000000001,159.86249999999998,237.39000000000001,34.8175,0.1805,0.858,9.696,0.41400000000000003,,17.103,551.86,,0.0,69.39705500000001,10.128,57.9205
2017-05-01 03:30:00+02:00,266.8575,1401.7900000000002,161.5775,239.235,34.8175,0.1805,2.196,9.66,0.42,,17.421,568.465,,0.0,70.319275,10.128,56.85075
2017-05-01 03:45:00+02:00,267.375,1417.9850000000001,160.5975,237.59500000000003,35.00075,0.1805,3.204,9.648,0.42,,17.799,511.27000000000004,,0.0,70.319275,10.128,55.934999999999995
2017-05-01 04:00:00+02:00,267.26,1418.3950000000002,161.0875,249.07500000000002,34.8175,0.1805,0.96,9.66,0.54,,18.057,497.94500000000005,,0.0,69.1665,10.131,54.906499999999994
2017-05-01 04:15:00+02:00,267.08750000000003,1406.095,161.7,251.33,34.8175,0.1805,4.758,9.678,0.732,,18.075,501.63500000000005,,0.0,70.78038500000001,10.134,53.6965
2017-05-01 04:30:00+02:00,267.605,1408.555,162.8025,250.71500000000003,35.00075,0.1805,4.812,9.672,0.684,,18.087,513.32,,0.0,73.085935,10.125,52.604749999999996
2017-05-01 04:45:00+02:00,267.77750000000003,1412.6550000000002,161.3325,250.71500000000003,34.8175,0.1805,3.0660000000000003,9.672,0.726,,18.069,485.85,,0.0,71.241495,10.104000000000001,52.120749999999994
2017-05-01 05:00:00+02:00,266.9725,1480.92,160.965,259.94,34.8175,0.1805,3.378,9.648,0.486,,17.997,512.2950000000001,,0.0,72.39427,10.125,51.683499999999995
2017-05-01 05:15:00+02:00,267.8925,1531.555,163.2925,257.48,34.8175,0.17099999999999999,0.8280000000000001,9.618,0.366,,17.922,531.975,,0.0,72.624825,10.125,51.117
2017-05-01 05:30:00+02:00,267.83500000000004,1568.045,162.435,260.35,34.8175,0.17099999999999999,0.084,9.594,0.40800000000000003,,17.901,508.605,,0.13325,71.241495,10.128,50.577999999999996
2017-05-01 05:45:00+02:00,268.0075,1574.1950000000002,161.8225,267.52500000000003,34.8175,0.1805,1.038,9.588000000000001,0.264,,17.844,494.87000000000006,,0.39975,72.163715,10.131,50.058249999999994
2017-05-01 06:00:00+02:00,267.77750000000003,1522.74,161.45499999999998,277.98,34.8175,0.1805,0.006,9.564,0.336,,17.784,528.49,,1.599,72.624825,10.128,50.2315
2017-05-01 06:15:00+02:00,268.1225,1515.9750000000001,162.0675,278.185,34.8175,0.17099999999999999,0.006,9.576,0.264,,17.802,463.50500000000005,,4.2947500000000005,70.08872000000001,10.116,49.425749999999994
2017-05-01 06:30:00+02:00,269.8475,1504.2900000000002,162.5575,280.85,34.8175,0.1805,0.006,9.582,0.28200000000000003,,17.67,428.245,,9.19425,70.08872000000001,10.113,47.882999999999996
2017-05-01 06:45:00+02:00,271.055,1503.88,162.68,280.03000000000003,34.8175,0.1805,0.006,9.612,0.3,,17.532,420.45500000000004,,16.18475,73.7776,10.107000000000001,47.17075
2017-05-01 07:00:00+02:00,271.745,1467.39,162.5575,280.44,34.8175,0.1805,0.012,9.636000000000001,0.426,,17.613,415.94500000000005,,24.087500000000002,72.163715,10.11,47.113
2017-05-01 07:15:00+02:00,272.205,1466.5700000000002,163.5375,280.64500000000004,34.8175,0.17099999999999999,0.006,9.678,0.48,,17.694,378.43,,33.24075,72.624825,10.089,46.233
2017-05-01 07:30:00+02:00,272.09000000000003,1474.3600000000001,164.51749999999998,282.49,35.00075,0.17099999999999999,0.006,9.696,0.462,,17.835,395.65000000000003,,43.28575,71.702605,10.05,44.9295
2017-05-01 07:45:00+02:00,272.09000000000003,1478.0500000000002,165.375,280.44,34.8175,0.17099999999999999,0.14400000000000002,9.732,0.342,,17.844,365.72,,53.49475,72.624825,10.062,44.4015
2017-05-01 08:00:00+02:00,272.14750000000004,1497.73,163.66,291.92,34.8175,0.1615,0.28200000000000003,9.774000000000001,0.456,,18.024,366.54,,64.88250000000001,70.78038500000001,10.062,42.619499999999995
2017-05-01 08:15:00+02:00,273.355,1492.8100000000002,164.2725,292.74,34.8175,0.1615,0.10200000000000001,9.828,0.546,,18.462,383.555,,76.58800000000001,71.47205000000001,10.053,41.184
2017-05-01 08:30:00+02:00,273.1825,1468.21,166.845,295.40500000000003,34.8175,0.152,4.284,9.852,0.366,,19.062,395.855,,87.76050000000001,72.163715,10.044,40.5075
2017-05-01 08:45:00+02:00,273.2975,1460.0100000000002,165.375,297.66,34.8175,0.152,0.66,9.858,0.48,,19.755,376.995,,97.703,72.39427,10.011000000000001,39.649499999999996
2017-05-01 09:00:00+02:00,273.01,1459.805,162.68,293.97,34.8175,0.152,2.622,9.846,0.486,,20.577,407.33500000000004,,107.06125,72.39427,11.34,39.41025
2017-05-01 09:15:00+02:00,273.1825,1462.0600000000002,162.92499999999998,299.3,34.8175,0.152,3.396,9.858,0.366,,21.309,408.975,,116.85000000000001,71.47205000000001,10.356,39.055499999999995
2017-05-01 09:30:00+02:00,273.7575,1443.4050000000002,163.5375,300.735,34.8175,0.152,3.366,9.882,0.294,,21.813,470.88500000000005,,125.28575000000001,70.54983,9.711,38.9895
2017-05-01 09:45:00+02:00,273.93,1437.0500000000002,163.415,331.07500000000005,34.8175,0.1425,3.2520000000000002,9.906,0.402,,22.179000000000002,475.6,,132.553,72.39427,9.648,39.44325
2017-05-01 10:00:00+02:00,273.815,1449.1450000000002,162.3125,348.70500000000004,34.8175,0.1425,1.158,9.924,0.39,,22.317,432.55,,138.252,71.702605,9.642,40.07575
