,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2017-07-01 00:00:00+02:00,164.0,53.0,242.0,130.0,0.0,140.0,643.0,905.0
2017-07-01 01:00:00+02:00,168.0,69.0,241.0,137.0,0.0,142.0,526.0,833.0
2017-07-01 02:00:00+02:00,171.0,54.0,202.0,132.0,0.0,141.0,572.0,724.0
2017-07-01 03:00:00+02:00,174.0,47.0,32.0,130.0,0.0,141.0,645.0,651.0
2017-07-01 04:00:00+02:00,175.0,56.0,43.0,134.0,0.0,142.0,569.0,641.0
2017-07-01 05:00:00+02:00,174.0,39.0,32.0,129.0,5.0,141.0,617.0,622.0
2017-07-01 06:00:00+02:00,169.0,48.0,43.0,130.0,27.0,141.0,554.0,578.0
2017-07-01 07:00:00+02:00,174.0,74.0,50.0,136.0,70.0,143.0,438.0,482.0
2017-07-01 08:00:00+02:00,167.0,73.0,78.0,133.0,139.0,140.0,380.0,479.0
2017-07-01 09:00:00+02:00,168.0,71.0,100.0,129.0,239.0,138.0,448.0,547.0
2017-07-01 10:00:00+02:00,163.0,107.0,115.0,132.0,324.0,140.0,346.0,583.0
2017-07-01 11:00:00+02:00,163.0,100.0,93.0,131.0,386.0,140.0,305.0,640.0
2017-07-01 12:00:00+02:00,166.0,100.0,84.0,133.0,430.0,140.0,329.0,645.0
2017-07-01 13:00:00+02:00,209.0,85.0,47.0,131.0,444.0,141.0,385.0,618.0
2017-07-01 14:00:00+02:00,171.0,92.0,49.0,134.0,450.0,141.0,395.0,668.0
2017-07-01 15:00:00+02:00,169.0,94.0,45.0,135.0,440.0,143.0,414.0,603.0
2017-07-01 16:00:00+02:00,174.0,85.0,49.0,131.0,397.0,141.0,540.0,636.0
2017-07-01 17:00:00+02:00,216.0,91.0,57.0,137.0,330.0,144.0,395.0,675.0
2017-07-01 18:00:00+02:00,225.0,119.0,48.0,137.0,231.0,143.0,291.0,749.0
2017-07-01 19:00:00+02:00,216.0,111.0,42.0,133.0,129.0,143.0,314.0,832.0
2017-07-01 20:00:00+02:00,211.0,100.0,38.0,131.0,46.0,138.0,283.0,987.0
2017-07-01 21:00:00+02:00,201.0,83.0,37.0,131.0,10.0,141.0,306.0,956.0
2017-07-01 22:00:00+02:00,197.0,32.0,29.0,130.0,0.0,140.0,373.0,1059.0
2017-07-01 23:00:00+02:00,158.0,27.0,30.0,128.0,0.0,139.0,527.0,1174.0
2017-07-02 00:00:00+02:00,164.0,21.0,26.0,128.0,0.0,139.0,661.0,1219.0
2017-07-02 01:00:00+02:00,162.0,24.0,29.0,130.0,0.0,137.0,742.0,1177.0
2017-07-02 02:00:00+02:00,163.0,29.0,32.0,132.0,0.0,139.0,821.0,1197.0
2017-07-02 03:00:00+02:00,165.0,19.0,27.0,129.0,0.0,139.0,896.0,1214.0
2017-07-02 04:00:00+02:00,161.0,19.0,31.0,129.0,0.0,137.0,938.0,1259.0
2017-07-02 05:00:00+02:00,169.0,23.0,30.0,130.0,11.0,137.0,952.0,1248.0
2017-07-02 06:00:00+02:00,170.0,41.0,33.0,134.0,38.0,141.0,835.0,1225.0
2017-07-02 07:00:00+02:00,181.0,31.0,37.0,131.0,84.0,136.0,747.0,1253.0
2017-07-02 08:00:00+02:00,172.0,21.0,30.0,127.0,129.0,134.0,740.0,1340.0
2017-07-02 09:00:00+02:00,181.0,27.0,40.0,129.0,155.0,133.0,657.0,1467.0
2017-07-02 10:00:00+02:00,168.0,26.0,41.0,130.0,218.0,132.0,705.0,1886.0
2017-07-02 11:00:00+02:00,166.0,27.0,35.0,130.0,284.0,135.0,791.0,2243.0
2017-07-02 12:00:00+02:00,162.0,32.0,50.0,132.0,340.0,131.0,801.0,2396.0
2017-07-02 13:00:00+02:00,150.0,27.0,38.0,130.0,414.0,131.0,879.0,2581.0
2017-07-02 14:00:00+02:00,156.0,32.0,37.0,131.0,403.0,132.0,997.0,2785.0
2017-07-02 15:00:00+02:00,168.0,37.0,39.0,132.0,373.0,131.0,1072.0,2894.0
2017-07-02 16:00:00+02:00,169.0,27.0,32.0,129.0,339.0,133.0,1083.0,2978.0
2017-07-02 17:00:00+02:00,170.0,29.0,35.0,131.0,253.0,134.0,1131.0,3021.0
2017-07-02 18:00:00+02:00,169.0,33.0,34.0,130.0,172.0,133.0,1161.0,3018.0
2017-07-02 19:00:00+02:00,172.0,36.0,34.0,128.0,99.0,131.0,1152.0,2898.0
2017-07-02 20:00:00+02:00,167.0,40.0,34.0,131.0,41.0,131.0,1156.0,2712.0
2017-07-02 21:00:00+02:00,163.0,35.0,30.0,131.0,10.0,132.0,1159.0,2559.0
2017-07-02 22:00:00+02:00,201.0,31.0,36.0,130.0,0.0,129.0,1141.0,2443.0
2017-07-02 23:00:00+02:00,206.0,31.0,36.0,131.0,0.0,131.0,1148.0,2421.0
2017-07-03 00:00:00+02:00,167.0,28.0,34.0,131.0,0.0,131.0,752.0,2186.0
2017-07-03 01:00:00+02:00,169.0,25.0,36.0,129.0,0.0,131.0,1118.0,2305.0
2017-07-03 02:00:00+02:00,171.0,27.0,36.0,130.0,0.0,132.0,1091.0,2098.0
2017-07-03 03:00:00+02:00,166.0,23.0,48.0,129.0,0.0,134.0,1094.0,1932.0
