,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2017-12-01 00:00:00+01:00,368.0,3793.0,0.0,0.0,79.0,21.0,4951.0,507.0,0.0,240.0,361.0,34.0
2017-12-01 01:00:00+01:00,365.0,3717.0,0.0,0.0,1028.0,22.0,4950.0,494.0,0.0,241.0,514.0,26.0
2017-12-01 02:00:00+01:00,367.0,3716.0,0.0,0.0,1129.0,22.0,4951.0,483.0,0.0,242.0,559.0,22.0
2017-12-01 03:00:00+01:00,370.0,3708.0,0.0,0.0,1119.0,22.0,4950.0,492.0,0.0,241.0,445.0,23.0
2017-12-01 04:00:00+01:00,372.0,3725.0,0.0,0.0,1015.0,22.0,4949.0,498.0,0.0,240.0,198.0,26.0
2017-12-01 05:00:00+01:00,373.0,3774.0,0.0,0.0,456.0,22.0,4948.0,503.0,0.0,233.0,132.0,33.0
2017-12-01 06:00:00+01:00,372.0,3715.0,0.0,0.0,82.0,21.0,4947.0,526.0,0.0,243.0,395.0,44.0
2017-12-01 07:00:00+01:00,373.0,3960.0,0.0,0.0,557.0,21.0,4945.0,547.0,0.0,252.0,359.0,49.0
2017-12-01 08:00:00+01:00,371.0,3974.0,0.0,0.0,539.0,22.0,4944.0,556.0,4.0,255.0,501.0,82.0
2017-12-01 09:00:00+01:00,370.0,4032.0,0.0,0.0,309.0,23.0,4941.0,553.0,70.0,251.0,465.0,85.0
2017-12-01 10:00:00+01:00,367.0,4015.0,0.0,0.0,290.0,24.0,4942.0,554.0,156.0,251.0,388.0,63.0
2017-12-01 11:00:00+01:00,366.0,3991.0,0.0,0.0,340.0,23.0,4943.0,541.0,327.0,254.0,179.0,61.0
2017-12-01 12:00:00+01:00,371.0,4037.0,0.0,0.0,192.0,24.0,4942.0,559.0,445.0,255.0,146.0,56.0
2017-12-01 13:00:00+01:00,370.0,4125.0,0.0,0.0,48.0,25.0,4942.0,559.0,321.0,256.0,190.0,48.0
2017-12-01 14:00:00+01:00,366.0,4091.0,0.0,0.0,116.0,27.0,4943.0,560.0,179.0,256.0,165.0,47.0
2017-12-01 15:00:00+01:00,365.0,4070.0,0.0,0.0,75.0,28.0,4943.0,568.0,85.0,254.0,230.0,65.0
2017-12-01 16:00:00+01:00,363.0,4000.0,0.0,0.0,179.0,30.0,4941.0,568.0,10.0,256.0,195.0,55.0
2017-12-01 17:00:00+01:00,362.0,4136.0,0.0,0.0,407.0,30.0,4941.0,562.0,0.0,247.0,168.0,57.0
2017-12-01 18:00:00+01:00,366.0,4173.0,0.0,0.0,195.0,29.0,4942.0,541.0,0.0,249.0,142.0,48.0
2017-12-01 19:00:00+01:00,365.0,4108.0,0.0,0.0,1.0,29.0,4941.0,531.0,0.0,248.0,50.0,60.0
