,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2017-10-01 00:00:00+02:00,136.39000000000001,1477.84,790.48,125.343,1.248,56.928000000000004,24.0,456.396,0.0,179.8329,25.046999999999997
2017-10-01 01:00:00+02:00,136.62,1429.33,677.32,131.94,28.416,52.056000000000004,12.336,455.628,0.0,182.59956,26.037
2017-10-01 02:00:00+02:00,136.62,1102.5,697.0,131.94,43.92,49.272,6.36,457.38,0.0,184.44400000000002,25.311
2017-10-01 03:00:00+02:00,136.39000000000001,931.49,600.24,163.459,53.112,45.888,1.992,452.58,0.0,183.52178,25.256
2017-10-01 04:00:00+02:00,136.62,922.18,598.6,221.36599999999999,60.216,46.32,0.888,457.032,0.0,182.59956,26.994
2017-10-01 05:00:00+02:00,136.85,881.51,536.2800000000001,220.63299999999998,59.592,48.0,1.032,453.42,0.0,166.92182,29.215999999999998
2017-10-01 06:00:00+02:00,136.16,893.76,615.0,202.308,58.92,48.480000000000004,0.936,451.824,0.0,156.7774,31.834
2017-10-01 07:00:00+02:00,136.39000000000001,943.25,642.88,131.207,50.088,48.984,0.936,453.384,2.091,154.93296,34.771
2017-10-01 08:00:00+02:00,136.85,1023.12,652.72,131.94,53.76,53.04,3.456,454.404,7.339,152.1663,35.772
2017-10-01 09:00:00+02:00,136.85,1179.92,637.1400000000001,131.94,49.68,54.384,10.344,454.236,25.748,154.93296,36.509
2017-10-01 10:00:00+02:00,136.85,1207.85,582.2,131.207,45.288000000000004,52.368,14.304,455.976,50.225,156.7774,35.882
2017-10-01 11:00:00+02:00,136.85,1288.21,599.4200000000001,129.008,45.264,52.008,16.92,457.02,72.20100000000001,157.69962,34.693999999999996
2017-10-01 12:00:00+02:00,136.62,1177.96,562.5200000000001,129.008,26.472,52.416000000000004,14.952,454.812,92.25,152.1663,35.497
2017-10-01 13:00:00+02:00,136.62,1048.11,560.88,129.008,33.408,47.76,10.272,454.788,98.35900000000001,145.71076,36.751
2017-10-01 14:00:00+02:00,136.39000000000001,934.43,574.82,129.74099999999999,54.456,48.0,16.848,454.404,94.13600000000001,142.02188,37.080999999999996
2017-10-01 15:00:00+02:00,136.85,999.6,575.6400000000001,131.94,51.912,47.64,7.8,454.572,79.86800000000001,141.09966,35.695
2017-10-01 16:00:00+02:00,135.93,1146.6,631.4000000000001,131.94,51.336,45.744,6.216,453.636,60.434000000000005,142.94410000000002,34.155
2017-10-01 17:00:00+02:00,135.70000000000002,1523.8999999999999,854.44,131.94,33.24,46.344,6.48,452.832,37.638,141.09966,31.965999999999998
2017-10-01 18:00:00+02:00,135.93,1874.25,789.6600000000001,131.94,18.48,52.344,16.272000000000002,456.744,14.473,139.25522,31.261999999999997
2017-10-01 19:00:00+02:00,134.78,1976.6599999999999,781.46,130.474,0.648,60.624,41.184,463.044,3.813,142.02188,31.9
2017-10-01 20:00:00+02:00,135.01000000000002,2012.92,755.22,129.008,10.656,61.056000000000004,38.76,463.908,0.0,142.94410000000002,32.912
2017-10-01 21:00:00+02:00,135.93,1972.25,782.2800000000001,129.008,0.312,58.44,19.728,464.42400000000004,0.0,142.94410000000002,35.717
2017-10-01 22:00:00+02:00,135.70000000000002,1941.3799999999999,668.3000000000001,129.008,0.192,62.184000000000005,19.56,463.224,0.0,142.94410000000002,38.951
2017-10-01 23:00:00+02:00,135.70000000000002,1951.18,712.58,129.008,1.824,61.344,19.464,464.42400000000004,0.0,144.78854,39.544999999999995
2017-10-02 00:00:00+02:00,135.70000000000002,1466.08,601.0600000000001,129.008,7.992,55.872,15.432,455.952,0.0,147.5552,39.742999999999995
2017-10-02 01:00:00+02:00,135.70000000000002,984.41,603.5200000000001,129.008,35.88,52.536,5.4,447.66,0.0,148.47742,41.007999999999996
2017-10-02 02:00:00+02:00,136.16,937.86,554.32,130.474,45.312,49.176,2.712,442.932,0.0,147.5552,40.809999999999995
