,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2017-10-01 00:00:00+02:00,6.744,2.376,7.752,19.584,0.0,0.077
2017-10-01 01:00:00+02:00,2.616,2.592,5.6160000000000005,19.632,0.0,0.066
2017-10-01 02:00:00+02:00,3.024,2.64,5.5200000000000005,19.608,0.0,0.066
2017-10-01 03:00:00+02:00,1.488,2.496,4.296,19.62,0.0,0.05499999999999999
2017-10-01 04:00:00+02:00,1.8960000000000001,2.688,4.848,19.596,0.0,0.05499999999999999
2017-10-01 05:00:00+02:00,2.184,2.688,5.184,19.584,0.0,0.05499999999999999
2017-10-01 06:00:00+02:00,1.872,2.736,4.824,19.596,0.0,0.05499999999999999
2017-10-01 07:00:00+02:00,2.088,2.568,5.448,19.608,0.041,0.044
2017-10-01 08:00:00+02:00,1.8,2.736,7.5120000000000005,19.608,0.738,0.022
2017-10-01 09:00:00+02:00,1.6560000000000001,2.376,5.928,19.608,2.132,0.011
2017-10-01 10:00:00+02:00,1.6560000000000001,2.64,5.688,19.608,3.4850000000000003,0.011
2017-10-01 11:00:00+02:00,2.04,2.7600000000000002,5.712,19.608,4.5920000000000005,0.0
2017-10-01 12:00:00+02:00,2.184,2.568,9.144,19.608,5.289000000000001,0.0
2017-10-01 13:00:00+02:00,1.824,2.568,7.248,19.596,5.535,0.0
2017-10-01 14:00:00+02:00,1.44,2.544,7.44,19.572,5.0840000000000005,0.022
2017-10-01 15:00:00+02:00,1.32,2.496,7.872,19.572,4.305000000000001,0.033
2017-10-01 16:00:00+02:00,1.32,2.496,8.352,19.56,3.0340000000000003,0.05499999999999999
2017-10-01 17:00:00+02:00,3.192,2.4,10.272,19.536,1.681,0.044
2017-10-01 18:00:00+02:00,6.432,2.424,18.624,19.548000000000002,0.41000000000000003,0.033
2017-10-01 19:00:00+02:00,10.032,2.448,25.776,19.536,0.0,0.022
2017-10-01 20:00:00+02:00,10.128,2.472,16.536,19.56,0.0,0.022
2017-10-01 21:00:00+02:00,4.08,2.472,14.040000000000001,19.584,0.0,0.022
2017-10-01 22:00:00+02:00,6.096,2.544,12.816,19.596,0.0,0.011
2017-10-01 23:00:00+02:00,2.592,2.52,14.448,19.596,0.0,0.022
2017-10-02 00:00:00+02:00,1.68,2.4,8.256,19.596,0.0,0.022
2017-10-02 01:00:00+02:00,1.92,2.496,7.152,19.62,0.0,0.044
2017-10-02 02:00:00+02:00,2.7600000000000002,2.496,6.168,19.632,0.0,0.05499999999999999
