,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2016-12-31 23:00:00+00:00,355.0,1654.0,1756.0,168.0,335.0,0.0,41.0,0.0,325.0
2017-01-01 00:00:00+00:00,358.0,999.0,1756.0,157.0,218.0,0.0,41.0,0.0,374.0
2017-01-01 01:00:00+00:00,358.0,805.0,1756.0,101.0,248.0,0.0,40.0,0.0,420.0
2017-01-01 02:00:00+00:00,352.0,668.0,1757.0,100.0,184.0,0.0,40.0,0.0,433.0
2017-01-01 03:00:00+00:00,357.0,357.0,1756.0,0.0,190.0,3.0,41.0,0.0,450.0
2017-01-01 04:00:00+00:00,355.0,350.0,1756.0,0.0,137.0,52.0,41.0,0.0,435.0
2017-01-01 05:00:00+00:00,355.0,483.0,1756.0,0.0,167.0,53.0,41.0,0.0,395.0
2017-01-01 06:00:00+00:00,353.0,615.0,1607.0,0.0,275.0,0.0,40.0,0.0,458.0
2017-01-01 07:00:00+00:00,355.0,621.0,1248.0,0.0,420.0,10.0,40.0,0.0,492.0
2017-01-01 08:00:00+00:00,353.0,591.0,1412.0,0.0,433.0,10.0,39.0,33.0,464.0
2017-01-01 09:00:00+00:00,354.0,696.0,1729.0,0.0,459.0,14.0,39.0,126.0,422.0
2017-01-01 10:00:00+00:00,354.0,1043.0,1758.0,0.0,522.0,29.0,39.0,191.0,375.0
2017-01-01 11:00:00+00:00,354.0,1257.0,1758.0,163.0,440.0,208.0,40.0,225.0,370.0
2017-01-01 12:00:00+00:00,358.0,1305.0,1756.0,142.0,377.0,279.0,39.0,240.0,409.0
2017-01-01 13:00:00+00:00,354.0,1479.0,1757.0,31.0,320.0,84.0,39.0,212.0,420.0
2017-01-01 14:00:00+00:00,353.0,1633.0,1757.0,62.0,364.0,0.0,39.0,164.0,435.0
2017-01-01 15:00:00+00:00,355.0,1752.0,1756.0,99.0,434.0,19.0,41.0,87.0,493.0
2017-01-01 16:00:00+00:00,357.0,1724.0,1755.0,328.0,467.0,162.0,40.0,24.0,598.0
2017-01-01 17:00:00+00:00,347.0,1776.0,1756.0,394.0,809.0,279.0,40.0,0.0,772.0
2017-01-01 18:00:00+00:00,345.0,1690.0,1756.0,492.0,683.0,240.0,40.0,0.0,1114.0
2017-01-01 19:00:00+00:00,336.0,1557.0,1756.0,369.0,702.0,190.0,40.0,0.0,1442.0
2017-01-01 20:00:00+00:00,327.0,1625.0,1757.0,293.0,721.0,150.0,40.0,0.0,1794.0
2017-01-01 21:00:00+00:00,343.0,1513.0,1756.0,256.0,426.0,73.0,40.0,0.0,2094.0
2017-01-01 22:00:00+00:00,352.0,1590.0,1756.0,237.0,385.0,34.0,41.0,0.0,2377.0
2017-01-01 23:00:00+00:00,352.0,1231.0,1756.0,87.0,233.0,0.0,41.0,0.0,2691.0
2017-01-02 00:00:00+00:00,343.0,976.0,1758.0,0.0,111.0,0.0,41.0,0.0,3019.0
2017-01-02 01:00:00+00:00,349.0,1011.0,1756.0,0.0,21.0,0.0,40.0,0.0,3265.0
2017-01-02 02:00:00+00:00,345.0,970.0,1756.0,0.0,22.0,0.0,40.0,0.0,3468.0
2017-01-02 03:00:00+00:00,347.0,1094.0,1756.0,0.0,20.0,0.0,39.0,0.0,3589.0
2017-01-02 04:00:00+00:00,349.0,1209.0,1756.0,0.0,21.0,0.0,38.0,0.0,3778.0
2017-01-02 05:00:00+00:00,350.0,1180.0,1756.0,0.0,25.0,0.0,38.0,0.0,3851.0
2017-01-02 06:00:00+00:00,348.0,1470.0,1756.0,0.0,160.0,0.0,38.0,0.0,3918.0
2017-01-02 07:00:00+00:00,350.0,2027.0,1756.0,0.0,421.0,7.0,38.0,0.0,4219.0
2017-01-02 08:00:00+00:00,350.0,2283.0,1756.0,48.0,726.0,69.0,40.0,12.0,4471.0
2017-01-02 09:00:00+00:00,342.0,2485.0,1755.0,230.0,829.0,88.0,38.0,57.0,4451.0
2017-01-02 10:00:00+00:00,337.0,2614.0,1755.0,304.0,919.0,50.0,38.0,85.0,4420.0
2017-01-02 11:00:00+00:00,349.0,2658.0,1755.0,634.0,845.0,34.0,38.0,99.0,4305.0
2017-01-02 12:00:00+00:00,353.0,2925.0,1755.0,750.0,670.0,52.0,39.0,75.0,4094.0
2017-01-02 13:00:00+00:00,349.0,2778.0,1756.0,192.0,652.0,9.0,39.0,42.0,4061.0
2017-01-02 14:00:00+00:00,354.0,2896.0,1756.0,190.0,559.0,9.0,40.0,28.0,4135.0
2017-01-02 15:00:00+00:00,356.0,2996.0,1756.0,217.0,543.0,27.0,41.0,20.0,4187.0
2017-01-02 16:00:00+00:00,334.0,3124.0,1755.0,462.0,591.0,275.0,38.0,5.0,4151.0
2017-01-02 17:00:00+00:00,315.0,3074.0,1755.0,564.0,738.0,284.0,37.0,0.0,4241.0
2017-01-02 18:00:00+00:00,354.0,2992.0,1756.0,642.0,992.0,220.0,39.0,0.0,4329.0
2017-01-02 19:00:00+00:00,351.0,3157.0,1757.0,590.0,1005.0,166.0,41.0,0.0,4292.0
2017-01-02 20:00:00+00:00,360.0,2853.0,1756.0,287.0,1272.0,77.0,42.0,0.0,4292.0
2017-01-02 21:00:00+00:00,343.0,2785.0,1756.0,13.0,1089.0,17.0,41.0,0.0,4160.0
2017-01-02 22:00:00+00:00,342.0,2209.0,1756.0,0.0,756.0,1.0,40.0,0.0,4063.0
2017-01-02 23:00:00+00:00,339.0,1571.0,1756.0,0.0,290.0,4.0,41.0,0.0,3926.0
2017-01-03 00:00:00+00:00,339.0,1179.0,1756.0,0.0,83.0,7.0,42.0,0.0,3786.0
2017-01-03 01:00:00+00:00,342.0,1171.0,1755.0,0.0,27.0,10.0,41.0,0.0,3495.0
2017-01-03 02:00:00+00:00,341.0,1167.0,1756.0,0.0,25.0,10.0,41.0,0.0,3242.0
2017-01-03 03:00:00+00:00,337.0,1263.0,1757.0,0.0,23.0,10.0,39.0,0.0,3120.0
2017-01-03 04:00:00+00:00,338.0,1227.0,1756.0,0.0,26.0,33.0,40.0,0.0,2862.0
2017-01-03 05:00:00+00:00,334.0,1415.0,1756.0,10.0,382.0,120.0,41.0,0.0,2539.0
2017-01-03 06:00:00+00:00,333.0,2148.0,1756.0,323.0,662.0,235.0,40.0,0.0,2335.0
2017-01-03 07:00:00+00:00,338.0,2842.0,1756.0,833.0,696.0,372.0,39.0,0.0,2196.0
2017-01-03 08:00:00+00:00,337.0,2984.0,1755.0,1220.0,1069.0,513.0,37.0,7.0,1976.0
2017-01-03 09:00:00+00:00,337.0,3154.0,1756.0,1341.0,1148.0,554.0,38.0,34.0,1760.0
2017-01-03 10:00:00+00:00,342.0,3119.0,1754.0,1214.0,1100.0,411.0,39.0,62.0,1523.0
2017-01-03 11:00:00+00:00,336.0,3211.0,1755.0,1095.0,933.0,453.0,39.0,101.0,1314.0
