,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2017-07-01 01:00:00+03:00,2554.0,2512.0,0.0,0.0,327.0,0.0,164.0
2017-07-01 02:00:00+03:00,2522.0,2302.0,0.0,0.0,118.0,0.0,212.0
2017-07-01 03:00:00+03:00,2385.0,2163.0,0.0,0.0,89.0,0.0,247.0
2017-07-01 04:00:00+03:00,2339.0,2028.0,0.0,0.0,70.0,0.0,268.0
2017-07-01 05:00:00+03:00,2229.0,2017.0,0.0,0.0,91.0,0.0,269.0
2017-07-01 06:00:00+03:00,2172.0,1843.0,0.0,0.0,96.0,25.0,266.0
2017-07-01 07:00:00+03:00,2131.0,1895.0,0.0,0.0,220.0,205.0,248.0
2017-07-01 08:00:00+03:00,2167.0,2038.0,0.0,0.0,327.0,554.0,190.0
2017-07-01 09:00:00+03:00,2141.0,2275.0,0.0,0.0,485.0,932.0,159.0
2017-07-01 10:00:00+03:00,2152.0,2498.0,0.0,0.0,521.0,1259.0,130.0
2017-07-01 11:00:00+03:00,2254.0,2550.0,0.0,11.0,581.0,1506.0,114.0
2017-07-01 12:00:00+03:00,2382.0,2663.0,0.0,32.0,546.0,1642.0,96.0
2017-07-01 13:00:00+03:00,2453.0,2918.0,0.0,31.0,436.0,1676.0,102.0
2017-07-01 14:00:00+03:00,2460.0,3055.0,0.0,39.0,341.0,1632.0,107.0
2017-07-01 15:00:00+03:00,2308.0,3099.0,0.0,30.0,268.0,1510.0,128.0
2017-07-01 16:00:00+03:00,2240.0,3157.0,0.0,30.0,320.0,1289.0,164.0
2017-07-01 17:00:00+03:00,2191.0,3330.0,0.0,19.0,430.0,950.0,171.0
2017-07-01 18:00:00+03:00,2191.0,3430.0,0.0,126.0,518.0,558.0,187.0
2017-07-01 19:00:00+03:00,2240.0,3417.0,0.0,224.0,614.0,235.0,200.0
2017-07-01 20:00:00+03:00,2273.0,3379.0,0.0,231.0,688.0,46.0,198.0
2017-07-01 21:00:00+03:00,2305.0,3108.0,0.0,360.0,1063.0,0.0,172.0
2017-07-01 22:00:00+03:00,2291.0,3223.0,0.0,346.0,899.0,0.0,174.0
2017-07-01 23:00:00+03:00,2354.0,3052.0,0.0,257.0,559.0,0.0,172.0
2017-07-02 00:00:00+03:00,2327.0,2657.0,0.0,126.0,589.0,0.0,181.0
2017-07-02 01:00:00+03:00,2344.0,2358.0,0.0,36.0,529.0,0.0,186.0
2017-07-02 02:00:00+03:00,2423.0,2280.0,0.0,0.0,196.0,0.0,197.0
2017-07-02 03:00:00+03:00,2308.0,2170.0,0.0,0.0,70.0,0.0,241.0
2017-07-02 04:00:00+03:00,2307.0,1989.0,0.0,0.0,44.0,0.0,254.0
2017-07-02 05:00:00+03:00,2269.0,1886.0,0.0,0.0,70.0,0.0,242.0
2017-07-02 06:00:00+03:00,2245.0,1656.0,0.0,0.0,75.0,25.0,225.0
2017-07-02 07:00:00+03:00,2123.0,1659.0,0.0,8.0,228.0,206.0,202.0
2017-07-02 08:00:00+03:00,1978.0,1671.0,0.0,103.0,434.0,555.0,171.0
2017-07-02 09:00:00+03:00,1977.0,1771.0,0.0,102.0,388.0,934.0,143.0
2017-07-02 10:00:00+03:00,1941.0,1900.0,0.0,102.0,451.0,1262.0,126.0
2017-07-02 11:00:00+03:00,2017.0,2194.0,0.0,71.0,423.0,1506.0,129.0
2017-07-02 12:00:00+03:00,2070.0,2286.0,0.0,124.0,496.0,1638.0,159.0
2017-07-02 13:00:00+03:00,2115.0,2338.0,0.0,92.0,588.0,1673.0,200.0
2017-07-02 14:00:00+03:00,2159.0,2282.0,0.0,36.0,551.0,1630.0,235.0
2017-07-02 15:00:00+03:00,2132.0,2104.0,0.0,41.0,686.0,1507.0,273.0
2017-07-02 16:00:00+03:00,2124.0,2172.0,0.0,33.0,731.0,1287.0,281.0
2017-07-02 17:00:00+03:00,2142.0,2436.0,0.0,31.0,740.0,945.0,291.0
2017-07-02 18:00:00+03:00,2160.0,2660.0,0.0,43.0,761.0,548.0,273.0
2017-07-02 19:00:00+03:00,2180.0,2527.0,0.0,293.0,829.0,230.0,263.0
2017-07-02 20:00:00+03:00,2171.0,2379.0,0.0,340.0,1073.0,45.0,244.0
2017-07-02 21:00:00+03:00,2123.0,2670.0,0.0,449.0,1405.0,0.0,226.0
2017-07-02 22:00:00+03:00,2199.0,2792.0,0.0,352.0,1355.0,0.0,241.0
2017-07-02 23:00:00+03:00,2282.0,2720.0,0.0,111.0,1060.0,0.0,280.0
2017-07-03 00:00:00+03:00,2259.0,2182.0,0.0,102.0,845.0,0.0,337.0
2017-07-03 01:00:00+03:00,2293.0,1864.0,0.0,28.0,591.0,0.0,420.0
2017-07-03 02:00:00+03:00,2281.0,1884.0,0.0,0.0,166.0,0.0,482.0
2017-07-03 03:00:00+03:00,2235.0,1671.0,0.0,0.0,117.0,0.0,492.0
2017-07-03 04:00:00+03:00,2100.0,1600.0,0.0,0.0,96.0,0.0,498.0
2017-07-03 05:00:00+03:00,1965.0,1606.0,0.0,0.0,113.0,0.0,556.0
2017-07-03 06:00:00+03:00,1949.0,1480.0,0.0,0.0,118.0,25.0,635.0
2017-07-03 07:00:00+03:00,1958.0,1663.0,0.0,0.0,266.0,208.0,629.0
2017-07-03 08:00:00+03:00,2013.0,2114.0,0.0,0.0,442.0,560.0,511.0
2017-07-03 09:00:00+03:00,2101.0,2254.0,0.0,0.0,434.0,954.0,475.0
2017-07-03 10:00:00+03:00,1975.0,2398.0,0.0,0.0,365.0,1293.0,438.0
2017-07-03 11:00:00+03:00,1841.0,2585.0,0.0,0.0,320.0,1522.0,439.0
2017-07-03 12:00:00+03:00,1781.0,2751.0,0.0,0.0,330.0,1635.0,422.0
2017-07-03 13:00:00+03:00,1836.0,2897.0,0.0,0.0,292.0,1663.0,381.0
2017-07-03 14:00:00+03:00,1881.0,2794.0,0.0,0.0,265.0,1615.0,400.0
2017-07-03 15:00:00+03:00,1809.0,2788.0,0.0,0.0,223.0,1484.0,433.0
2017-07-03 16:00:00+03:00,1757.0,2777.0,0.0,0.0,244.0,1259.0,408.0
2017-07-03 17:00:00+03:00,1725.0,2770.0,0.0,0.0,270.0,935.0,455.0
2017-07-03 18:00:00+03:00,1684.0,2824.0,0.0,56.0,459.0,560.0,463.0
2017-07-03 19:00:00+03:00,1656.0,2563.0,0.0,235.0,735.0,243.0,475.0
2017-07-03 20:00:00+03:00,1594.0,2317.0,0.0,399.0,990.0,49.0,479.0
2017-07-03 21:00:00+03:00,1570.0,2552.0,0.0,450.0,1085.0,0.0,500.0
2017-07-03 22:00:00+03:00,1564.0,2497.0,0.0,273.0,944.0,0.0,564.0
2017-07-03 23:00:00+03:00,1571.0,2308.0,0.0,225.0,485.0,0.0,657.0
2017-07-04 00:00:00+03:00,1663.0,2365.0,0.0,35.0,225.0,0.0,739.0
2017-07-04 01:00:00+03:00,1619.0,1872.0,0.0,0.0,73.0,0.0,736.0
2017-07-04 02:00:00+03:00,1492.0,1716.0,0.0,0.0,44.0,0.0,741.0
2017-07-04 03:00:00+03:00,1441.0,1595.0,0.0,0.0,44.0,0.0,732.0
2017-07-04 04:00:00+03:00,1411.0,1555.0,0.0,0.0,44.0,0.0,712.0
2017-07-04 05:00:00+03:00,1421.0,1531.0,0.0,0.0,70.0,0.0,696.0
2017-07-04 06:00:00+03:00,1421.0,1602.0,0.0,0.0,72.0,27.0,677.0
2017-07-04 07:00:00+03:00,1443.0,1767.0,0.0,0.0,209.0,213.0,678.0
2017-07-04 08:00:00+03:00,1465.0,1944.0,0.0,0.0,416.0,562.0,711.0
2017-07-04 09:00:00+03:00,1413.0,2028.0,0.0,0.0,580.0,950.0,724.0
2017-07-04 10:00:00+03:00,1435.0,2070.0,0.0,0.0,621.0,1281.0,681.0
2017-07-04 11:00:00+03:00,1564.0,2089.0,0.0,0.0,547.0,1489.0,623.0
2017-07-04 12:00:00+03:00,1680.0,2130.0,0.0,0.0,517.0,1574.0,584.0
2017-07-04 13:00:00+03:00,1671.0,2444.0,0.0,0.0,267.0,1588.0,579.0
2017-07-04 14:00:00+03:00,1712.0,2304.0,0.0,0.0,224.0,1532.0,576.0
2017-07-04 15:00:00+03:00,1728.0,2120.0,0.0,0.0,180.0,1404.0,591.0
2017-07-04 16:00:00+03:00,1721.0,2132.0,0.0,0.0,158.0,1199.0,602.0
2017-07-04 17:00:00+03:00,1694.0,2523.0,0.0,68.0,280.0,896.0,576.0
2017-07-04 18:00:00+03:00,1824.0,2676.0,0.0,137.0,394.0,543.0,561.0
2017-07-04 19:00:00+03:00,2070.0,2677.0,0.0,241.0,578.0,239.0,552.0
2017-07-04 20:00:00+03:00,2015.0,2689.0,0.0,453.0,945.0,48.0,506.0
2017-07-04 21:00:00+03:00,2031.0,2831.0,0.0,454.0,968.0,0.0,465.0
2017-07-04 22:00:00+03:00,1995.0,2730.0,0.0,454.0,882.0,0.0,470.0
2017-07-04 23:00:00+03:00,2008.0,2717.0,0.0,116.0,515.0,0.0,494.0
2017-07-05 00:00:00+03:00,1963.0,2086.0,0.0,100.0,134.0,0.0,465.0
2017-07-05 01:00:00+03:00,1797.0,1750.0,0.0,51.0,100.0,0.0,479.0
2017-07-05 02:00:00+03:00,1780.0,1521.0,0.0,0.0,63.0,0.0,516.0
2017-07-05 03:00:00+03:00,1799.0,1295.0,0.0,0.0,64.0,0.0,562.0
2017-07-05 04:00:00+03:00,1705.0,1243.0,0.0,0.0,62.0,0.0,641.0
2017-07-05 05:00:00+03:00,1740.0,1199.0,0.0,0.0,88.0,0.0,700.0
2017-07-05 06:00:00+03:00,1741.0,1158.0,0.0,0.0,92.0,25.0,710.0
2017-07-05 07:00:00+03:00,1753.0,1219.0,0.0,0.0,290.0,205.0,691.0
2017-07-05 08:00:00+03:00,1831.0,1623.0,0.0,0.0,664.0,546.0,700.0
2017-07-05 09:00:00+03:00,1964.0,1767.0,0.0,76.0,935.0,927.0,726.0
2017-07-05 10:00:00+03:00,2140.0,1717.0,0.0,115.0,704.0,1258.0,731.0
2017-07-05 11:00:00+03:00,2142.0,1586.0,0.0,3.0,572.0,1487.0,738.0
2017-07-05 12:00:00+03:00,2051.0,1698.0,0.0,0.0,427.0,1615.0,747.0
2017-07-05 13:00:00+03:00,2033.0,1693.0,0.0,0.0,366.0,1659.0,767.0
2017-07-05 14:00:00+03:00,2063.0,1595.0,0.0,0.0,239.0,1632.0,756.0
2017-07-05 15:00:00+03:00,2107.0,1456.0,0.0,0.0,173.0,1532.0,768.0
2017-07-05 16:00:00+03:00,2117.0,1553.0,0.0,0.0,171.0,1320.0,752.0
2017-07-05 17:00:00+03:00,2084.0,1778.0,0.0,0.0,240.0,986.0,735.0
2017-07-05 18:00:00+03:00,2153.0,1982.0,0.0,98.0,468.0,590.0,756.0
2017-07-05 19:00:00+03:00,2189.0,2100.0,0.0,152.0,870.0,256.0,748.0
2017-07-05 20:00:00+03:00,2223.0,2115.0,0.0,257.0,1038.0,50.0,764.0
2017-07-05 21:00:00+03:00,2250.0,2122.0,0.0,444.0,1041.0,0.0,816.0
2017-07-05 22:00:00+03:00,2296.0,2104.0,0.0,304.0,872.0,0.0,784.0
2017-07-05 23:00:00+03:00,2268.0,1966.0,0.0,155.0,278.0,0.0,755.0
2017-07-06 00:00:00+03:00,2189.0,1362.0,0.0,3.0,133.0,0.0,733.0
2017-07-06 01:00:00+03:00,1894.0,1244.0,0.0,0.0,124.0,0.0,768.0
2017-07-06 02:00:00+03:00,1778.0,1245.0,0.0,0.0,89.0,0.0,769.0
2017-07-06 03:00:00+03:00,1781.0,1247.0,0.0,0.0,76.0,0.0,738.0
2017-07-06 04:00:00+03:00,1761.0,1292.0,0.0,0.0,76.0,0.0,750.0
2017-07-06 05:00:00+03:00,1803.0,1327.0,0.0,0.0,102.0,0.0,742.0
2017-07-06 06:00:00+03:00,1804.0,1277.0,0.0,0.0,103.0,26.0,754.0
2017-07-06 07:00:00+03:00,1780.0,1303.0,0.0,0.0,257.0,211.0,732.0
2017-07-06 08:00:00+03:00,1884.0,1648.0,0.0,85.0,509.0,567.0,728.0
2017-07-06 09:00:00+03:00,2124.0,1986.0,0.0,102.0,588.0,972.0,694.0
2017-07-06 10:00:00+03:00,2203.0,1859.0,0.0,83.0,596.0,1327.0,691.0
2017-07-06 11:00:00+03:00,2240.0,1763.0,0.0,82.0,606.0,1571.0,696.0
2017-07-06 12:00:00+03:00,2258.0,1773.0,0.0,76.0,523.0,1709.0,684.0
2017-07-06 13:00:00+03:00,2278.0,1914.0,0.0,0.0,480.0,1754.0,665.0
2017-07-06 14:00:00+03:00,2246.0,1879.0,0.0,0.0,428.0,1711.0,648.0
2017-07-06 15:00:00+03:00,2195.0,1884.0,0.0,0.0,377.0,1585.0,631.0
2017-07-06 16:00:00+03:00,2241.0,1836.0,0.0,0.0,434.0,1358.0,613.0
2017-07-06 17:00:00+03:00,2340.0,1916.0,0.0,16.0,525.0,1010.0,583.0
2017-07-06 18:00:00+03:00,2474.0,2055.0,0.0,225.0,573.0,598.0,557.0
2017-07-06 19:00:00+03:00,2447.0,2277.0,0.0,257.0,571.0,257.0,551.0
2017-07-06 20:00:00+03:00,2465.0,2279.0,0.0,381.0,898.0,50.0,488.0
2017-07-06 21:00:00+03:00,2528.0,2356.0,0.0,407.0,992.0,0.0,475.0
2017-07-06 22:00:00+03:00,2608.0,2357.0,0.0,191.0,722.0,0.0,479.0
2017-07-06 23:00:00+03:00,2528.0,2217.0,0.0,0.0,395.0,0.0,490.0
2017-07-07 00:00:00+03:00,2488.0,1648.0,0.0,0.0,324.0,0.0,577.0
2017-07-07 01:00:00+03:00,2319.0,1197.0,0.0,0.0,179.0,0.0,548.0
2017-07-07 02:00:00+03:00,2184.0,1094.0,0.0,0.0,136.0,0.0,515.0
2017-07-07 03:00:00+03:00,2124.0,1023.0,0.0,0.0,119.0,0.0,487.0
2017-07-07 04:00:00+03:00,2076.0,930.0,0.0,0.0,118.0,0.0,543.0
2017-07-07 05:00:00+03:00,1923.0,943.0,0.0,0.0,146.0,0.0,577.0
2017-07-07 06:00:00+03:00,1902.0,1031.0,0.0,0.0,154.0,24.0,551.0
2017-07-07 07:00:00+03:00,2028.0,1175.0,0.0,0.0,295.0,208.0,556.0
2017-07-07 08:00:00+03:00,2145.0,1698.0,0.0,0.0,407.0,565.0,549.0
2017-07-07 09:00:00+03:00,2301.0,1911.0,0.0,0.0,588.0,967.0,594.0
2017-07-07 10:00:00+03:00,2250.0,1941.0,0.0,0.0,512.0,1316.0,642.0
2017-07-07 11:00:00+03:00,2173.0,1988.0,0.0,0.0,444.0,1559.0,644.0
2017-07-07 12:00:00+03:00,2322.0,1956.0,0.0,19.0,455.0,1693.0,599.0
2017-07-07 13:00:00+03:00,2450.0,1890.0,0.0,88.0,380.0,1734.0,538.0
2017-07-07 14:00:00+03:00,2446.0,1803.0,0.0,81.0,484.0,1693.0,497.0
2017-07-07 15:00:00+03:00,2487.0,1757.0,0.0,8.0,519.0,1568.0,481.0
2017-07-07 16:00:00+03:00,2514.0,1956.0,0.0,0.0,441.0,1342.0,482.0
2017-07-07 17:00:00+03:00,2451.0,2117.0,0.0,0.0,518.0,996.0,448.0
2017-07-07 18:00:00+03:00,2309.0,2331.0,0.0,148.0,790.0,589.0,413.0
2017-07-07 19:00:00+03:00,2389.0,2575.0,0.0,348.0,929.0,253.0,401.0
2017-07-07 20:00:00+03:00,2467.0,2639.0,0.0,388.0,1150.0,49.0,315.0
2017-07-07 21:00:00+03:00,2359.0,2749.0,0.0,450.0,1476.0,0.0,253.0
2017-07-07 22:00:00+03:00,2587.0,2769.0,0.0,376.0,1061.0,0.0,216.0
2017-07-07 23:00:00+03:00,2615.0,2736.0,0.0,51.0,482.0,0.0,185.0
2017-07-08 00:00:00+03:00,2434.0,2008.0,0.0,0.0,377.0,0.0,170.0
2017-07-08 01:00:00+03:00,2247.0,1941.0,0.0,0.0,267.0,0.0,170.0
2017-07-08 02:00:00+03:00,2133.0,1622.0,0.0,0.0,275.0,0.0,204.0
2017-07-08 03:00:00+03:00,2138.0,1595.0,0.0,0.0,81.0,0.0,231.0
2017-07-08 04:00:00+03:00,2139.0,1458.0,0.0,0.0,75.0,0.0,260.0
2017-07-08 05:00:00+03:00,2092.0,1328.0,0.0,0.0,100.0,0.0,291.0
2017-07-08 06:00:00+03:00,2090.0,1285.0,0.0,0.0,103.0,21.0,273.0
2017-07-08 07:00:00+03:00,1990.0,1297.0,0.0,0.0,349.0,202.0,233.0
2017-07-08 08:00:00+03:00,1824.0,1477.0,0.0,99.0,412.0,560.0,216.0
2017-07-08 09:00:00+03:00,1950.0,1834.0,0.0,101.0,659.0,964.0,201.0
2017-07-08 10:00:00+03:00,2136.0,2074.0,0.0,41.0,548.0,1319.0,211.0
2017-07-08 11:00:00+03:00,2249.0,2079.0,0.0,0.0,520.0,1566.0,230.0
2017-07-08 12:00:00+03:00,2208.0,2066.0,0.0,0.0,712.0,1700.0,235.0
2017-07-08 13:00:00+03:00,2176.0,2061.0,0.0,0.0,792.0,1740.0,277.0
2017-07-08 14:00:00+03:00,2059.0,2056.0,0.0,0.0,756.0,1688.0,308.0
2017-07-08 15:00:00+03:00,2315.0,2021.0,0.0,0.0,463.0,1542.0,278.0
2017-07-08 16:00:00+03:00,2315.0,2202.0,0.0,0.0,455.0,1306.0,221.0
2017-07-08 17:00:00+03:00,2178.0,2436.0,0.0,36.0,561.0,965.0,173.0
2017-07-08 18:00:00+03:00,2120.0,2762.0,0.0,106.0,695.0,567.0,135.0
2017-07-08 19:00:00+03:00,2220.0,2932.0,0.0,210.0,878.0,242.0,109.0
2017-07-08 20:00:00+03:00,2365.0,2855.0,0.0,470.0,1173.0,46.0,109.0
2017-07-08 21:00:00+03:00,2382.0,3035.0,0.0,493.0,1417.0,0.0,103.0
2017-07-08 22:00:00+03:00,2313.0,3022.0,0.0,486.0,1364.0,0.0,101.0
2017-07-08 23:00:00+03:00,2191.0,3054.0,0.0,256.0,772.0,0.0,102.0
2017-07-09 00:00:00+03:00,1881.0,2797.0,0.0,4.0,318.0,0.0,88.0
2017-07-09 01:00:00+03:00,1715.0,2393.0,0.0,0.0,251.0,0.0,83.0
2017-07-09 02:00:00+03:00,1723.0,2016.0,0.0,0.0,277.0,0.0,102.0
2017-07-09 03:00:00+03:00,1762.0,1689.0,0.0,0.0,308.0,0.0,106.0
