,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2017-04-01 00:00:00+02:00,27.37,381.3,272.93,0.0,0.28800000000000003,0.40800000000000003,22.968,61.50000000000001,,12.91108,1.7489999999999999
2017-04-01 00:15:00+02:00,27.14,377.20000000000005,262.15,0.0,0.28800000000000003,0.40800000000000003,22.956,61.50000000000001,,12.91108,1.716
2017-04-01 00:30:00+02:00,26.91,387.86,253.32999999999998,0.0,0.28800000000000003,0.40800000000000003,22.944,61.50000000000001,,11.06664,1.694
2017-04-01 00:45:00+02:00,26.91,391.96000000000004,222.95,0.0,0.28800000000000003,0.40800000000000003,22.932000000000002,61.50000000000001,,11.06664,1.793
2017-04-01 01:00:00+02:00,26.68,386.22,252.35,0.0,0.28800000000000003,0.40800000000000003,22.944,61.50000000000001,,11.06664,1.892
2017-04-01 01:15:00+02:00,27.14,387.04,225.4,0.0,0.28800000000000003,0.40800000000000003,22.968,61.50000000000001,,11.06664,1.914
2017-04-01 01:30:00+02:00,27.37,388.68,189.14,0.0,0.28800000000000003,0.40800000000000003,22.956,61.50000000000001,,11.06664,1.9469999999999998
2017-04-01 01:45:00+02:00,27.14,366.54,158.27,0.0,0.28800000000000003,0.40800000000000003,22.956,61.50000000000001,,11.06664,1.8699999999999999
2017-04-01 02:00:00+02:00,27.14,366.54,199.43,0.0,0.264,0.40800000000000003,22.968,61.50000000000001,,11.06664,2.1229999999999998
2017-04-01 02:15:00+02:00,26.91,362.44000000000005,185.22,0.0,0.264,0.40800000000000003,22.956,61.50000000000001,,11.98886,2.057
2017-04-01 02:30:00+02:00,25.53,358.34000000000003,176.89,0.0,0.264,0.40800000000000003,22.968,61.50000000000001,,11.06664,2.0789999999999997
2017-04-01 02:45:00+02:00,23.46,350.14000000000004,176.4,0.0,0.264,0.40800000000000003,22.98,54.120000000000005,,11.06664,2.134
2017-04-01 03:00:00+02:00,20.240000000000002,329.64000000000004,193.54999999999998,0.0,0.264,0.40800000000000003,22.98,54.120000000000005,,11.06664,2.145
2017-04-01 03:15:00+02:00,16.330000000000002,309.14000000000004,198.45,0.0,0.264,0.40800000000000003,22.968,54.120000000000005,,11.98886,2.1999999999999997
2017-04-01 03:30:00+02:00,15.64,314.06,197.47,0.0,0.264,0.40800000000000003,22.968,54.120000000000005,,11.98886,2.1999999999999997
2017-04-01 03:45:00+02:00,15.41,328.82000000000005,172.97,0.0,0.264,0.40800000000000003,22.98,54.120000000000005,,11.06664,2.167
2017-04-01 04:00:00+02:00,15.180000000000001,319.8,189.63,0.0,0.264,0.40800000000000003,22.992,54.120000000000005,,11.98886,2.145
2017-04-01 04:15:00+02:00,15.180000000000001,300.12,196.98,0.0,0.264,0.40800000000000003,22.98,54.120000000000005,,11.98886,2.1229999999999998
2017-04-01 04:30:00+02:00,14.950000000000001,299.3,213.15,0.0,0.264,0.40800000000000003,22.992,54.120000000000005,,11.98886,2.024
2017-04-01 04:45:00+02:00,14.950000000000001,298.48,228.34,0.0,0.264,0.40800000000000003,22.968,54.120000000000005,,10.14442,1.98
2017-04-01 05:00:00+02:00,15.180000000000001,299.3,204.82,0.0,0.264,0.40800000000000003,22.968,62.32000000000001,,11.98886,1.9689999999999999
2017-04-01 05:15:00+02:00,15.41,300.94,201.88,0.0,0.264,0.40800000000000003,22.968,62.32000000000001,,11.98886,1.914
2017-04-01 05:30:00+02:00,15.180000000000001,300.94,233.73,0.0,0.264,0.40800000000000003,22.968,62.32000000000001,,10.14442,1.892
2017-04-01 05:45:00+02:00,15.180000000000001,299.3,243.53,0.0,0.264,0.40800000000000003,22.968,62.32000000000001,,10.14442,1.8479999999999999
2017-04-01 06:00:00+02:00,15.870000000000001,276.34000000000003,202.85999999999999,0.0,0.264,0.432,22.992,62.32000000000001,,11.06664,1.837
2017-04-01 06:15:00+02:00,16.79,286.18,203.35,0.0,0.264,0.432,22.992,62.32000000000001,,11.06664,1.771
2017-04-01 06:30:00+02:00,18.630000000000003,297.66,242.54999999999998,0.0,0.28800000000000003,0.432,22.98,62.32000000000001,,11.06664,1.7049999999999998
2017-04-01 06:45:00+02:00,20.470000000000002,296.84000000000003,261.65999999999997,0.0,0.28800000000000003,0.432,22.98,62.32000000000001,,11.06664,1.7049999999999998
2017-04-01 07:00:00+02:00,21.39,291.1,205.31,0.0,0.28800000000000003,0.432,22.968,61.50000000000001,,10.14442,1.6829999999999998
2017-04-01 07:15:00+02:00,23.23,297.66,207.76,0.0,0.28800000000000003,0.432,22.98,61.50000000000001,,10.14442,1.65
2017-04-01 07:30:00+02:00,25.3,305.04,251.37,0.0,0.28800000000000003,0.432,22.968,61.50000000000001,,11.06664,1.5399999999999998
2017-04-01 07:45:00+02:00,25.53,308.32000000000005,270.96999999999997,0.0,0.28800000000000003,0.432,22.968,61.50000000000001,,11.06664,1.408
2017-04-01 08:00:00+02:00,26.450000000000003,308.32000000000005,243.04,0.0,0.28800000000000003,0.36,22.956,62.32000000000001,,11.06664,1.265
2017-04-01 08:15:00+02:00,26.91,299.3,242.06,0.0,0.28800000000000003,0.336,22.98,62.32000000000001,,10.14442,1.0779999999999998
2017-04-01 08:30:00+02:00,27.37,268.96000000000004,274.89,0.0,0.28800000000000003,0.36,22.944,62.32000000000001,,9.2222,0.99
2017-04-01 08:45:00+02:00,27.14,257.48,295.46999999999997,0.0,0.28800000000000003,0.336,22.944,62.32000000000001,,10.14442,0.979
2017-04-01 09:00:00+02:00,26.68,275.52000000000004,283.21999999999997,0.0,0.28800000000000003,0.432,22.956,62.32000000000001,,11.98886,1.056
2017-04-01 09:15:00+02:00,27.14,306.68,258.71999999999997,0.0,0.28800000000000003,0.432,22.944,62.32000000000001,,11.98886,1.1989999999999998
2017-04-01 09:30:00+02:00,27.14,304.22,250.88,0.0,0.28800000000000003,0.432,22.932000000000002,62.32000000000001,,11.06664,1.3419999999999999
2017-04-01 09:45:00+02:00,26.91,305.04,246.47,0.0,0.28800000000000003,0.432,22.92,62.32000000000001,,10.14442,1.397
2017-04-01 10:00:00+02:00,27.14,306.68,250.39,0.0,0.28800000000000003,0.432,22.92,62.32000000000001,,11.98886,1.5399999999999998
2017-04-01 10:15:00+02:00,27.14,303.40000000000003,234.22,0.0,0.28800000000000003,0.432,22.896,62.32000000000001,,11.98886,1.716
2017-04-01 10:30:00+02:00,27.14,269.78000000000003,243.04,0.0,0.28800000000000003,0.432,22.956,62.32000000000001,,12.91108,2.002
2017-04-01 10:45:00+02:00,26.91,248.46,240.59,0.0,0.28800000000000003,0.432,22.944,62.32000000000001,,11.98886,2.1559999999999997
2017-04-01 11:00:00+02:00,27.37,228.78000000000003,255.78,0.0,0.28800000000000003,0.432,22.968,62.32000000000001,,11.06664,2.178
2017-04-01 11:15:00+02:00,27.6,212.38000000000002,262.64,0.0,0.28800000000000003,0.432,22.956,62.32000000000001,,11.06664,2.189
2017-04-01 11:30:00+02:00,27.6,214.02,264.6,0.0,0.28800000000000003,0.432,22.98,62.32000000000001,,11.98886,2.178
2017-04-01 11:45:00+02:00,27.6,224.68,260.68,0.0,0.28800000000000003,0.432,22.968,62.32000000000001,,11.98886,2.134
2017-04-01 12:00:00+02:00,27.6,256.66,253.32999999999998,0.0,0.28800000000000003,0.432,22.968,62.32000000000001,,11.98886,2.013
2017-04-01 12:15:00+02:00,27.37,291.92,226.38,0.0,0.28800000000000003,0.432,22.956,62.32000000000001,,11.98886,1.9689999999999999
2017-04-01 12:30:00+02:00,27.37,308.32000000000005,201.88,0.0,0.28800000000000003,0.432,22.956,62.32000000000001,,11.98886,1.9469999999999998
2017-04-01 12:45:00+02:00,27.37,307.5,196.49,0.0,0.28800000000000003,0.432,22.932000000000002,62.32000000000001,,11.06664,1.8699999999999999
2017-04-01 13:00:00+02:00,26.91,308.32000000000005,242.54999999999998,0.0,0.28800000000000003,0.456,22.98,62.32000000000001,,11.98886,1.837
2017-04-01 13:15:00+02:00,27.14,306.68,235.69,0.0,0.28800000000000003,0.456,22.956,62.32000000000001,,11.06664,1.8259999999999998
2017-04-01 13:30:00+02:00,27.6,305.04,210.7,0.0,0.28800000000000003,0.456,22.968,62.32000000000001,,11.06664,1.7269999999999999
2017-04-01 13:45:00+02:00,27.14,294.38,202.37,0.0,0.28800000000000003,0.456,22.944,62.32000000000001,,11.06664,1.694
2017-04-01 14:00:00+02:00,27.37,304.22,220.01,0.0,0.28800000000000003,0.432,22.98,62.32000000000001,,11.06664,1.6829999999999998
2017-04-01 14:15:00+02:00,27.6,305.86,226.87,0.0,0.28800000000000003,0.432,22.968,62.32000000000001,,11.06664,1.7819999999999998
2017-04-01 14:30:00+02:00,27.6,308.32000000000005,212.66,0.0,0.28800000000000003,0.432,22.968,62.32000000000001,,11.06664,1.716
2017-04-01 14:45:00+02:00,27.6,308.32000000000005,216.09,0.0,0.28800000000000003,0.432,22.956,62.32000000000001,,11.06664,1.672
2017-04-01 15:00:00+02:00,27.6,305.86,228.82999999999998,0.0,0.28800000000000003,0.432,22.98,62.32000000000001,,11.06664,1.6829999999999998
2017-04-01 15:15:00+02:00,27.6,305.86,221.97,0.0,0.28800000000000003,0.432,22.968,62.32000000000001,,11.98886,1.738
2017-04-01 15:30:00+02:00,27.6,307.5,220.01,0.0,0.28800000000000003,0.432,22.98,62.32000000000001,,11.06664,1.7819999999999998
2017-04-01 15:45:00+02:00,27.37,304.22,220.01,0.0,0.28800000000000003,0.432,22.98,62.32000000000001,,11.98886,1.8039999999999998
2017-04-01 16:00:00+02:00,27.14,299.3,227.85,0.0,0.28800000000000003,0.432,22.968,62.32000000000001,,11.06664,1.7819999999999998
