,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2017-01-01 01:00:00+02:00,2838.0,1377.0,0.0,0.0,24.0,0.0,400.0
2017-01-01 02:00:00+02:00,2850.0,1231.0,0.0,0.0,43.0,0.0,381.0
2017-01-01 03:00:00+02:00,2834.0,1047.0,0.0,0.0,34.0,0.0,391.0
2017-01-01 04:00:00+02:00,2762.0,889.0,0.0,0.0,26.0,0.0,355.0
2017-01-01 05:00:00+02:00,2578.0,965.0,0.0,0.0,26.0,0.0,360.0
2017-01-01 06:00:00+02:00,2560.0,1013.0,0.0,0.0,54.0,0.0,330.0
2017-01-01 07:00:00+02:00,2594.0,1056.0,0.0,0.0,101.0,7.0,278.0
2017-01-01 08:00:00+02:00,2554.0,1236.0,0.0,0.0,92.0,209.0,249.0
2017-01-01 09:00:00+02:00,2392.0,1420.0,0.0,0.0,107.0,547.0,204.0
2017-01-01 10:00:00+02:00,2188.0,1590.0,0.0,0.0,148.0,889.0,163.0
2017-01-01 11:00:00+02:00,2237.0,1617.0,0.0,0.0,257.0,1123.0,130.0
2017-01-01 12:00:00+02:00,2259.0,1669.0,0.0,0.0,241.0,1210.0,99.0
2017-01-01 13:00:00+02:00,2084.0,1651.0,0.0,0.0,231.0,1161.0,78.0
2017-01-01 14:00:00+02:00,1949.0,1536.0,0.0,0.0,159.0,966.0,65.0
2017-01-01 15:00:00+02:00,1904.0,1965.0,0.0,0.0,104.0,619.0,63.0
2017-01-01 16:00:00+02:00,1917.0,2536.0,0.0,0.0,152.0,233.0,74.0
2017-01-01 17:00:00+02:00,1960.0,2848.0,0.0,6.0,663.0,7.0,85.0
2017-01-01 18:00:00+02:00,2032.0,2869.0,0.0,237.0,1005.0,0.0,90.0
2017-01-01 19:00:00+02:00,2198.0,2852.0,0.0,210.0,930.0,0.0,103.0
2017-01-01 20:00:00+02:00,2359.0,2841.0,0.0,28.0,880.0,0.0,114.0
2017-01-01 21:00:00+02:00,2248.0,2791.0,0.0,0.0,570.0,0.0,131.0
2017-01-01 22:00:00+02:00,2422.0,2601.0,0.0,0.0,235.0,0.0,141.0
2017-01-01 23:00:00+02:00,2502.0,2355.0,0.0,0.0,79.0,0.0,152.0
2017-01-02 00:00:00+02:00,2467.0,2164.0,0.0,0.0,81.0,0.0,162.0
2017-01-02 01:00:00+02:00,2360.0,1534.0,0.0,0.0,84.0,0.0,212.0
2017-01-02 02:00:00+02:00,2134.0,1674.0,0.0,0.0,79.0,0.0,235.0
