,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2017-08-01 00:00:00+02:00,184.73,32.808,258.504,20.5,3.0469999999999997
2017-08-01 01:00:00+02:00,184.24,33.048,242.976,21.32,3.0469999999999997
2017-08-01 02:00:00+02:00,183.75,32.952,233.52,21.32,2.981
2017-08-01 03:00:00+02:00,185.22,32.904,229.99200000000002,22.96,4.257
2017-08-01 04:00:00+02:00,183.75,32.904,231.624,23.78,3.872
2017-08-01 05:00:00+02:00,183.75,32.88,246.0,19.68,4.114
2017-08-01 06:00:00+02:00,184.73,32.784,279.144,16.400000000000002,4.004
2017-08-01 07:00:00+02:00,180.81,32.88,312.048,17.220000000000002,3.6849999999999996
2017-08-01 08:00:00+02:00,182.77,32.616,332.472,18.040000000000003,3.4979999999999998
2017-08-01 09:00:00+02:00,162.19,32.688,341.64,18.040000000000003,3.102
2017-08-01 10:00:00+02:00,163.66,32.544000000000004,342.84000000000003,16.400000000000002,2.981
2017-08-01 11:00:00+02:00,165.13,32.304,341.568,17.220000000000002,2.662
2017-08-01 12:00:00+02:00,162.19,32.496,339.312,20.5,2.783
2017-08-01 13:00:00+02:00,163.66,32.64,339.336,21.32,2.75
2017-08-01 14:00:00+02:00,163.17,32.688,339.72,19.68,2.739
2017-08-01 15:00:00+02:00,163.17,32.496,335.904,16.400000000000002,2.42
2017-08-01 16:00:00+02:00,163.66,32.256,333.456,13.120000000000001,2.288
2017-08-01 17:00:00+02:00,163.17,32.4,334.968,12.3,2.5959999999999996
2017-08-01 18:00:00+02:00,163.17,32.472,334.92,13.120000000000001,1.958
2017-08-01 19:00:00+02:00,162.19,32.352000000000004,329.664,15.580000000000002,2.2769999999999997
2017-08-01 20:00:00+02:00,162.19,32.160000000000004,325.104,14.760000000000002,2.178
2017-08-01 21:00:00+02:00,163.17,32.232,321.072,14.760000000000002,2.145
2017-08-01 22:00:00+02:00,163.17,32.064,312.096,14.760000000000002,1.98
2017-08-01 23:00:00+02:00,163.66,32.04,293.184,13.940000000000001,1.628
2017-08-02 00:00:00+02:00,164.64,32.376,268.704,12.3,1.859
2017-08-02 01:00:00+02:00,165.62,32.544000000000004,253.12800000000001,12.3,1.98
2017-08-02 02:00:00+02:00,143.57,32.232,251.832,11.48,1.639
2017-08-02 03:00:00+02:00,144.55,32.448,248.856,11.48,1.056
2017-08-02 04:00:00+02:00,145.04,32.184,251.832,11.48,1.034
2017-08-02 05:00:00+02:00,145.04,32.088,276.936,12.3,0.704
2017-08-02 06:00:00+02:00,145.04,31.992,300.408,10.66,0.495
2017-08-02 07:00:00+02:00,144.55,32.256,324.648,10.66,0.5499999999999999
2017-08-02 08:00:00+02:00,145.04,32.28,339.312,12.3,0.32999999999999996
2017-08-02 09:00:00+02:00,144.55,32.232,341.16,13.940000000000001,0.616
2017-08-02 10:00:00+02:00,145.04,32.376,339.72,17.220000000000002,0.8029999999999999
2017-08-02 11:00:00+02:00,164.64,32.28,339.0,19.68,1.045
2017-08-02 12:00:00+02:00,165.62,32.376,336.528,21.32,1.012
2017-08-02 13:00:00+02:00,165.13,31.896,332.784,21.32,0.8909999999999999
2017-08-02 14:00:00+02:00,166.6,32.112,335.928,21.32,0.748
2017-08-02 15:00:00+02:00,165.13,32.016,329.30400000000003,22.14,0.8799999999999999
2017-08-02 16:00:00+02:00,163.17,32.448,333.432,21.32,1.023
2017-08-02 17:00:00+02:00,160.23,32.64,334.608,19.68,0.8029999999999999
2017-08-02 18:00:00+02:00,160.72,32.232,328.44,17.220000000000002,0.473
2017-08-02 19:00:00+02:00,165.62,32.016,328.68,14.760000000000002,0.5499999999999999
2017-08-02 20:00:00+02:00,166.10999999999999,32.112,327.936,12.3,0.34099999999999997
2017-08-02 21:00:00+02:00,167.09,31.968,325.128,11.48,0.418
2017-08-02 22:00:00+02:00,167.09,31.968,318.76800000000003,10.66,0.45099999999999996
2017-08-02 23:00:00+02:00,167.09,32.352000000000004,311.904,10.66,0.5609999999999999
