,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2017-05-01 00:00:00+02:00,116.0,242.0,425.0,0.0,16.0,19.0,1917.0,96.0,10.0,18.0,166.0
2017-05-01 00:15:00+02:00,115.0,271.0,385.0,0.0,16.0,19.0,1915.0,96.0,11.0,18.0,159.0
2017-05-01 00:30:00+02:00,115.0,291.0,311.0,0.0,16.0,19.0,1914.0,96.0,11.0,18.0,163.0
2017-05-01 00:45:00+02:00,115.0,288.0,268.0,0.0,16.0,19.0,1914.0,96.0,12.0,17.0,152.0
2017-05-01 01:00:00+02:00,110.0,276.0,385.0,0.0,16.0,19.0,1917.0,96.0,11.0,17.0,142.0
2017-05-01 01:15:00+02:00,108.0,275.0,370.0,0.0,16.0,19.0,1915.0,96.0,11.0,17.0,132.0
2017-05-01 01:30:00+02:00,112.0,268.0,312.0,0.0,16.0,19.0,1915.0,96.0,11.0,16.0,135.0
2017-05-01 01:45:00+02:00,116.0,260.0,261.0,0.0,16.0,19.0,1915.0,87.0,11.0,17.0,139.0
2017-05-01 02:00:00+02:00,113.0,237.0,330.0,0.0,16.0,19.0,1915.0,87.0,11.0,17.0,139.0
2017-05-01 02:15:00+02:00,110.0,232.0,336.0,0.0,16.0,19.0,1912.0,87.0,11.0,17.0,137.0
2017-05-01 02:30:00+02:00,108.0,231.0,304.0,0.0,16.0,19.0,1908.0,87.0,8.0,18.0,136.0
2017-05-01 02:45:00+02:00,104.0,224.0,310.0,0.0,16.0,19.0,1867.0,87.0,8.0,18.0,132.0
2017-05-01 03:00:00+02:00,87.0,224.0,378.0,0.0,16.0,19.0,1840.0,87.0,7.0,18.0,129.0
2017-05-01 03:15:00+02:00,70.0,221.0,386.0,0.0,16.0,19.0,1839.0,87.0,7.0,17.0,129.0
2017-05-01 03:30:00+02:00,67.0,221.0,386.0,0.0,16.0,19.0,1840.0,87.0,7.0,17.0,119.0
2017-05-01 03:45:00+02:00,65.0,223.0,376.0,0.0,16.0,19.0,1840.0,87.0,7.0,17.0,118.0
2017-05-01 04:00:00+02:00,64.0,222.0,369.0,0.0,16.0,19.0,1842.0,87.0,7.0,17.0,116.0
2017-05-01 04:15:00+02:00,63.0,217.0,381.0,0.0,16.0,19.0,1841.0,87.0,7.0,16.0,115.0
2017-05-01 04:30:00+02:00,63.0,222.0,388.0,0.0,16.0,19.0,1841.0,87.0,7.0,16.0,112.0
2017-05-01 04:45:00+02:00,63.0,224.0,387.0,0.0,16.0,19.0,1840.0,87.0,7.0,17.0,118.0
2017-05-01 05:00:00+02:00,63.0,241.0,404.0,0.0,16.0,19.0,1841.0,96.0,7.0,17.0,117.0
2017-05-01 05:15:00+02:00,62.0,239.0,374.0,0.0,16.0,19.0,1840.0,96.0,7.0,17.0,112.0
2017-05-01 05:30:00+02:00,59.0,222.0,361.0,0.0,16.0,19.0,1840.0,96.0,7.0,17.0,107.0
2017-05-01 05:45:00+02:00,58.0,222.0,347.0,0.0,16.0,19.0,1841.0,96.0,8.0,18.0,101.0
2017-05-01 06:00:00+02:00,62.0,223.0,251.0,0.0,16.0,19.0,1842.0,96.0,9.0,18.0,95.0
2017-05-01 06:15:00+02:00,67.0,221.0,247.0,0.0,16.0,19.0,1828.0,96.0,9.0,18.0,95.0
2017-05-01 06:30:00+02:00,71.0,224.0,329.0,0.0,16.0,19.0,1791.0,96.0,9.0,18.0,89.0
2017-05-01 06:45:00+02:00,78.0,224.0,385.0,0.0,16.0,19.0,1789.0,96.0,9.0,17.0,88.0
2017-05-01 07:00:00+02:00,79.0,226.0,390.0,0.0,16.0,19.0,1789.0,96.0,11.0,17.0,74.0
2017-05-01 07:15:00+02:00,85.0,244.0,389.0,0.0,16.0,19.0,1804.0,96.0,12.0,17.0,64.0
2017-05-01 07:30:00+02:00,96.0,265.0,390.0,0.0,16.0,19.0,1846.0,96.0,13.0,18.0,56.0
2017-05-01 07:45:00+02:00,101.0,288.0,380.0,0.0,16.0,19.0,1907.0,96.0,13.0,18.0,56.0
2017-05-01 08:00:00+02:00,103.0,290.0,267.0,0.0,16.0,19.0,1914.0,109.0,13.0,19.0,60.0
2017-05-01 08:15:00+02:00,105.0,298.0,316.0,0.0,16.0,19.0,1915.0,109.0,14.0,18.0,56.0
2017-05-01 08:30:00+02:00,107.0,300.0,385.0,0.0,16.0,19.0,1914.0,109.0,14.0,19.0,54.0
2017-05-01 08:45:00+02:00,105.0,309.0,400.0,0.0,16.0,19.0,1914.0,109.0,14.0,19.0,53.0
2017-05-01 09:00:00+02:00,106.0,314.0,379.0,0.0,16.0,19.0,1912.0,109.0,14.0,19.0,55.0
2017-05-01 09:15:00+02:00,107.0,314.0,396.0,0.0,16.0,19.0,1913.0,109.0,14.0,18.0,52.0
2017-05-01 09:30:00+02:00,104.0,325.0,404.0,0.0,16.0,19.0,1913.0,109.0,14.0,18.0,50.0
2017-05-01 09:45:00+02:00,104.0,324.0,404.0,0.0,16.0,19.0,1915.0,109.0,14.0,17.0,50.0
2017-05-01 10:00:00+02:00,101.0,351.0,405.0,0.0,16.0,19.0,1917.0,109.0,14.0,16.0,51.0
2017-05-01 10:15:00+02:00,101.0,373.0,410.0,0.0,16.0,19.0,1913.0,109.0,14.0,15.0,51.0
2017-05-01 10:30:00+02:00,103.0,376.0,407.0,0.0,16.0,19.0,1913.0,109.0,14.0,18.0,51.0
2017-05-01 10:45:00+02:00,101.0,374.0,402.0,0.0,15.0,19.0,1914.0,109.0,14.0,18.0,52.0
2017-05-01 11:00:00+02:00,104.0,344.0,388.0,0.0,15.0,19.0,1917.0,109.0,14.0,18.0,50.0
2017-05-01 11:15:00+02:00,106.0,327.0,402.0,0.0,15.0,20.0,1918.0,109.0,14.0,17.0,43.0
2017-05-01 11:30:00+02:00,103.0,324.0,400.0,0.0,15.0,20.0,1917.0,109.0,14.0,18.0,39.0
2017-05-01 11:45:00+02:00,104.0,327.0,404.0,0.0,15.0,19.0,1917.0,109.0,14.0,18.0,38.0
2017-05-01 12:00:00+02:00,104.0,354.0,431.0,0.0,15.0,19.0,1917.0,103.0,14.0,17.0,41.0
2017-05-01 12:15:00+02:00,102.0,372.0,392.0,0.0,15.0,19.0,1915.0,103.0,14.0,16.0,41.0
2017-05-01 12:30:00+02:00,104.0,364.0,390.0,0.0,15.0,19.0,1912.0,103.0,14.0,17.0,46.0
2017-05-01 12:45:00+02:00,107.0,350.0,387.0,0.0,15.0,19.0,1911.0,103.0,14.0,17.0,43.0
2017-05-01 13:00:00+02:00,104.0,318.0,396.0,0.0,15.0,19.0,1913.0,103.0,14.0,17.0,40.0
2017-05-01 13:15:00+02:00,104.0,302.0,389.0,0.0,15.0,19.0,1912.0,103.0,14.0,18.0,38.0
2017-05-01 13:30:00+02:00,105.0,294.0,389.0,0.0,15.0,19.0,1912.0,103.0,14.0,18.0,35.0
2017-05-01 13:45:00+02:00,107.0,288.0,354.0,0.0,15.0,15.0,1912.0,103.0,14.0,17.0,42.0
2017-05-01 14:00:00+02:00,107.0,259.0,357.0,0.0,15.0,15.0,1913.0,99.0,14.0,18.0,40.0
2017-05-01 14:15:00+02:00,106.0,239.0,389.0,0.0,15.0,15.0,1912.0,99.0,14.0,18.0,44.0
2017-05-01 14:30:00+02:00,107.0,240.0,379.0,0.0,15.0,15.0,1911.0,99.0,14.0,18.0,52.0
2017-05-01 14:45:00+02:00,106.0,240.0,381.0,0.0,15.0,15.0,1912.0,99.0,14.0,17.0,44.0
2017-05-01 15:00:00+02:00,102.0,245.0,367.0,0.0,15.0,15.0,1912.0,98.0,14.0,18.0,49.0
2017-05-01 15:15:00+02:00,101.0,247.0,362.0,0.0,15.0,15.0,1911.0,98.0,14.0,18.0,48.0
2017-05-01 15:30:00+02:00,106.0,248.0,357.0,0.0,15.0,15.0,1911.0,98.0,14.0,17.0,55.0
2017-05-01 15:45:00+02:00,106.0,251.0,364.0,0.0,15.0,17.0,1911.0,98.0,14.0,17.0,52.0
2017-05-01 16:00:00+02:00,105.0,273.0,350.0,0.0,15.0,21.0,1911.0,104.0,14.0,18.0,50.0
2017-05-01 16:15:00+02:00,104.0,274.0,363.0,0.0,14.0,20.0,1912.0,104.0,14.0,18.0,49.0
2017-05-01 16:30:00+02:00,102.0,276.0,380.0,0.0,15.0,20.0,1911.0,104.0,14.0,17.0,45.0
2017-05-01 16:45:00+02:00,100.0,278.0,373.0,0.0,15.0,20.0,1912.0,104.0,14.0,18.0,52.0
2017-05-01 17:00:00+02:00,97.0,301.0,348.0,0.0,15.0,20.0,1912.0,104.0,13.0,17.0,63.0
2017-05-01 17:15:00+02:00,97.0,310.0,362.0,0.0,15.0,20.0,1912.0,104.0,13.0,18.0,67.0
2017-05-01 17:30:00+02:00,99.0,313.0,350.0,0.0,15.0,20.0,1911.0,104.0,13.0,18.0,64.0
2017-05-01 17:45:00+02:00,102.0,313.0,348.0,0.0,15.0,20.0,1911.0,104.0,13.0,17.0,66.0
2017-05-01 18:00:00+02:00,101.0,339.0,318.0,0.0,15.0,20.0,1910.0,101.0,13.0,18.0,60.0
2017-05-01 18:15:00+02:00,99.0,368.0,348.0,0.0,15.0,20.0,1913.0,101.0,13.0,18.0,56.0
2017-05-01 18:30:00+02:00,103.0,371.0,377.0,0.0,15.0,20.0,1913.0,101.0,13.0,18.0,57.0
2017-05-01 18:45:00+02:00,101.0,372.0,395.0,0.0,15.0,20.0,1913.0,101.0,13.0,18.0,56.0
2017-05-01 19:00:00+02:00,101.0,366.0,314.0,0.0,15.0,20.0,1910.0,101.0,13.0,18.0,56.0
2017-05-01 19:15:00+02:00,101.0,364.0,340.0,0.0,15.0,20.0,1912.0,101.0,12.0,18.0,54.0
2017-05-01 19:30:00+02:00,102.0,365.0,430.0,0.0,16.0,20.0,1913.0,101.0,13.0,18.0,48.0
2017-05-01 19:45:00+02:00,106.0,376.0,447.0,0.0,16.0,20.0,1912.0,101.0,13.0,18.0,44.0
2017-05-01 20:00:00+02:00,106.0,379.0,396.0,0.0,16.0,20.0,1909.0,101.0,13.0,18.0,47.0
2017-05-01 20:15:00+02:00,105.0,378.0,466.0,0.0,16.0,20.0,1911.0,101.0,13.0,18.0,51.0
2017-05-01 20:30:00+02:00,106.0,378.0,510.0,0.0,16.0,20.0,1911.0,101.0,13.0,18.0,57.0
2017-05-01 20:45:00+02:00,106.0,376.0,488.0,0.0,16.0,20.0,1913.0,101.0,13.0,18.0,64.0
2017-05-01 21:00:00+02:00,108.0,375.0,548.0,0.0,16.0,20.0,1913.0,101.0,13.0,18.0,71.0
2017-05-01 21:15:00+02:00,110.0,369.0,503.0,0.0,16.0,20.0,1912.0,101.0,13.0,18.0,75.0
2017-05-01 21:30:00+02:00,110.0,368.0,427.0,0.0,16.0,20.0,1913.0,101.0,13.0,17.0,77.0
2017-05-01 21:45:00+02:00,110.0,368.0,356.0,0.0,16.0,20.0,1912.0,101.0,13.0,18.0,74.0
2017-05-01 22:00:00+02:00,110.0,366.0,517.0,0.0,16.0,20.0,1914.0,98.0,12.0,17.0,70.0
2017-05-01 22:15:00+02:00,109.0,374.0,457.0,0.0,16.0,20.0,1910.0,98.0,12.0,18.0,68.0
2017-05-01 22:30:00+02:00,108.0,368.0,415.0,0.0,16.0,19.0,1913.0,98.0,12.0,18.0,68.0
2017-05-01 22:45:00+02:00,110.0,370.0,347.0,0.0,16.0,19.0,1912.0,98.0,12.0,19.0,70.0
2017-05-01 23:00:00+02:00,111.0,375.0,482.0,0.0,16.0,19.0,1914.0,98.0,12.0,18.0,76.0
2017-05-01 23:15:00+02:00,112.0,374.0,469.0,0.0,16.0,19.0,1910.0,98.0,12.0,17.0,75.0
2017-05-01 23:30:00+02:00,111.0,374.0,415.0,0.0,16.0,19.0,1913.0,98.0,12.0,17.0,77.0
2017-05-01 23:45:00+02:00,111.0,374.0,329.0,0.0,16.0,19.0,1910.0,98.0,12.0,18.0,84.0
2017-05-02 00:00:00+02:00,111.0,376.0,386.0,0.0,16.0,19.0,1914.0,96.0,11.0,18.0,87.0
2017-05-02 00:15:00+02:00,110.0,373.0,326.0,0.0,16.0,19.0,1914.0,96.0,10.0,18.0,88.0
2017-05-02 00:30:00+02:00,111.0,372.0,291.0,0.0,16.0,19.0,1916.0,96.0,10.0,18.0,85.0
2017-05-02 00:45:00+02:00,110.0,369.0,268.0,0.0,16.0,19.0,1915.0,96.0,10.0,18.0,77.0
2017-05-02 01:00:00+02:00,107.0,370.0,380.0,0.0,16.0,18.0,1917.0,96.0,10.0,18.0,77.0
