,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2017-08-01 00:00:00+02:00,377.0,1367.0,10771.0,25.0,277.0
2017-08-01 01:00:00+02:00,376.0,1377.0,10124.0,26.0,277.0
2017-08-01 02:00:00+02:00,375.0,1373.0,9730.0,26.0,271.0
2017-08-01 03:00:00+02:00,378.0,1371.0,9583.0,28.0,387.0
2017-08-01 04:00:00+02:00,375.0,1371.0,9651.0,29.0,352.0
2017-08-01 05:00:00+02:00,375.0,1370.0,10250.0,24.0,374.0
2017-08-01 06:00:00+02:00,377.0,1366.0,11631.0,20.0,364.0
2017-08-01 07:00:00+02:00,369.0,1370.0,13002.0,21.0,335.0
2017-08-01 08:00:00+02:00,373.0,1359.0,13853.0,22.0,318.0
2017-08-01 09:00:00+02:00,331.0,1362.0,14235.0,22.0,282.0
2017-08-01 10:00:00+02:00,334.0,1356.0,14285.0,20.0,271.0
2017-08-01 11:00:00+02:00,337.0,1346.0,14232.0,21.0,242.0
2017-08-01 12:00:00+02:00,331.0,1354.0,14138.0,25.0,253.0
2017-08-01 13:00:00+02:00,334.0,1360.0,14139.0,26.0,250.0
2017-08-01 14:00:00+02:00,333.0,1362.0,14155.0,24.0,249.0
2017-08-01 15:00:00+02:00,333.0,1354.0,13996.0,20.0,220.0
2017-08-01 16:00:00+02:00,334.0,1344.0,13894.0,16.0,208.0
2017-08-01 17:00:00+02:00,333.0,1350.0,13957.0,15.0,236.0
2017-08-01 18:00:00+02:00,333.0,1353.0,13955.0,16.0,178.0
2017-08-01 19:00:00+02:00,331.0,1348.0,13736.0,19.0,207.0
2017-08-01 20:00:00+02:00,331.0,1340.0,13546.0,18.0,198.0
2017-08-01 21:00:00+02:00,333.0,1343.0,13378.0,18.0,195.0
2017-08-01 22:00:00+02:00,333.0,1336.0,13004.0,18.0,180.0
2017-08-01 23:00:00+02:00,334.0,1335.0,12216.0,17.0,148.0
2017-08-02 00:00:00+02:00,336.0,1349.0,11196.0,15.0,169.0
2017-08-02 01:00:00+02:00,338.0,1356.0,10547.0,15.0,180.0
2017-08-02 02:00:00+02:00,293.0,1343.0,10493.0,14.0,149.0
2017-08-02 03:00:00+02:00,295.0,1352.0,10369.0,14.0,96.0
2017-08-02 04:00:00+02:00,296.0,1341.0,10493.0,14.0,94.0
2017-08-02 05:00:00+02:00,296.0,1337.0,11539.0,15.0,64.0
2017-08-02 06:00:00+02:00,296.0,1333.0,12517.0,13.0,45.0
2017-08-02 07:00:00+02:00,295.0,1344.0,13527.0,13.0,50.0
2017-08-02 08:00:00+02:00,296.0,1345.0,14138.0,15.0,30.0
2017-08-02 09:00:00+02:00,295.0,1343.0,14215.0,17.0,56.0
2017-08-02 10:00:00+02:00,296.0,1349.0,14155.0,21.0,73.0
2017-08-02 11:00:00+02:00,336.0,1345.0,14125.0,24.0,95.0
2017-08-02 12:00:00+02:00,338.0,1349.0,14022.0,26.0,92.0
2017-08-02 13:00:00+02:00,337.0,1329.0,13866.0,26.0,81.0
2017-08-02 14:00:00+02:00,340.0,1338.0,13997.0,26.0,68.0
2017-08-02 15:00:00+02:00,337.0,1334.0,13721.0,27.0,80.0
2017-08-02 16:00:00+02:00,333.0,1352.0,13893.0,26.0,93.0
2017-08-02 17:00:00+02:00,327.0,1360.0,13942.0,24.0,73.0
2017-08-02 18:00:00+02:00,328.0,1343.0,13685.0,21.0,43.0
2017-08-02 19:00:00+02:00,338.0,1334.0,13695.0,18.0,50.0
2017-08-02 20:00:00+02:00,339.0,1338.0,13664.0,15.0,31.0
2017-08-02 21:00:00+02:00,341.0,1332.0,13547.0,14.0,38.0
2017-08-02 22:00:00+02:00,341.0,1332.0,13282.0,13.0,41.0
2017-08-02 23:00:00+02:00,341.0,1348.0,12996.0,13.0,51.0
2017-08-03 00:00:00+02:00,341.0,1347.0,12421.0,15.0,51.0
2017-08-03 01:00:00+02:00,378.0,1354.0,11046.0,17.0,70.0
2017-08-03 02:00:00+02:00,379.0,1348.0,10015.0,20.0,78.0
2017-08-03 03:00:00+02:00,381.0,1338.0,9743.0,25.0,81.0
2017-08-03 04:00:00+02:00,382.0,1327.0,9614.0,30.0,82.0
2017-08-03 05:00:00+02:00,381.0,1320.0,10121.0,36.0,102.0
2017-08-03 06:00:00+02:00,382.0,1340.0,12012.0,43.0,119.0
2017-08-03 07:00:00+02:00,382.0,1338.0,13383.0,50.0,135.0
2017-08-03 08:00:00+02:00,379.0,1343.0,14197.0,58.0,144.0
2017-08-03 09:00:00+02:00,376.0,1351.0,14639.0,64.0,160.0
2017-08-03 10:00:00+02:00,381.0,1348.0,14653.0,69.0,190.0
2017-08-03 11:00:00+02:00,343.0,1345.0,14656.0,71.0,182.0
2017-08-03 12:00:00+02:00,331.0,1338.0,14019.0,69.0,208.0
2017-08-03 13:00:00+02:00,316.0,1345.0,13193.0,63.0,244.0
2017-08-03 14:00:00+02:00,316.0,1348.0,12703.0,50.0,254.0
2017-08-03 15:00:00+02:00,316.0,1363.0,12071.0,33.0,240.0
2017-08-03 16:00:00+02:00,317.0,1370.0,11819.0,26.0,175.0
2017-08-03 17:00:00+02:00,317.0,1370.0,11746.0,25.0,285.0
2017-08-03 18:00:00+02:00,337.0,1383.0,12561.0,22.0,287.0
2017-08-03 19:00:00+02:00,362.0,1374.0,13301.0,19.0,287.0
2017-08-03 20:00:00+02:00,356.0,1392.0,13414.0,16.0,231.0
2017-08-03 21:00:00+02:00,355.0,1402.0,13391.0,15.0,219.0
2017-08-03 22:00:00+02:00,355.0,1393.0,12732.0,15.0,182.0
2017-08-03 23:00:00+02:00,367.0,1387.0,10878.0,15.0,167.0
