,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2017-04-30 23:00:00+01:00,321.0,344.0,252.0,585.0,320.0,2.0,30.0,0.0,1433.0
2017-05-01 00:00:00+01:00,319.0,344.0,368.0,63.0,180.0,0.0,31.0,0.0,1232.0
2017-05-01 01:00:00+01:00,315.0,340.0,517.0,0.0,173.0,0.0,29.0,0.0,994.0
2017-05-01 02:00:00+01:00,314.0,341.0,551.0,0.0,80.0,86.0,30.0,0.0,789.0
2017-05-01 03:00:00+01:00,314.0,342.0,561.0,0.0,31.0,176.0,29.0,0.0,740.0
2017-05-01 04:00:00+01:00,315.0,343.0,581.0,0.0,147.0,171.0,29.0,0.0,712.0
2017-05-01 05:00:00+01:00,315.0,437.0,641.0,0.0,279.0,83.0,30.0,0.0,677.0
2017-05-01 06:00:00+01:00,317.0,471.0,738.0,205.0,72.0,59.0,30.0,1.0,601.0
2017-05-01 07:00:00+01:00,318.0,650.0,791.0,313.0,63.0,1.0,30.0,48.0,558.0
2017-05-01 08:00:00+01:00,319.0,653.0,901.0,272.0,103.0,67.0,29.0,171.0,351.0
2017-05-01 09:00:00+01:00,320.0,631.0,1132.0,433.0,204.0,6.0,30.0,261.0,240.0
2017-05-01 10:00:00+01:00,319.0,631.0,1227.0,347.0,328.0,0.0,29.0,327.0,151.0
2017-05-01 11:00:00+01:00,325.0,618.0,1282.0,263.0,263.0,0.0,30.0,369.0,105.0
2017-05-01 12:00:00+01:00,321.0,632.0,1282.0,278.0,293.0,0.0,29.0,391.0,99.0
2017-05-01 13:00:00+01:00,325.0,581.0,1302.0,278.0,189.0,0.0,31.0,398.0,159.0
2017-05-01 14:00:00+01:00,328.0,609.0,1103.0,56.0,232.0,0.0,30.0,391.0,201.0
2017-05-01 15:00:00+01:00,323.0,603.0,1118.0,0.0,284.0,0.0,30.0,370.0,296.0
2017-05-01 16:00:00+01:00,324.0,601.0,1281.0,0.0,272.0,0.0,29.0,329.0,386.0
2017-05-01 17:00:00+01:00,323.0,635.0,1316.0,9.0,359.0,0.0,30.0,261.0,373.0
2017-05-01 18:00:00+01:00,324.0,687.0,1462.0,288.0,358.0,31.0,29.0,159.0,395.0
2017-05-01 19:00:00+01:00,326.0,812.0,1468.0,1706.0,303.0,177.0,27.0,45.0,407.0
2017-05-01 20:00:00+01:00,323.0,1071.0,1467.0,1664.0,599.0,354.0,28.0,1.0,382.0
2017-05-01 21:00:00+01:00,323.0,1368.0,1467.0,1454.0,655.0,230.0,27.0,0.0,354.0
