,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2017-06-01 00:00:00+02:00,122.0,222.0,640.0,0.0,13.0,18.0,1871.0,95.0,11.0,14.0,3.0
2017-06-01 00:15:00+02:00,121.0,219.0,626.0,0.0,13.0,18.0,1868.0,95.0,11.0,14.0,3.0
2017-06-01 00:30:00+02:00,122.0,219.0,572.0,0.0,13.0,18.0,1868.0,95.0,11.0,14.0,3.0
2017-06-01 00:45:00+02:00,122.0,221.0,536.0,0.0,13.0,18.0,1868.0,95.0,11.0,13.0,2.0
2017-06-01 01:00:00+02:00,122.0,221.0,680.0,0.0,13.0,18.0,1870.0,95.0,9.0,13.0,3.0
2017-06-01 01:15:00+02:00,122.0,220.0,639.0,0.0,13.0,18.0,1868.0,95.0,9.0,13.0,3.0
2017-06-01 01:30:00+02:00,122.0,219.0,560.0,0.0,13.0,18.0,1868.0,95.0,8.0,14.0,3.0
2017-06-01 01:45:00+02:00,121.0,209.0,495.0,0.0,13.0,18.0,1867.0,86.0,8.0,14.0,4.0
2017-06-01 02:00:00+02:00,122.0,211.0,511.0,0.0,13.0,18.0,1870.0,85.0,8.0,14.0,5.0
2017-06-01 02:15:00+02:00,122.0,213.0,471.0,0.0,13.0,18.0,1868.0,85.0,8.0,13.0,6.0
2017-06-01 02:30:00+02:00,117.0,216.0,443.0,0.0,13.0,18.0,1869.0,85.0,6.0,13.0,8.0
2017-06-01 02:45:00+02:00,104.0,216.0,433.0,0.0,11.0,18.0,1868.0,85.0,6.0,13.0,9.0
2017-06-01 03:00:00+02:00,84.0,214.0,438.0,0.0,11.0,17.0,1869.0,92.0,5.0,12.0,10.0
2017-06-01 03:15:00+02:00,67.0,215.0,429.0,0.0,12.0,17.0,1868.0,92.0,5.0,13.0,10.0
2017-06-01 03:30:00+02:00,60.0,218.0,418.0,0.0,12.0,17.0,1869.0,92.0,5.0,13.0,8.0
2017-06-01 03:45:00+02:00,55.0,220.0,405.0,0.0,12.0,17.0,1868.0,92.0,5.0,13.0,10.0
2017-06-01 04:00:00+02:00,52.0,201.0,418.0,0.0,11.0,17.0,1869.0,96.0,5.0,13.0,10.0
2017-06-01 04:15:00+02:00,51.0,210.0,412.0,0.0,11.0,17.0,1868.0,96.0,5.0,14.0,10.0
2017-06-01 04:30:00+02:00,50.0,217.0,394.0,0.0,11.0,17.0,1869.0,96.0,5.0,14.0,12.0
2017-06-01 04:45:00+02:00,50.0,214.0,389.0,0.0,12.0,17.0,1869.0,96.0,5.0,13.0,14.0
2017-06-01 05:00:00+02:00,51.0,202.0,331.0,0.0,12.0,17.0,1869.0,103.0,5.0,13.0,15.0
2017-06-01 05:15:00+02:00,56.0,184.0,379.0,0.0,12.0,17.0,1868.0,103.0,5.0,12.0,14.0
2017-06-01 05:30:00+02:00,65.0,201.0,409.0,0.0,12.0,17.0,1868.0,103.0,5.0,13.0,12.0
2017-06-01 05:45:00+02:00,77.0,222.0,481.0,0.0,12.0,17.0,1867.0,103.0,6.0,14.0,10.0
2017-06-01 06:00:00+02:00,82.0,215.0,318.0,0.0,12.0,18.0,1868.0,98.0,9.0,14.0,11.0
2017-06-01 06:15:00+02:00,89.0,216.0,441.0,0.0,12.0,18.0,1869.0,98.0,10.0,15.0,12.0
2017-06-01 06:30:00+02:00,98.0,226.0,600.0,0.0,13.0,18.0,1869.0,98.0,11.0,14.0,12.0
2017-06-01 06:45:00+02:00,105.0,224.0,689.0,0.0,13.0,18.0,1869.0,98.0,11.0,14.0,9.0
2017-06-01 07:00:00+02:00,113.0,214.0,530.0,0.0,14.0,20.0,1868.0,98.0,12.0,14.0,8.0
2017-06-01 07:15:00+02:00,116.0,213.0,507.0,0.0,14.0,20.0,1869.0,98.0,12.0,13.0,10.0
2017-06-01 07:30:00+02:00,117.0,223.0,521.0,0.0,14.0,20.0,1869.0,98.0,13.0,13.0,7.0
2017-06-01 07:45:00+02:00,117.0,221.0,526.0,0.0,14.0,20.0,1869.0,98.0,13.0,13.0,8.0
2017-06-01 08:00:00+02:00,117.0,212.0,522.0,0.0,14.0,20.0,1868.0,103.0,14.0,13.0,7.0
2017-06-01 08:15:00+02:00,116.0,216.0,529.0,0.0,14.0,20.0,1870.0,103.0,14.0,13.0,8.0
