,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Nuclear,Other,Other renewable,Waste,Wind Onshore
2017-08-01 01:00:00+03:00,784.0,251.0,101.0,1.0,63.0,950.0,2575.0,79.0,44.0,35.0,482.0
2017-08-01 02:00:00+03:00,783.0,252.0,101.0,1.0,63.0,881.0,2582.0,80.0,44.0,35.0,492.0
2017-08-01 03:00:00+03:00,786.0,261.0,101.0,1.0,64.0,822.0,2597.0,81.0,43.0,35.0,528.0
2017-08-01 04:00:00+03:00,785.0,268.0,101.0,1.0,64.0,822.0,2585.0,81.0,44.0,35.0,587.0
2017-08-01 05:00:00+03:00,786.0,266.0,101.0,1.0,64.0,814.0,2591.0,80.0,44.0,35.0,570.0
2017-08-01 06:00:00+03:00,779.0,254.0,106.0,1.0,67.0,1002.0,2585.0,82.0,44.0,35.0,543.0
2017-08-01 07:00:00+03:00,782.0,244.0,115.0,1.0,76.0,1594.0,2585.0,92.0,44.0,35.0,414.0
2017-08-01 08:00:00+03:00,797.0,235.0,115.0,1.0,79.0,2110.0,2595.0,103.0,44.0,35.0,296.0
2017-08-01 09:00:00+03:00,778.0,216.0,115.0,11.0,82.0,2256.0,2648.0,102.0,43.0,35.0,327.0
2017-08-01 10:00:00+03:00,776.0,219.0,115.0,13.0,83.0,2227.0,2644.0,94.0,39.0,35.0,427.0
2017-08-01 11:00:00+03:00,769.0,206.0,115.0,2.0,80.0,2109.0,2641.0,92.0,41.0,35.0,567.0
2017-08-01 12:00:00+03:00,777.0,197.0,115.0,2.0,81.0,2030.0,2640.0,89.0,39.0,36.0,688.0
2017-08-01 13:00:00+03:00,778.0,211.0,115.0,2.0,79.0,1902.0,2639.0,88.0,40.0,35.0,815.0
2017-08-01 14:00:00+03:00,783.0,202.0,116.0,2.0,79.0,1733.0,2654.0,87.0,44.0,36.0,839.0
2017-08-01 15:00:00+03:00,772.0,185.0,116.0,2.0,70.0,1677.0,2674.0,85.0,42.0,35.0,803.0
2017-08-01 16:00:00+03:00,774.0,200.0,116.0,2.0,63.0,1552.0,2654.0,87.0,43.0,36.0,805.0
2017-08-01 17:00:00+03:00,758.0,204.0,116.0,2.0,65.0,1479.0,2659.0,87.0,44.0,36.0,840.0
2017-08-01 18:00:00+03:00,731.0,196.0,116.0,2.0,65.0,1546.0,2647.0,72.0,45.0,35.0,896.0
2017-08-01 19:00:00+03:00,726.0,197.0,116.0,2.0,66.0,1529.0,2645.0,68.0,44.0,35.0,862.0
2017-08-01 20:00:00+03:00,724.0,197.0,116.0,2.0,73.0,1496.0,2645.0,72.0,44.0,35.0,831.0
2017-08-01 21:00:00+03:00,738.0,195.0,98.0,2.0,72.0,1156.0,2646.0,75.0,44.0,35.0,805.0
2017-08-01 22:00:00+03:00,721.0,198.0,86.0,2.0,64.0,1187.0,2647.0,77.0,42.0,35.0,781.0
2017-08-01 23:00:00+03:00,727.0,191.0,83.0,2.0,63.0,1091.0,2647.0,78.0,45.0,35.0,854.0
2017-08-02 00:00:00+03:00,731.0,193.0,75.0,2.0,62.0,867.0,2647.0,79.0,45.0,35.0,814.0
2017-08-02 01:00:00+03:00,731.0,195.0,74.0,2.0,62.0,810.0,2647.0,80.0,45.0,35.0,713.0
2017-08-02 02:00:00+03:00,711.0,196.0,74.0,2.0,62.0,847.0,2650.0,81.0,44.0,35.0,617.0
2017-08-02 03:00:00+03:00,713.0,195.0,74.0,2.0,60.0,866.0,2666.0,81.0,44.0,34.0,514.0
2017-08-02 04:00:00+03:00,701.0,196.0,75.0,0.0,60.0,885.0,2653.0,83.0,44.0,35.0,383.0
2017-08-02 05:00:00+03:00,698.0,191.0,74.0,2.0,61.0,866.0,2658.0,84.0,45.0,35.0,292.0
2017-08-02 06:00:00+03:00,681.0,186.0,77.0,0.0,64.0,924.0,2650.0,86.0,45.0,35.0,215.0
2017-08-02 07:00:00+03:00,668.0,144.0,88.0,0.0,63.0,1117.0,2648.0,94.0,45.0,34.0,116.0
2017-08-02 08:00:00+03:00,682.0,158.0,89.0,0.0,64.0,1519.0,2661.0,103.0,44.0,34.0,78.0
2017-08-02 09:00:00+03:00,675.0,160.0,89.0,0.0,62.0,1823.0,2686.0,98.0,45.0,35.0,54.0
2017-08-02 10:00:00+03:00,683.0,166.0,98.0,0.0,60.0,2050.0,2678.0,100.0,45.0,35.0,59.0
2017-08-02 11:00:00+03:00,675.0,197.0,100.0,0.0,60.0,2115.0,2644.0,100.0,45.0,34.0,59.0
2017-08-02 12:00:00+03:00,677.0,242.0,100.0,0.0,60.0,2057.0,2643.0,99.0,42.0,35.0,53.0
2017-08-02 13:00:00+03:00,676.0,220.0,100.0,0.0,60.0,2053.0,2644.0,98.0,42.0,34.0,49.0
2017-08-02 14:00:00+03:00,671.0,216.0,115.0,0.0,61.0,2041.0,2649.0,97.0,43.0,34.0,54.0
2017-08-02 15:00:00+03:00,659.0,219.0,116.0,0.0,62.0,2070.0,2665.0,96.0,43.0,33.0,64.0
2017-08-02 16:00:00+03:00,665.0,228.0,116.0,0.0,62.0,1928.0,2649.0,96.0,40.0,34.0,70.0
2017-08-02 17:00:00+03:00,700.0,252.0,116.0,0.0,62.0,1655.0,2654.0,86.0,43.0,34.0,74.0
2017-08-02 18:00:00+03:00,703.0,268.0,116.0,0.0,62.0,1800.0,2644.0,74.0,43.0,34.0,68.0
2017-08-02 19:00:00+03:00,702.0,257.0,116.0,0.0,62.0,1761.0,2642.0,74.0,43.0,35.0,63.0
2017-08-02 20:00:00+03:00,709.0,260.0,104.0,0.0,62.0,1599.0,2642.0,74.0,44.0,35.0,74.0
2017-08-02 21:00:00+03:00,722.0,274.0,82.0,0.0,62.0,1372.0,2644.0,76.0,44.0,35.0,97.0
2017-08-02 22:00:00+03:00,720.0,282.0,75.0,0.0,65.0,1251.0,2646.0,78.0,44.0,34.0,129.0
2017-08-02 23:00:00+03:00,719.0,274.0,75.0,0.0,64.0,1037.0,2648.0,79.0,44.0,34.0,167.0
2017-08-03 00:00:00+03:00,726.0,263.0,75.0,0.0,63.0,735.0,2650.0,79.0,43.0,34.0,178.0
2017-08-03 01:00:00+03:00,739.0,270.0,75.0,0.0,63.0,598.0,2651.0,79.0,44.0,35.0,205.0
2017-08-03 02:00:00+03:00,728.0,270.0,75.0,0.0,63.0,557.0,2655.0,81.0,43.0,35.0,239.0
2017-08-03 03:00:00+03:00,725.0,267.0,75.0,0.0,63.0,557.0,2672.0,82.0,43.0,35.0,206.0
2017-08-03 04:00:00+03:00,722.0,263.0,75.0,0.0,63.0,572.0,2657.0,86.0,43.0,35.0,212.0
2017-08-03 05:00:00+03:00,733.0,270.0,75.0,0.0,63.0,578.0,2665.0,86.0,42.0,35.0,202.0
2017-08-03 06:00:00+03:00,734.0,272.0,79.0,0.0,63.0,731.0,2655.0,83.0,35.0,35.0,181.0
2017-08-03 07:00:00+03:00,729.0,289.0,88.0,0.0,66.0,952.0,2654.0,81.0,34.0,35.0,138.0
2017-08-03 08:00:00+03:00,729.0,297.0,109.0,0.0,67.0,1444.0,2655.0,83.0,31.0,33.0,96.0
2017-08-03 09:00:00+03:00,707.0,299.0,115.0,9.0,69.0,1785.0,2654.0,84.0,28.0,33.0,67.0
2017-08-03 10:00:00+03:00,723.0,288.0,115.0,0.0,67.0,1909.0,2652.0,85.0,29.0,34.0,88.0
