,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2017-09-01 01:00:00+03:00,38.0,2310.0,,,0.0,,53.0,1960.0,0.0,,118.0
2017-09-01 02:00:00+03:00,38.0,2313.0,,,0.0,,53.0,1960.0,0.0,,135.0
2017-09-01 03:00:00+03:00,37.0,2234.0,,,0.0,,54.0,1960.0,0.0,,142.0
2017-09-01 04:00:00+03:00,38.0,2211.0,,,0.0,,54.0,1960.0,0.0,,150.0
2017-09-01 05:00:00+03:00,38.0,2173.0,,,0.0,,58.0,1964.0,0.0,,122.0
2017-09-01 06:00:00+03:00,38.0,2131.0,,,0.0,,62.0,1965.0,1.0,,101.0
2017-09-01 07:00:00+03:00,39.0,2245.0,,,0.0,,211.0,1964.0,49.0,,98.0
2017-09-01 08:00:00+03:00,38.0,2319.0,,,0.0,,227.0,1964.0,223.0,,84.0
2017-09-01 09:00:00+03:00,38.0,2265.0,,,0.0,,150.0,1961.0,431.0,,137.0
2017-09-01 10:00:00+03:00,37.0,2207.0,,,0.0,,113.0,1963.0,595.0,,153.0
2017-09-01 11:00:00+03:00,37.0,2168.0,,,0.0,,108.0,1964.0,703.0,,147.0
2017-09-01 12:00:00+03:00,37.0,2158.0,,,0.0,,97.0,1963.0,756.0,,162.0
2017-09-01 13:00:00+03:00,37.0,2123.0,,,0.0,,89.0,1959.0,766.0,,189.0
2017-09-01 14:00:00+03:00,37.0,2142.0,,,0.0,,94.0,1956.0,729.0,,209.0
2017-09-01 15:00:00+03:00,37.0,2139.0,,,0.0,,93.0,1954.0,648.0,,241.0
2017-09-01 16:00:00+03:00,37.0,2181.0,,,0.0,,81.0,1956.0,514.0,,273.0
2017-09-01 17:00:00+03:00,37.0,2242.0,,,7.0,,179.0,1956.0,324.0,,252.0
2017-09-01 18:00:00+03:00,38.0,2307.0,,,40.0,,413.0,1955.0,124.0,,220.0
2017-09-01 19:00:00+03:00,38.0,2314.0,,,334.0,,444.0,1955.0,13.0,,187.0
2017-09-01 20:00:00+03:00,38.0,2307.0,,,415.0,,409.0,1953.0,0.0,,174.0
2017-09-01 21:00:00+03:00,38.0,2289.0,,,454.0,,377.0,1959.0,0.0,,185.0
2017-09-01 22:00:00+03:00,38.0,2292.0,,,262.0,,292.0,1958.0,0.0,,198.0
2017-09-01 23:00:00+03:00,38.0,2286.0,,,0.0,,341.0,1956.0,0.0,,206.0
2017-09-02 00:00:00+03:00,38.0,2236.0,,,0.0,,86.0,1956.0,0.0,,226.0
2017-09-02 01:00:00+03:00,38.0,2200.0,,,0.0,,49.0,1955.0,0.0,,244.0
