,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2017-08-01 00:00:00+02:00,345.0,1630.0,0.0,37.0,2.0,5808.0,274.0,0.0,261.0,119.0,105.0
2017-08-01 01:00:00+02:00,346.0,1637.0,0.0,105.0,3.0,5810.0,273.0,0.0,262.0,104.0,67.0
2017-08-01 02:00:00+02:00,328.0,1659.0,0.0,86.0,3.0,5810.0,253.0,0.0,266.0,91.0,53.0
2017-08-01 03:00:00+02:00,329.0,1694.0,0.0,118.0,3.0,5806.0,258.0,0.0,265.0,98.0,46.0
2017-08-01 04:00:00+02:00,333.0,1714.0,0.0,176.0,3.0,5809.0,261.0,0.0,267.0,86.0,33.0
2017-08-01 05:00:00+02:00,336.0,1785.0,0.0,204.0,3.0,5811.0,260.0,0.0,261.0,52.0,60.0
2017-08-01 06:00:00+02:00,332.0,1902.0,0.0,280.0,3.0,5814.0,305.0,28.0,258.0,33.0,99.0
2017-08-01 07:00:00+02:00,329.0,2201.0,0.0,71.0,3.0,5812.0,476.0,174.0,250.0,3.0,80.0
2017-08-01 08:00:00+02:00,328.0,2137.0,0.0,206.0,3.0,5809.0,587.0,221.0,251.0,7.0,58.0
2017-08-01 09:00:00+02:00,343.0,2106.0,0.0,245.0,3.0,5814.0,589.0,386.0,246.0,8.0,74.0
2017-08-01 10:00:00+02:00,351.0,2020.0,0.0,22.0,3.0,5810.0,555.0,866.0,251.0,7.0,94.0
2017-08-01 11:00:00+02:00,352.0,2043.0,0.0,6.0,3.0,5806.0,553.0,1009.0,249.0,22.0,67.0
2017-08-01 12:00:00+02:00,350.0,2129.0,0.0,247.0,3.0,5806.0,601.0,767.0,249.0,38.0,77.0
2017-08-01 13:00:00+02:00,347.0,1996.0,0.0,137.0,3.0,5803.0,599.0,1026.0,251.0,18.0,60.0
2017-08-01 14:00:00+02:00,353.0,1803.0,0.0,34.0,3.0,5797.0,539.0,1472.0,248.0,16.0,71.0
2017-08-01 15:00:00+02:00,353.0,2037.0,0.0,20.0,3.0,5792.0,530.0,1139.0,246.0,17.0,74.0
2017-08-01 16:00:00+02:00,356.0,1938.0,0.0,2.0,3.0,5791.0,568.0,931.0,248.0,4.0,83.0
2017-08-01 17:00:00+02:00,357.0,2029.0,0.0,58.0,3.0,5788.0,514.0,726.0,240.0,7.0,86.0
2017-08-01 18:00:00+02:00,355.0,2010.0,0.0,115.0,3.0,5788.0,478.0,590.0,250.0,43.0,81.0
2017-08-01 19:00:00+02:00,352.0,2010.0,0.0,15.0,3.0,5789.0,433.0,329.0,258.0,113.0,81.0
2017-08-01 20:00:00+02:00,352.0,2084.0,0.0,114.0,3.0,5786.0,402.0,98.0,260.0,123.0,70.0
2017-08-01 21:00:00+02:00,355.0,2086.0,0.0,46.0,3.0,5786.0,424.0,3.0,262.0,172.0,76.0
2017-08-01 22:00:00+02:00,352.0,2079.0,0.0,15.0,3.0,5795.0,376.0,0.0,258.0,199.0,73.0
2017-08-01 23:00:00+02:00,352.0,1709.0,0.0,123.0,3.0,5799.0,372.0,0.0,260.0,163.0,66.0
2017-08-02 00:00:00+02:00,353.0,1594.0,0.0,52.0,3.0,5807.0,384.0,0.0,265.0,229.0,59.0
2017-08-02 01:00:00+02:00,352.0,1564.0,0.0,37.0,3.0,5809.0,355.0,0.0,260.0,338.0,67.0
2017-08-02 02:00:00+02:00,354.0,1509.0,0.0,248.0,3.0,5807.0,310.0,0.0,261.0,300.0,79.0
2017-08-02 03:00:00+02:00,354.0,1515.0,0.0,371.0,3.0,5805.0,309.0,0.0,264.0,243.0,64.0
2017-08-02 04:00:00+02:00,351.0,1580.0,0.0,213.0,3.0,5801.0,302.0,0.0,264.0,221.0,42.0
2017-08-02 05:00:00+02:00,355.0,1664.0,0.0,54.0,3.0,5795.0,353.0,0.0,264.0,238.0,124.0
2017-08-02 06:00:00+02:00,350.0,1705.0,0.0,13.0,3.0,5801.0,410.0,18.0,264.0,166.0,198.0
2017-08-02 07:00:00+02:00,351.0,1703.0,0.0,115.0,3.0,5805.0,589.0,151.0,261.0,114.0,158.0
2017-08-02 08:00:00+02:00,353.0,1725.0,0.0,120.0,3.0,5801.0,689.0,340.0,263.0,162.0,101.0
2017-08-02 09:00:00+02:00,352.0,1672.0,0.0,88.0,3.0,5805.0,670.0,663.0,261.0,140.0,59.0
2017-08-02 10:00:00+02:00,350.0,1647.0,0.0,76.0,3.0,5775.0,630.0,1028.0,264.0,133.0,54.0
2017-08-02 11:00:00+02:00,354.0,1713.0,0.0,153.0,3.0,5749.0,680.0,1077.0,263.0,151.0,101.0
2017-08-02 12:00:00+02:00,352.0,1709.0,0.0,67.0,3.0,5766.0,684.0,1046.0,260.0,183.0,206.0
2017-08-02 13:00:00+02:00,351.0,2019.0,0.0,18.0,3.0,5786.0,653.0,781.0,259.0,209.0,257.0
2017-08-02 14:00:00+02:00,352.0,1953.0,0.0,0.0,3.0,5785.0,667.0,665.0,261.0,514.0,221.0
2017-08-02 15:00:00+02:00,354.0,1888.0,0.0,0.0,3.0,5784.0,651.0,497.0,258.0,676.0,247.0
2017-08-02 16:00:00+02:00,351.0,2062.0,0.0,0.0,3.0,5784.0,641.0,441.0,262.0,636.0,252.0
2017-08-02 17:00:00+02:00,349.0,2117.0,0.0,94.0,3.0,5785.0,666.0,390.0,262.0,395.0,207.0
