,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2017-10-01 00:00:00+02:00,367.0,1906.0,0.0,0.0,75.0,15.0,3944.0,385.0,0.0,222.0,355.0,255.0
2017-10-01 01:00:00+02:00,366.0,1947.0,0.0,0.0,105.0,18.0,3944.0,369.0,0.0,228.0,360.0,302.0
2017-10-01 02:00:00+02:00,365.0,1606.0,0.0,0.0,220.0,19.0,3943.0,365.0,0.0,228.0,381.0,331.0
2017-10-01 03:00:00+02:00,362.0,1621.0,0.0,0.0,1008.0,22.0,3943.0,363.0,0.0,227.0,328.0,360.0
2017-10-01 04:00:00+02:00,361.0,1516.0,0.0,0.0,1030.0,21.0,3943.0,363.0,0.0,230.0,348.0,376.0
2017-10-01 05:00:00+02:00,362.0,1443.0,0.0,0.0,621.0,20.0,3943.0,374.0,0.0,229.0,376.0,388.0
2017-10-01 06:00:00+02:00,361.0,1572.0,0.0,0.0,324.0,19.0,3944.0,415.0,0.0,228.0,464.0,471.0
2017-10-01 07:00:00+02:00,358.0,1499.0,0.0,0.0,206.0,20.0,3945.0,459.0,1.0,229.0,674.0,512.0
2017-10-01 08:00:00+02:00,353.0,1612.0,0.0,0.0,146.0,22.0,3943.0,518.0,147.0,230.0,783.0,489.0
2017-10-01 09:00:00+02:00,357.0,1661.0,0.0,0.0,4.0,23.0,3939.0,575.0,421.0,227.0,820.0,472.0
2017-10-01 10:00:00+02:00,357.0,1648.0,0.0,0.0,66.0,24.0,3939.0,601.0,706.0,220.0,829.0,478.0
2017-10-01 11:00:00+02:00,357.0,1539.0,0.0,0.0,2.0,23.0,3940.0,585.0,915.0,219.0,831.0,500.0
2017-10-01 12:00:00+02:00,356.0,1583.0,0.0,0.0,22.0,21.0,3940.0,571.0,859.0,223.0,830.0,614.0
2017-10-01 13:00:00+02:00,358.0,1448.0,0.0,0.0,19.0,21.0,3940.0,562.0,784.0,230.0,822.0,712.0
2017-10-01 14:00:00+02:00,307.0,1538.0,0.0,0.0,513.0,20.0,3940.0,562.0,643.0,232.0,822.0,776.0
2017-10-01 15:00:00+02:00,241.0,1613.0,0.0,0.0,390.0,20.0,3937.0,578.0,399.0,233.0,791.0,752.0
2017-10-01 16:00:00+02:00,267.0,1767.0,0.0,0.0,32.0,21.0,3936.0,631.0,250.0,233.0,764.0,665.0
2017-10-01 17:00:00+02:00,345.0,1956.0,0.0,0.0,51.0,21.0,3936.0,668.0,125.0,232.0,772.0,599.0
2017-10-01 18:00:00+02:00,360.0,2173.0,0.0,0.0,322.0,21.0,3935.0,677.0,37.0,238.0,794.0,628.0
2017-10-01 19:00:00+02:00,357.0,2426.0,0.0,0.0,875.0,21.0,3935.0,675.0,0.0,237.0,797.0,651.0
2017-10-01 20:00:00+02:00,360.0,2283.0,0.0,0.0,597.0,21.0,3942.0,643.0,0.0,234.0,816.0,658.0
2017-10-01 21:00:00+02:00,359.0,2071.0,0.0,0.0,334.0,20.0,3940.0,523.0,0.0,236.0,826.0,717.0
2017-10-01 22:00:00+02:00,357.0,2023.0,0.0,0.0,6.0,20.0,3944.0,464.0,0.0,234.0,831.0,791.0
2017-10-01 23:00:00+02:00,354.0,1933.0,0.0,0.0,9.0,20.0,3943.0,430.0,0.0,234.0,837.0,770.0
2017-10-02 00:00:00+02:00,354.0,1541.0,0.0,0.0,40.0,20.0,3946.0,378.0,0.0,233.0,837.0,783.0
2017-10-02 01:00:00+02:00,279.0,1553.0,0.0,0.0,426.0,20.0,3947.0,355.0,0.0,234.0,837.0,824.0
2017-10-02 02:00:00+02:00,248.0,1470.0,0.0,0.0,578.0,21.0,3946.0,398.0,0.0,234.0,832.0,836.0
2017-10-02 03:00:00+02:00,234.0,1452.0,0.0,0.0,740.0,21.0,3943.0,357.0,0.0,235.0,839.0,790.0
2017-10-02 04:00:00+02:00,209.0,1511.0,0.0,0.0,871.0,21.0,3942.0,354.0,0.0,236.0,826.0,768.0
2017-10-02 05:00:00+02:00,224.0,1662.0,0.0,0.0,716.0,21.0,3939.0,354.0,0.0,234.0,827.0,791.0
2017-10-02 06:00:00+02:00,323.0,1982.0,0.0,0.0,4.0,21.0,3939.0,434.0,0.0,234.0,792.0,787.0
2017-10-02 07:00:00+02:00,352.0,2458.0,0.0,0.0,840.0,21.0,3939.0,644.0,0.0,233.0,719.0,698.0
2017-10-02 08:00:00+02:00,348.0,2485.0,0.0,0.0,783.0,21.0,3940.0,675.0,37.0,233.0,733.0,684.0
2017-10-02 09:00:00+02:00,344.0,2752.0,0.0,0.0,654.0,20.0,3941.0,649.0,170.0,234.0,723.0,668.0
2017-10-02 10:00:00+02:00,340.0,2910.0,0.0,0.0,246.0,19.0,3937.0,692.0,389.0,234.0,727.0,671.0
2017-10-02 11:00:00+02:00,351.0,2860.0,0.0,0.0,3.0,19.0,3944.0,674.0,815.0,230.0,730.0,653.0
2017-10-02 12:00:00+02:00,350.0,2724.0,0.0,0.0,23.0,19.0,3948.0,624.0,1062.0,231.0,785.0,741.0
2017-10-02 13:00:00+02:00,352.0,2378.0,0.0,0.0,83.0,18.0,3948.0,595.0,1336.0,227.0,737.0,782.0
2017-10-02 14:00:00+02:00,351.0,2447.0,0.0,0.0,64.0,17.0,3947.0,568.0,1249.0,234.0,753.0,757.0
2017-10-02 15:00:00+02:00,352.0,2642.0,0.0,0.0,25.0,14.0,3947.0,557.0,997.0,237.0,716.0,720.0
2017-10-02 16:00:00+02:00,348.0,2855.0,0.0,0.0,0.0,13.0,3945.0,562.0,665.0,242.0,562.0,731.0
2017-10-02 17:00:00+02:00,348.0,2850.0,0.0,0.0,52.0,12.0,3947.0,635.0,262.0,243.0,544.0,758.0
2017-10-02 18:00:00+02:00,348.0,2915.0,0.0,0.0,230.0,12.0,3947.0,655.0,46.0,248.0,731.0,620.0
2017-10-02 19:00:00+02:00,350.0,2904.0,0.0,0.0,777.0,13.0,3946.0,666.0,0.0,249.0,689.0,576.0
2017-10-02 20:00:00+02:00,347.0,2946.0,0.0,0.0,700.0,14.0,3947.0,618.0,0.0,251.0,548.0,609.0
2017-10-02 21:00:00+02:00,347.0,2625.0,0.0,0.0,13.0,14.0,3950.0,558.0,0.0,254.0,776.0,576.0
2017-10-02 22:00:00+02:00,349.0,2420.0,0.0,0.0,162.0,13.0,3949.0,516.0,0.0,256.0,800.0,681.0
2017-10-02 23:00:00+02:00,349.0,2347.0,0.0,0.0,439.0,14.0,3951.0,464.0,0.0,255.0,808.0,541.0
2017-10-03 00:00:00+02:00,349.0,2483.0,0.0,0.0,303.0,15.0,3955.0,445.0,0.0,256.0,806.0,385.0
2017-10-03 01:00:00+02:00,352.0,2190.0,0.0,0.0,608.0,16.0,3955.0,405.0,0.0,252.0,821.0,327.0
2017-10-03 02:00:00+02:00,282.0,2067.0,0.0,0.0,837.0,18.0,3956.0,410.0,0.0,259.0,823.0,326.0
2017-10-03 03:00:00+02:00,260.0,2007.0,0.0,0.0,867.0,19.0,3956.0,467.0,0.0,256.0,820.0,315.0
2017-10-03 04:00:00+02:00,305.0,1963.0,0.0,0.0,855.0,19.0,3956.0,429.0,0.0,257.0,805.0,363.0
2017-10-03 05:00:00+02:00,347.0,1968.0,0.0,0.0,797.0,20.0,3956.0,425.0,0.0,256.0,798.0,368.0
2017-10-03 06:00:00+02:00,352.0,2668.0,0.0,0.0,75.0,19.0,3955.0,502.0,0.0,257.0,789.0,355.0
2017-10-03 07:00:00+02:00,348.0,2834.0,0.0,0.0,130.0,19.0,3955.0,651.0,0.0,256.0,702.0,352.0
2017-10-03 08:00:00+02:00,352.0,2843.0,0.0,0.0,97.0,18.0,3956.0,664.0,121.0,250.0,711.0,347.0
2017-10-03 09:00:00+02:00,352.0,2831.0,0.0,0.0,17.0,18.0,3959.0,613.0,517.0,251.0,663.0,323.0
2017-10-03 10:00:00+02:00,349.0,2694.0,0.0,0.0,0.0,18.0,3951.0,593.0,867.0,252.0,641.0,287.0
2017-10-03 11:00:00+02:00,347.0,2877.0,0.0,0.0,105.0,19.0,3946.0,597.0,990.0,252.0,532.0,279.0
2017-10-03 12:00:00+02:00,341.0,2807.0,0.0,0.0,13.0,15.0,3934.0,614.0,1077.0,257.0,493.0,302.0
2017-10-03 13:00:00+02:00,341.0,2730.0,0.0,0.0,41.0,15.0,3933.0,611.0,1155.0,259.0,410.0,296.0
2017-10-03 14:00:00+02:00,341.0,2723.0,0.0,0.0,0.0,15.0,3940.0,624.0,1143.0,261.0,305.0,297.0
2017-10-03 15:00:00+02:00,343.0,2672.0,0.0,0.0,0.0,15.0,3953.0,669.0,1010.0,256.0,220.0,281.0
2017-10-03 16:00:00+02:00,349.0,2606.0,0.0,0.0,31.0,15.0,3951.0,601.0,834.0,258.0,212.0,251.0
2017-10-03 17:00:00+02:00,352.0,2864.0,0.0,0.0,89.0,15.0,3947.0,585.0,488.0,254.0,260.0,214.0
2017-10-03 18:00:00+02:00,351.0,2896.0,0.0,0.0,312.0,14.0,3947.0,616.0,121.0,258.0,338.0,170.0
2017-10-03 19:00:00+02:00,356.0,2939.0,0.0,0.0,499.0,14.0,3949.0,580.0,1.0,253.0,388.0,178.0
2017-10-03 20:00:00+02:00,357.0,2865.0,0.0,0.0,509.0,15.0,3950.0,610.0,0.0,254.0,426.0,206.0
2017-10-03 21:00:00+02:00,353.0,2852.0,0.0,0.0,125.0,15.0,3953.0,567.0,0.0,258.0,340.0,218.0
2017-10-03 22:00:00+02:00,353.0,2495.0,0.0,0.0,245.0,15.0,3955.0,522.0,0.0,259.0,419.0,244.0
2017-10-03 23:00:00+02:00,350.0,2424.0,0.0,0.0,148.0,15.0,3955.0,462.0,0.0,257.0,436.0,276.0
2017-10-04 00:00:00+02:00,345.0,2432.0,0.0,0.0,43.0,16.0,3959.0,387.0,0.0,258.0,451.0,274.0
2017-10-04 01:00:00+02:00,348.0,2276.0,0.0,0.0,422.0,17.0,3961.0,374.0,0.0,255.0,427.0,273.0
2017-10-04 02:00:00+02:00,348.0,1975.0,0.0,0.0,829.0,17.0,3961.0,383.0,0.0,258.0,358.0,284.0
