,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2017-03-01 00:00:00+01:00,281.2325,3177.09,287.875,833.94,45.079499999999996,0.17099999999999999,4.638,8.376,0.258,19.089,822.2550000000001,,0.0,30.202705,9.363,54.0485
2017-03-01 00:15:00+01:00,281.2325,3350.315,287.7525,787.61,45.079499999999996,0.1805,4.242,8.388,0.27,19.113,789.455,,0.0,30.43326,9.333,54.7305
2017-03-01 00:30:00+01:00,281.06,3409.5600000000004,288.7325,750.71,44.89625,0.1805,0.042,8.394,0.384,19.113,829.4300000000001,,0.0,29.280485000000002,9.369,55.39875
2017-03-01 00:45:00+01:00,281.06,3430.2650000000003,286.28249999999997,720.985,44.89625,0.17099999999999999,0.036000000000000004,8.388,0.28200000000000003,19.107,799.9100000000001,,0.0,28.588820000000002,9.399000000000001,55.94325
2017-03-01 01:00:00+01:00,280.77250000000004,3445.4350000000004,285.3025,744.97,44.89625,0.1805,0.042,8.394,0.402,19.11,844.6,,0.0,29.741595,9.411,55.736999999999995
2017-03-01 01:15:00+01:00,280.83,3412.2250000000004,286.895,759.9350000000001,44.89625,0.1805,4.2780000000000005,8.394,0.444,19.113,822.46,,0.0,29.04993,9.474,55.321749999999994
2017-03-01 01:30:00+01:00,280.83,3398.9,287.9975,756.45,44.89625,0.1805,0.042,8.388,0.468,19.116,839.2700000000001,,0.0,29.280485000000002,9.543000000000001,55.47575
2017-03-01 01:45:00+01:00,280.77250000000004,3392.135,286.7725,765.6750000000001,44.713,0.1805,0.036000000000000004,8.352,0.546,19.119,814.465,,0.0,29.51104,9.618,55.010999999999996
2017-03-01 02:00:00+01:00,280.3125,3350.7250000000004,284.935,820.615,44.89625,0.1805,0.036000000000000004,8.346,0.312,19.122,702.5350000000001,,0.0,32.047145,9.738,54.683749999999996
2017-03-01 02:15:00+01:00,279.6225,3360.9750000000004,283.8325,843.1650000000001,44.89625,0.1805,4.002,8.346,0.336,19.131,697.615,,0.0,29.972150000000003,9.879,54.3675
2017-03-01 02:30:00+01:00,278.64500000000004,3328.585,282.24,885.6,44.713,0.1805,3.642,8.334,0.378,19.134,690.85,,0.0,30.202705,9.987,53.50675
2017-03-01 02:45:00+01:00,278.0125,3330.2250000000004,275.38,900.565,44.713,0.1805,0.036000000000000004,8.328,0.48,19.134,705.815,,0.0,30.43326,9.933,52.976
2017-03-01 03:00:00+01:00,276.23,3432.5200000000004,273.7875,872.8900000000001,44.89625,0.1805,0.024,8.298,0.47400000000000003,19.134,755.0150000000001,,0.0,32.73881,9.813,52.175749999999994
2017-03-01 03:15:00+01:00,277.61,3459.7850000000003,271.95,863.8700000000001,44.89625,0.1805,0.024,8.334,0.51,19.137,714.835,,0.0,30.663815,9.666,51.138999999999996
2017-03-01 03:30:00+01:00,278.53000000000003,3466.96,272.44,887.6500000000001,44.89625,0.1805,0.024,8.352,0.546,19.143,683.0600000000001,,0.0,31.124925,9.291,50.685249999999996
2017-03-01 03:45:00+01:00,278.64500000000004,3467.1650000000004,273.2975,887.6500000000001,45.26275,0.1805,2.562,8.358,0.546,19.14,714.6300000000001,,0.0,31.35548,9.066,50.26175
2017-03-01 04:00:00+01:00,279.27750000000003,3466.96,288.4875,925.1650000000001,45.079499999999996,0.1805,0.024,8.364,0.432,19.14,728.1600000000001,,0.0,31.586035000000003,9.063,49.3735
