,Fossil Gas,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2015-09-01 00:00:00+02:00,0.0,542.0,978.0,976.0,0.0,8.0
2015-09-01 01:00:00+02:00,0.0,512.0,931.0,977.0,0.0,10.0
2015-09-01 02:00:00+02:00,0.0,483.0,716.0,978.0,0.0,6.0
2015-09-01 03:00:00+02:00,0.0,185.0,493.0,979.0,0.0,4.0
2015-09-01 04:00:00+02:00,0.0,198.0,522.0,980.0,0.0,5.0
2015-09-01 05:00:00+02:00,0.0,414.0,662.0,981.0,0.0,8.0
2015-09-01 06:00:00+02:00,0.0,767.0,1824.0,981.0,0.0,12.0
2015-09-01 07:00:00+02:00,0.0,852.0,2333.0,980.0,11.0,8.0
2015-09-01 08:00:00+02:00,0.0,885.0,2347.0,980.0,33.0,6.0
2015-09-01 09:00:00+02:00,0.0,860.0,2391.0,978.0,50.0,9.0
2015-09-01 10:00:00+02:00,0.0,868.0,2301.0,978.0,68.0,9.0
2015-09-01 11:00:00+02:00,0.0,893.0,2245.0,979.0,77.0,11.0
2015-09-01 12:00:00+02:00,0.0,942.0,2124.0,854.0,73.0,9.0
2015-09-01 13:00:00+02:00,0.0,882.0,2049.0,971.0,64.0,9.0
2015-09-01 14:00:00+02:00,0.0,870.0,1980.0,977.0,41.0,8.0
2015-09-01 15:00:00+02:00,0.0,807.0,2116.0,977.0,39.0,11.0
2015-09-01 16:00:00+02:00,0.0,819.0,1952.0,978.0,31.0,15.0
2015-09-01 17:00:00+02:00,0.0,880.0,1987.0,982.0,22.0,12.0
2015-09-01 18:00:00+02:00,0.0,867.0,1847.0,983.0,14.0,14.0
2015-09-01 19:00:00+02:00,0.0,869.0,1862.0,983.0,4.0,10.0
2015-09-01 20:00:00+02:00,0.0,896.0,2176.0,983.0,0.0,7.0
2015-09-01 21:00:00+02:00,0.0,523.0,1496.0,983.0,0.0,6.0
2015-09-01 22:00:00+02:00,0.0,460.0,1289.0,985.0,0.0,5.0
2015-09-01 23:00:00+02:00,0.0,537.0,1361.0,987.0,0.0,5.0
2015-09-02 00:00:00+02:00,0.0,365.0,777.0,984.0,0.0,4.0
2015-09-02 01:00:00+02:00,0.0,367.0,512.0,995.0,0.0,4.0
2015-09-02 02:00:00+02:00,0.0,190.0,371.0,1031.0,0.0,4.0
2015-09-02 03:00:00+02:00,0.0,13.0,278.0,1036.0,0.0,3.0
2015-09-02 04:00:00+02:00,0.0,36.0,284.0,1061.0,0.0,3.0
2015-09-02 05:00:00+02:00,0.0,136.0,354.0,1075.0,0.0,3.0
2015-09-02 06:00:00+02:00,0.0,395.0,863.0,1074.0,0.0,2.0
2015-09-02 07:00:00+02:00,0.0,499.0,1539.0,1081.0,7.0,2.0
2015-09-02 08:00:00+02:00,0.0,486.0,1569.0,1096.0,33.0,1.0
2015-09-02 09:00:00+02:00,0.0,357.0,1394.0,1183.0,71.0,1.0
2015-09-02 10:00:00+02:00,0.0,368.0,1475.0,1195.0,107.0,1.0
2015-09-02 11:00:00+02:00,0.0,341.0,1686.0,1188.0,136.0,2.0
2015-09-02 12:00:00+02:00,0.0,428.0,1437.0,1186.0,149.0,4.0
2015-09-02 13:00:00+02:00,0.0,422.0,1243.0,1182.0,148.0,5.0
2015-09-02 14:00:00+02:00,0.0,462.0,1190.0,1177.0,128.0,6.0
2015-09-02 15:00:00+02:00,0.0,483.0,1215.0,1180.0,103.0,6.0
2015-09-02 16:00:00+02:00,0.0,500.0,1681.0,1212.0,77.0,5.0
2015-09-02 17:00:00+02:00,0.0,754.0,2079.0,1210.0,49.0,5.0
2015-09-02 18:00:00+02:00,0.0,774.0,2215.0,1209.0,24.0,3.0
2015-09-02 19:00:00+02:00,0.0,799.0,2302.0,1200.0,5.0,2.0
2015-09-02 20:00:00+02:00,0.0,786.0,2233.0,1107.0,0.0,1.0
2015-09-02 21:00:00+02:00,0.0,752.0,2077.0,985.0,0.0,2.0
2015-09-02 22:00:00+02:00,0.0,492.0,1380.0,985.0,0.0,1.0
2015-09-02 23:00:00+02:00,0.0,464.0,1180.0,986.0,0.0,1.0
2015-09-03 00:00:00+02:00,0.0,392.0,723.0,986.0,0.0,3.0
2015-09-03 01:00:00+02:00,0.0,364.0,551.0,986.0,0.0,2.0
2015-09-03 02:00:00+02:00,0.0,290.0,351.0,988.0,0.0,3.0
