,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2015-10-01 00:00:00+02:00,118.0,841.0,252.0,0.0,6.0,6.0,1902.0,78.0,8.0,19.0,37.0
2015-10-01 00:15:00+02:00,116.0,843.0,245.0,0.0,6.0,6.0,1901.0,78.0,8.0,20.0,35.0
2015-10-01 00:30:00+02:00,121.0,840.0,175.0,0.0,6.0,6.0,1900.0,78.0,8.0,19.0,35.0
2015-10-01 00:45:00+02:00,118.0,838.0,127.0,0.0,6.0,6.0,1899.0,78.0,8.0,20.0,40.0
2015-10-01 01:00:00+02:00,121.0,845.0,206.0,0.0,6.0,6.0,1901.0,78.0,8.0,20.0,40.0
2015-10-01 01:15:00+02:00,119.0,844.0,214.0,0.0,6.0,6.0,1900.0,78.0,8.0,19.0,36.0
2015-10-01 01:30:00+02:00,116.0,844.0,148.0,0.0,6.0,6.0,1900.0,78.0,7.0,19.0,34.0
2015-10-01 01:45:00+02:00,114.0,837.0,105.0,0.0,6.0,6.0,1899.0,78.0,7.0,18.0,37.0
2015-10-01 02:00:00+02:00,108.0,837.0,196.0,0.0,6.0,6.0,1900.0,78.0,7.0,18.0,38.0
2015-10-01 02:15:00+02:00,110.0,839.0,193.0,0.0,6.0,6.0,1900.0,78.0,7.0,18.0,39.0
2015-10-01 02:30:00+02:00,104.0,840.0,170.0,0.0,6.0,6.0,1899.0,78.0,6.0,18.0,36.0
2015-10-01 02:45:00+02:00,93.0,831.0,163.0,0.0,6.0,6.0,1899.0,78.0,6.0,19.0,36.0
2015-10-01 03:00:00+02:00,85.0,825.0,139.0,0.0,6.0,6.0,1899.0,78.0,4.0,18.0,38.0
2015-10-01 03:15:00+02:00,77.0,820.0,139.0,0.0,6.0,6.0,1899.0,78.0,4.0,17.0,40.0
2015-10-01 03:30:00+02:00,71.0,822.0,138.0,0.0,6.0,6.0,1899.0,78.0,4.0,18.0,45.0
2015-10-01 03:45:00+02:00,72.0,831.0,114.0,0.0,6.0,6.0,1900.0,78.0,4.0,18.0,45.0
2015-10-01 04:00:00+02:00,72.0,816.0,91.0,0.0,6.0,6.0,1900.0,78.0,3.0,18.0,38.0
2015-10-01 04:15:00+02:00,72.0,820.0,97.0,0.0,6.0,6.0,1900.0,78.0,3.0,18.0,31.0
2015-10-01 04:30:00+02:00,72.0,822.0,139.0,0.0,6.0,6.0,1899.0,78.0,3.0,18.0,30.0
