,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2015-01-31 23:00:00+00:00,284.0,450.0,180.0,2.0,1145.0,136.0,40.0,0.0,2867.0
2015-02-01 00:00:00+00:00,281.0,445.0,180.0,0.0,1218.0,135.0,40.0,0.0,2656.0
2015-02-01 01:00:00+00:00,283.0,445.0,180.0,112.0,1203.0,109.0,40.0,0.0,2458.0
2015-02-01 02:00:00+00:00,280.0,444.0,247.0,129.0,1118.0,107.0,39.0,0.0,2315.0
2015-02-01 03:00:00+00:00,276.0,442.0,281.0,128.0,956.0,111.0,37.0,0.0,2330.0
2015-02-01 04:00:00+00:00,271.0,442.0,345.0,125.0,909.0,153.0,40.0,0.0,2313.0
2015-02-01 05:00:00+00:00,272.0,443.0,359.0,114.0,991.0,113.0,37.0,0.0,2393.0
2015-02-01 06:00:00+00:00,267.0,443.0,337.0,165.0,1234.0,175.0,31.0,0.0,2362.0
2015-02-01 07:00:00+00:00,264.0,443.0,313.0,148.0,1155.0,183.0,31.0,2.0,2276.0
2015-02-01 08:00:00+00:00,267.0,445.0,206.0,178.0,1122.0,260.0,31.0,75.0,2139.0
2015-02-01 09:00:00+00:00,269.0,445.0,331.0,266.0,1294.0,270.0,31.0,200.0,1959.0
2015-02-01 10:00:00+00:00,270.0,441.0,496.0,335.0,1358.0,221.0,31.0,258.0,1797.0
2015-02-01 11:00:00+00:00,271.0,442.0,590.0,278.0,1323.0,237.0,31.0,250.0,1859.0
2015-02-01 12:00:00+00:00,284.0,439.0,590.0,240.0,1352.0,236.0,37.0,257.0,1872.0
2015-02-01 13:00:00+00:00,279.0,438.0,590.0,143.0,1283.0,234.0,38.0,250.0,1951.0
2015-02-01 14:00:00+00:00,280.0,438.0,590.0,132.0,1147.0,182.0,37.0,216.0,2108.0
2015-02-01 15:00:00+00:00,276.0,477.0,589.0,116.0,1059.0,155.0,38.0,198.0,2204.0
2015-02-01 16:00:00+00:00,272.0,598.0,590.0,89.0,1094.0,133.0,38.0,106.0,2087.0
2015-02-01 17:00:00+00:00,268.0,764.0,590.0,614.0,1198.0,243.0,38.0,20.0,1906.0
2015-02-01 18:00:00+00:00,274.0,1012.0,590.0,929.0,1584.0,670.0,37.0,0.0,1885.0
2015-02-01 19:00:00+00:00,271.0,1081.0,590.0,1112.0,1562.0,655.0,38.0,0.0,1822.0
2015-02-01 20:00:00+00:00,270.0,1120.0,590.0,1100.0,1557.0,637.0,38.0,0.0,1768.0
2015-02-01 21:00:00+00:00,271.0,1122.0,590.0,998.0,1651.0,637.0,38.0,0.0,1540.0
2015-02-01 22:00:00+00:00,274.0,1132.0,590.0,841.0,1537.0,494.0,39.0,0.0,1456.0
2015-02-01 23:00:00+00:00,276.0,905.0,591.0,175.0,1174.0,277.0,39.0,0.0,1515.0
2015-02-02 00:00:00+00:00,276.0,494.0,635.0,168.0,872.0,229.0,40.0,0.0,1660.0
2015-02-02 01:00:00+00:00,277.0,449.0,731.0,129.0,835.0,169.0,40.0,0.0,1902.0
2015-02-02 02:00:00+00:00,272.0,448.0,887.0,82.0,769.0,167.0,40.0,0.0,2136.0
2015-02-02 03:00:00+00:00,275.0,447.0,1090.0,0.0,699.0,147.0,41.0,0.0,2326.0
2015-02-02 04:00:00+00:00,272.0,447.0,1199.0,86.0,679.0,147.0,39.0,0.0,2413.0
2015-02-02 05:00:00+00:00,266.0,452.0,1312.0,255.0,677.0,256.0,38.0,0.0,2635.0
2015-02-02 06:00:00+00:00,270.0,535.0,1383.0,585.0,1151.0,861.0,38.0,0.0,2862.0
2015-02-02 07:00:00+00:00,266.0,851.0,1418.0,616.0,1292.0,878.0,44.0,0.0,3053.0
2015-02-02 08:00:00+00:00,272.0,875.0,1593.0,745.0,1454.0,1040.0,45.0,10.0,3167.0
2015-02-02 09:00:00+00:00,274.0,886.0,1750.0,827.0,1491.0,1100.0,45.0,39.0,3320.0
2015-02-02 10:00:00+00:00,273.0,979.0,1726.0,833.0,1507.0,1115.0,44.0,94.0,3490.0
2015-02-02 11:00:00+00:00,269.0,959.0,1753.0,857.0,1551.0,1106.0,45.0,119.0,3529.0
2015-02-02 12:00:00+00:00,277.0,1023.0,1758.0,770.0,1496.0,1032.0,48.0,102.0,3525.0
2015-02-02 13:00:00+00:00,275.0,1124.0,1758.0,650.0,1244.0,411.0,45.0,93.0,3614.0
2015-02-02 14:00:00+00:00,279.0,1109.0,1756.0,605.0,1115.0,509.0,47.0,95.0,3811.0
2015-02-02 15:00:00+00:00,278.0,1145.0,1750.0,534.0,1347.0,478.0,48.0,83.0,3829.0
2015-02-02 16:00:00+00:00,277.0,1144.0,1733.0,638.0,1353.0,524.0,49.0,45.0,3856.0
2015-02-02 17:00:00+00:00,276.0,1129.0,1686.0,646.0,1562.0,545.0,48.0,7.0,3896.0
2015-02-02 18:00:00+00:00,278.0,1139.0,1655.0,916.0,1897.0,690.0,47.0,0.0,3902.0
2015-02-02 19:00:00+00:00,274.0,1047.0,1702.0,919.0,1918.0,705.0,47.0,0.0,3915.0
2015-02-02 20:00:00+00:00,273.0,1056.0,1754.0,917.0,1935.0,389.0,48.0,0.0,3896.0
2015-02-02 21:00:00+00:00,278.0,903.0,1752.0,646.0,1760.0,364.0,46.0,0.0,3840.0
2015-02-02 22:00:00+00:00,286.0,723.0,1707.0,216.0,1274.0,186.0,46.0,0.0,3808.0
2015-02-02 23:00:00+00:00,288.0,708.0,1514.0,3.0,806.0,112.0,48.0,0.0,3800.0
2015-02-03 00:00:00+00:00,289.0,504.0,1221.0,0.0,1004.0,112.0,41.0,0.0,3687.0
2015-02-03 01:00:00+00:00,295.0,490.0,802.0,0.0,780.0,108.0,40.0,0.0,3531.0
2015-02-03 02:00:00+00:00,284.0,488.0,568.0,0.0,743.0,109.0,39.0,0.0,3357.0
2015-02-03 03:00:00+00:00,289.0,487.0,561.0,0.0,670.0,114.0,38.0,0.0,3308.0
2015-02-03 04:00:00+00:00,300.0,488.0,595.0,0.0,676.0,111.0,40.0,0.0,3229.0
2015-02-03 05:00:00+00:00,280.0,489.0,940.0,0.0,981.0,111.0,39.0,0.0,3190.0
2015-02-03 06:00:00+00:00,275.0,512.0,1686.0,104.0,1246.0,249.0,41.0,0.0,3117.0
2015-02-03 07:00:00+00:00,271.0,831.0,1706.0,111.0,1267.0,361.0,46.0,0.0,3237.0
2015-02-03 08:00:00+00:00,274.0,886.0,1756.0,546.0,1407.0,788.0,47.0,19.0,3272.0
2015-02-03 09:00:00+00:00,279.0,879.0,1755.0,705.0,1513.0,813.0,46.0,63.0,3350.0
2015-02-03 10:00:00+00:00,284.0,860.0,1755.0,416.0,1583.0,790.0,47.0,96.0,3473.0
2015-02-03 11:00:00+00:00,287.0,889.0,1756.0,308.0,1585.0,624.0,47.0,93.0,3639.0
2015-02-03 12:00:00+00:00,294.0,927.0,1757.0,268.0,1617.0,175.0,49.0,104.0,3736.0
2015-02-03 13:00:00+00:00,296.0,918.0,1756.0,99.0,1304.0,220.0,48.0,105.0,3871.0
2015-02-03 14:00:00+00:00,298.0,902.0,1756.0,125.0,1499.0,328.0,49.0,104.0,3873.0
2015-02-03 15:00:00+00:00,291.0,1021.0,1756.0,232.0,1535.0,435.0,47.0,75.0,3840.0
2015-02-03 16:00:00+00:00,271.0,1028.0,1756.0,363.0,1625.0,545.0,48.0,39.0,3860.0
2015-02-03 17:00:00+00:00,261.0,974.0,1757.0,591.0,1645.0,799.0,49.0,5.0,3889.0
2015-02-03 18:00:00+00:00,260.0,913.0,1758.0,848.0,1719.0,838.0,49.0,0.0,3829.0
2015-02-03 19:00:00+00:00,262.0,1063.0,1758.0,854.0,1836.0,844.0,50.0,0.0,3682.0
2015-02-03 20:00:00+00:00,248.0,1077.0,1757.0,1066.0,1801.0,837.0,49.0,0.0,3480.0
2015-02-03 21:00:00+00:00,248.0,1077.0,1756.0,836.0,1621.0,537.0,48.0,0.0,3288.0
2015-02-03 22:00:00+00:00,249.0,1074.0,1756.0,254.0,1409.0,258.0,49.0,0.0,3087.0
2015-02-03 23:00:00+00:00,250.0,975.0,1755.0,0.0,1229.0,316.0,48.0,0.0,2923.0
2015-02-04 00:00:00+00:00,248.0,528.0,1630.0,0.0,1193.0,318.0,49.0,0.0,2740.0
2015-02-04 01:00:00+00:00,256.0,506.0,1228.0,0.0,978.0,128.0,50.0,0.0,2683.0
2015-02-04 02:00:00+00:00,249.0,505.0,917.0,0.0,902.0,123.0,48.0,0.0,2590.0
2015-02-04 03:00:00+00:00,251.0,506.0,890.0,0.0,872.0,142.0,48.0,0.0,2504.0
2015-02-04 04:00:00+00:00,259.0,505.0,1187.0,0.0,908.0,148.0,48.0,0.0,2587.0
2015-02-04 05:00:00+00:00,251.0,504.0,1610.0,0.0,1057.0,149.0,49.0,0.0,2656.0
2015-02-04 06:00:00+00:00,235.0,577.0,1747.0,100.0,1187.0,419.0,48.0,0.0,2749.0
2015-02-04 07:00:00+00:00,236.0,884.0,1751.0,198.0,1174.0,607.0,45.0,3.0,3001.0
2015-02-04 08:00:00+00:00,241.0,937.0,1754.0,679.0,1605.0,884.0,43.0,91.0,3012.0
2015-02-04 09:00:00+00:00,247.0,948.0,1756.0,735.0,1696.0,955.0,44.0,228.0,2869.0
2015-02-04 10:00:00+00:00,238.0,948.0,1758.0,675.0,1483.0,809.0,47.0,297.0,2837.0
2015-02-04 11:00:00+00:00,239.0,946.0,1756.0,111.0,1496.0,419.0,50.0,329.0,2936.0
2015-02-04 12:00:00+00:00,248.0,942.0,1552.0,51.0,1536.0,220.0,49.0,336.0,3182.0
