,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2015-01-01 00:00:00+01:00,,,,,,,,,1415.0
2015-01-01 01:00:00+01:00,,,,,,,,,1440.0
2015-01-01 02:00:00+01:00,,,,,,,,,1444.0
2015-01-01 03:00:00+01:00,,,,,,,,,1509.0
2015-01-01 04:00:00+01:00,,,,,,,,,1548.0
2015-01-01 05:00:00+01:00,,,,,,,,,1619.0
2015-01-01 06:00:00+01:00,,,,,,,,,1660.0
2015-01-01 07:00:00+01:00,,,,,,,,,1787.0
2015-01-01 08:00:00+01:00,,,,,,,,,1867.0
2015-01-01 09:00:00+01:00,,,,,,,,,1892.0
2015-01-01 10:00:00+01:00,,,,,,,,,1854.0
2015-01-01 11:00:00+01:00,,,,,,,,,1932.0
2015-01-01 12:00:00+01:00,,,,,,,,,1964.0
2015-01-01 13:00:00+01:00,,,,,,,,,1922.0
2015-01-01 14:00:00+01:00,,,,,,,,,1854.0
2015-01-01 15:00:00+01:00,,,,,,,,,1812.0
2015-01-01 16:00:00+01:00,,,,,,,,,1800.0
2015-01-01 17:00:00+01:00,,,,,,,,,1870.0
2015-01-01 18:00:00+01:00,,,,,,,,,1919.0
2015-01-01 19:00:00+01:00,,,,,,,,,1969.0
2015-01-01 20:00:00+01:00,,,,,,,,,2018.0
2015-01-01 21:00:00+01:00,,,,,,,,,2117.0
2015-01-01 22:00:00+01:00,,,,,,,,,2201.0
2015-01-01 23:00:00+01:00,,,,,,,,,2286.0
2015-01-02 00:00:00+01:00,233.0,2927.0,62.0,418.0,7127.0,0.0,173.0,0.0,2405.0
2015-01-02 01:00:00+01:00,233.0,2809.0,61.0,406.0,7126.0,0.0,173.0,0.0,2492.0
2015-01-02 02:00:00+01:00,233.0,2787.0,61.0,416.0,7106.0,0.0,173.0,0.0,2584.0
2015-01-02 03:00:00+01:00,233.0,2692.0,61.0,416.0,7076.0,0.0,173.0,0.0,2848.0
2015-01-02 04:00:00+01:00,233.0,2748.0,61.0,415.0,7057.0,0.0,173.0,0.0,3029.0
2015-01-02 05:00:00+01:00,233.0,2858.0,61.0,415.0,7097.0,0.0,173.0,0.0,3127.0
2015-01-02 06:00:00+01:00,236.0,3638.0,62.0,416.0,7404.0,0.0,171.0,0.0,3191.0
2015-01-02 07:00:00+01:00,239.0,4425.0,63.0,416.0,7606.0,0.0,172.0,0.0,3231.0
2015-01-02 08:00:00+01:00,240.0,4660.0,64.0,416.0,7935.0,0.0,176.0,0.0,3283.0
2015-01-02 09:00:00+01:00,240.0,5174.0,62.0,416.0,8203.0,0.0,186.0,0.0,3351.0
2015-01-02 10:00:00+01:00,240.0,5303.0,61.0,416.0,8266.0,50.0,183.0,0.0,3374.0
2015-01-02 11:00:00+01:00,240.0,5479.0,61.0,416.0,8157.0,99.0,179.0,0.0,3359.0
2015-01-02 12:00:00+01:00,240.0,5440.0,63.0,431.0,8218.0,216.0,170.0,0.0,3276.0
2015-01-02 13:00:00+01:00,240.0,5425.0,63.0,430.0,8498.0,503.0,170.0,0.0,3319.0
2015-01-02 14:00:00+01:00,240.0,5353.0,64.0,430.0,8750.0,215.0,168.0,0.0,3314.0
2015-01-02 15:00:00+01:00,240.0,5369.0,62.0,430.0,8822.0,132.0,167.0,0.0,3348.0
