,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2015-09-30 23:00:00+01:00,2054.815,2416.54,0.0,0.984,0.456,45.102000000000004,692.08,0.0,12.264000000000001,3.1624999999999996
2015-09-30 23:30:00+01:00,1765.96,2394.4,0.0,0.012,0.456,45.144,684.2900000000001,0.0,11.814,3.0029999999999997
2015-10-01 00:00:00+01:00,1570.45,2081.98,0.0,0.0,0.456,45.156,693.72,0.0,11.4,2.9425
2015-10-01 00:30:00+01:00,1730.19,1974.15,0.0,0.0,0.456,45.078,670.35,0.0,10.902000000000001,2.7885
2015-10-01 01:00:00+01:00,1691.48,1993.0100000000002,0.0,0.0,0.456,45.258,670.7600000000001,0.0,9.846,2.915
2015-10-01 01:30:00+01:00,1725.78,1903.63,0.0,0.0,0.456,45.21,677.32,0.0,9.084,3.0745
2015-10-01 02:00:00+01:00,1723.575,1906.5000000000002,0.0,0.0,0.444,45.192,702.33,0.0,8.514,3.2725
2015-10-01 02:30:00+01:00,1650.565,1904.8600000000001,0.0,0.0,0.456,45.24,690.85,0.0,7.47,3.4044999999999996
2015-10-01 03:00:00+01:00,1648.605,1937.66,0.0,0.0,0.456,45.21,669.12,0.0,6.426,3.399
2015-10-01 03:30:00+01:00,1681.925,1962.67,0.0,0.0,0.456,45.282000000000004,671.58,0.0,6.12,3.3165
2015-10-01 04:00:00+01:00,1633.415,1981.5300000000002,0.0,0.0,0.444,45.354,676.09,0.0,6.594,3.2834999999999996
2015-10-01 04:30:00+01:00,1636.355,1977.8400000000001,0.0,0.0,0.444,45.318,697.82,0.0,6.384,3.2175
2015-10-01 05:00:00+01:00,1720.8799999999999,2087.31,0.0,0.0,0.444,45.33,683.0600000000001,0.0,5.91,3.4044999999999996
2015-10-01 05:30:00+01:00,1826.965,2261.15,0.0,0.0,0.456,45.408,690.0300000000001,0.0,5.946,3.399
2015-10-01 06:00:00+01:00,1938.44,2379.6400000000003,0.0,1.512,0.444,45.39,687.1600000000001,0.0,6.126,3.3935
2015-10-01 06:30:00+01:00,2467.8849999999998,2680.17,0.0,0.588,0.444,45.39,655.59,0.0,6.348,3.3385
2015-10-01 07:00:00+01:00,2985.815,3082.7900000000004,0.0,4.704,1.02,45.372,656.0,0.0,6.144,3.3165
