,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2015-09-01 00:00:00+02:00,320.0,1709.0,11566.0,70.0,132.0
2015-09-01 01:00:00+02:00,320.0,1705.0,10989.0,70.0,129.0
2015-09-01 02:00:00+02:00,320.0,1702.0,10966.0,65.0,148.0
2015-09-01 03:00:00+02:00,321.0,1702.0,11017.0,68.0,140.0
2015-09-01 04:00:00+02:00,321.0,1702.0,11081.0,67.0,142.0
2015-09-01 05:00:00+02:00,322.0,1702.0,11063.0,70.0,156.0
2015-09-01 06:00:00+02:00,321.0,1707.0,12778.0,58.0,155.0
2015-09-01 07:00:00+02:00,322.0,1716.0,14127.0,53.0,165.0
2015-09-01 08:00:00+02:00,321.0,1710.0,14394.0,43.0,167.0
2015-09-01 09:00:00+02:00,320.0,1703.0,14193.0,60.0,174.0
2015-09-01 10:00:00+02:00,322.0,1712.0,14049.0,63.0,182.0
2015-09-01 11:00:00+02:00,322.0,1715.0,14349.0,63.0,193.0
2015-09-01 12:00:00+02:00,321.0,1724.0,14332.0,48.0,191.0
2015-09-01 13:00:00+02:00,321.0,1709.0,14326.0,43.0,203.0
2015-09-01 14:00:00+02:00,322.0,1706.0,14200.0,49.0,211.0
2015-09-01 15:00:00+02:00,320.0,1713.0,14471.0,50.0,216.0
2015-09-01 16:00:00+02:00,320.0,1713.0,14586.0,63.0,221.0
2015-09-01 17:00:00+02:00,320.0,1713.0,14369.0,62.0,229.0
2015-09-01 18:00:00+02:00,319.0,1699.0,14157.0,63.0,211.0
2015-09-01 19:00:00+02:00,318.0,1698.0,13481.0,65.0,204.0
2015-09-01 20:00:00+02:00,320.0,1697.0,13757.0,62.0,207.0
2015-09-01 21:00:00+02:00,320.0,1693.0,13169.0,63.0,208.0
2015-09-01 22:00:00+02:00,321.0,1686.0,12222.0,59.0,212.0
2015-09-01 23:00:00+02:00,320.0,1686.0,10622.0,56.0,221.0
2015-09-02 00:00:00+02:00,322.0,1669.0,9842.0,55.0,202.0
2015-09-02 01:00:00+02:00,324.0,1641.0,9446.0,58.0,193.0
2015-09-02 02:00:00+02:00,325.0,1650.0,9430.0,55.0,181.0
2015-09-02 03:00:00+02:00,325.0,1653.0,9577.0,54.0,181.0
2015-09-02 04:00:00+02:00,326.0,1646.0,9644.0,55.0,186.0
2015-09-02 05:00:00+02:00,325.0,1646.0,9766.0,55.0,188.0
2015-09-02 06:00:00+02:00,325.0,1657.0,11750.0,49.0,183.0
2015-09-02 07:00:00+02:00,324.0,1668.0,13900.0,49.0,180.0
2015-09-02 08:00:00+02:00,324.0,1656.0,14597.0,52.0,175.0
2015-09-02 09:00:00+02:00,324.0,1653.0,14080.0,52.0,165.0
2015-09-02 10:00:00+02:00,325.0,1654.0,14118.0,40.0,154.0
2015-09-02 11:00:00+02:00,325.0,1662.0,13925.0,39.0,157.0
2015-09-02 12:00:00+02:00,325.0,1665.0,13739.0,41.0,173.0
2015-09-02 13:00:00+02:00,325.0,1664.0,13794.0,40.0,186.0
2015-09-02 14:00:00+02:00,325.0,1671.0,13623.0,42.0,216.0
2015-09-02 15:00:00+02:00,325.0,1676.0,13308.0,46.0,216.0
2015-09-02 16:00:00+02:00,324.0,1672.0,13135.0,46.0,189.0
2015-09-02 17:00:00+02:00,323.0,1674.0,13669.0,44.0,183.0
2015-09-02 18:00:00+02:00,322.0,1671.0,13501.0,41.0,175.0
2015-09-02 19:00:00+02:00,322.0,1673.0,13893.0,47.0,157.0
2015-09-02 20:00:00+02:00,323.0,1673.0,14117.0,47.0,155.0
2015-09-02 21:00:00+02:00,323.0,1672.0,13792.0,46.0,153.0
2015-09-02 22:00:00+02:00,323.0,1678.0,12792.0,49.0,158.0
2015-09-02 23:00:00+02:00,323.0,1667.0,11160.0,49.0,177.0
2015-09-03 00:00:00+02:00,323.0,1665.0,10549.0,54.0,176.0
2015-09-03 01:00:00+02:00,324.0,1663.0,10455.0,52.0,186.0
2015-09-03 02:00:00+02:00,324.0,1660.0,10439.0,53.0,180.0
2015-09-03 03:00:00+02:00,324.0,1673.0,10810.0,53.0,177.0
2015-09-03 04:00:00+02:00,324.0,1668.0,10979.0,53.0,182.0
2015-09-03 05:00:00+02:00,324.0,1668.0,11418.0,60.0,197.0
2015-09-03 06:00:00+02:00,324.0,1668.0,12301.0,60.0,203.0
2015-09-03 07:00:00+02:00,324.0,1671.0,13515.0,52.0,183.0
2015-09-03 08:00:00+02:00,324.0,1671.0,13692.0,50.0,162.0
2015-09-03 09:00:00+02:00,318.0,1668.0,13712.0,53.0,137.0
2015-09-03 10:00:00+02:00,324.0,1669.0,13452.0,66.0,134.0
2015-09-03 11:00:00+02:00,323.0,1620.0,13391.0,71.0,134.0
2015-09-03 12:00:00+02:00,323.0,1615.0,13156.0,69.0,149.0
2015-09-03 13:00:00+02:00,323.0,1615.0,13114.0,67.0,160.0
2015-09-03 14:00:00+02:00,322.0,1615.0,13099.0,53.0,170.0
2015-09-03 15:00:00+02:00,322.0,1617.0,12773.0,57.0,175.0
2015-09-03 16:00:00+02:00,321.0,1618.0,12873.0,59.0,169.0
2015-09-03 17:00:00+02:00,321.0,1615.0,12893.0,66.0,187.0
2015-09-03 18:00:00+02:00,319.0,1624.0,12785.0,62.0,204.0
2015-09-03 19:00:00+02:00,321.0,1644.0,12717.0,64.0,188.0
2015-09-03 20:00:00+02:00,321.0,1670.0,13235.0,70.0,197.0
2015-09-03 21:00:00+02:00,320.0,1671.0,13137.0,71.0,201.0
2015-09-03 22:00:00+02:00,321.0,1669.0,12503.0,68.0,188.0
2015-09-03 23:00:00+02:00,320.0,1668.0,11549.0,70.0,166.0
2015-09-04 00:00:00+02:00,320.0,1663.0,11253.0,72.0,160.0
2015-09-04 01:00:00+02:00,322.0,1662.0,10762.0,73.0,149.0
2015-09-04 02:00:00+02:00,322.0,1663.0,10687.0,73.0,131.0
2015-09-04 03:00:00+02:00,322.0,1663.0,10810.0,73.0,121.0
2015-09-04 04:00:00+02:00,322.0,1662.0,11000.0,74.0,106.0
2015-09-04 05:00:00+02:00,321.0,1661.0,11504.0,74.0,81.0
2015-09-04 06:00:00+02:00,323.0,1662.0,12399.0,72.0,66.0
2015-09-04 07:00:00+02:00,323.0,1663.0,13438.0,74.0,54.0
2015-09-04 08:00:00+02:00,323.0,1664.0,14082.0,71.0,40.0
2015-09-04 09:00:00+02:00,323.0,1663.0,14033.0,68.0,34.0
2015-09-04 10:00:00+02:00,322.0,1685.0,14013.0,69.0,31.0
2015-09-04 11:00:00+02:00,322.0,1685.0,13996.0,72.0,31.0
2015-09-04 12:00:00+02:00,322.0,1685.0,13715.0,71.0,27.0
2015-09-04 13:00:00+02:00,322.0,1673.0,13542.0,72.0,34.0
2015-09-04 14:00:00+02:00,323.0,1673.0,13455.0,70.0,48.0
